code,split,Date,actual_date,actual_aligned,base_prediction,actual_return,predicted_return,error,abs_error,actual_abs_return,pred_abs_return,sign_mismatch,feature_sector,feature_exchange,feature_close,feature_adjust,feature_volume_match,feature_volume_ratio_20,feature_intraday_return,feature_gap_open,feature_close_position,feature_momentum_20,feature_volatility_20,feature_bb_width,feature_macd_hist,feature_sector_momentum_rank,feature_alpha_sector,feature_target_next_return,rank_abs_error_in_day
HDG,train,2017-11-13,2017-11-14,0.0686274468898773,0.0013217853847891,0.0686274468898773,0.0013217853847891,0.06730566150508821,0.06730566150508821,0.0686274468898773,0.0013217853847891,False,Bất động sản,HOSE,6150,7199.41064453125,147910,0.9158513931888544,-0.016,0.001602564102564,0.0,-0.0870871159068167,0.0223152034408032,0.0944115257918938,-21.527567644501417,10.0,-0.0212186169195251,0.0065789076566258,2.0
FPT,train,2017-11-13,2017-11-14,0.0556585416197776,-0.0006467949715442,0.0556585416197776,-0.0006467949715442,0.0563053365913218,0.0563053365913218,0.0556585416197776,0.0006467949715442,True,Công nghệ Thông tin,HOSE,14130,16779.3671875,4769280,3.2771653256547677,0.034407027818448,0.0,0.7236842105263158,0.0505837251554377,0.0141273979242867,0.0985557977252902,85.51004016211573,1.0,-0.0334996977594947,-0.0018519303143416,3.0
NKG,train,2017-11-13,2017-11-14,0.0519307702779769,-0.0005202853353694,0.0519307702779769,-0.0005202853353694,0.0524510556133463,0.0524510556133463,0.0519307702779769,0.0005202853353694,True,Tài nguyên Cơ bản,HOSE,13350,15480.32421875,972240,1.7146197860957852,0.0007496251874063,0.0075528700906344,0.9130434782608696,0.0579096132861127,0.0122546233412879,0.1197873865525039,109.6330711119678,15.0,0.0154762226222211,0.0026702242741101,4.0
DIG,train,2017-11-13,2017-11-14,-0.0447760298848152,-0.001092871883884,-0.0447760298848152,-0.001092871883884,-0.0436831580009312,0.0436831580009312,0.0447760298848152,0.001092871883884,False,Bất động sản,HOSE,7680,8988.2431640625,2386740,1.957761232104876,-0.0077519379844961,0.0144167758846658,0.3333333333333333,0.0214723180827669,0.0247298999160878,0.1438378380351818,52.64330187531764,10.0,-0.0004593884057655,0.0060060011119125,5.0
KBC,train,2017-11-13,2017-11-14,0.0426008962094783,0.0013343142345547,0.0426008962094783,0.0013343142345547,0.041266581974923604,0.041266581974923604,0.0426008962094783,0.0013343142345547,False,Bất động sản,HOSE,8780,8780.0,2425850,0.8096953157765002,-0.0189944134078212,0.0078828828828829,0.2916666666666667,-0.0599571734475374,0.0264986676553576,0.1123075991543129,28.796544961228165,10.0,-0.0193359910025148,0.0159453302961276,6.0
GEX,train,2017-11-13,2017-11-14,0.037194475531578,-0.0001050689606927,0.037194475531578,-0.0001050689606927,0.0372995444922707,0.0372995444922707,0.037194475531578,0.0001050689606927,True,Hàng & Dịch vụ Công nghiệp,HOSE,9410,9410.0,39200,0.0555149185722186,0.0053418803418803,-0.0105708245243129,0.2083333333333333,-0.0673934588701684,0.0161319023284998,0.0892895719777771,-44.64655642625969,13.0,-0.0084486200182897,0.0,7.0
HPG,train,2017-11-13,2017-11-14,0.0360962487757205,-0.0005503121647052,0.0360962487757205,-0.0005503121647052,0.0366465609404257,0.0366465609404257,0.0360962487757205,0.0005503121647052,True,Tài nguyên Cơ bản,HOSE,6960,7243.8642578125,2541840,0.7353322785771379,-0.0155586987270155,0.0,0.4210526315789473,-0.0355263096304903,0.0186906399285405,0.0957438191878232,-0.658484710240522,15.0,-0.0167674328526332,0.0204638435249011,8.0
CII,train,2017-11-13,2017-11-14,0.0350877903401851,-0.0004051986907143,0.0350877903401851,-0.0004051986907143,0.035492989030899404,0.035492989030899404,0.0350877903401851,0.0004051986907143,True,Xây dựng và Vật liệu,HOSE,22870,23825.775390625,2111360,1.8130155930538392,0.0048330404217926,0.0,0.2558139534883721,-0.1125356803113939,0.0130260346184814,0.1730127761874412,-133.65396699529117,9.0,-0.0029745804252869,0.0064205511412314,9.0
GMD,train,2017-11-13,2017-11-14,0.0343492999672889,-0.0005833265022374,0.0343492999672889,-0.0005833265022374,0.0349326264695263,0.0349326264695263,0.0343492999672889,0.0005833265022374,True,Hàng & Dịch vụ Công nghiệp,HOSE,19990,19990.0,373110,0.6815715731441327,-0.0157557853274249,0.0054455445544554,0.2195121951219512,-0.0995495495495495,0.0178403380386258,0.1714692707896445,-67.30896849673047,13.0,-0.0152627898073617,0.0340170085042521,10.0
PHR,train,2017-11-13,2017-11-14,0.0307582262903451,0.0010481950594112,0.0307582262903451,0.0010481950594112,0.0297100312309339,0.0297100312309339,0.0307582262903451,0.0010481950594112,False,Hóa chất,HOSE,14030,14030.0,344260,1.325728985350976,-0.015438596491228,-0.0048882681564246,0.0,-0.1040868454661557,0.0118780273394707,0.1005028183691037,-67.0351804875767,16.0,-0.021244153224756,-0.0035637918745545,11.0
KDC,train,2017-11-13,2017-11-14,0.0287672244012355,-0.0006587831303477,0.0287672244012355,-0.0006587831303477,0.0294260075315832,0.0294260075315832,0.0287672244012355,0.0006587831303477,True,Thực phẩm và đồ uống,HOSE,28230,31344.8359375,415340,1.2978847734310794,-0.0014149274849664,-0.0115384615384614,0.1707317073170731,-0.0595854560975578,0.0088180150241698,0.0734512401898401,45.92847766073396,12.0,-0.0155906262369823,0.0055095299539722,12.0
HDG,train,2017-11-14,2017-11-15,0.0688074007630348,0.0012723027030006,0.0688074007630348,0.0012723027030006,0.0675350980600342,0.0675350980600342,0.0688074007630348,0.0012723027030006,False,Bất động sản,HOSE,6200,7246.77490234375,124060,0.7756319280761752,0.0081300813008129,0.0,0.3846153846153846,-0.0755287428721493,0.0224419444434692,0.0863758825122968,-19.1512604519759,8.0,-0.00769697946483,0.0686274437140175,1.0
HAG,train,2017-11-14,2017-11-15,0.0692520812153816,0.0027788334991782,0.0692520812153816,0.0027788334991782,0.06647324771620339,0.06647324771620339,0.0692520812153816,0.0027788334991782,False,Thực phẩm và đồ uống,HOSE,7220,7220.0,2071660,0.5613701739679574,-0.0203527815468114,-0.0013550135501354,0.1111111111111111,-0.1290711700844391,0.028892451963054,0.1849585516799091,-15.384916747917371,12.0,-0.0130097801605582,0.0,2.0
HDC,train,2017-11-14,2017-11-15,0.0602409765124321,-0.0008184666512534,0.0602409765124321,-0.0008184666512534,0.0610594431636855,0.0610594431636855,0.0602409765124321,0.0008184666512534,True,Bất động sản,HOSE,4180,4455.0078125,243930,0.7328702507496049,-0.0047619047619047,0.0,0.3,-0.085399511998206,0.0135240648356818,0.1194965242641186,-24.700387939760223,8.0,-0.0181500330524718,0.0,3.0
HCM,train,2017-11-14,2017-11-15,0.0554272383451461,0.0008326888782903,0.0554272383451461,0.0008326888782903,0.0545945494668558,0.0545945494668558,0.0554272383451461,0.0008326888782903,False,Dịch vụ tài chính,HOSE,6560,20587.09765625,603760,1.6012518067655912,-0.0045523520485584,0.0061068702290076,0.5625,-0.0045976685855884,0.0228208905168376,0.1314310885014541,139.5925258224194,10.0,-0.0103256885663163,0.0,4.0
STB,train,2017-11-14,2017-11-15,0.0480349361896514,-0.0010558343492448,0.0480349361896514,-0.0010558343492448,0.0490907705388962,0.0490907705388962,0.0480349361896514,0.0010558343492448,True,Ngân hàng,HOSE,11150,11150.0,1577250,1.1213073636960167,-0.0044642857142856,0.0,0.0,-0.0262008733624453,0.0121351403996045,0.0472687617008315,20.821562952120217,5.0,-0.0150191284354064,0.0269058295964126,5.0
PVT,train,2017-11-14,2017-11-15,0.0457318127155303,0.0014161319704726,0.0457318127155303,0.0014161319704726,0.0443156807450577,0.0443156807450577,0.0457318127155303,0.0014161319704726,False,Hàng & Dịch vụ Công nghiệp,HOSE,7920,9404.4375,445180,1.689071007151936,0.0025316455696202,0.0,0.4054054054054054,0.1172414225159412,0.0198442211899188,0.1653034185079282,115.01498604160108,13.0,-0.0065159784230934,0.0123456097852743,6.0
MSN,train,2017-11-14,2017-11-15,0.0443715862929821,0.0012085319031029,0.0443715862929821,0.0012085319031029,0.043163054389879205,0.043163054389879205,0.0443715862929821,0.0012085319031029,False,Thực phẩm và đồ uống,HOSE,46970,46970.0,369480,0.5142512368098552,-0.0153039832285115,-0.0016743407283381,0.3539823008849557,0.0318541300527239,0.0110751544076205,0.1130331540779406,-225.0245065051206,12.0,-0.0077569835741765,-0.0259740259740259,7.0
DIG,train,2017-11-14,2017-11-15,0.0437499620020389,0.0014225880149751,0.0437499620020389,0.0014225880149751,0.0423273739870638,0.0423273739870638,0.0437499620020389,0.0014225880149751,False,Bất động sản,HOSE,7720,9042.2265625,4131680,3.0463460923087813,0.0025974025974024,0.0026041666666667,0.3055555555555556,0.0213413894295064,0.0247286050442995,0.1495290704777825,73.94281594749617,8.0,-0.0083219684226991,-0.0447760291341405,8.0
EIB,train,2017-11-14,2017-11-15,0.0400000140070915,-0.0006634881719946,0.0400000140070915,-0.0006634881719946,0.040663502179086104,0.040663502179086104,0.0400000140070915,0.0006634881719946,True,Ngân hàng,HOSE,7140,7134.51708984375,346090,2.508698425584969,-0.0219178082191781,0.0082872928176795,0.0,-0.0434782181758692,0.012641192158959,0.0620525022136988,2.309538111066189,5.0,-0.0249065761318972,0.0227272493956982,9.0
PVD,train,2017-11-14,2017-11-15,0.0371650829911232,0.0033232860732823,0.0371650829911232,0.0033232860732823,0.0338417969178409,0.0338417969178409,0.0371650829911232,0.0033232860732823,False,Dầu khí,HOSE,11770,11770.0,5252720,1.3428768829688031,-0.0191666666666666,0.0016694490818029,0.2407407407407407,0.19735503560529,0.0231974920630633,0.2944277008804263,151.84806712127795,3.0,-0.0155597421930034,-0.0169923534409516,10.0
DPM,train,2017-11-14,2017-11-15,0.0315533280372619,-0.0013959240168333,0.0315533280372619,-0.0013959240168333,0.0329492520540952,0.0329492520540952,0.0315533280372619,0.0013959240168333,True,Hóa chất,HOSE,5970,8702.818359375,313910,0.7174446163656268,-0.0164744645799012,0.0,0.0,-0.0807174411437796,0.0094082609664116,0.1206644569261897,1.6222568733440426,16.0,-0.007103780504727,0.0048779770741473,11.0
VCG,train,2017-11-10,2017-11-15,0.0322580300271511,1.7389449567417614e-05,0.0322580300271511,1.7389449567417614e-05,0.03224064057758368,0.03224064057758368,0.0322580300271511,1.7389449567417614e-05,False,Xây dựng và Vật liệu,HOSE,12190,13753.57421875,2204204,1.0096873142583769,-0.0694656488549618,0.0641754670999188,0.0421052631578947,0.013333383219358,0.0189982452089727,0.1074861430109646,59.20029362198348,10.0,-0.0152663463162946,0.0833333096652433,12.0
MSN,train,2017-11-17,2017-11-20,0.0557877123355865,-2.1872116121812724e-05,0.0557877123355865,-2.1872116121812724e-05,0.05580958445170831,0.05580958445170831,0.0557877123355865,2.1872116121812724e-05,True,Thực phẩm và đồ uống,HOSE,46970,46970.0,542720,1.1176219232808726,0.001919795221843,-0.0188363331938049,0.25,0.0266666666666666,0.0161781231361797,0.1017057130005762,-310.33154809464725,13.0,-0.0151901253343869,0.0189482648499041,1.0
PLX,train,2017-11-17,2017-11-20,0.0539320521056652,-0.0003867250343319,0.0539320521056652,-0.0003867250343319,0.0543187771399971,0.0543187771399971,0.0539320521056652,0.0003867250343319,True,Dầu khí,HOSE,40760,40760.0,486410,1.3584765490266173,-0.0246470447475473,-0.0033388981636059,0.0,-0.121551724137931,0.0239637715338801,0.1954623103139629,-53.537300153602246,6.0,-0.0029036489387073,0.032630029440628,2.0
VIX,train,2017-11-17,2017-11-20,0.0526315830647945,0.001225518528372,0.0526315830647945,0.001225518528372,0.0514060645364225,0.0514060645364225,0.0526315830647945,0.001225518528372,False,Dịch vụ tài chính,HOSE,1260,3132.81982421875,560206,1.3685210310750129,0.0,0.0,0.0,0.0694444710675192,0.0180009586146486,0.0977776624293617,20.375877204839544,11.0,0.00062009573134,-0.0129870332285694,3.0
BVH,train,2017-11-17,2017-11-20,0.0496323518455028,-0.0005711378762498,0.0496323518455028,-0.0005711378762498,0.0502034897217526,0.0502034897217526,0.0496323518455028,0.0005711378762498,True,Bảo hiểm,HOSE,43610,43610.0,622640,2.0509948794302644,0.005997693194925,0.0,0.1830985915492957,-0.0453152364273204,0.015590029155934,0.1093201307816849,191.8512865719756,16.0,0.005997693194925,-0.0020637468470534,4.0
IMP,train,2017-11-17,2017-11-20,-0.046153899282217,-0.0007928337436169,-0.046153899282217,-0.0007928337436169,-0.0453610655386001,0.0453610655386001,0.046153899282217,0.0007928337436169,False,Y tế,HOSE,17560,18269.873046875,67530,2.946399354261655,0.0293083235638922,0.0,1.0,0.0954615901157813,0.0181936082871989,0.1319647076103398,197.7555977732481,9.0,0.0294117485222979,0.0214285065224886,5.0
SAB,train,2017-11-17,2017-11-20,0.0441910214722156,-0.0010068056872114,0.0441910214722156,-0.0010068056872114,0.045197827159426995,0.045197827159426995,0.0441910214722156,0.0010068056872114,True,Thực phẩm và đồ uống,HOSE,102220,115134.46875,81030,2.1533923303834808,-0.0037037037037036,0.003717472118959,0.5463258785942492,0.0370371100118909,0.0145626502260497,0.0752197481882083,-599.1617466043069,13.0,0.003646207859418,0.0021428747852714,6.0
VCB,train,2017-11-17,2017-11-20,0.0377777777612209,0.0004543444665614,0.0377777777612209,0.0004543444665614,0.037323433294659494,0.037323433294659494,0.0377777777612209,0.0004543444665614,False,Ngân hàng,HOSE,18760,19565.12890625,2063770,0.9605855384114128,-0.0095036958817318,0.0026469031233455,0.0588235294117647,0.088235383581847,0.0149951938838361,0.1334868264480987,55.93904130449323,5.0,-0.0060519754591956,0.0135134595530592,7.0
BSI,train,2017-11-17,2017-11-20,-0.0393701568245887,-0.0022796099074184,-0.0393701568245887,-0.0022796099074184,-0.0370905469171703,0.0370905469171703,0.0393701568245887,0.0022796099074184,False,Dịch vụ tài chính,HOSE,6820,8569.2587890625,16570,2.122862084427647,0.0,0.0073855243722305,0.9142857142857144,-0.0897610526046086,0.0266523825902049,0.149925587127362,-16.755331080637916,11.0,0.0096904082276223,0.0,8.0
VND,train,2017-11-17,2017-11-20,0.0300925970077514,-0.0008338753832504,0.0300925970077514,-0.0008338753832504,0.0309264723910018,0.0309264723910018,0.0300925970077514,0.0008338753832504,True,Dịch vụ tài chính,HOSE,3030,9718.025390625,1302190,2.863529411764706,0.01,0.0,0.375,0.0486618763806074,0.0197585401974435,0.148855289712373,125.23945403398868,11.0,0.0167545974697896,0.0023202091635048,9.0
CMG,train,2017-11-17,2017-11-20,0.0278884544968605,-0.0007297045085579,0.0278884544968605,-0.0007297045085579,0.0286181590054184,0.0286181590054184,0.0278884544968605,0.0007297045085579,True,Công nghệ Thông tin,HOSE,8240,9030.2998046875,206350,1.078982457057701,-0.0131736526946107,-0.0118343195266271,0.1428571428571428,0.320334447577935,0.0313947130230795,0.481675367158548,94.1446117599162,1.0,-0.0194283121302238,0.0590716345913124,10.0
EIB,train,2017-11-17,2017-11-20,0.0258621200919151,-0.0025846196804195,0.0258621200919151,-0.0025846196804195,0.028446739772334598,0.028446739772334598,0.0258621200919151,0.0025846196804195,True,Ngân hàng,HOSE,7530,7523.67236328125,255810,1.6351956021477885,-0.0079051383399209,0.0,0.625,0.0086956698206406,0.016306030551889,0.0640877385447161,42.36856854334316,5.0,-0.0080712367302547,0.0,11.0
PVD,train,2017-11-17,2017-11-20,-0.0252737998962402,0.0029511405155062,-0.0252737998962402,0.0029511405155062,-0.028224940411746398,0.028224940411746398,0.0252737998962402,0.0029511405155062,True,Dầu khí,HOSE,11700,11700.0,3740480,0.9100242609556268,-0.025,0.0,0.1111111111111111,0.1723446893787574,0.0251921721418925,0.3187841082418504,85.7410007069409,6.0,0.0029036489387073,0.0145299145299144,12.0
VIB,train,2017-11-20,2017-11-21,0.0784982964396476,-0.000946594052948,0.0784982964396476,-0.000946594052948,0.07944489049259561,0.07944489049259561,0.0784982964396476,0.000946594052948,True,Ngân hàng,HOSE,2860,2860.0,59000,2.153316106804479,0.0250896057347669,0.0,1.0,0.0711610486891385,0.0143006524907591,0.0564343501812501,-3.2949419739724206,5.0,0.024203142924522,0.0244755244755243,1.0
BID,train,2017-11-20,2017-11-21,0.0686070397496223,0.001056412118487,0.0686070397496223,0.001056412118487,0.0675506276311353,0.0675506276311353,0.0686070397496223,0.001056412118487,False,Ngân hàng,HOSE,13090,13840.5888671875,1424750,0.6369241670196442,0.0084745762711864,-0.0099160945842867,0.7037037037037037,0.1483254933737845,0.0167996994396693,0.2201083962966508,42.0708158965773,5.0,-0.0056822801009733,0.0020832917335877,2.0
CTG,train,2017-11-20,2017-11-21,0.0683962181210517,0.0013334393734112,0.0683962181210517,0.0013334393734112,0.06706277874764051,0.06706277874764051,0.0683962181210517,0.0013334393734112,False,Ngân hàng,HOSE,9530,9855.0654296875,1631580,0.733180533090255,0.0052742616033756,0.0053022269353129,0.5882352941176471,0.0976253255105656,0.0163011983715173,0.1767843306560816,69.40749900086405,5.0,0.0072842448995592,0.019230771136393,3.0
SAB,train,2017-11-20,2017-11-21,0.0525596849620342,-0.001217936980538,0.0525596849620342,-0.001217936980538,0.0537776219425722,0.0537776219425722,0.0525596849620342,0.001217936980538,True,Thực phẩm và đồ uống,HOSE,102450,115381.1875,46050,1.2082650049196455,0.0165707481643182,-0.0140872627665818,0.965174129353234,0.0021428747852714,0.0119983919105031,0.0750943956756793,-470.1974498105096,13.0,-0.0023277924258878,0.0441910211749208,4.0
VIX,train,2017-11-20,2017-11-21,0.0500000044703483,0.0017614564858376,0.0500000044703483,0.0017614564858376,0.0482385479845107,0.0482385479845107,0.0500000044703483,0.0017614564858376,False,Dịch vụ tài chính,HOSE,1260,3092.1337890625,532595,1.3101370158877128,0.0,0.0,0.5,0.0410958723944923,0.0181881832278366,0.1007283418925081,17.414143664094095,12.0,-0.0145336867657748,0.0526315831029151,5.0
EIB,train,2017-11-20,2017-11-21,0.0462184511125087,-0.0018360861577093,0.0462184511125087,-0.0018360861577093,0.048054537270217995,0.048054537270217995,0.0462184511125087,0.0018360861577093,True,Ngân hàng,HOSE,7530,7523.67236328125,185090,1.1389873480037414,0.0,0.0,1.0,0.0131003967721188,0.0162661143641415,0.0668776026772425,47.335419036296855,5.0,-0.0033954233837215,0.0258621209968716,6.0
STB,train,2017-11-20,2017-11-21,0.0464135035872459,-0.0015160287730395,0.0464135035872459,-0.0015160287730395,0.0479295323602854,0.0479295323602854,0.0464135035872459,0.0015160287730395,True,Ngân hàng,HOSE,11850,11850.0,1850790,1.0365737546261862,0.0128205128205127,-0.0042553191489361,1.0,0.0486725663716813,0.0172549844831626,0.0899876770946215,101.7556096526086,5.0,0.005966278743938,0.0,7.0
HCM,train,2017-11-20,2017-11-21,0.0482457242906093,0.0005964899319224,0.0482457242906093,0.0005964899319224,0.0476492343586869,0.0476492343586869,0.0482457242906093,0.0005964899319224,False,Dịch vụ tài chính,HOSE,6870,21585.546875,252400,0.7162874514895459,-0.0115107913669064,0.0160818713450292,0.6190476190476191,0.1552162270051418,0.0198889724984511,0.1892666898740264,241.36231445211857,12.0,0.0053654910888617,0.0044052552525379,8.0
BVH,train,2017-11-20,2017-11-21,0.043563924729824,-0.0005894662463106,0.043563924729824,-0.0005894662463106,0.0441533909761346,0.0441533909761346,0.043563924729824,0.0005894662463106,True,Bảo hiểm,HOSE,43520,43520.0,322050,1.0581376055303748,-0.0113584734211722,0.0094015134143545,0.3902439024390244,-0.029654403567447,0.0151308863599508,0.1043120111952583,184.35182431573685,15.0,-0.0020637468470534,0.0496323529411764,9.0
PPC,train,2017-11-20,2017-11-21,0.0390532538294792,0.0018032218795269,0.0390532538294792,0.0018032218795269,0.0372500319499523,0.0372500319499523,0.0390532538294792,0.0018032218795269,False,"Điện, nước & xăng dầu khí đốt",HOSE,8400,8400.0,390230,1.724922147986235,-0.0198366394399066,0.0,0.0,0.0306748466257669,0.0214336933590171,0.100052853337696,-27.34053585685372,7.0,-0.0137613444696917,0.0059523809523809,10.0
ACB,train,2017-11-20,2017-11-21,0.0335365310311317,-0.0001453375734854,0.0335365310311317,-0.0001453375734854,0.0336818686046171,0.0336818686046171,0.0335365310311317,0.0001453375734854,True,Ngân hàng,HOSE,5760,5888.34326171875,1424314,0.7664350899948352,-0.0086058519793459,0.0,0.5714285714285714,0.0684039979676156,0.0155022465564751,0.1149470149237838,27.65117965834827,5.0,-0.0133650576139984,0.0,11.0
NT2,train,2017-11-20,2017-11-21,0.0341763496398925,0.0017728970851749,0.0341763496398925,0.0017728970851749,0.032403452554717604,0.032403452554717604,0.0341763496398925,0.0017728970851749,False,"Điện, nước & xăng dầu khí đốt",HOSE,14630,14630.0,411540,0.9025178128515694,-0.0330469266358228,0.007323568575233,0.074074074074074,0.05176132278936,0.0192711342289912,0.0776705157682031,-60.29671853311618,7.0,-0.0214222695373184,0.0,12.0
DGW,train,2017-11-22,2017-11-23,0.0695875957608223,-0.0010018165921792,0.0695875957608223,-0.0010018165921792,0.0705894123530015,0.0705894123530015,0.0695875957608223,0.0010018165921792,True,Bán lẻ,HOSE,3570,3870.987060546875,470480,1.0993692086425075,0.002808988764045,-0.0028011204481792,0.8333333333333334,-0.0306121862547583,0.0108072354293741,0.0614954955625782,-14.16559062375626,14.0,-0.0043588801521736,0.0210526740677703,1.0
REE,train,2017-11-22,2017-11-23,0.0690608695149421,0.0007702829898335,0.0690608695149421,0.0007702829898335,0.0682905865251086,0.0682905865251086,0.0690608695149421,0.0007702829898335,False,"Điện, nước & xăng dầu khí đốt",HOSE,16750,19204.921875,2975000,2.2357351642062935,0.0194765672550212,0.0024405125076265,0.8,0.0741838517817417,0.0211356144924877,0.1203270844492976,168.77908482974817,11.0,-0.0040167026350081,0.0,2.0
DXG,train,2017-11-22,2017-11-23,0.0675675868988037,0.0023328596726059,0.0675675868988037,0.0023328596726059,0.0652347272261978,0.0652347272261978,0.0675675868988037,0.0023328596726059,False,Bất động sản,HOSE,8590,9811.81640625,1786970,0.5846602787014696,0.0046783625730995,0.0,0.4666666666666667,-0.0225063931154282,0.0315598608365785,0.1243117355099003,37.52547387939455,5.0,0.0076539945395691,0.016483532889433,3.0
SJS,train,2017-11-22,2017-11-23,0.0544871538877487,-0.0004508589336182,0.0544871538877487,-0.0004508589336182,0.0549380128213669,0.0549380128213669,0.0544871538877487,0.0004508589336182,True,Bất động sản,HOSE,9700,10575.79296875,177370,1.0917629968854254,-0.0152284263959391,0.0061287027579162,0.0,0.0194174446553219,0.0152278881146073,0.1105647873951765,3.2245824485473804,5.0,-0.0086647127357703,-0.009523794573619,4.0
PDR,train,2017-11-22,2017-11-23,0.0512445643544197,0.0004619555547833,0.0512445643544197,0.0004619555547833,0.0507826087996364,0.0507826087996364,0.0512445643544197,0.0004619555547833,False,Bất động sản,HOSE,9310,10703.7021484375,1355410,0.9077128570610584,0.0,0.0,0.6666666666666666,0.0746501349417181,0.011415480180294,0.1458541343161726,49.324203690775875,5.0,5.0400909887161416e-05,-0.0115774778932997,5.0
PVD,train,2017-11-22,2017-11-23,0.0522875823080539,0.0029776867013424,0.0522875823080539,0.0029776867013424,0.0493098956067115,0.0493098956067115,0.0522875823080539,0.0029776867013424,False,Dầu khí,HOSE,11900,11900.0,3886810,0.8846792556586278,0.0110450297366184,0.017286084701815,0.8823529411764706,0.2331606217616579,0.0245398934886542,0.2751905702242486,21.15276468254865,3.0,0.005302923436985,0.0285714285714284,6.0
PHR,train,2017-11-22,2017-11-23,0.0428954437375068,-0.000424921629019,0.0428954437375068,-0.000424921629019,0.043320365366525795,0.043320365366525795,0.0428954437375068,0.000424921629019,True,Hóa chất,HOSE,14580,14580.0,267410,1.1537134031115446,-0.0081632653061224,0.0,0.4545454545454545,-0.0128639133378469,0.0149379151926098,0.0756163826981773,47.81253011095649,16.0,-0.019949845952235,0.0233196159122084,7.0
NLG,train,2017-11-22,2017-11-23,0.0379008762538433,-0.0009287971188314,0.0379008762538433,-0.0009287971188314,0.0388296733726747,0.0388296733726747,0.0379008762538433,0.0009287971188314,True,Bất động sản,HOSE,13880,13880.0,547660,0.8294611213764275,0.0028901734104045,-0.0142450142450142,0.2352941176470588,0.0116618075801748,0.0113721300501926,0.0667202281670067,8.440928801195682,5.0,-0.010805145973555,-0.0115273775216138,8.0
GMD,train,2017-11-22,2017-11-23,0.0372817367315292,0.0015836907550692,0.0372817367315292,0.0015836907550692,0.03569804597646,0.03569804597646,0.0372817367315292,0.0015836907550692,False,Hàng & Dịch vụ Công nghiệp,HOSE,20920,20920.0,646580,1.1205785733411553,-0.0047573739295908,0.0,0.5116279069767442,-0.0242537313432835,0.0205290027834264,0.1179335602917992,131.4951846108895,12.0,-0.0078967623182553,0.0129063097514341,9.0
SAB,train,2017-11-22,2017-11-23,0.0317153707146644,-0.0012308864388614,0.0317153707146644,-0.0012308864388614,0.032946257153525796,0.032946257153525796,0.0317153707146644,0.0012308864388614,True,Thực phẩm và đồ uống,HOSE,112590,126812.390625,113570,2.436340233830312,0.0525380947929325,0.0,0.9606837606837608,0.1037937639270611,0.0190685376842585,0.1156558728655581,612.5154362211483,10.0,0.0519176818368269,0.0019454797459781,10.0
BSI,train,2017-11-22,2017-11-23,0.0301886294037103,0.0008801429648883,0.0301886294037103,0.0008801429648883,0.029308486438821998,0.029308486438821998,0.0301886294037103,0.0008801429648883,False,Dịch vụ tài chính,HOSE,6660,8366.8349609375,3710,0.4466112916817142,0.0246153846153847,-0.0076335877862595,0.7272727272727273,-0.0895104807412938,0.0274612977462709,0.1555146664475697,-14.194045240317138,9.0,-0.0022877833723669,0.0685484063929398,11.0
VIC,train,2017-11-22,2017-11-23,-0.0261437967419624,0.0022723809815943,-0.0261437967419624,0.0022723809815943,-0.0284161777235567,0.0284161777235567,0.0261437967419624,0.0022723809815943,True,Bất động sản,HOSE,27920,27915.521484375,1670670,0.9684103137811256,-0.0130788264404383,0.0,0.4717948717948718,0.3743218895188336,0.0243643055341215,0.4163079953433308,359.1760430579143,5.0,-0.0125407498297309,0.0065789312579309,12.0
VCG,train,2017-11-27,2017-11-28,0.0795453786849975,0.0014877108624204,0.0795453786849975,0.0014877108624204,0.0780576678225771,0.0780576678225771,0.0795453786849975,0.0014877108624204,False,Xây dựng và Vật liệu,HOSE,14400,16226.8037109375,2476728,0.7719535463574183,0.0084033613445377,0.0,0.5833333333333334,0.2511626506092137,0.0231345368822544,0.3371416536141939,166.06480882611174,4.0,-0.0029283320184971,-0.0185872898976525,1.0
SHB,train,2017-11-27,2017-11-28,0.068181924521923,-0.0005248923553153,0.068181924521923,-0.0005248923553153,0.0687068168772383,0.0687068168772383,0.068181924521923,0.0005248923553153,True,Ngân hàng,HOSE,2690,2971.70703125,30633477,3.362240010522628,0.0426356589147287,0.0157480314960629,0.6,0.1139240413656261,0.0175885105003847,0.1251835218158983,27.5729480874934,5.0,0.0594773546760142,0.0,2.0
BWE,train,2017-11-27,2017-11-28,-0.0673469081521034,-0.0009797575185075,-0.0673469081521034,-0.0009797575185075,-0.0663671506335959,0.0663671506335959,0.0673469081521034,0.0009797575185075,False,"Điện, nước & xăng dầu khí đốt",HOSE,16970,20306.935546875,89850,0.4259414206106345,-0.0076023391812864,0.0,0.2758620689655172,-0.0429687622250519,0.014066208321997,0.0540205600944412,0.9080919418509836,12.0,-0.0131131610562287,0.0,3.0
DIG,train,2017-11-27,2017-11-28,0.067532405257225,0.0020103857386857,0.067532405257225,0.0020103857386857,0.0655220195185393,0.0655220195185393,0.067532405257225,0.0020103857386857,False,Bất động sản,HOSE,8300,9717.0205078125,4936910,1.6063603528590855,-0.0212264150943396,0.0457516339869281,0.0,0.1392406237216039,0.0286617801122896,0.2281710701599182,107.73853432773096,7.0,0.0125957602306348,0.0694444318819194,4.0
