stocks,target_mode,target_column,window_size,feature_pool,min_combo_size,max_combo_size,min_rel_score,tested_combinations,good_combinations,best_val_rel_score,best_test_rel_score,best_features
CTR,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.02268238663269262,-0.030703319532473516,"intraday_return,momentum_20"
DGW,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,11,0.04712594167636319,-0.03241213384672825,"overnight_return,volatility_ratio"
KDH,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,42,0.0655256098529855,-0.03322906068211262,"atr_14,volatility_20"
VND,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.023077116963266198,-0.034601022690194716,"range_pct,obv_change"
TCH,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,43,0.06709790640895696,-0.03610613306476118,"close_return,signed_volume"
HDG,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.017794619761940855,-0.03626560145021318,"range_pct,volatility_ratio"
GAS,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,1,0.031158961890134673,-0.03631115398852747,"true_range,volatility_5"
TCB,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.07602435402509511,-0.03703995891870737,"momentum_20,volatility_ratio"
BWE,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,2,0.03302086455367992,-0.03712386532082812,"adjust_return,rolling_min_20_gap"
HCM,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,17,0.05835889897931201,-0.038799590679897245,"close_return,high_close_gap"
FPT,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.06011098798495418,-0.041196106102130425,"volume_zscore_20,adjust_return"
SBT,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,2,0.043088640252390786,-0.04285022108827152,"adjust_return,rolling_min_20_gap"
VCI,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,8,0.04991876470852552,-0.042871818651815774,"lower_shadow,volatility_20"
VTP,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,28,0.05378762053174635,-0.04604377293313422,"overnight_return,momentum_20"
DCM,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,6,0.043508793976913096,-0.04695016954393316,"range_pct,atr_gap"
PDR,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.06634961000300088,-0.049695844518837795,"momentum_5,ma_10_gap"
CTD,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,4,0.035738779036679325,-0.05514179154742438,"upper_shadow,lower_shadow"
PNJ,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,1,0.030230640144778276,-0.05560697001236958,"volume_zscore_20,upper_shadow"
HPG,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,16,0.04315963505849718,-0.05732496650691199,"range_pct,close_position"
LPB,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.06956497589863475,-0.05857825354545909,"volume_ratio_5,return_3"
DBC,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,14,0.04699526855578473,-0.05904884023100743,"volume_zscore_20,return_3"
REE,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,3,0.03619774244685536,-0.07135824668186186,"close_position,upper_shadow"
PAN,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.02440187684245676,-0.07233842068684049,"volume_ma_20,rolling_max_20_gap"
VJC,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,34,0.061580856331581946,-0.07868700338651435,"overnight_return,upper_shadow"
HSG,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.024055365902566517,-0.08010412415454393,"volume_change,lower_shadow"
NT2,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.07206928086553399,-0.08054881348976606,"true_range,atr_gap"
PPC,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,43,0.09025381780763975,-0.09229518556025029,"high_close_gap,signed_volume"
PTB,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.057286084339320364,-0.09303308385836706,"lower_shadow,rolling_max_20_gap"
VCG,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.022926986939488136,-0.09658754013418824,"volume_ma_5,upper_shadow"
