stocks,target_mode,target_column,window_size,feature_pool,min_combo_size,max_combo_size,min_rel_score,tested_combinations,good_combinations,best_val_rel_score,best_test_rel_score,best_features
GMD,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,8,0.04535205074439008,-8.922646480358232e-05,"ma_10_gap,rolling_min_20_gap"
HAG,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,24,0.05372939321473136,-0.001335459671091499,"overnight_return,volatility_20"
PLX,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,8,0.047242201688219576,-0.0026765047021799493,"overnight_return,obv_change"
HHV,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.029024952317663777,-0.002883697337338287,"momentum_5,return_10"
FTS,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.06793336780390502,-0.0034241553193437024,"volume_zscore_20,lower_shadow"
BSI,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.024401459891723265,-0.004393580241548456,"return_10,momentum_20"
EIB,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.01457240597557019,-0.005458403769182496,"volume_ratio_20,ma_cross_5_20"
BID,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,2,0.03357473564982172,-0.0077842034005097815,"atr_gap,ma_10_gap"
DGC,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.06661359030408687,-0.00866435687747602,"volume_change,momentum_5"
SAB,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.0717750651847795,-0.009694509326595657,"volume_ratio_20,close_position"
VHC,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.009820930262355199,-0.009953513958080862,"volume_ratio_5,ma_20_gap"
ANV,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,20,0.08170268996698227,-0.010337644842191906,"volatility_ratio,vwap_gap"
VIB,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,-0.013139613560567476,-0.011763145530133912,"volatility_5,vwap_gap"
VPI,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,1,0.03184120299892468,-0.011899514835114866,"volume_ma_20,close_low_gap"
VCB,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.10109290318061537,-0.01531192161350825,"price_acceleration,volatility_10"
HDB,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,13,0.043375861934691895,-0.016282768724056762,"range_pct,momentum_20"
POW,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,9,0.045523518393189244,-0.016861367295603724,"adjust_return,rolling_max_20_gap"
VGC,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,13,0.04459505221678295,-0.017216149425718363,"return_3,volatility_5"
CTG,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.07778287029460862,-0.017753051849861645,"lower_shadow,volatility_ratio"
PC1,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.02206449947045086,-0.01791901327422507,"range_pct,volatility_20"
MWG,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,9,0.0417486081652656,-0.019360479820166088,"volume_ratio_20,atr_gap"
IMP,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.07720817621899889,-0.02009087425882483,"volume_zscore_20,return_3"
SSI,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,3,0.04207127669779376,-0.020104733506895123,"range_pct,volatility_20"
HDC,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.013139082652485645,-0.02059196759942017,"high_close_gap,atr_14"
CMG,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,7,0.049754165871678024,-0.02074276827522792,"atr_gap,obv_change"
SZC,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.02116646464602534,-0.02135138520676061,vwap_gap
VPB,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.08878036626848551,-0.021539543076636303,"momentum_20,volatility_ratio"
SJS,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.029300056803770125,-0.022097633287686325,range_pct
BMP,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.014975467382640772,-0.02257239471149508,"return_10,volatility_ratio"
GVR,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,0,0.022004800304914807,-0.022621159747435726,"volume_ma_20,range_pct"
CTS,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,23,0.052813408917915305,-0.022682351537622436,"volume_ratio_5,volatility_ratio"
SIP,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,17,0.046710600814290903,-0.025148780131758475,"close_position,atr_14"
KDC,return,target_next_return,20,"['volume_match', 'volume_ma_5', 'volume_ma_20', 'volume_change', 'volume_ratio_5', 'volume_ratio_20', 'volume_zscore_20', 'close_return', 'adjust_return', 'intraday_return', 'overnight_return', 'gap_open', 'range_pct', 'body_pct', 'high_close_gap', 'close_low_gap', 'close_position', 'upper_shadow', 'lower_shadow', 'return_3', 'momentum_5', 'return_10', 'momentum_20', 'price_acceleration', 'true_range', 'atr_14', 'atr_gap', 'volatility_5', 'volatility_10', 'volatility_20', 'volatility_ratio', 'ma_5_gap', 'ma_10_gap', 'ma_20_gap', 'ma_50_gap', 'ma_cross_5_20', 'rolling_max_20_gap', 'rolling_min_20_gap', 'vwap_gap', 'signed_volume', 'obv_change']",1,2,0.03,861,50,0.13530024195049828,-0.02516609198494124,"price_acceleration,signed_volume"
