n,rel_score,absE_robust,base_robust,absE_q90,DA,pred_actual_q90_ratio,market,model,fold_id,test_start,test_end
1949,0.0,0.03252809941768647,0.03252809941768647,0.04134930074214936,0.07850179579271421,0.0,VN,zero,27,2022-07-07,2022-08-04
1950,0.0,0.025981465447694082,0.025981465447694082,0.03228429630398754,0.06923076923076923,0.0,VN,zero,28,2022-08-05,2022-09-06
1952,0.0,0.047722033411264436,0.047722033411264436,0.06371311321854595,0.061987704918032786,0.0,VN,zero,29,2022-09-07,2022-10-05
1949,0.0,0.05509831607341766,0.05509831607341766,0.06877655982971191,0.06977937403796819,0.0,VN,zero,30,2022-10-06,2022-11-03
734,0.0,0.07796200290322304,0.07796200290322304,0.06956348791718484,0.0326975476839237,0.0,VN,zero,31,2022-11-04,2022-11-15
1908,0.0029950661003322887,0.045823838328942657,0.045961496047675604,0.06218592345248907,0.5377358490566038,0.0062854874720392135,VN,global_train_mean,0,2020-04-01,2020-05-04
1922,0.008050708803807316,0.03257227278663777,0.03283663094043732,0.041274737392086536,0.5624349635796045,0.009409103727814444,VN,global_train_mean,1,2020-05-05,2020-06-02
1916,0.0034984991248211417,0.03672157012624666,0.03685049153864384,0.047716207802295685,0.4311064718162839,0.00815743708391772,VN,global_train_mean,2,2020-06-03,2020-07-01
1905,-0.009051610794067466,0.03416352623025887,0.03385706525295973,0.04720396321499721,0.4089238845144357,0.008339264286626692,VN,global_train_mean,3,2020-07-02,2020-07-30
1910,0.0030840059824784882,0.024564627843210472,0.024640619661659004,0.030573420797009022,0.550261780104712,0.012768002871176659,VN,global_train_mean,4,2020-07-31,2020-08-28
1925,-0.0020449866663299066,0.021528654621215552,0.021484718658030033,0.027291943680029396,0.492987012987013,0.01433728089520264,VN,global_train_mean,5,2020-08-31,2020-09-29
1927,-0.011524610414607617,0.02491790865897202,0.024634011276066303,0.03144609091104941,0.4047742605085625,0.012545470365879845,VN,global_train_mean,6,2020-09-30,2020-10-28
1906,-0.007061659687354727,0.02531636951607652,0.025138847529888153,0.03278189356205985,0.5372507869884575,0.012029273884323037,VN,global_train_mean,7,2020-10-29,2020-11-26
1914,0.0022334411444064894,0.03159870057716034,0.03166943239048124,0.04040507172467187,0.5308254963427377,0.009632232281444804,VN,global_train_mean,8,2020-11-27,2020-12-25
1920,-0.0036687237673622697,0.04288110916968435,0.0427243652753532,0.058257808675989516,0.48385416666666664,0.006730765500973737,VN,global_train_mean,9,2020-12-28,2021-01-26
1921,0.006782545727857747,0.050219367927638814,0.050562309101223946,0.06717560050310567,0.5169182717334722,0.0058022740265610264,VN,global_train_mean,10,2021-01-27,2021-03-03
1930,0.0007966250195378111,0.025497872947016734,0.025518201384693386,0.03187116069020704,0.4637305699481865,0.012217835777123851,VN,global_train_mean,11,2021-03-04,2021-04-01
1929,0.003871339222313197,0.031169868033612148,0.03129100613296032,0.038823774352204056,0.41938828408501816,0.010061190534804348,VN,global_train_mean,12,2021-04-02,2021-05-05
1926,-0.00293124945190959,0.034014653880149126,0.0339152398519218,0.041686585173010826,0.505711318795431,0.00942361347316715,VN,global_train_mean,13,2021-05-06,2021-06-03
1928,-0.0014647005942474145,0.031793673528591165,0.03174717342481017,0.04028469977201893,0.47717842323651455,0.009725393745474624,VN,global_train_mean,14,2021-06-04,2021-07-02
1929,0.00220652027656032,0.04236649268423207,0.04246018193662167,0.05404228334082291,0.48263348885432866,0.007239840794362745,VN,global_train_mean,15,2021-07-05,2021-08-02
1939,-0.004277528949898635,0.0333615566662047,0.03321945946663618,0.043410843040328474,0.5059308922124807,0.009030691575405711,VN,global_train_mean,16,2021-08-03,2021-08-31
1945,-0.0008378533803945487,0.029722688422771176,0.029697806015610697,0.036104832764249306,0.44473007712082263,0.010821130630326695,VN,global_train_mean,17,2021-09-01,2021-10-01
1946,0.005624744438539997,0.025839414913207293,0.025985577143728733,0.03317828290164471,0.5210688591983555,0.01173685593224592,VN,global_train_mean,18,2021-10-04,2021-11-01
1949,-0.0048596605088149225,0.04151452839723788,0.04131375756114722,0.053602373704779896,0.4905079527963058,0.007322581163030688,VN,global_train_mean,19,2021-11-02,2021-11-30
1951,-0.009089015586874805,0.03612461491138674,0.035799235105514526,0.04576067643938586,0.47924141465914916,0.008625003268007603,VN,global_train_mean,20,2021-12-01,2021-12-29
1931,-0.00017652669051626546,0.04996174041298218,0.04995292238891125,0.06732117774663493,0.4686690833764889,0.005817957687905869,VN,global_train_mean,21,2021-12-30,2022-01-28
1945,-0.00022174626020565746,0.03127383365645074,0.03126690033823252,0.03904027190292255,0.4930591259640103,0.010099525843408255,VN,global_train_mean,22,2022-02-07,2022-03-07
1951,0.004509424566127018,0.029518810770241544,0.02965252660214901,0.0369909850996919,0.5048692977960021,0.010539418711843834,VN,global_train_mean,23,2022-03-08,2022-04-05
1950,-0.0057294968005041635,0.05616993407020345,0.05584994200617075,0.06908245994709432,0.3676923076923077,0.0056922848674374705,VN,global_train_mean,24,2022-04-06,2022-05-09
1947,0.0014767342975403608,0.05184396561817266,0.051920638605952266,0.06867400932824239,0.49666153055983564,0.005699749041687163,VN,global_train_mean,25,2022-05-10,2022-06-07
1951,0.0016936705523958873,0.055114811373641714,0.05520831607282162,0.06882045028032735,0.4177344951307022,0.0057024840641653396,VN,global_train_mean,26,2022-06-08,2022-07-06
1949,0.003997160003077038,0.03239807939971798,0.03252809941768647,0.04103151346789674,0.5377116469984607,0.009481321166410548,VN,global_train_mean,27,2022-07-07,2022-08-04
1950,-0.0032616303969781324,0.026066207385156318,0.025981465447694082,0.032411265885457424,0.43333333333333335,0.012143551051920968,VN,global_train_mean,28,2022-08-05,2022-09-06
1952,-0.0010742457683887707,0.047773298603715396,0.047722033411264436,0.06371455657063056,0.36065573770491804,0.006153301581701666,VN,global_train_mean,29,2022-09-07,2022-10-05
1949,7.818351791821776e-05,0.05509400829323567,0.05509831607341766,0.068900900229346,0.4176500769625449,0.005700285116230105,VN,global_train_mean,30,2022-10-06,2022-11-03
734,-1.247034991669338e-05,0.07796297511667945,0.07796200290322304,0.06988480555592105,0.37057220708446864,0.005635801367659223,VN,global_train_mean,31,2022-11-04,2022-11-15
1908,0.0016747893332714758,0.045884520224353756,0.045961496047675604,0.06220421514008193,0.4827044025157233,0.018907764088515615,VN,stock_train_mean,0,2020-04-01,2020-05-04
1922,-0.002521210300731047,0.03291941899260565,0.03283663094043732,0.04182930918250351,0.49011446409989595,0.028304107574996126,VN,stock_train_mean,1,2020-05-05,2020-06-02
1916,-0.0003843538005314784,0.036864655165118165,0.03685049153864384,0.04778883725521155,0.45876826722338204,0.024715321838766843,VN,stock_train_mean,2,2020-06-03,2020-07-01
1905,-0.003997122864924485,0.03399239610262157,0.03385706525295973,0.046959552831685875,0.4304461942257218,0.02508585730299221,VN,stock_train_mean,3,2020-07-02,2020-07-30
1910,0.012165878050177659,0.02434084488777445,0.024640619661659004,0.030148628546157876,0.48219895287958114,0.038408220085335044,VN,stock_train_mean,4,2020-07-31,2020-08-28
1925,-0.0021304136569872956,0.02153048999607563,0.021484718658030033,0.027434184926096356,0.4685714285714286,0.04312886248571657,VN,stock_train_mean,5,2020-08-31,2020-09-29
1927,-0.015115979079303177,0.025006378475154637,0.024634011276066303,0.031317603421484826,0.4203425012973534,0.03773880627600111,VN,stock_train_mean,6,2020-09-30,2020-10-28
1906,-0.004026550768557957,0.025240070375730284,0.025138847529888153,0.03283612764789723,0.5015739769150053,0.03618600367476842,VN,stock_train_mean,7,2020-10-29,2020-11-26
1914,0.0004911663024708135,0.03165387743247266,0.03166943239048124,0.040663059213693495,0.49320794148380354,0.02897531439423203,VN,stock_train_mean,8,2020-11-27,2020-12-25
1920,-0.000321107825684841,0.04273808440339053,0.0427243652753532,0.058400045473536014,0.46979166666666666,0.020247232500845733,VN,stock_train_mean,9,2020-12-28,2021-01-26
1921,0.005605885435682634,0.05027886258903891,0.050562309101223946,0.06705506262369454,0.4846434148880791,0.017579672204385687,VN,stock_train_mean,10,2021-01-27,2021-03-03
1930,-0.003080876977263003,0.02559681982384065,0.025518201384693386,0.03207571904640648,0.45492227979274613,0.03701747746239336,VN,stock_train_mean,11,2021-03-04,2021-04-01
1929,-0.003557828964016352,0.03140233418089338,0.03129100613296032,0.039007199264597156,0.4427164333851737,0.030483295131884625,VN,stock_train_mean,12,2021-04-02,2021-05-05
1926,-0.00774540730644091,0.03417792719847057,0.0339152398519218,0.04165493088657968,0.47767393561786087,0.028551570484391463,VN,stock_train_mean,13,2021-05-06,2021-06-03
1928,0.0015373214372091937,0.03169836781453341,0.03174717342481017,0.040502177081361876,0.47199170124481327,0.029465901355465465,VN,stock_train_mean,14,2021-06-04,2021-07-02
1929,0.00376062005326927,0.04230050532496535,0.04246018193662167,0.05390152613399551,0.4701918092275791,0.021935197716311736,VN,stock_train_mean,15,2021-07-05,2021-08-02
1939,-0.0062134380904179665,0.03342586652142927,0.03321945946663618,0.04363111932761968,0.49716348633316143,0.02736109962194148,VN,stock_train_mean,16,2021-08-03,2021-08-31
1945,0.00255144240788141,0.029622033773921433,0.029697806015610697,0.03609775777440519,0.45449871465295627,0.03278575408385703,VN,stock_train_mean,17,2021-09-01,2021-10-01
1946,-0.004067544891636299,0.026091274645295925,0.025985577143728733,0.03373410788481124,0.48252826310380265,0.03556020950656022,VN,stock_train_mean,18,2021-10-04,2021-11-01
1949,-0.00468444250188238,0.04150728948297912,0.04131375756114722,0.05381553346524018,0.4787070292457671,0.022185883663337676,VN,stock_train_mean,19,2021-11-02,2021-11-30
1951,-0.008749992211713575,0.03611247813387308,0.035799235105514526,0.045974661741638556,0.47924141465914916,0.026131949218399123,VN,stock_train_mean,20,2021-12-01,2021-12-29
1931,0.007713854856638558,0.04956759279593825,0.04995292238891125,0.06635063164867461,0.4707405489383739,0.017627190405722748,VN,stock_train_mean,21,2021-12-30,2022-01-28
1945,0.0012262778228702143,0.03122855843175785,0.03126690033823252,0.03858962262602291,0.4781491002570694,0.030599443069059883,VN,stock_train_mean,22,2022-02-07,2022-03-07
1951,0.00780620321366543,0.029421052953694016,0.02965252660214901,0.037133973790332675,0.4925679138903127,0.031932226111836624,VN,stock_train_mean,23,2022-03-08,2022-04-05
1950,-0.0018837120252157558,0.05595514721353538,0.05584994200617075,0.0687053953501163,0.4338461538461538,0.017246428142733854,VN,stock_train_mean,24,2022-04-06,2022-05-09
1947,0.0013041951568585342,0.05185292396054138,0.051920638605952266,0.06842554354225286,0.47200821777092966,0.017269043023724538,VN,stock_train_mean,25,2022-05-10,2022-06-07
1951,0.0033138154489147365,0.055025365902110934,0.05520831607282162,0.0685402830131352,0.44951307022039977,0.017277329567658494,VN,stock_train_mean,26,2022-06-08,2022-07-06
1949,-0.0037164725211018546,0.03264898920533597,0.03252809941768647,0.04130057849106379,0.4879425346331452,0.028726412680097176,VN,stock_train_mean,27,2022-07-07,2022-08-04
1950,-0.002065117368199587,0.026035120223241393,0.025981465447694082,0.03195404117286671,0.4451282051282051,0.036792410339937305,VN,stock_train_mean,28,2022-08-05,2022-09-06
1952,0.003485228590013989,0.0475557112160459,0.047722033411264436,0.06330731334528537,0.4339139344262295,0.018643212003752394,VN,stock_train_mean,29,2022-09-07,2022-10-05
1949,-0.0003285335504015219,0.05511641771881841,0.05509831607341766,0.06878297470975667,0.45100051308363265,0.017270667217049236,VN,stock_train_mean,30,2022-10-06,2022-11-03
734,-0.002320097986052483,0.07814288238914742,0.07796200290322304,0.06997049877609243,0.4209809264305177,0.017038727423347725,VN,stock_train_mean,31,2022-11-04,2022-11-15
1908,-0.022251295960250772,0.04698419889900833,0.045961496047675604,0.05780480706598609,0.4748427672955975,0.6023061342266659,VN,lagged_stock_mean5_val_only,0,2020-04-01,2020-05-04
1922,-0.10121288281738883,0.036160121019929645,0.03283663094043732,0.04381025824695826,0.4791883454734651,0.4648790846801077,VN,lagged_stock_mean5_val_only,1,2020-05-05,2020-06-02
1916,-0.14411595592327653,0.04216123535297811,0.03685049153864384,0.051941468846052885,0.42849686847599167,0.40329628864256506,VN,lagged_stock_mean5_val_only,2,2020-06-03,2020-07-01
1905,-0.08373781112576983,0.03669218178838493,0.03385706525295973,0.04825675897300246,0.45301837270341205,0.40629419675770523,VN,lagged_stock_mean5_val_only,3,2020-07-02,2020-07-30
1910,-0.18634549307280324,0.02923228808213026,0.024640619661659004,0.0354113955050707,0.4424083769633508,0.5185857168600324,VN,lagged_stock_mean5_val_only,4,2020-07-31,2020-08-28
1925,-0.11993386504449832,0.024061464006081223,0.021484718658030033,0.02924997266381979,0.44103896103896106,0.47280291679935427,VN,lagged_stock_mean5_val_only,5,2020-08-31,2020-09-29
1927,-0.14513810330925137,0.02820934494957328,0.024634011276066303,0.0339102353900671,0.4395433316035288,0.44648319588523927,VN,lagged_stock_mean5_val_only,6,2020-09-30,2020-10-28
1906,-0.18782908170088786,0.029860654176445678,0.025138847529888153,0.035939871857408434,0.4386149003147954,0.5198452239983902,VN,lagged_stock_mean5_val_only,7,2020-10-29,2020-11-26
1914,-0.0653507206502979,0.033739052619785076,0.03166943239048124,0.04108518739230931,0.4566353187042842,0.4647971625624982,VN,lagged_stock_mean5_val_only,8,2020-11-27,2020-12-25
1920,-0.033104135275570545,0.04413871844299138,0.0427243652753532,0.05432148706167937,0.49270833333333336,0.3836513712792565,VN,lagged_stock_mean5_val_only,9,2020-12-28,2021-01-26
1921,-0.05115782735902563,0.053148966981098056,0.050562309101223946,0.06479825172573328,0.4534096824570536,0.4366464945214216,VN,lagged_stock_mean5_val_only,10,2021-01-27,2021-03-03
1930,-0.17491397688203203,0.029981691471766683,0.025518201384693386,0.03574058196973056,0.43212435233160623,0.46019672495879405,VN,lagged_stock_mean5_val_only,11,2021-03-04,2021-04-01
1929,-0.13951295895627602,0.035656506987288596,0.03129100613296032,0.04236433999612928,0.44582685329186106,0.4421986634671459,VN,lagged_stock_mean5_val_only,12,2021-04-02,2021-05-05
1926,-0.07752813767005251,0.03654462523627444,0.0339152398519218,0.043291436617437284,0.49221183800623053,0.46688228914574625,VN,lagged_stock_mean5_val_only,13,2021-05-06,2021-06-03
1928,-0.14958392913827123,0.03649604036472738,0.03174717342481017,0.043770453333854674,0.43101659751037347,0.4250060463128295,VN,lagged_stock_mean5_val_only,14,2021-06-04,2021-07-02
1929,-0.04753228800210385,0.0444784115330549,0.04246018193662167,0.05465612603002228,0.49611197511664074,0.38554765406257946,VN,lagged_stock_mean5_val_only,15,2021-07-05,2021-08-02
1939,-0.11349383611141772,0.03698966335505247,0.03321945946663618,0.044583126157522204,0.47343991748323877,0.45265665976200936,VN,lagged_stock_mean5_val_only,16,2021-08-03,2021-08-31
1945,-0.14044200962221987,0.03386862557381391,0.029697806015610697,0.0411587567999959,0.4452442159383033,0.4295758985285453,VN,lagged_stock_mean5_val_only,17,2021-09-01,2021-10-01
1946,-0.1134655339990418,0.02893404453061521,0.025985577143728733,0.0344912534346804,0.4686536485097636,0.4986043955615011,VN,lagged_stock_mean5_val_only,18,2021-10-04,2021-11-01
1949,-0.08098514299361481,0.044659558124840265,0.04131375756114722,0.05470522847026587,0.4581836839404823,0.4458307013365126,VN,lagged_stock_mean5_val_only,19,2021-11-02,2021-11-30
1951,-0.1355019530095578,0.040650101378560066,0.035799235105514526,0.049950502812862396,0.4536135315222963,0.4365769671315884,VN,lagged_stock_mean5_val_only,20,2021-12-01,2021-12-29
1931,0.03407003755014637,0.048251024447381496,0.04995292238891125,0.0581549983471632,0.476954945624029,0.34464848083257477,VN,lagged_stock_mean5_val_only,21,2021-12-30,2022-01-28
1945,-0.14808970690741075,0.035897206445224594,0.03126690033823252,0.04308054558932783,0.4699228791773779,0.4758125201627672,VN,lagged_stock_mean5_val_only,22,2022-02-07,2022-03-07
1951,-0.13169245084935977,0.03355754050426185,0.02965252660214901,0.04059993242844939,0.45873910814966684,0.472725201496603,VN,lagged_stock_mean5_val_only,23,2022-03-08,2022-04-05
1950,-0.0469936131098847,0.05847453257301823,0.05584994200617075,0.06536297048442068,0.48102564102564105,0.4163830315626967,VN,lagged_stock_mean5_val_only,24,2022-04-06,2022-05-09
1947,-0.02970978436969074,0.05346318958327175,0.051920638605952266,0.06357527282088997,0.49512069851052903,0.44882292292147213,VN,lagged_stock_mean5_val_only,25,2022-05-10,2022-06-07
1951,-0.04100268688263409,0.05747200537007302,0.05520831607282162,0.06739112338982522,0.46591491542798563,0.4358574730202437,VN,lagged_stock_mean5_val_only,26,2022-06-08,2022-07-06
1949,-0.12254311417959252,0.03651419401867315,0.03252809941768647,0.04307509080972523,0.465366854797332,0.47232285030627724,VN,lagged_stock_mean5_val_only,27,2022-07-07,2022-08-04
1950,-0.1785764007474515,0.030621142033487567,0.025981465447694082,0.03713234821334483,0.41333333333333333,0.41917581524132824,VN,lagged_stock_mean5_val_only,28,2022-08-05,2022-09-06
1952,0.02800425810952656,0.04638561327010394,0.047722033411264436,0.05691542569547893,0.5215163934426229,0.3625338982806067,VN,lagged_stock_mean5_val_only,29,2022-09-07,2022-10-05
1949,-0.12090642357104198,0.06176005641464145,0.05509831607341766,0.06994823669083418,0.42996408414571574,0.46291209469760786,VN,lagged_stock_mean5_val_only,30,2022-10-06,2022-11-03
734,0.07939520591347604,0.07177219362929463,0.07796200290322304,0.0778873322531581,0.553133514986376,0.6417129144122766,VN,lagged_stock_mean5_val_only,31,2022-11-04,2022-11-15
1908,0.0028002107731605053,0.04583279417129233,0.045961496047675604,0.06212327538523822,0.4879454926624738,0.03526230050399388,VN,ridge_portable,0,2020-04-01,2020-05-04
1922,0.009355719304383281,0.03252942063845696,0.03283663094043732,0.040938200510572675,0.5530697190426639,0.05173223255627657,VN,ridge_portable,1,2020-05-05,2020-06-02
1916,-0.0025758070668067123,0.036945411295164376,0.03685049153864384,0.047536295489408076,0.4498956158663883,0.03610926462333058,VN,ridge_portable,2,2020-06-03,2020-07-01
1905,-0.023262510773648826,0.03464466559817084,0.03385706525295973,0.04795534459408373,0.3585301837270341,0.030871726468386266,VN,ridge_portable,3,2020-07-02,2020-07-30
1910,0.001355835584089582,0.02460721103270771,0.024640619661659004,0.030761336255818606,0.49214659685863876,0.04216456014953985,VN,ridge_portable,4,2020-07-31,2020-08-28
1925,-0.005794408686625063,0.021609209898451817,0.021484718658030033,0.02726924736343791,0.4903896103896104,0.05405584117680116,VN,ridge_portable,5,2020-08-31,2020-09-29
1927,-0.012785673116466612,0.02494897369178944,0.024634011276066303,0.03140232290606947,0.43227815256875973,0.04609936467298256,VN,ridge_portable,6,2020-09-30,2020-10-28
1906,0.002063692788461635,0.025086968671530485,0.025138847529888153,0.03246561111882329,0.5068205666316894,0.04625833285373161,VN,ridge_portable,7,2020-10-29,2020-11-26
1914,0.009784152299131543,0.031359573840745725,0.03166943239048124,0.040022809989750385,0.512539184952978,0.04741142830960855,VN,ridge_portable,8,2020-11-27,2020-12-25
1920,-0.0035391370115620546,0.042875572657794694,0.0427243652753532,0.05826525575830602,0.5078125,0.04200321438535466,VN,ridge_portable,9,2020-12-28,2021-01-26
1921,0.005071209860605275,0.05030589702073485,0.050562309101223946,0.06644322909414768,0.45809474232170744,0.027658769772238283,VN,ridge_portable,10,2021-01-27,2021-03-03
1930,0.009315451179251255,0.025280487825511972,0.025518201384693386,0.03136495672515597,0.4626943005181347,0.05041497989773983,VN,ridge_portable,11,2021-03-04,2021-04-01
1929,-0.007090474669644298,0.031512874219333756,0.03129100613296032,0.03892600847175345,0.3960601347848626,0.03755144289142345,VN,ridge_portable,12,2021-04-02,2021-05-05
1926,0.0009563125821037133,0.03388280628132634,0.0339152398519218,0.04146470263367519,0.5254413291796469,0.043443873339900255,VN,ridge_portable,13,2021-05-06,2021-06-03
1928,0.00586128462763591,0.03156109420524444,0.03174717342481017,0.03995287296129389,0.47977178423236516,0.0465804800671195,VN,ridge_portable,14,2021-06-04,2021-07-02
1929,-0.002924239320212685,0.042584345670184126,0.04246018193662167,0.05453760687960313,0.3799896319336444,0.02848616024205007,VN,ridge_portable,15,2021-07-05,2021-08-02
1939,0.001138781678203915,0.03318162975483574,0.03321945946663618,0.042818643094506115,0.4981949458483754,0.04553672003924663,VN,ridge_portable,16,2021-08-03,2021-08-31
1945,-0.006205874177071857,0.029882106863078663,0.029697806015610697,0.03642278157058172,0.42622107969151674,0.04085563276928793,VN,ridge_portable,17,2021-09-01,2021-10-01
1946,0.004271265500029875,0.02587458584457636,0.025985577143728733,0.03308770130388439,0.499486125385406,0.04768131844539898,VN,ridge_portable,18,2021-10-04,2021-11-01
1949,-0.0018379472658727192,0.04138969006889966,0.04131375756114722,0.05339821444940754,0.495638789122627,0.04374109352732514,VN,ridge_portable,19,2021-11-02,2021-11-30
1951,-0.012733337710816306,0.03625507885590196,0.035799235105514526,0.04612940549850464,0.4982060481804203,0.03868296548066061,VN,ridge_portable,20,2021-12-01,2021-12-29
1931,0.006516737227392433,0.04962739231996238,0.04995292238891125,0.06651875772513449,0.48265147591921287,0.02548146813876408,VN,ridge_portable,21,2021-12-30,2022-01-28
1945,-0.005575637776599418,0.03144123324891554,0.03126690033823252,0.039090322586707804,0.44781491002570695,0.040320529262940615,VN,ridge_portable,22,2022-02-07,2022-03-07
1951,0.006777045972760964,0.02945157006615773,0.02965252660214901,0.03720913827419281,0.49974372116863147,0.03965390805265351,VN,ridge_portable,23,2022-03-08,2022-04-05
1950,0.005868300902635459,0.0555221977410838,0.05584994200617075,0.06794872612226754,0.46923076923076923,0.025203415498672145,VN,ridge_portable,24,2022-04-06,2022-05-09
1947,0.0034799483944579768,0.05173995746299625,0.051920638605952266,0.06781729581998662,0.49768875192604006,0.02494464629162325,VN,ridge_portable,25,2022-05-10,2022-06-07
1951,0.0034860881260627696,0.05501585501770023,0.05520831607282162,0.06824851504643448,0.4766786263454639,0.027509014791046824,VN,ridge_portable,26,2022-06-08,2022-07-06
1949,0.0020513236436036086,0.03246137375826948,0.03252809941768647,0.041180428548250346,0.48024628014366344,0.04189091311463464,VN,ridge_portable,27,2022-07-07,2022-08-04
1950,-0.006318817468887961,0.02614563758543228,0.025981465447694082,0.032347074878634904,0.438974358974359,0.049440734589718364,VN,ridge_portable,28,2022-08-05,2022-09-06
1952,0.002753295629536523,0.047590640545240606,0.047722033411264436,0.06342313938657754,0.45081967213114754,0.023314806055287147,VN,ridge_portable,29,2022-09-07,2022-10-05
1949,0.011696419760176435,0.054453863040544094,0.05509831607341766,0.06793780433945358,0.49923037455105185,0.024581596555991306,VN,ridge_portable,30,2022-10-06,2022-11-03
734,0.0020038827959241168,0.07780577618686949,0.07796200290322304,0.06958351481007412,0.4891008174386921,0.034994942660556964,VN,ridge_portable,31,2022-11-04,2022-11-15
1869,0.0,0.05105208419263363,0.05105208419263363,0.05685185641050339,0.0,0.0,US,zero,0,2020-04-01,2020-04-30
1869,0.0,0.0338125029578805,0.0338125029578805,0.03985135927796364,0.0005350454788657035,0.0,US,zero,1,2020-05-01,2020-06-01
1869,0.0,0.03751164022833109,0.03751164022833109,0.04616174474358559,0.004280363830925628,0.0,US,zero,2,2020-06-02,2020-06-30
1869,0.0,0.025120596401393414,0.025120596401393414,0.029558055102825165,0.002675227394328518,0.0,US,zero,3,2020-07-01,2020-07-30
1868,0.0,0.02079022815451026,0.02079022815451026,0.0251676719635725,0.0053533190578158455,0.0,US,zero,4,2020-07-31,2020-08-28
1869,0.0,0.028814785555005076,0.028814785555005076,0.03295586705207825,0.0032102728731942215,0.0,US,zero,5,2020-08-31,2020-09-29
1869,0.0,0.026708268001675608,0.026708268001675608,0.03104271069169045,0.005350454788657036,0.0,US,zero,6,2020-09-30,2020-10-28
1867,0.0,0.031114915572106844,0.031114915572106844,0.03725308775901796,0.004284949116229245,0.0,US,zero,7,2020-10-29,2020-11-27
1869,0.0,0.018664585053920747,0.018664585053920747,0.0222638837993145,0.004280363830925628,0.0,US,zero,8,2020-11-30,2020-12-29
