model,split,n_days,spike_rate,auc,average_precision,top20_days,top20_spike_rate,rest_spike_rate,top20_median_q90_abs_error,rest_median_q90_abs_error
daily_lstm,segment_2017_d200_250,50,0.4,0.585,0.5556076648388991,10,0.6,0.35,0.03682303623209006,0.03180887619673739
