accuracy,auc,loss,val_accuracy,val_auc,val_loss
0.6247422695159912,0.6766687631607056,0.6491784453392029,0.632750391960144,0.7287229299545288,0.6367541551589966
0.7030927538871765,0.7518643736839294,0.5961357355117798,0.6629570722579956,0.7573745250701904,0.6084582805633545
0.7036082744598389,0.7629472017288208,0.5818827748298645,0.6772655248641968,0.7673908472061157,0.5960316061973572
0.7077319622039795,0.7703566551208496,0.5753730535507202,0.6995230317115784,0.7726438045501709,0.5864746570587158
0.7118556499481201,0.7691565752029419,0.5757906436920166,0.6995230317115784,0.7758823037147522,0.5832651853561401
0.7077319622039795,0.7780705690383911,0.5667821168899536,0.7170111536979675,0.7790749073028564,0.5764420032501221
0.7170103192329407,0.7734165191650391,0.568862795829773,0.7106518149375916,0.782196044921875,0.5737150311470032
0.7180412411689758,0.7833523750305176,0.5593724250793457,0.7106518149375916,0.7840728163719177,0.5708503723144531
0.7159793972969055,0.7822197079658508,0.5602218508720398,0.7106518149375916,0.7866278886795044,0.566137433052063
0.7237113118171692,0.7852442264556885,0.557620108127594,0.7090619802474976,0.7871685028076172,0.5658808350563049
0.7206185460090637,0.7878060340881348,0.5554307699203491,0.7170111536979675,0.787872314453125,0.5669542551040649
0.7293814420700073,0.792224109172821,0.551627516746521,0.7170111536979675,0.7893003225326538,0.5660271644592285
0.7185567021369934,0.7858490943908691,0.555259644985199,0.7170111536979675,0.7897796630859375,0.5648381114006042
0.7288659811019897,0.7923406362533569,0.5498705506324768,0.7186009287834167,0.7901673316955566,0.5644491910934448
0.733505129814148,0.7956593036651611,0.5462992787361145,0.7186009287834167,0.7897950410842896,0.5625888109207153
0.7345361113548279,0.7935241460800171,0.5477753281593323,0.7201907634735107,0.7900856733322144,0.562531590461731
0.7257732152938843,0.7912890911102295,0.5508802533149719,0.7186009287834167,0.790422260761261,0.561122715473175
0.7381443381309509,0.8025478720664978,0.5377792119979858,0.7249602675437927,0.7906925678253174,0.5619483590126038
0.7329896688461304,0.7979103326797485,0.541179358959198,0.7217805981636047,0.7909374237060547,0.5635424852371216
0.733505129814148,0.802783727645874,0.5348332524299622,0.7233704328536987,0.790371298789978,0.5627075433731079
0.7391752600669861,0.8026706576347351,0.5371457934379578,0.7265501022338867,0.7906466722488403,0.5615777969360352
0.7371134161949158,0.8044316172599792,0.5362798571586609,0.7281398773193359,0.7911465167999268,0.5618295073509216
0.741752564907074,0.8030945062637329,0.5361259579658508,0.7233704328536987,0.7912637591362,0.5622331500053406
0.7453608512878418,0.8087726831436157,0.5280918478965759,0.7249602675437927,0.7919063568115234,0.560433566570282
