pair_name,seed_a,seed_b,val_rel_score,test_rel_score,val_abs_loss,test_abs_loss,val_pred_abs_over_actual_abs,val_pos_rate_gap,val_corr,test_pred_abs_over_actual_abs,test_pos_rate_gap,test_corr,selection_score
lstm_seed_102__lstm_seed_132,lstm_seed_102,lstm_seed_132,0.004245607461785039,0.02511188159748501,0.01508354718098418,0.016519857314415288,0.10660530776252225,-0.14142427281845535,-0.014530854461945545,0.09164850232180287,-0.03776824034334764,0.04007908903396746,0.0014600902573103924
lstm_seed_102__lstm_seed_52,lstm_seed_102,lstm_seed_52,-0.0048986694487163085,0.01888139581442705,0.01522206339868717,0.016625435312744234,0.10784670900778597,0.03510531594784355,-0.01640605233479448,0.103399599821031,0.09785407725321893,0.04444314058207952,0.0009206419960790849
lstm_seed_52__lstm_seed_72,lstm_seed_52,lstm_seed_72,-0.0005577474001701166,0.009523076092499694,0.015156307723373182,0.01678401567041876,0.1151497404257307,-0.10030090270812436,-0.005971053785069889,0.13032442539905342,-0.036909871244635184,0.04851591030560702,0.0006301596172383905
lstm_seed_132__lstm_seed_62,lstm_seed_132,lstm_seed_62,0.00933142120028363,0.02420310768469025,0.015006507991347466,0.016535256840870725,0.10629044975642216,-0.2256770310932798,-0.007926039052078098,0.09232981157605763,-0.1081545064377682,0.07660542584753532,-0.00021950530666498339
lstm_seed_42__lstm_seed_92,lstm_seed_42,lstm_seed_92,0.008500308129969492,0.026285883148694178,0.015019097574986522,0.016499963402748112,0.09501427836474524,-0.2076228686058174,-0.010170026824332302,0.09082265086868521,-0.167381974248927,0.05383129989666198,-0.0005083790893162798
lstm_seed_52__lstm_seed_92,lstm_seed_52,lstm_seed_92,-0.007379465537479701,0.020566585987050634,0.015259642148157589,0.016596879111602902,0.0858797869347032,-0.004012036108324957,-0.04033864971266668,0.08698677318971447,0.03690987124463524,0.04563369139791372,-0.0008300454713694412
lstm_seed_42__lstm_seed_72,lstm_seed_42,lstm_seed_72,0.006871575818331199,0.03196881174593902,0.015043769382464234,0.016403663973324014,0.13013888431374482,-0.24272818455366096,0.028057782623990002,0.129116538042824,-0.16566523605150213,0.05781519092408401,-0.0021355682008620917
lstm_seed_112__lstm_seed_82,lstm_seed_112,lstm_seed_82,0.0035356902633303378,0.02747255166107221,0.015094300906639548,0.01647985484451056,0.12047711333620098,-0.2026078234704112,0.01902147829542098,0.10692842531909509,-0.1802575107296137,0.054658338251646454,-0.0030347665474064808
lstm_seed_52__lstm_seed_82,lstm_seed_52,lstm_seed_82,-0.00725848600585044,0.021717703640341313,0.015257809567265215,0.016577372976462362,0.12282729737549129,-0.07021063189568705,-0.0026502720842118362,0.11458283330593656,-0.02746781115879826,0.05570789686414222,-0.0030491527674660996
lstm_seed_152__lstm_seed_72,lstm_seed_152,lstm_seed_72,0.003150251419932859,0.007755354189421193,0.015100139479909559,0.016813970403745777,0.11062146559896584,-0.19057171514543628,0.023400530474448702,0.12060520695166872,-0.12703862660944204,0.06693784584916375,-0.003245768543784777
lstm_seed_112__lstm_seed_52,lstm_seed_112,lstm_seed_52,-0.005894620325063604,0.005546105081328467,0.0152371499221772,0.016851406986825173,0.12108829812954985,-0.09628886659979935,-0.029671810908125918,0.12715303406398548,-0.025751072961373356,0.02463046896553339,-0.0039106658026835635
lstm_seed_112__lstm_seed_72,lstm_seed_112,lstm_seed_72,0.0026915816008171722,0.030789664542319684,0.015107087345677431,0.01642364508006722,0.1191361821632868,-0.20561685055165493,0.014807927840214246,0.11942692149290335,-0.11931330472103002,0.04647264951470329,-0.004226871870252278
lstm_seed_112__lstm_seed_62,lstm_seed_112,lstm_seed_62,0.0004997828205390853,0.021720957897031323,0.015140288404654713,0.01657731783182046,0.1024431090332703,-0.1654964894684052,0.009162056296414747,0.099835211565108,-0.12017167381974247,0.06309475882255863,-0.004544487614271706
lstm_seed_82__lstm_seed_92,lstm_seed_82,lstm_seed_92,0.000687551730292224,0.012685015264409016,0.015137444107676857,0.016730435384670284,0.08591709235285723,-0.156469408224674,0.02019577134036655,0.08504592536415659,-0.20171673819742486,0.07423922254641907,-0.004956633539453119
lstm_seed_112__lstm_seed_142,lstm_seed_112,lstm_seed_142,0.0075396668227044605,0.019409532799656293,0.015033649234101176,0.016616485826671155,0.12789624054307155,-0.30892678034102306,0.029371272069987613,0.11685061000525211,-0.255793991416309,0.04091671260562485,-0.006942776361131657
lstm_seed_112__lstm_seed_92,lstm_seed_112,lstm_seed_92,-0.0037887074933198317,0.027967745994075366,0.015205249851442207,0.016471463584457537,0.0901050434458448,-0.13340020060180538,-0.024307953607777755,0.08098661966798021,-0.1261802575107296,0.03843748352492059,-0.0072523200657966785
lstm_seed_122__lstm_seed_92,lstm_seed_122,lstm_seed_92,-0.0017221166478484928,0.03154404576083336,0.015173945424612615,0.016410861797703555,0.0744142428038091,-0.15045135406218654,0.02323122552837779,0.07668185122053771,-0.1725321888412017,0.0752122311579349,-0.0078050855485186895
lstm_seed_132__lstm_seed_42,lstm_seed_132,lstm_seed_42,0.0011567439270324664,0.01326976060919094,0.015130336850415916,0.016720526647986844,0.14507056947569028,-0.25977933801404207,-0.02057362376864518,0.11289861523192825,-0.1261802575107296,0.042092539692367995,-0.008019957556035675
lstm_seed_152__lstm_seed_92,lstm_seed_152,lstm_seed_92,-0.008878332132935762,0.006077470637120275,0.015282346768071876,0.016842402791371586,0.08298700731125316,-0.0852557673019057,-0.01129715807094087,0.08360341296734213,-0.07381974248927037,0.06764836645536243,-0.009059832932187966
lstm_seed_132__lstm_seed_142,lstm_seed_132,lstm_seed_142,0.007949506672956352,0.012902755924937725,0.015027441037818792,0.016726745684718484,0.13300292080070858,-0.34603811434302906,0.011774837153124294,0.10667133960493132,-0.28497854077253215,0.056433400737452635,-0.009093308810429284
lstm_seed_132__lstm_seed_72,lstm_seed_132,lstm_seed_72,0.0006582184159649174,0.03622282830687207,0.015137888444587591,0.01633157801261405,0.12178628939204099,-0.2537612838515546,-0.0017630491626360525,0.10453255349625888,-0.1296137339055794,0.06090462711936623,-0.009899781140796175
lstm_seed_132__lstm_seed_92,lstm_seed_132,lstm_seed_92,-0.0021514351883282767,0.014512481180445902,0.015180448681348938,0.01669946826586966,0.08597290163982212,-0.19257773319959878,-0.05045756738556105,0.06593094241849047,-0.10128755364806863,0.05249883100170092,-0.01067982171311041
lstm_seed_152__lstm_seed_42,lstm_seed_152,lstm_seed_42,-0.0037582912950322456,0.023370528243250144,0.015204789111157881,0.016549365222454086,0.1266715024462514,-0.22467402206619858,0.004787701377129231,0.12663572550612448,-0.1502145922746781,0.0566577329961258,-0.01159849286462802
lstm_seed_132__lstm_seed_52,lstm_seed_132,lstm_seed_52,-0.01194808058659591,0.026235892860718257,0.015328846884949603,0.016500810507568534,0.12304948007154909,-0.1203610832497492,-0.04344429069724272,0.11266112286427346,-0.016309012875536433,0.03204896049299437,-0.01173300884085192
lstm_seed_102__lstm_seed_122,lstm_seed_102,lstm_seed_122,-0.0031784758464825646,0.03048509207079464,0.0151960061484715,0.016428806178737432,0.07365555587225814,-0.19658976930792374,0.0512714284661474,0.07280657503266393,-0.14935622317596564,0.09205581737238165,-0.013013212921335813
lstm_seed_112__lstm_seed_122,lstm_seed_112,lstm_seed_122,-0.005003954514957831,0.029148325083681814,0.015223658242030072,0.016451458213850866,0.11021153795578902,-0.2457372116349047,0.023211030889621197,0.11108056459556494,-0.15708154506437766,0.04469999346931798,-0.015846008409287085
lstm_seed_112__lstm_seed_152,lstm_seed_112,lstm_seed_152,-0.010069892234990663,0.01561310253585424,0.015300396352540702,0.01668081781008368,0.10971695785432377,-0.1885656970912738,-0.006992375266626152,0.11409550085214394,-0.12103004291845493,0.043541327501832705,-0.016377791373946668
lstm_seed_112__lstm_seed_42,lstm_seed_112,lstm_seed_42,-0.01006185748181343,0.02507758728833931,0.015300274643232118,0.016520438444786137,0.13700432147918676,-0.23069207622868604,-0.005000966748276812,0.12185174763381042,-0.14592274678111583,0.03526063034318462,-0.017556877861773373
lstm_seed_122__lstm_seed_132,lstm_seed_122,lstm_seed_132,-0.003845168228560736,0.021943437306284785,0.015206105110701178,0.016573547831933412,0.10938789814433388,-0.2918756268806419,0.005082008294112491,0.08893269481299193,-0.1562231759656652,0.06195682931767406,-0.018444186527465378
lstm_seed_132__lstm_seed_82,lstm_seed_132,lstm_seed_82,-0.012932209506885117,0.021399227430509926,0.015343754331115634,0.01658276967937128,0.12857335897663336,-0.21063189568706114,0.0024927328092855185,0.11267478449469404,-0.12274678111587978,0.05304322016244754,-0.01949689244371934
lstm_seed_132__lstm_seed_152,lstm_seed_132,lstm_seed_152,-0.014615338417478752,0.006856952132550109,0.015369250130606816,0.016829194175079464,0.11430429519741239,-0.22266800401203607,-0.023994404344967486,0.09994871891172506,-0.10300429184549353,0.05647198357213997,-0.023284435122648644
lstm_seed_112__lstm_seed_132,lstm_seed_112,lstm_seed_132,-0.01608994954580023,0.021395120183121952,0.015391587332123893,0.016582839278271422,0.1246372448008143,-0.25175526579739216,-0.037181026869113544,0.09401878556935567,-0.1321888412017167,0.02811455343437651,-0.02625939122552646
