variant,rel_score_mean,rel_score_std,q90_abs_error_mean,directional_accuracy_mean,pred_actual_q90_ratio_mean,n_seeds
stage2_static_error_riskaux,0.005704625182949008,,0.049658119678497314,0.4925469435023575,0.11526452749967575,1
stage1_hetero,0.005149643693442951,,0.05000413581728935,0.49291091074530563,0.09742560237646103,1
