variant,seed,split,rel_score,rel_score_vol_clipped,median_abs_error,q90_abs_error,daily_q90_p90,daily_q90_max,daily_q90_clipped_p90,daily_q90_clipped_max,directional_accuracy,spike_days_ge_5pct,spike_days_ge_8pct,spike_days_clipped_ge_8pct,mean_sigma,median_sigma,pred_actual_q90_ratio,mean_risk,static_error_label_rate_train,static_error_label_rate_val
stage1_hetero,43,train,0.00987882572592469,0.00987882572592469,0.00970638357102871,0.03536279872059822,0.04871863275766374,0.07548519000411034,0.04871863275766374,0.07548519000411034,0.4685656614870626,162,0,0,0.021641593426465988,0.019897889345884323,0.11058497428894043,,,
stage1_hetero,43,val,0.005149643693442951,0.005149643693442951,0.012494629248976707,0.05000413581728935,0.06590109616518022,0.08541318848729133,0.06590109616518022,0.08541318848729133,0.49291091074530563,169,5,5,0.025419633835554123,0.023740097880363464,0.09742560237646103,,,
stage2_static_error_riskaux,43,train,0.007741968718537828,0.007741968718537828,0.009846454486250877,0.035200875252485275,0.048361669480800645,0.07769588977098466,0.048361669480800645,0.07769588977098466,0.4625102229027824,160,0,0,0.021594157442450523,0.019746968522667885,0.1371355950832367,0.4275377094745636,0.10194191336631775,0.17286789417266846
stage2_static_error_riskaux,43,val,0.005704625182949008,0.005704625182949008,0.012646718882024288,0.049658119678497314,0.06443834066390994,0.09375676661729812,0.06443834066390994,0.09375676661729812,0.4925469435023575,169,5,5,0.025658385828137398,0.02420051582157612,0.11526452749967575,0.5225817561149597,0.10194191336631775,0.17286789417266846
