preset,expert_run,expert_model,market_model,method,weight_expert,code_count,overlap_codes,agreement_rate,val_rows,test_rows,committee_val_rel_score,committee_test_rel_score,expert_val_rel_score_overlap,expert_test_rel_score_overlap,market_val_rel_score_overlap,market_test_rel_score_overlap,summary_path
bank,mini_ngan_hang_g02_return_w20_pruned_v2,lstm_signmag_best_by_val,lstm_ensemble,agree_only,0.3,6,"ACB,BID,CTG,MBB,TCB,VCB",0.6294813783501566,1500,1751,0.018990187716595774,0.002997939312347153,0.018851012706166292,0.0024695198029990317,0.001901181478987879,0.005035630495435983,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/committee_experiments/overnight_shared_vn100_w60_u64_32_relscore_20260408_173407__committee__bank/best_committee_summary.json
bds,mini_bat_ong_san_g01_return_w20_pruned_v2,lstm_signmag_best_by_val,lstm_ensemble,agree_only,0.0,6,"DIG,DXG,KOS,NLG,TCH,VHM",0.6276595744680851,1497,1725,0.009936310407782867,0.01469337390911818,0.003853979630437543,0.031605471902679594,-0.010325939316677024,0.012321156720795812,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/committee_experiments/overnight_shared_vn100_w60_u64_32_relscore_20260408_173407__committee__bds/best_committee_summary.json
fnb,mini_tpdouong_g06_uncertainty_sidecar,lstm_best_by_val,lstm_ensemble,agree_only,0.15,4,"KDC,SAB,SBT,VNM",0.5953663332478413,997,1165,0.027784439707670305,0.04104524177413271,0.021012648466806727,0.05048465575862915,0.0027077588930235486,0.0032691280140447754,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/committee_experiments/overnight_shared_vn100_w60_u64_32_relscore_20260408_173407__committee__fnb/best_committee_summary.json
