variant,n_seeds,rel_score_mean,rel_score_std,rel_score_vol_clipped_mean,rel_score_vol_clipped_std,daily_q90_max_mean,daily_q90_max_std,daily_q90_clipped_max_mean,daily_q90_clipped_max_std,spike_days_ge_8pct_mean,spike_days_ge_8pct_std,spike_days_clipped_ge_8pct_mean,spike_days_clipped_ge_8pct_std,directional_accuracy_mean,directional_accuracy_std,pred_actual_q90_ratio_mean,pred_actual_q90_ratio_std,mean_sigma_mean,mean_sigma_std
hetero_combined,3,0.0008013775430478765,0.00238946927069518,0.0008013775430478765,0.00238946927069518,0.12565266589323681,0.00043081176364326843,0.12565266589323681,0.00043081176364326843,6.0,0.0,6.0,0.0,0.5175147180130399,0.003027998103640149,0.11268231024344762,0.021827257916558238,0.018911268562078476,0.00024184218599478376
