rel_score,median_abs_e,q90_abs_e,q95_abs_e,share_abs_e_gt_035,share_abs_e_gt_050,share_abs_e_gt_080,daily_q90_median,daily_q90_p90,daily_q90_max,daily_violation_gt_035,daily_violation_share,DA,pred_actual_q90_ratio,variant,rule,shrink,clip_k,conf_q,train_rel_score,train_objective,tail_objective
0.04843337657027269,0.01258162036538124,0.04656735807657242,0.06180886924266815,0.1641657705351973,0.08680618744313012,0.009595500041359914,0.03654373064637184,0.06301063761115075,0.10608087107539177,367,0.5569044006069803,0.5182728099925552,0.23172371089458466,plain_s1.2_k0.75_qNone,plain,1.2,0.75,,0.03780507388390919,-0.03741925034693324,-0.6932494359768837
0.04770649072450606,0.0125962533056736,0.04659288376569748,0.061875998973846436,0.16323930846223839,0.08682273140871867,0.009893291421953842,0.03654373064637184,0.06279073618352414,0.11527988314628601,366,0.5553869499241275,0.5182728099925552,0.23184549808502197,plain_s1.2_k1.0_qNone,plain,1.2,1.0,,0.03949368397014641,-0.037349935988661195,-0.6949648584692912
0.047751051931359534,0.012590560130774975,0.046600911766290665,0.06180974468588829,0.16418231450078583,0.08690545123666142,0.009595500041359914,0.03654373064637184,0.06296351522207261,0.10608087107539177,367,0.5569044006069803,0.5182728099925552,0.23172371089458466,conf_shrink_s1.2_k0.75_q0.2,conf_shrink,1.2,0.75,0.2,0.03780700985755703,-0.03741580531514363,-0.6949852803388679
0.04772578394304394,0.012589562684297562,0.046604812145233154,0.061810318380594254,0.16414922656960873,0.08693853916783853,0.009595500041359914,0.03654373064637184,0.06300734311342242,0.10608087107539177,367,0.5569044006069803,0.44046653982959716,0.23172371089458466,conf_zero_s1.2_k0.75_q0.2,conf_zero,1.2,0.75,0.2,0.037761098663361636,-0.03742142448285517,-0.69510240205704
0.047610686847821326,0.01259390078485012,0.046604812145233154,0.06187739968299866,0.16323930846223839,0.08683927537430722,0.009893291421953842,0.036526499688625313,0.06279073618352414,0.1160190224647522,366,0.5553869499241275,0.5182728099925552,0.23184549808502197,plain_s1.2_kNone_qNone,plain,1.2,,,0.039345220043185525,-0.03736372118192071,-0.6952740400611436
0.047610686847821326,0.01259390078485012,0.046604812145233154,0.06187739968299866,0.16323930846223839,0.08683927537430722,0.009893291421953842,0.036526499688625313,0.06279073618352414,0.1160190224647522,366,0.5553869499241275,0.5182728099925552,0.23184549808502197,plain_s1.2_k2.0_qNone,plain,1.2,2.0,,0.039345220043185525,-0.03736372118192071,-0.6952740400611436
0.047610686847821326,0.01259390078485012,0.046604812145233154,0.06187739968299866,0.16323930846223839,0.08683927537430722,0.009893291421953842,0.036526499688625313,0.06279073618352414,0.1160190224647522,366,0.5553869499241275,0.5182728099925552,0.23184549808502197,plain_s1.2_k1.5_qNone,plain,1.2,1.5,,0.039345220043185525,-0.03736372118192071,-0.6952740400611436
0.04748692658351661,0.012588848359882832,0.04662424698472023,0.06180974468588829,0.16414922656960873,0.08693853916783853,0.009578956075771363,0.03654373064637184,0.06296351522207261,0.10608087107539177,365,0.5538694992412747,0.5182728099925552,0.23172371089458466,conf_shrink_s1.2_k0.75_q0.3,conf_shrink,1.2,0.75,0.3,0.03747801891311564,-0.03744380303867766,-0.6952780655083115
0.04757125040214183,0.012595387175679207,0.046604812145233154,0.06187739968299866,0.1632062205310613,0.08682273140871867,0.009893291421953842,0.036526499688625313,0.06279073618352414,0.1160190224647522,366,0.5553869499241275,0.5182728099925552,0.23184549808502197,plain_s1.2_k1.25_qNone,plain,1.2,1.25,,0.039380761152449484,-0.037362027255625666,-0.695336368986914
0.04712587554530823,0.012580564245581627,0.04666803032159805,0.061851296573877335,0.16428157829431714,0.08698817106460419,0.00956241211018281,0.03657106459140777,0.06272700637578965,0.10608087107539177,363,0.5508345978755691,0.5182728099925552,0.23172371089458466,conf_shrink_s1.2_k0.75_q0.4,conf_shrink,1.2,0.75,0.4,0.03750118999249763,-0.037436460682289396,-0.6961110385236169
0.0471739553924283,0.012600644491612911,0.04662424698472023,0.061871420592069626,0.16325585242782695,0.08692199520224998,0.009893291421953842,0.03654373064637184,0.06292752876877784,0.11527988314628601,366,0.5553869499241275,0.5182728099925552,0.23184549808502197,conf_shrink_s1.2_k1.0_q0.2,conf_shrink,1.2,1.0,0.2,0.03963018863032963,-0.03734277997118618,-0.6963617851520528
0.04709470691587225,0.012593514285981655,0.04664447903633118,0.06184183061122894,0.16421540243196295,0.08705434692695839,0.009578956075771363,0.03654373064637184,0.06302308022975923,0.10608087107539177,366,0.5553869499241275,0.4002316155182397,0.23172371089458466,conf_zero_s1.2_k0.75_q0.3,conf_zero,1.2,0.75,0.3,0.0372476616173949,-0.037457107619851895,-0.6966961303193981
0.047055888209003416,0.012599494308233261,0.04663544520735741,0.061868973076343536,0.16322276449664985,0.08695508313342708,0.009893291421953842,0.03654373064637184,0.06289852350950241,0.11527988314628601,366,0.5553869499241275,0.44046653982959716,0.23184549808502197,conf_zero_s1.2_k1.0_q0.2,conf_zero,1.2,1.0,0.2,0.03962989570909947,-0.03734480372623321,-0.6967108031682727
0.04761230779446102,0.012535955756902695,0.04672057926654816,0.06201867386698723,0.16309041277194145,0.0876333857225577,0.009099181073703366,0.03620976097881797,0.06280831895768643,0.1120190218091011,365,0.5538694992412747,0.5182728099925552,0.21252503991127014,plain_s1.1_k2.0_qNone,plain,1.1,2.0,,0.04195057257262369,-0.037258040638417506,-0.697328524620161
0.04761230779446102,0.012535955756902695,0.04672057926654816,0.06201867386698723,0.16309041277194145,0.0876333857225577,0.009099181073703366,0.03620976097881797,0.06280831895768643,0.1120190218091011,365,0.5538694992412747,0.5182728099925552,0.21252503991127014,plain_s1.1_k1.5_qNone,plain,1.1,1.5,,0.04195057257262369,-0.037258040638417506,-0.697328524620161
0.04761230779446102,0.012535955756902695,0.04672057926654816,0.06201867386698723,0.16307386880635288,0.0876333857225577,0.009099181073703366,0.03620976097881797,0.06280831895768643,0.1120190218091011,365,0.5538694992412747,0.5182728099925552,0.21252503991127014,plain_s1.1_k1.25_qNone,plain,1.1,1.25,,0.04190528762381707,-0.03726019896625649,-0.697328524620161
0.04761230779446102,0.012535955756902695,0.04672057926654816,0.06201867386698723,0.16309041277194145,0.0876333857225577,0.009099181073703366,0.03620976097881797,0.06280831895768643,0.1120190218091011,365,0.5538694992412747,0.5182728099925552,0.21252503991127014,plain_s1.1_kNone_qNone,plain,1.1,,,0.04195057257262369,-0.037258040638417506,-0.697328524620161
0.04664375758401029,0.012599117122590542,0.04666726663708687,0.061871420592069626,0.16322276449664985,0.08695508313342708,0.009876747456365291,0.03654373064637184,0.06293228223919868,0.11527988314628601,364,0.5523520485584219,0.5182728099925552,0.23184549808502197,conf_shrink_s1.2_k1.0_q0.3,conf_shrink,1.2,1.0,0.3,0.039044666026448516,-0.03737954067221452,-0.6973441907141432
0.0467993042165622,0.012597424909472466,0.04665892571210861,0.061871420592069626,0.16322276449664985,0.08697162709901564,0.009893291421953842,0.03652481809258461,0.06289852350950241,0.1160190224647522,366,0.5553869499241275,0.44046653982959716,0.23184549808502197,conf_zero_s1.2_kNone_q0.2,conf_zero,1.2,,0.2,0.03942985071033811,-0.03735585799772728,-0.6974381492196577
0.0467993042165622,0.012597424909472466,0.04665892571210861,0.061871420592069626,0.16322276449664985,0.08697162709901564,0.009893291421953842,0.03652481809258461,0.06289852350950241,0.1160190224647522,366,0.5553869499241275,0.44046653982959716,0.23184549808502197,conf_zero_s1.2_k2.0_q0.2,conf_zero,1.2,2.0,0.2,0.03942985071033811,-0.03735585799772728,-0.6974381492196577
0.0467993042165622,0.012597424909472466,0.04665892571210861,0.061871420592069626,0.16322276449664985,0.08697162709901564,0.009893291421953842,0.03652481809258461,0.06289852350950241,0.1160190224647522,366,0.5553869499241275,0.44046653982959716,0.23184549808502197,conf_zero_s1.2_k1.5_q0.2,conf_zero,1.2,1.5,0.2,0.03942985071033811,-0.03735585799772728,-0.6974381492196577
0.046770814102609415,0.012598498724400997,0.04665892571210861,0.061871420592069626,0.16318967656547276,0.08695508313342708,0.009893291421953842,0.03652481809258461,0.06289852350950241,0.1160190224647522,366,0.5553869499241275,0.44046653982959716,0.23184549808502197,conf_zero_s1.2_k1.25_q0.2,conf_zero,1.2,1.25,0.2,0.03943610979731449,-0.037355559683121126,-0.6974785854819747
0.04675611191891316,0.012598969042301178,0.04665909335017204,0.061875998973846436,0.16325585242782695,0.08693853916783853,0.009893291421953842,0.03652481809258461,0.06292752876877784,0.1160190224647522,366,0.5553869499241275,0.5182728099925552,0.23184549808502197,conf_shrink_s1.2_kNone_q0.2,conf_shrink,1.2,,0.2,0.039451247427785385,-0.037356390722614055,-0.6975111005153934
0.04675611191891316,0.012598969042301178,0.04665909335017204,0.061875998973846436,0.16325585242782695,0.08693853916783853,0.009893291421953842,0.03652481809258461,0.06292752876877784,0.1160190224647522,366,0.5553869499241275,0.5182728099925552,0.23184549808502197,conf_shrink_s1.2_k2.0_q0.2,conf_shrink,1.2,2.0,0.2,0.039451247427785385,-0.037356390722614055,-0.6975111005153934
0.04675611191891316,0.012598969042301178,0.04665909335017204,0.061875998973846436,0.16325585242782695,0.08693853916783853,0.009893291421953842,0.03652481809258461,0.06292752876877784,0.1160190224647522,366,0.5553869499241275,0.5182728099925552,0.23184549808502197,conf_shrink_s1.2_k1.5_q0.2,conf_shrink,1.2,1.5,0.2,0.039451247427785385,-0.037356390722614055,-0.6975111005153934
0.046747241189590505,0.012599303387105465,0.04665909335017204,0.061875998973846436,0.16322276449664985,0.08692199520224998,0.009893291421953842,0.03652481809258461,0.06292752876877784,0.1160190224647522,366,0.5553869499241275,0.5182728099925552,0.23184549808502197,conf_shrink_s1.2_k1.25_q0.2,conf_shrink,1.2,1.25,0.2,0.039449442763654585,-0.03735647673478666,-0.6975122980084502
0.04682172072252744,0.012583902105689049,0.04668428376317024,0.06187528371810913,0.16431466622549426,0.08718669865166681,0.00956241211018281,0.03657106459140777,0.06266322016716007,0.10608087107539177,365,0.5538694992412747,0.3586235420630325,0.23172371089458466,conf_zero_s1.2_k0.75_q0.4,conf_zero,1.2,0.75,0.4,0.03696833933948085,-0.03747316688089399,-0.6975990870706016
0.04650260673670459,0.012596887536346912,0.046682365238666534,0.061875998973846436,0.16322276449664985,0.08697162709901564,0.009876747456365291,0.03651117533445357,0.06293228223919868,0.1160190224647522,364,0.5523520485584219,0.5182728099925552,0.23184549808502197,conf_shrink_s1.2_kNone_q0.3,conf_shrink,1.2,,0.3,0.03887484241805805,-0.037396892920030685,-0.6977821387140878
0.04650260673670459,0.012596887536346912,0.046682365238666534,0.061875998973846436,0.16322276449664985,0.08697162709901564,0.009876747456365291,0.03651117533445357,0.06293228223919868,0.1160190224647522,364,0.5523520485584219,0.5182728099925552,0.23184549808502197,conf_shrink_s1.2_k2.0_q0.3,conf_shrink,1.2,2.0,0.3,0.03887484241805805,-0.037396892920030685,-0.6977821387140878
0.04650260673670459,0.012596887536346912,0.046682365238666534,0.061875998973846436,0.16322276449664985,0.08697162709901564,0.009876747456365291,0.03651117533445357,0.06293228223919868,0.1160190224647522,364,0.5523520485584219,0.5182728099925552,0.23184549808502197,conf_shrink_s1.2_k1.5_q0.3,conf_shrink,1.2,1.5,0.3,0.03887484241805805,-0.037396892920030685,-0.6977821387140878
0.04648834932495205,0.012597424909472466,0.046682365238666534,0.061875998973846436,0.16318967656547276,0.08695508313342708,0.009876747456365291,0.03651117533445357,0.06293228223919868,0.1160190224647522,364,0.5523520485584219,0.5182728099925552,0.23184549808502197,conf_shrink_s1.2_k1.25_q0.3,conf_shrink,1.2,1.25,0.3,0.03887065061424666,-0.03739709270576745,-0.6977941095720043
0.046296079355577446,0.012594502419233322,0.046702705323696136,0.06189708411693573,0.16335511622135826,0.08700471503019273,0.009860203490776738,0.03657106459140777,0.06272700637578965,0.11527988314628601,362,0.5493171471927162,0.5182728099925552,0.23184549808502197,conf_shrink_s1.2_k1.0_q0.4,conf_shrink,1.2,1.0,0.4,0.038959994956367705,-0.037382159641990785,-0.6980201074552572
0.04731946006287213,0.012539789080619812,0.04673498868942261,0.06201653555035591,0.16309041277194145,0.0876333857225577,0.009099181073703366,0.03620976097881797,0.06280831895768643,0.1120190218091011,365,0.5538694992412747,0.5182728099925552,0.21252503991127014,plain_s1.1_k1.0_qNone,plain,1.1,1.0,,0.04194228323850013,-0.03725492649325669,-0.6980209421998091
0.046376410110530175,0.012571937404572964,0.046741779893636703,0.06194813549518585,0.1644304739846141,0.08741831416990653,0.00956241211018281,0.03647137209773064,0.06266212254762649,0.10608087107539177,359,0.5447647951441578,0.5182728099925552,0.23172371089458466,conf_shrink_s1.2_k0.75_q0.5,conf_shrink,1.2,0.75,0.5,0.037246971400702766,-0.03744593111779045,-0.6981069943503069
0.04645636033837508,0.012604019604623318,0.046671587973833084,0.06188632547855377,0.16328894035900404,0.08707089089254694,0.009876747456365291,0.03654373064637184,0.0629404538869858,0.11527988314628601,365,0.5538694992412747,0.4002316155182397,0.23184549808502197,conf_zero_s1.2_k1.0_q0.3,conf_zero,1.2,1.0,0.3,0.03872585998685052,-0.03739439536746127,-0.6981566008068677
0.0462065418213895,0.012593723833560944,0.04671101272106171,0.06189928576350212,0.16332202829018116,0.08700471503019273,0.009860203490776738,0.03651117533445357,0.06272700637578965,0.1160190224647522,362,0.5493171471927162,0.5182728099925552,0.23184549808502197,conf_shrink_s1.2_k1.25_q0.4,conf_shrink,1.2,1.25,0.4,0.03884538194950349,-0.037394161033100705,-0.6982744482888232
0.04707947100584331,0.012534908950328827,0.04676283895969391,0.06206898391246796,0.16335511622135826,0.08774919348167756,0.009066093142526264,0.03647962585091593,0.0626604138314724,0.1120190218091011,362,0.5493171471927162,0.5182728099925552,0.21252503991127014,conf_shrink_s1.1_k1.5_q0.4,conf_shrink,1.1,1.5,0.4,0.04179944541930525,-0.037276224740469585,-0.6983664708763214
0.04707947100584331,0.012534908950328827,0.04676283895969391,0.06206898391246796,0.16335511622135826,0.08774919348167756,0.009066093142526264,0.03647962585091593,0.0626604138314724,0.1120190218091011,362,0.5493171471927162,0.5182728099925552,0.21252503991127014,conf_shrink_s1.1_kNone_q0.4,conf_shrink,1.1,,0.4,0.04179944541930525,-0.037276224740469585,-0.6983664708763214
0.04707947100584331,0.012534908950328827,0.04676283895969391,0.06206898391246796,0.16335511622135826,0.08774919348167756,0.009066093142526264,0.03647962585091593,0.0626604138314724,0.1120190218091011,362,0.5493171471927162,0.5182728099925552,0.21252503991127014,conf_shrink_s1.1_k2.0_q0.4,conf_shrink,1.1,2.0,0.4,0.04179944541930525,-0.037276224740469585,-0.6983664708763214
