run_name,model,threshold,coverage,trade_count,final_equity,buy_hold_equity,avg_trade_return,directional_accuracy_when_trading
lstm_return_20260406_161814,linear_regression,0.0,0.6535836177474402,3447,26.434471952416313,7.742431542895168,0.001267059671697128,0.5633884537278793
lstm_return_20260406_161814,lstm,0.0,0.9931740614334471,5238,13.457875628735597,7.742431542895168,0.0008253933905994654,0.5586101565483009
