sector,stock,combo,test_rel_score,val_rel_score
Bảo hiểm,BVH,"atr_gap,bb_width",0.0354790436949844,0.0194720047787793
Bảo hiểm,BVH,"lower_shadow,obv_change",0.032968487625417,0.020798713127492
Bảo hiểm,BVH,"volume_ratio_20,upper_shadow",0.031198999069201,-0.036011762214227
Bảo hiểm,BVH,"upper_shadow,above_ma_200",0.0302362324523551,0.0180467922483682
Bất động sản,KOS,"bb_width,obv_change",0.1376172706520294,0.0559392245774075
Bất động sản,KOS,bb_width,0.1327607741291425,0.0478078312053791
Bất động sản,VHM,"momentum_20,macd",0.124932308192373,-0.0091929143393441
Bất động sản,VHM,"upper_shadow,ma_20_gap",0.1231448908213728,-0.0228334938458347
Bất động sản,VHM,"above_ma_200,macd_signal",0.1223749538791311,-0.0054652419576877
Bất động sản,VHM,"upper_shadow,macd",0.1221795741840567,0.0261716314306568
Bất động sản,VHM,"ma_20_gap,rolling_max_20_gap",0.1221577582809955,-0.0189279067602874
Bất động sản,VHM,"volume_zscore_20,macd_hist",0.1199185693308348,-0.0012797069101397
Bất động sản,VHM,"volume_zscore_20,ma_200_gap",0.1198740746355419,-0.0090675649849145
Bất động sản,VHM,"atr_gap,ma_200_gap",0.1195127292659571,-0.0553414621615082
Bất động sản,VHM,"volume_zscore_20,macd",0.1191363387696267,-0.0089808967273785
Bất động sản,VHM,"momentum_5,rolling_max_20_gap",0.1188456609141159,-0.0020041894883271
Bất động sản,KOS,obv_change,0.1099002092045723,0.0971829834606449
Bất động sản,VRE,"momentum_20,rolling_max_20_gap",0.1036852985845091,-0.0430880936981967
Bất động sản,VRE,"intraday_return,momentum_5",0.1029959716977535,-0.0521426803108957
Bất động sản,VRE,"momentum_20,bb_position",0.0856032700293966,-0.0410990106540647
Bất động sản,VRE,"momentum_20,bb_zscore",0.0856032700293966,-0.0410990106540647
Bất động sản,VRE,"bb_position,macd_signal",0.0832653126668711,-0.0485186311765402
Bất động sản,VRE,"bb_zscore,macd_signal",0.0832653126668711,-0.0485186311765402
Bất động sản,VRE,"vwap_gap,macd_hist",0.0829521974158261,-0.0216856204826654
Bất động sản,VRE,"momentum_5,vwap_gap",0.0821076737437036,-0.0483278918616114
Bất động sản,VRE,"momentum_20,macd_signal",0.0820898106619356,-0.0509056176942381
Bất động sản,VRE,"momentum_20,macd",0.0819162000658718,-0.0524656236964555
Bất động sản,BCM,"volume_ratio_20,upper_shadow",0.0760451035742755,-0.0166597927884986
Bất động sản,BCM,"volume_ratio_20,bb_width",0.0728650818272701,0.0336478993160914
Bất động sản,VIC,"upper_shadow,momentum_20",0.0720828428931114,-0.0164899754175202
Bất động sản,BCM,"volume_ratio_20,macd_signal",0.0719267031848291,0.0102117625664119
Bất động sản,VIC,"intraday_return,upper_shadow",0.070904498742489,0.0078545006998841
Bất động sản,SZC,"upper_shadow,volatility_20",0.0701919438765161,-0.0810156317008086
Bất động sản,DIG,"lower_shadow,momentum_20",0.0696899836673708,0.0339254356710478
Bất động sản,KOS,"bb_width,vwap_gap",0.0695969924656462,0.0478078425666526
Bất động sản,KOS,momentum_20,0.0682424869852331,-0.104867528715788
Bất động sản,KOS,"volume_ratio_20,obv_change",0.0681874728162439,-0.0404872642282954
Bất động sản,VIC,"ma_200_gap,vwap_gap",0.0659088249528339,-0.0233301598591277
Bất động sản,DIG,"momentum_20,atr_gap",0.0641694431681817,-0.0273632843214073
Bất động sản,KOS,gap_open,0.0641048797414743,-0.1136436857189078
Bất động sản,BCM,"ma_200_gap,macd_signal",0.0640761494131961,-0.0058549254831228
Bất động sản,VIC,"upper_shadow,momentum_5",0.0639062257343007,0.005964464976379
Bất động sản,BCM,"volume_ratio_20,volatility_20",0.0630652327275335,0.006976172273671
Bất động sản,BCM,"upper_shadow,atr_gap",0.0616461467970627,0.0064484228088645
Bất động sản,DIG,"momentum_20,bb_position",0.0608721947235701,-0.0342630046429102
Bất động sản,DIG,"momentum_20,bb_zscore",0.0608721947235701,-0.0342630046429102
Bất động sản,DIG,"atr_gap,above_ma_200",0.0607373189880151,-0.0330435132607203
Bất động sản,VIC,ma_200_gap,0.0605420146242063,-0.0233303687967951
Bất động sản,BCM,"volume_ratio_20,gap_open",0.0597086094029267,0.0235437942283945
Bất động sản,BCM,"upper_shadow,vwap_gap",0.058880140816458,-0.0354853061412865
Bất động sản,VIC,"upper_shadow,bb_position",0.0587554030089884,-0.0285136985831733
Bất động sản,VIC,"upper_shadow,bb_zscore",0.0587554030089884,-0.0285136985831733
Bất động sản,KOS,volume_ratio_20,0.0585432817539683,-0.0514110754204268
Bất động sản,VIC,"close_position,upper_shadow",0.058453639521379,-0.0326370954634609
Bất động sản,KOS,"obv_change,macd_signal",0.0581105424553399,-0.0068162258458464
Bất động sản,HDG,"ma_200_gap,macd_signal",0.0568606687323249,-0.0902981421998072
Bất động sản,BCM,"volume_zscore_20,upper_shadow",0.0567821199454355,-0.0669762180851485
Bất động sản,VIC,"ma_200_gap,above_ma_200",0.0562436463039464,-0.0182743434625676
Bất động sản,KOS,vwap_gap,0.0562328719786324,0.1002666439759318
Bất động sản,VIC,"volume_zscore_20,upper_shadow",0.0562013573947437,-0.0898312460320678
Bất động sản,BCM,"volatility_20,macd",0.0542834395875875,-0.012058966118559
Bất động sản,DIG,"lower_shadow,bb_position",0.0534313329837116,-0.0756794026915046
Bất động sản,DIG,"lower_shadow,bb_zscore",0.0534313329837116,-0.0756794026915046
Bất động sản,DIG,"gap_open,ma_200_gap",0.0508992922301032,0.0089596658216879
Bất động sản,DXG,"upper_shadow,obv_change",0.0502192138150658,-0.0156154835784856
Bất động sản,DIG,"intraday_return,volatility_20",0.0497340895269765,-0.0399823044268983
Bất động sản,DIG,"gap_open,momentum_5",0.048697331964669,0.0163357525743242
Bất động sản,NLG,"bb_width,macd",0.0438790406604888,-0.0108994160454463
Bất động sản,NLG,"ma_200_gap,bb_width",0.042603886049219,-0.0002470304080535
Bất động sản,VPI,"volatility_20,bb_width",0.042072644799181,-0.087020972449715
Bất động sản,NLG,"gap_open,bb_width",0.0418883025645522,0.0178415000312779
Bất động sản,SIP,"volume_zscore_20,lower_shadow",0.0418712289286545,-0.0695832653449932
Bất động sản,HDG,"gap_open,rolling_max_20_gap",0.0416365038797901,-0.0432691323294249
Bất động sản,NLG,"gap_open,macd",0.0414196711308426,-0.0218169896340327
Bất động sản,DXG,"upper_shadow,vwap_gap",0.0378856868014105,-0.0003941397190423
Bất động sản,KDH,"momentum_5,bb_width",0.0362777309101817,-0.0101835984371061
Bất động sản,SIP,"volume_zscore_20,volatility_20",0.036181046812321,-0.0346525874717917
Bất động sản,KDH,"bb_width,vwap_gap",0.0358702427730347,-0.003607156021562
Bất động sản,NLG,"above_ma_200,macd",0.0357942363662592,-0.0577050562582197
Bất động sản,KDH,"atr_gap,bb_width",0.0354771776393586,-0.0216388484696159
Bất động sản,NLG,"intraday_return,momentum_5",0.0350025276220631,-0.0166845512197932
Bất động sản,DXG,"gap_open,vwap_gap",0.0348682177238558,-0.0134706585345281
Bất động sản,NLG,"momentum_20,bb_width",0.0347728922252014,-0.0073646555870259
Bất động sản,NLG,"intraday_return,gap_open",0.03468973711952,-0.0102170350705903
Bất động sản,NLG,"volume_ratio_20,bb_width",0.0345788044381943,0.0222724311333032
Bất động sản,HDG,"rolling_max_20_gap,bb_position",0.033838624921454,-0.0580496471826399
Bất động sản,HDG,"rolling_max_20_gap,bb_zscore",0.033838624921454,-0.0580496471826399
Bất động sản,DXG,"intraday_return,upper_shadow",0.033588320005799,0.0028111385008727
Bất động sản,NLG,"momentum_20,vwap_gap",0.0333443643598949,-0.0166420622449134
Bất động sản,DXG,"momentum_5,vwap_gap",0.0332468549971217,0.0216306873770958
Bất động sản,DXG,"upper_shadow,macd",0.0331511380526436,-0.0082910286962625
Bất động sản,VPI,"volume_zscore_20,above_ma_200",0.0330865209304319,-0.0224039858691689
Bất động sản,SZC,upper_shadow,0.0325567822190154,-0.0241258567711306
Bất động sản,HDC,"bb_width,vwap_gap",0.032552588621168,-0.0109869413510788
Bất động sản,DXG,"ma_200_gap,vwap_gap",0.0322622265418158,-0.0030730508171366
Bất động sản,DXG,"volatility_20,macd_signal",0.0317618755185418,-0.0077895473085447
Bất động sản,KDH,"gap_open,atr_gap",0.0316439405259197,-0.0004980336814464
Bất động sản,HDG,"lower_shadow,obv_change",0.0315744979746173,-0.0537226483927877
Bất động sản,HDC,"volatility_20,ma_200_gap",0.0315717045409988,-0.0328983858366631
Bất động sản,HDG,"rolling_max_20_gap,macd_signal",0.0312728786470725,-0.0724210391600583
Bất động sản,TCH,"atr_gap,ma_20_gap",0.0309849107028746,-0.0315761106993446
Bất động sản,SIP,"gap_open,vwap_gap",0.0309420526009894,0.001318902670959
Bất động sản,KBC,"intraday_return,vwap_gap",0.030679752044166,0.0075158901870014
Bất động sản,HDG,"close_position,atr_gap",0.0306540150782022,-0.0518277998335316
Bất động sản,HDG,"ma_200_gap,bb_width",0.0305190641441254,-0.0480526206531501
Bất động sản,TCH,"atr_gap,bb_position",0.0304471060812624,-0.0577893850944839
Bất động sản,TCH,"atr_gap,bb_zscore",0.0304471060812624,-0.0577893850944839
Bất động sản,SIP,"upper_shadow,volatility_20",0.0303701287703356,-0.0028607015387618
Bất động sản,SIP,"gap_open,obv_change",0.0300829863760324,0.0042062647166823
Bất động sản,SIP,"gap_open,atr_gap",0.0297803878213542,0.0203145336194785
Bất động sản,DXG,"above_ma_200,vwap_gap",0.0296278614611724,-0.0371339114993971
Bất động sản,SZC,"close_position,volatility_20",0.0296266395992425,-0.1672390578114821
Bất động sản,KDH,"bb_width,obv_change",0.0293016096284601,0.0037470240329575
Bất động sản,KBC,volatility_20,0.0291994743213533,0.0332958465265885
Bất động sản,HDG,"lower_shadow,macd_signal",0.029011853924956,-0.0896799451869048
Bất động sản,KBC,"volatility_20,obv_change",0.0289916054018981,0.0391617207761294
Bất động sản,HDG,"momentum_5,rolling_max_20_gap",0.0289405565660773,-0.0120177136889143
Bất động sản,SIP,"gap_open,volatility_20",0.0287740741743167,0.0299526506761899
Bất động sản,PDR,"rolling_max_20_gap,macd",0.0284749006700857,0.0070993960326343
Bất động sản,SIP,gap_open,0.028315172487072,0.0020905944292904
Bất động sản,VPI,"above_ma_200,bb_position",0.028126235340175,-0.0162224442870679
Bất động sản,VPI,"above_ma_200,bb_zscore",0.028126235340175,-0.0162224442870679
Bất động sản,VPI,volume_zscore_20,0.027880899251981,-0.0351819849857431
Bất động sản,KBC,"lower_shadow,volatility_20",0.0277929903345833,0.0012477471259224
Bất động sản,KDH,"upper_shadow,bb_width",0.0277845681150773,-0.0141992738293186
Bất động sản,KDH,"gap_open,bb_width",0.0277290097499814,0.0014561541208339
Bất động sản,PDR,"volume_ratio_20,macd_signal",0.0274709907091905,-0.0037429460740212
Bất động sản,SIP,"volume_zscore_20,atr_gap",0.0273318889556651,-0.04151751764326
Bất động sản,DXG,"momentum_5,atr_gap",0.0271379932167354,0.0071584648806036
Bất động sản,HDC,"momentum_20,vwap_gap",0.0268148033771659,-0.0329216075073799
Bất động sản,VPI,"above_ma_200,vwap_gap",0.0265588937823663,-0.0484657287933436
Bất động sản,TCH,"gap_open,bb_width",0.0264188309553949,-0.015215267208462
Bất động sản,SZC,"close_position,upper_shadow",0.026129981842101,-0.1367732477217189
Bất động sản,VPI,"volume_zscore_20,vwap_gap",0.0260601056458321,-0.0351817847863131
Bất động sản,SIP,"upper_shadow,vwap_gap",0.0252491848919654,-0.027584452071623
Bất động sản,SZC,"volatility_20,ma_20_gap",0.0249974545223536,-0.121959972185577
Bất động sản,HDC,"volume_ratio_20,vwap_gap",0.0249195294743987,-0.052877255208694
Bất động sản,HDC,"volume_ratio_20,volatility_20",0.0248536537849866,-0.0105794688772244
Bất động sản,TCH,"gap_open,bb_position",0.0247382928348037,-0.069991227359355
Bất động sản,TCH,"gap_open,bb_zscore",0.0247382928348037,-0.069991227359355
Bất động sản,PDR,"volatility_20,macd_signal",0.0246098540609915,-0.0295610740817009
Bất động sản,SZC,"upper_shadow,vwap_gap",0.0244447095787807,-0.0241257571594082
Bất động sản,PDR,"volume_zscore_20,macd_signal",0.0240693838353172,-0.0114126392082645
Bất động sản,HDC,"ma_200_gap,vwap_gap",0.0238568434877837,-0.0482941540337507
Bất động sản,HDC,"rolling_max_20_gap,macd_signal",0.0236801055965554,-0.0512552944769166
Bất động sản,HDC,"intraday_return,vwap_gap",0.0236708757653765,-0.0300183491693635
Bất động sản,KDH,"upper_shadow,vwap_gap",0.0234142761676617,-0.0392016471214988
Bất động sản,VPI,"volatility_20,bb_position",0.0229359725616331,-0.0247884917745608
Bất động sản,VPI,"volatility_20,bb_zscore",0.0229359725616331,-0.0247884917745608
Bất động sản,VPI,"bb_width,vwap_gap",0.0226935503489162,-0.045441399694621
Bất động sản,PDR,"volume_zscore_20,macd",0.0226641568660393,-0.0214348631256782
Bất động sản,KBC,"volatility_20,vwap_gap",0.0226517268732139,0.0332958609854785
Bất động sản,KDH,bb_width,0.0222500315515513,-0.0035403842457162
Bất động sản,TCH,"atr_gap,ma_200_gap",0.0221818635688111,-0.0512357702987129
Bất động sản,KDH,"volatility_20,bb_width",0.022089446698852,-0.0205443675287473
Bất động sản,PDR,"volume_ratio_20,macd",0.0217334188494126,-0.0054423148207578
Bất động sản,PDR,"volatility_20,macd_hist",0.0211929185679125,-0.0291503782486997
Bất động sản,PDR,"volatility_20,macd",0.0208692688485384,-0.0246239243077943
Bất động sản,SZC,"upper_shadow,obv_change",0.020733632666157,-0.0221509859488227
Bất động sản,HDC,"gap_open,vwap_gap",0.0204565599141833,-0.0476872698364179
Bất động sản,PDR,"rolling_max_20_gap,macd_signal",0.0198293129950092,-0.0060065094044672
Bất động sản,HDC,"volatility_20,ma_20_gap",0.0193999039877201,-0.0370833866282482
Bất động sản,PDR,"volume_ratio_20,upper_shadow",0.0185246982726743,0.0127592275895246
Bất động sản,SZC,"volume_ratio_20,volume_zscore_20",0.0178057192234705,-0.0862100497458706
Bất động sản,SJS,"ma_20_gap,vwap_gap",0.0172280275734661,-0.0405093505413456
Bất động sản,SZC,"volume_ratio_20,macd_signal",0.0169899978173294,-0.1142800082296784
Bất động sản,KBC,vwap_gap,0.0152298044541394,-0.0025590250079825
Bất động sản,SZC,"volume_ratio_20,volatility_20",0.0148561318837177,-0.0847982853869593
Bất động sản,KBC,"volume_ratio_20,volume_zscore_20",0.0146890912304392,-0.0065911691226756
Bất động sản,KBC,"atr_gap,vwap_gap",0.0141410244379207,-0.0237853165457155
Bất động sản,TCH,bb_width,0.0137646409373035,-0.0210133659877327
Bất động sản,KBC,"vwap_gap,obv_change",0.0127714836626072,-0.0012691155293003
Bất động sản,KBC,close_position,0.0127156120279215,-0.0056102769919761
Bất động sản,SJS,"bb_position,vwap_gap",0.0121532396830863,-0.0716883485162713
Bất động sản,SJS,"bb_zscore,vwap_gap",0.0121532396830863,-0.0716883485162713
Bất động sản,TCH,"bb_width,bb_position",0.0118045501951877,-0.0702459745759322
Bất động sản,TCH,"bb_width,bb_zscore",0.0118045501951877,-0.0702459745759322
Bất động sản,SJS,"above_ma_200,bb_position",0.0091352928890278,-0.0636113573838412
Bất động sản,SJS,"above_ma_200,bb_zscore",0.0091352928890278,-0.0636113573838412
Bất động sản,SJS,"ma_200_gap,vwap_gap",0.0089846653713948,-0.0096799447791067
Bất động sản,SJS,bb_width,0.0055153917018568,-0.0262650609288119
Bất động sản,SJS,"intraday_return,vwap_gap",0.0051960311300116,-0.0134087756243888
Bất động sản,SJS,"bb_width,bb_position",0.0042127897126287,-0.0566691910259564
Bất động sản,SJS,"bb_width,bb_zscore",0.0042127897126287,-0.0566691910259564
Công nghệ Thông tin,CMG,"volume_ratio_20,atr_gap",0.0212551107949885,0.0024109627920956
Công nghệ Thông tin,CMG,"volatility_20,above_ma_200",0.0191542759295013,-0.0258413780116273
Công nghệ Thông tin,CMG,"volume_ratio_20,volatility_20",0.01823171328543,-0.0181869638057066
Công nghệ Thông tin,CMG,"volume_zscore_20,volatility_20",0.0129028835979,-0.0526568416202837
Công nghệ Thông tin,CMG,"close_position,momentum_20",0.0125127696500715,-0.0030494829030991
Công nghệ Thông tin,CMG,"volatility_20,bb_width",0.0121463158662373,-0.0401175821191117
Công nghệ Thông tin,CMG,"close_position,lower_shadow",0.0112084809947577,-0.005558023675086
Công nghệ Thông tin,CMG,"volume_ratio_20,lower_shadow",0.0111840669320305,-0.030321427861123
Công nghệ Thông tin,CMG,"close_position,atr_gap",0.0110617645817955,0.024250291729796
Công nghệ Thông tin,CMG,atr_gap,0.0108117554469007,0.0279801582206976
Công nghệ Thông tin,FPT,"close_position,vwap_gap",0.0044603260657825,0.0010509783344019
Công nghệ Thông tin,FPT,"volatility_20,above_ma_200",0.00052137832995,-0.011940007744271
Công nghệ Thông tin,FPT,"volatility_20,vwap_gap",-0.0021759358789064,-0.0078609279595394
Công nghệ Thông tin,FPT,close_position,-0.0035437334326138,0.0010510215708545
Công nghệ Thông tin,FPT,"volume_ratio_20,close_position",-0.0052724712652922,-0.0037632253809403
Công nghệ Thông tin,FPT,"upper_shadow,bb_width",-0.0053225057960184,-0.0041680237772157
Công nghệ Thông tin,FPT,"volume_ratio_20,upper_shadow",-0.0056858884407198,-0.0236236072139615
Công nghệ Thông tin,FPT,"close_position,bb_position",-0.0065134466341481,0.0096529950649727
Công nghệ Thông tin,FPT,"close_position,bb_zscore",-0.0065134466341481,0.0096529950649727
Công nghệ Thông tin,FPT,"intraday_return,close_position",-0.0065203047162607,-0.0070977454989022
Du lịch và Giải trí,SCS,"momentum_20,atr_gap",0.0425867585219396,-0.0243734074013595
Du lịch và Giải trí,SCS,"lower_shadow,macd_hist",0.0388457390515951,-0.0248223215555967
Du lịch và Giải trí,SCS,"intraday_return,macd_hist",0.0380585864892094,-0.034994520431278
Du lịch và Giải trí,SCS,"intraday_return,macd_signal",0.0370183906163051,-0.0201500228524325
Du lịch và Giải trí,SCS,"momentum_20,volatility_20",0.0367661826101107,-0.0341310646653341
Du lịch và Giải trí,SCS,"intraday_return,ma_20_gap",0.0367021764039317,-0.0385541923011885
Du lịch và Giải trí,SCS,"atr_gap,ma_200_gap",0.0366658125291303,-0.0245373757198974
Du lịch và Giải trí,SCS,"momentum_5,volatility_20",0.0366615374941041,-0.0477123321607138
Du lịch và Giải trí,SCS,"ma_200_gap,vwap_gap",0.0364902236987657,-0.0188835606727295
Du lịch và Giải trí,SCS,"momentum_5,rolling_max_20_gap",0.0351091270613037,-0.0200711200157523
Du lịch và Giải trí,VJC,"close_position,momentum_5",0.0254396483786816,-0.0844296550926844
Du lịch và Giải trí,VJC,"momentum_5,momentum_20",0.0129498632886133,-0.0935529018089424
Du lịch và Giải trí,VJC,"close_position,momentum_20",0.011756838366519,-0.0464888902356579
Du lịch và Giải trí,VJC,"momentum_5,volatility_20",0.0024011787382656,-0.0180121539394246
Du lịch và Giải trí,VJC,"momentum_5,ma_20_gap",-0.0003685359655067,-0.0848378176809898
Du lịch và Giải trí,VJC,"momentum_20,volatility_20",-0.0014713399250283,-0.0861628682089314
Du lịch và Giải trí,VJC,"momentum_20,ma_20_gap",-0.0041783629113902,-0.0774705068511245
Du lịch và Giải trí,VJC,"momentum_20,above_ma_200",-0.0044086398456992,-0.1172381851560078
Du lịch và Giải trí,VJC,"momentum_5,atr_gap",-0.0069662677911617,-0.080368513002643
Du lịch và Giải trí,VJC,"intraday_return,volatility_20",-0.0070788702909891,-0.0457158976185116
Dầu khí,PLX,"momentum_5,macd",0.077135523413184,0.0021812870145425
Dầu khí,PLX,"momentum_5,macd_hist",0.0714902935320599,-0.0009463761160541
Dầu khí,PVD,"close_position,volatility_20",0.065388215594107,-0.0802878731875991
Dầu khí,PVD,"intraday_return,gap_open",0.0650468572972992,-0.0359803899755253
Dầu khí,PLX,"ma_20_gap,ma_200_gap",0.059900020119084,0.0019495679825201
Dầu khí,PVD,"upper_shadow,vwap_gap",0.0581031089270371,0.0024084464096606
Dầu khí,PVD,"volume_ratio_20,upper_shadow",0.0579521288936933,-0.033900174953837
Dầu khí,PVD,"upper_shadow,bb_width",0.0531479653918443,-0.0462210960747255
Dầu khí,PVD,"volatility_20,above_ma_200",0.052656628374719,-0.0075842600913658
Dầu khí,PVD,"gap_open,close_position",0.051693734746683,-0.0285528750487029
Dầu khí,PLX,"momentum_20,macd_signal",0.0514462256953286,-0.0114930227324652
Dầu khí,PVD,"gap_open,momentum_20",0.0494803226011398,-0.0088548079829737
Dầu khí,PLX,"volume_zscore_20,bb_position",0.0486063584310326,-0.0307003990685019
Dầu khí,PLX,"volume_zscore_20,bb_zscore",0.0486063584310326,-0.0307003990685019
Dầu khí,PVD,"volume_zscore_20,upper_shadow",0.048001259172688,-0.0678613160936638
Dầu khí,PLX,"ma_20_gap,macd_signal",0.0477362315398047,-0.0056338537743094
Dầu khí,PVD,"volume_ratio_20,obv_change",0.0470674955743511,-0.0101107366415811
Dầu khí,PLX,rolling_max_20_gap,0.0469239122328372,-0.0127179139070174
Dầu khí,PLX,"momentum_5,macd_signal",0.0449170943653639,-0.0282395330195086
Dầu khí,PLX,"intraday_return,momentum_20",0.0389895946684198,-0.0114142957819782
Dịch vụ tài chính,VIX,"volume_zscore_20,macd",0.0777623824459714,0.0395556502395315
Dịch vụ tài chính,VIX,"close_position,macd_hist",0.0770298901638817,0.0217520405907258
Dịch vụ tài chính,VIX,"intraday_return,macd",0.0747223056497462,0.0318515834231156
Dịch vụ tài chính,VIX,"bb_position,macd_hist",0.0727444906821033,0.0377442912349329
Dịch vụ tài chính,VIX,"bb_zscore,macd_hist",0.0727444906821033,0.0377442912349329
Dịch vụ tài chính,VIX,"lower_shadow,macd",0.07246470589324,0.0248413189332317
Dịch vụ tài chính,VIX,"close_position,macd",0.0711799480101122,0.0527580639917066
Dịch vụ tài chính,VIX,"obv_change,macd_hist",0.0695906012809556,0.0506957534489896
Dịch vụ tài chính,VIX,"lower_shadow,macd_hist",0.0692503464187813,0.0266703377478182
Dịch vụ tài chính,VIX,"rolling_max_20_gap,macd_hist",0.0690160421935045,0.0630445526426773
Dịch vụ tài chính,BSI,"close_position,upper_shadow",0.0548282635907371,-0.0808406276066715
Dịch vụ tài chính,BSI,"upper_shadow,above_ma_200",0.0508595496846163,-0.0486704497595349
Dịch vụ tài chính,BSI,"upper_shadow,momentum_20",0.0478488376834763,-0.053005613784067
Dịch vụ tài chính,BSI,"intraday_return,upper_shadow",0.0469964939705301,-0.0512058948622053
Dịch vụ tài chính,BSI,"intraday_return,close_position",0.046268131522966,-0.0322238314801892
Dịch vụ tài chính,VCI,"close_position,obv_change",0.0449172915702958,-0.0098690146143884
Dịch vụ tài chính,BSI,"close_position,momentum_20",0.044777413318677,-0.0741436752867139
Dịch vụ tài chính,BSI,"upper_shadow,ma_20_gap",0.0439701329707985,-0.04893384482417
Dịch vụ tài chính,BSI,"volume_zscore_20,upper_shadow",0.0419793418979005,-0.0270809916049279
Dịch vụ tài chính,VCI,intraday_return,0.0384691604233936,-0.0128281005084018
Dịch vụ tài chính,BSI,"upper_shadow,vwap_gap",0.0377360949726685,-0.0533036742397938
Dịch vụ tài chính,BSI,upper_shadow,0.0376046156399751,-0.0589368266997689
Dịch vụ tài chính,VCI,close_position,0.0373616539754199,-0.0416669549365589
Dịch vụ tài chính,HCM,"volume_zscore_20,upper_shadow",0.036449314559157,-0.0227635530501215
Dịch vụ tài chính,FTS,"lower_shadow,volatility_20",0.0322535879666058,-0.046564280150861
Dịch vụ tài chính,CTS,"volume_ratio_20,lower_shadow",0.0321270464996245,-0.0153797127235963
Dịch vụ tài chính,VCI,"close_position,vwap_gap",0.0300917942028361,-0.0416669209083242
Dịch vụ tài chính,CTS,"volume_zscore_20,gap_open",0.0284347631219542,-0.0104452158120238
Dịch vụ tài chính,VCI,"momentum_5,vwap_gap",0.0278661327294291,-0.0112615328135123
Dịch vụ tài chính,VCI,"intraday_return,obv_change",0.0278194386496389,0.0043135175436181
Dịch vụ tài chính,VCI,"ma_20_gap,macd_hist",0.0275904140816795,-0.0808390613359428
Dịch vụ tài chính,EVF,"ma_200_gap,bb_width",0.0274152497007813,-0.0202704728044949
Dịch vụ tài chính,CTS,"atr_gap,bb_position",0.0270293870224576,-0.0011947235993599
Dịch vụ tài chính,CTS,"atr_gap,bb_zscore",0.0270293870224576,-0.0011947235993599
Dịch vụ tài chính,FTS,"volume_ratio_20,volatility_20",0.0265908539404888,-0.0238911393000074
Dịch vụ tài chính,VCI,"intraday_return,vwap_gap",0.0264477897333188,-0.0128281036425812
