stock,company_name,sector,industry,sub_industry,com_type_code,combo_rank_in_stock,combo,feature,test_rel_score,val_rel_score
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,2,"upper_shadow,above_ma_200",upper_shadow,0.0177971692709167,-0.0318450735521278
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,2,"upper_shadow,above_ma_200",above_ma_200,0.0177971692709167,-0.0318450735521278
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,3,"intraday_return,vwap_gap",intraday_return,0.0174038977441689,-0.0110167203074946
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,3,"intraday_return,vwap_gap",vwap_gap,0.0174038977441689,-0.0110167203074946
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,4,"upper_shadow,vwap_gap",upper_shadow,0.0172347310585314,0.0106157632194834
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,4,"upper_shadow,vwap_gap",vwap_gap,0.0172347310585314,0.0106157632194834
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,5,"close_position,upper_shadow",close_position,0.0160474112346904,0.0062646696988802
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,5,"close_position,upper_shadow",upper_shadow,0.0160474112346904,0.0062646696988802
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,6,intraday_return,intraday_return,0.0147449578579585,-0.0133608573323236
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,7,"upper_shadow,volatility_20",upper_shadow,0.0133640672887911,0.0004505486973815
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,7,"upper_shadow,volatility_20",volatility_20,0.0133640672887911,0.0004505486973815
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,8,"above_ma_200,vwap_gap",above_ma_200,0.0127418304964149,-0.0285961188632166
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,8,"above_ma_200,vwap_gap",vwap_gap,0.0127418304964149,-0.0285961188632166
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,9,above_ma_200,above_ma_200,0.0120995255266888,-0.0319111937010314
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,CT,10,upper_shadow,upper_shadow,0.0120820488876292,0.0174762398607817
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,1,"volume_ratio_20,upper_shadow",volume_ratio_20,0.0760451035742755,-0.0166597927884986
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,1,"volume_ratio_20,upper_shadow",upper_shadow,0.0760451035742755,-0.0166597927884986
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,2,"volume_ratio_20,bb_width",volume_ratio_20,0.0728650818272701,0.0336478993160914
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,2,"volume_ratio_20,bb_width",bb_width,0.0728650818272701,0.0336478993160914
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,3,"volume_ratio_20,macd_signal",volume_ratio_20,0.0719267031848291,0.0102117625664119
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,3,"volume_ratio_20,macd_signal",macd_signal,0.0719267031848291,0.0102117625664119
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,4,"ma_200_gap,macd_signal",ma_200_gap,0.0640761494131961,-0.0058549254831228
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,4,"ma_200_gap,macd_signal",macd_signal,0.0640761494131961,-0.0058549254831228
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,5,"volume_ratio_20,volatility_20",volume_ratio_20,0.0630652327275335,0.006976172273671
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,5,"volume_ratio_20,volatility_20",volatility_20,0.0630652327275335,0.006976172273671
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,6,"upper_shadow,atr_gap",upper_shadow,0.0616461467970627,0.0064484228088645
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,6,"upper_shadow,atr_gap",atr_gap,0.0616461467970627,0.0064484228088645
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,7,"volume_ratio_20,gap_open",volume_ratio_20,0.0597086094029267,0.0235437942283945
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,7,"volume_ratio_20,gap_open",gap_open,0.0597086094029267,0.0235437942283945
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,8,"upper_shadow,vwap_gap",upper_shadow,0.058880140816458,-0.0354853061412865
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,8,"upper_shadow,vwap_gap",vwap_gap,0.058880140816458,-0.0354853061412865
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,9,"volume_zscore_20,upper_shadow",volume_zscore_20,0.0567821199454355,-0.0669762180851485
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,9,"volume_zscore_20,upper_shadow",upper_shadow,0.0567821199454355,-0.0669762180851485
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,10,"volatility_20,macd",volatility_20,0.0542834395875875,-0.012058966118559
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,10,"volatility_20,macd",macd,0.0542834395875875,-0.012058966118559
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,1,"intraday_return,close_position",intraday_return,0.0601710856595871,-0.0781601708959014
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,1,"intraday_return,close_position",close_position,0.0601710856595871,-0.0781601708959014
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,2,"close_position,upper_shadow",close_position,0.0430732467757223,-0.1204922204754084
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,2,"close_position,upper_shadow",upper_shadow,0.0430732467757223,-0.1204922204754084
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,3,"close_position,ma_200_gap",close_position,0.0426410229966324,-0.0786305897543602
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,3,"close_position,ma_200_gap",ma_200_gap,0.0426410229966324,-0.0786305897543602
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,4,"close_position,rolling_max_20_gap",close_position,0.0401566284235286,-0.0650225445259375
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,4,"close_position,rolling_max_20_gap",rolling_max_20_gap,0.0401566284235286,-0.0650225445259375
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,5,"close_position,obv_change",close_position,0.0398004080127175,-0.0390091704268431
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,5,"close_position,obv_change",obv_change,0.0398004080127175,-0.0390091704268431
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,6,"close_position,vwap_gap",close_position,0.039034783841482,-0.0388385503357213
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,6,"close_position,vwap_gap",vwap_gap,0.039034783841482,-0.0388385503357213
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,7,"close_position,momentum_5",close_position,0.0376737007334233,-0.0666377183381048
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,7,"close_position,momentum_5",momentum_5,0.0376737007334233,-0.0666377183381048
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,8,"upper_shadow,lower_shadow",upper_shadow,0.0370795435359192,-0.0932362381165996
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,8,"upper_shadow,lower_shadow",lower_shadow,0.0370795435359192,-0.0932362381165996
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,9,close_position,close_position,0.0369158289286032,-0.0388386347882245
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,10,"close_position,lower_shadow",close_position,0.0352828795929044,-0.0454632510760528
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,10,"close_position,lower_shadow",lower_shadow,0.0352828795929044,-0.0454632510760528
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,1,"lower_shadow,vwap_gap",lower_shadow,0.0304400871272199,-0.0245785238691211
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,1,"lower_shadow,vwap_gap",vwap_gap,0.0304400871272199,-0.0245785238691211
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2,"lower_shadow,momentum_20",lower_shadow,0.0274452328637614,-0.0109258698287044
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2,"lower_shadow,momentum_20",momentum_20,0.0274452328637614,-0.0109258698287044
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,3,"momentum_20,volatility_20",momentum_20,0.0268943177038603,-0.0068511289723305
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,3,"momentum_20,volatility_20",volatility_20,0.0268943177038603,-0.0068511289723305
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,4,lower_shadow,lower_shadow,0.025838339634171,-0.0245785570677803
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,5,"lower_shadow,obv_change",lower_shadow,0.0250488927508683,-0.0249057813541078
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,5,"lower_shadow,obv_change",obv_change,0.0250488927508683,-0.0249057813541078
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,6,"gap_open,lower_shadow",gap_open,0.0210022352802098,-0.0405163080155932
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,6,"gap_open,lower_shadow",lower_shadow,0.0210022352802098,-0.0405163080155932
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,7,"lower_shadow,volatility_20",lower_shadow,0.0201863762742376,-0.016924939040452
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,7,"lower_shadow,volatility_20",volatility_20,0.0201863762742376,-0.016924939040452
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,8,"volatility_20,vwap_gap",volatility_20,0.0196441854238005,-0.0118443711724498
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,8,"volatility_20,vwap_gap",vwap_gap,0.0196441854238005,-0.0118443711724498
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,9,"momentum_20,vwap_gap",momentum_20,0.0179192940410669,0.0089473297654478
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,9,"momentum_20,vwap_gap",vwap_gap,0.0179192940410669,0.0089473297654478
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,10,"atr_gap,volatility_20",atr_gap,0.0175247945948919,-0.0115300386064653
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,10,"atr_gap,volatility_20",volatility_20,0.0175247945948919,-0.0115300386064653
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,1,"close_position,upper_shadow",close_position,0.0548282635907371,-0.0808406276066715
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,1,"close_position,upper_shadow",upper_shadow,0.0548282635907371,-0.0808406276066715
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,2,"upper_shadow,above_ma_200",upper_shadow,0.0508595496846163,-0.0486704497595349
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,2,"upper_shadow,above_ma_200",above_ma_200,0.0508595496846163,-0.0486704497595349
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,3,"upper_shadow,momentum_20",upper_shadow,0.0478488376834763,-0.053005613784067
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,3,"upper_shadow,momentum_20",momentum_20,0.0478488376834763,-0.053005613784067
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,4,"intraday_return,upper_shadow",intraday_return,0.0469964939705301,-0.0512058948622053
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,4,"intraday_return,upper_shadow",upper_shadow,0.0469964939705301,-0.0512058948622053
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,5,"intraday_return,close_position",intraday_return,0.046268131522966,-0.0322238314801892
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,5,"intraday_return,close_position",close_position,0.046268131522966,-0.0322238314801892
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,6,"close_position,momentum_20",close_position,0.044777413318677,-0.0741436752867139
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,6,"close_position,momentum_20",momentum_20,0.044777413318677,-0.0741436752867139
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,7,"upper_shadow,ma_20_gap",upper_shadow,0.0439701329707985,-0.04893384482417
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,7,"upper_shadow,ma_20_gap",ma_20_gap,0.0439701329707985,-0.04893384482417
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8,"volume_zscore_20,upper_shadow",volume_zscore_20,0.0419793418979005,-0.0270809916049279
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8,"volume_zscore_20,upper_shadow",upper_shadow,0.0419793418979005,-0.0270809916049279
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,9,"upper_shadow,vwap_gap",upper_shadow,0.0377360949726685,-0.0533036742397938
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,9,"upper_shadow,vwap_gap",vwap_gap,0.0377360949726685,-0.0533036742397938
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,10,upper_shadow,upper_shadow,0.0376046156399751,-0.0589368266997689
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,1,"upper_shadow,lower_shadow",upper_shadow,0.0485970345905255,-0.0012528409720713
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,1,"upper_shadow,lower_shadow",lower_shadow,0.0485970345905255,-0.0012528409720713
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,2,"upper_shadow,volatility_20",upper_shadow,0.0480064064399635,0.0056907973479096
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,2,"upper_shadow,volatility_20",volatility_20,0.0480064064399635,0.0056907973479096
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,3,"ma_20_gap,macd",ma_20_gap,0.0466551770822047,0.0157943052490193
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,3,"ma_20_gap,macd",macd,0.0466551770822047,0.0157943052490193
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,4,"momentum_5,macd",momentum_5,0.0373490115971677,-0.0263119803244578
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,4,"momentum_5,macd",macd,0.0373490115971677,-0.0263119803244578
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,5,"upper_shadow,bb_width",upper_shadow,0.0357662208023991,0.0213737739004025
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,5,"upper_shadow,bb_width",bb_width,0.0357662208023991,0.0213737739004025
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,6,lower_shadow,lower_shadow,0.0356309221996082,0.0182996769880959
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,7,"atr_gap,bb_width",atr_gap,0.0354790436949844,0.0194720047787793
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,7,"atr_gap,bb_width",bb_width,0.0354790436949844,0.0194720047787793
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,8,"lower_shadow,obv_change",lower_shadow,0.032968487625417,0.020798713127492
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,8,"lower_shadow,obv_change",obv_change,0.032968487625417,0.020798713127492
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,9,"volume_ratio_20,upper_shadow",volume_ratio_20,0.031198999069201,-0.036011762214227
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,9,"volume_ratio_20,upper_shadow",upper_shadow,0.031198999069201,-0.036011762214227
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,10,"upper_shadow,above_ma_200",upper_shadow,0.0302362324523551,0.0180467922483682
BVH,Tập đoàn Bảo Việt,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,BH,10,"upper_shadow,above_ma_200",above_ma_200,0.0302362324523551,0.0180467922483682
BWE,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,CT,1,"atr_gap,vwap_gap",atr_gap,0.0149335644963748,0.0116898074158565
