split,mae,rmse,directional_accuracy,thresholded_directional_accuracy
train,0.016491321846842766,0.024507826194167137,0.4303827104907699,0.49902728506269517
val,0.01266894768923521,0.018459836021065712,0.43955990458108174,0.4858292512246326
test,0.0171529408544302,0.024717355147004128,0.4589954992631537,0.49431111520567506
