model,threshold,holding_period,uncertainty_model,uncertainty_quantile,max_uncertainty,uncertainty_side,trade_count,coverage,directional_accuracy,avg_actual_return,avg_strategy_return,cumulative_strategy_return,final_equity,sampled_buy_hold_equity
lstm_best_by_val,0.0,1,lstm_quantile_best_by_val,0.1,0.0117690962,high,142,0.11668036154478226,0.704225352112676,0.004609828848591549,0.004609828848591549,0.6545956965,1.8853271091132093,1.8853271091132093
lstm_best_by_val,0.0,1,lstm_quantile_best_by_val,0.25,0.012979557,high,99,0.08134757600657354,0.7676767676767676,0.007182264282828283,0.007182264282828283,0.711044164,1.9982782569656523,1.9982782569656523
lstm_best_by_val,0.0,1,lstm_quantile_best_by_val,0.5,0.015132122,high,53,0.043549712407559574,0.7735849056603774,0.008527149460377359,0.008527149460377359,0.4519389214,1.5523447901639837,1.5523447901639837
lstm_best_by_val,0.0,1,lstm_quantile_best_by_val,0.75,0.02145324,high,24,0.01972062448644207,0.9166666666666666,0.01671399662916667,0.01671399662916667,0.40113591910000007,1.4798089611704826,1.4798089611704826
lstm_best_by_val,0.0,1,lstm_quantile_best_by_val,0.9,0.031816013800000015,high,5,0.004108463434675432,1.0,0.044608697600000004,0.044608697600000004,0.223043488,1.2424159047977072,1.2424159047977072
lstm_best_by_val,0.0025,1,lstm_quantile_best_by_val,0.1,0.0117690962,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.0025,1,lstm_quantile_best_by_val,0.25,0.012979557,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.0025,1,lstm_quantile_best_by_val,0.5,0.015132122,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.0025,1,lstm_quantile_best_by_val,0.75,0.02145324,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.0025,1,lstm_quantile_best_by_val,0.9,0.031816013800000015,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.005,1,lstm_quantile_best_by_val,0.1,0.0117690962,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.005,1,lstm_quantile_best_by_val,0.25,0.012979557,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.005,1,lstm_quantile_best_by_val,0.5,0.015132122,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.005,1,lstm_quantile_best_by_val,0.75,0.02145324,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.005,1,lstm_quantile_best_by_val,0.9,0.031816013800000015,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.01,1,lstm_quantile_best_by_val,0.1,0.0117690962,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.01,1,lstm_quantile_best_by_val,0.25,0.012979557,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.01,1,lstm_quantile_best_by_val,0.5,0.015132122,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.01,1,lstm_quantile_best_by_val,0.75,0.02145324,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.01,1,lstm_quantile_best_by_val,0.9,0.031816013800000015,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.015,1,lstm_quantile_best_by_val,0.1,0.0117690962,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.015,1,lstm_quantile_best_by_val,0.25,0.012979557,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.015,1,lstm_quantile_best_by_val,0.5,0.015132122,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.015,1,lstm_quantile_best_by_val,0.75,0.02145324,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.015,1,lstm_quantile_best_by_val,0.9,0.031816013800000015,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.02,1,lstm_quantile_best_by_val,0.1,0.0117690962,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.02,1,lstm_quantile_best_by_val,0.25,0.012979557,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.02,1,lstm_quantile_best_by_val,0.5,0.015132122,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.02,1,lstm_quantile_best_by_val,0.75,0.02145324,high,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.02,1,lstm_quantile_best_by_val,0.9,0.031816013800000015,high,0,0.0,,,,0.0,1.0,1.0
