run_name,target_mode,stocks,feature_columns,window_size,lstm_units,dropout,lr,epochs,patience,lstm_train_rel_score,lstm_val_rel_score,lstm_test_rel_score,lstm_test_directional_accuracy,linear_test_rel_score,arima_test_rel_score,lstm_backtest_final_equity,lstm_backtest_trade_count,lstm_backtest_threshold,run_dir,saved_path
overnight_dig_return3d_pairmacro_w5_u16,return_3d,DIG,"gap_open,bb_position,vingroup_momentum,vnindex_return,rsi_14,day_of_week",5,16,0.05,0.0005,30,8,-0.004509853436923894,-0.010858086230550734,0.03332553414444772,0.5364238410596026,-0.012892917550257899,0.01281342875921887,1.5947185681061264,40,0.005,data/processed/assets/data_info_vn/history/training_runs/overnight_dig_return3d_pairmacro_w5_u16,data/processed/assets/data_info_vn/history/training_runs/representative_runs/lstm_relscore_ge_0_03/overnight_dig_return3d_pairmacro_w5_u16
