model,threshold,holding_period,trade_count,coverage,directional_accuracy,avg_actual_return,avg_strategy_return,cumulative_strategy_return,final_equity,sampled_buy_hold_equity
linear_regression,0.0,3,510,0.27960526315789475,0.5058823529411764,0.0012616030898039217,0.0012616030898039217,0.6434175758,1.059769970467599,1.059769970467599
linear_regression,0.0025,3,429,0.23519736842105263,0.5454545454545454,0.006469556915151515,0.006469556915151515,2.7754399166,9.988176158710976,9.988176158710976
linear_regression,0.005,3,338,0.18530701754385964,0.5502958579881657,0.00436834111331361,0.00436834111331361,1.4764992963,2.9616010726929476,2.9616010726929476
linear_regression,0.01,3,183,0.10032894736842106,0.5519125683060109,0.006650916031693989,0.006650916031693989,1.2171176338,2.6615049784403038,2.6615049784403038
linear_regression,0.015,3,81,0.044407894736842105,0.5061728395061729,0.0019125912901234573,0.0019125912901234573,0.15491989450000004,1.0511443425890423,1.0511443425890423
linear_regression,0.02,3,41,0.022478070175438597,0.5365853658536586,0.0073791568731707315,0.0073791568731707315,0.3025454318,1.2971592759499098,1.2971592759499098
lstm,0.0,3,335,0.1836622807017544,0.4955223880597015,0.0005565978982089556,0.0005565978982089556,0.18646029590000013,0.7741718395921681,0.7741718395921681
lstm,0.0025,3,204,0.1118421052631579,0.5686274509803921,0.0105555514495098,0.0105555514495098,2.1533324956999995,6.431696335723724,6.431696335723724
lstm,0.005,3,100,0.05482456140350877,0.57,0.013377135017999999,0.013377135017999999,1.3377135018,3.167058206829683,3.167058206829683
lstm,0.01,3,14,0.007675438596491228,0.5714285714285714,0.0029109410000000007,0.0029109410000000007,0.04075317400000001,1.0170920431690218,1.0170920431690218
lstm,0.015,3,11,0.006030701754385965,0.6363636363636364,-0.0029480708181818184,-0.0029480708181818184,-0.032428779000000005,0.9478851121852936,0.9478851121852936
lstm,0.02,3,8,0.0043859649122807015,0.5,-0.015663610624999998,-0.015663610624999998,-0.12530888499999998,0.867073201407938,0.867073201407938
