seed,Date,daily_q90,label,year
43,2020-07-28,0.04284316765,full coverage,2020
43,2020-07-29,0.020751673700000004,full coverage,2020
43,2020-07-30,0.03288962043000001,full coverage,2020
43,2020-07-31,0.054471460170000006,full coverage,2020
43,2020-08-03,0.029115028340000005,full coverage,2020
43,2020-08-04,0.031523528,full coverage,2020
43,2020-08-05,0.023669723,full coverage,2020
43,2020-08-06,0.023230534910000003,full coverage,2020
43,2020-08-07,0.025772386377000012,full coverage,2020
43,2020-08-10,0.026545762380000004,full coverage,2020
43,2020-08-11,0.021853046410000007,full coverage,2020
43,2020-08-12,0.0284068014,full coverage,2020
43,2020-08-13,0.02060186987,full coverage,2020
43,2020-08-14,0.019664694670000097,full coverage,2020
43,2020-08-17,0.0239867923,full coverage,2020
43,2020-08-18,0.03737266862000001,full coverage,2020
43,2020-08-19,0.019662427800000024,full coverage,2020
43,2020-08-20,0.033455115120000004,full coverage,2020
43,2020-08-21,0.0305003864,full coverage,2020
43,2020-08-24,0.028369428199999998,full coverage,2020
43,2020-08-25,0.023356834800000007,full coverage,2020
43,2020-08-26,0.030388864884000014,full coverage,2020
43,2020-08-27,0.027995385440000006,full coverage,2020
43,2020-08-28,0.027381206885000006,full coverage,2020
43,2020-08-31,0.0272495393,full coverage,2020
43,2020-09-01,0.03365010499,full coverage,2020
43,2020-09-03,0.0209879561,full coverage,2020
43,2020-09-04,0.0368558094,full coverage,2020
43,2020-09-07,0.02742902705,full coverage,2020
43,2020-09-08,0.02694048662500001,full coverage,2020
43,2020-09-09,0.021500586220000006,full coverage,2020
43,2020-09-10,0.02853414095000002,full coverage,2020
43,2020-09-11,0.03437377334,full coverage,2020
43,2020-09-14,0.02694912406,full coverage,2020
43,2020-09-15,0.019832633699999998,full coverage,2020
43,2020-09-16,0.023314255730000004,full coverage,2020
43,2020-09-17,0.0260362077,full coverage,2020
43,2020-09-18,0.023322449900000004,full coverage,2020
43,2020-09-21,0.016971439079999998,full coverage,2020
43,2020-09-22,0.020465838760000004,full coverage,2020
43,2020-09-23,0.019610346330000004,full coverage,2020
43,2020-09-24,0.0213872297,full coverage,2020
43,2020-09-25,0.0331096107,full coverage,2020
43,2020-09-28,0.03348476448000001,full coverage,2020
43,2020-09-29,0.02428866188,full coverage,2020
43,2020-09-30,0.048742432210000027,full coverage,2020
43,2020-10-01,0.0233445961,full coverage,2020
43,2020-10-02,0.0421657618,full coverage,2020
43,2020-10-05,0.034344276458000034,full coverage,2020
43,2020-10-06,0.0269301268,full coverage,2020
43,2020-10-07,0.025876858,full coverage,2020
43,2020-10-08,0.026996620928000006,full coverage,2020
43,2020-10-09,0.030088039580000003,full coverage,2020
43,2020-10-12,0.023780712895000007,full coverage,2020
43,2020-10-13,0.02556297663,full coverage,2020
43,2020-10-14,0.029193648200000002,full coverage,2020
43,2020-10-15,0.027938257080000004,full coverage,2020
43,2020-10-16,0.031788656438,full coverage,2020
43,2020-10-19,0.026748106213,full coverage,2020
43,2020-10-20,0.029329171890000023,full coverage,2020
43,2020-10-21,0.026385439165,full coverage,2020
43,2020-10-22,0.02576856224000001,full coverage,2020
43,2020-10-23,0.030972247074000002,full coverage,2020
43,2020-10-26,0.0290018003,full coverage,2020
43,2020-10-27,0.053143370999999995,full coverage,2020
43,2020-10-28,0.0281561682,full coverage,2020
43,2020-10-29,0.030073042300000002,full coverage,2020
43,2020-10-30,0.033596087449999985,full coverage,2020
43,2020-11-02,0.03402905126000001,full coverage,2020
43,2020-11-03,0.03504066379000001,full coverage,2020
43,2020-11-04,0.022271583790000007,full coverage,2020
43,2020-11-05,0.019107504996600005,full coverage,2020
43,2020-11-06,0.04952332950000001,full coverage,2020
43,2020-11-09,0.025696560636000003,full coverage,2020
43,2020-11-10,0.0269948536,full coverage,2020
43,2020-11-11,0.031169839140000013,full coverage,2020
43,2020-11-12,0.026344617320000017,full coverage,2020
43,2020-11-13,0.035776003857000034,full coverage,2020
43,2020-11-16,0.04458549606400001,full coverage,2020
43,2020-11-17,0.03786297762,full coverage,2020
43,2020-11-18,0.03098181124,full coverage,2020
43,2020-11-19,0.04771456543000003,full coverage,2020
43,2020-11-20,0.038184543257000006,full coverage,2020
43,2020-11-23,0.030084803599999998,full coverage,2020
43,2020-11-24,0.029671033859999998,full coverage,2020
43,2020-11-25,0.029330858490000004,full coverage,2020
43,2020-11-26,0.03314944603,full coverage,2020
43,2020-11-27,0.0272368976,full coverage,2020
43,2020-11-30,0.03379397728000004,full coverage,2020
43,2020-12-01,0.04412703374,full coverage,2020
43,2020-12-02,0.049691218780000004,full coverage,2020
43,2020-12-03,0.030819510160000008,full coverage,2020
43,2020-12-04,0.026597606534000007,full coverage,2020
43,2020-12-07,0.03599654823,full coverage,2020
43,2020-12-08,0.029940852003,full coverage,2020
43,2020-12-09,0.03565632899,full coverage,2020
43,2020-12-10,0.037003529284000025,full coverage,2020
43,2020-12-11,0.05111426387,full coverage,2020
43,2020-12-14,0.025865241530000013,full coverage,2020
43,2020-12-15,0.029407397918,full coverage,2020
43,2020-12-16,0.0336576223,full coverage,2020
43,2020-12-17,0.061691403033000004,full coverage,2020
43,2020-12-18,0.06651449050000001,full coverage,2020
43,2020-12-21,0.056665209599999995,full coverage,2020
43,2020-12-22,0.040840941117,full coverage,2020
43,2020-12-23,0.034183607690000006,full coverage,2020
43,2020-12-24,0.06802756028,full coverage,2020
43,2020-12-25,0.05213330162000002,full coverage,2020
43,2020-12-28,0.04091288804700006,full coverage,2020
43,2020-12-29,0.0298487634,full coverage,2020
43,2020-12-30,0.039222059000000004,full coverage,2020
43,2020-12-31,0.0594271189,full coverage,2020
43,2021-01-04,0.047600145499999996,full coverage,2021
43,2021-01-05,0.0347246608,full coverage,2021
43,2021-01-06,0.0437974688,full coverage,2021
43,2021-01-07,0.031229321460000015,full coverage,2021
43,2021-01-08,0.053241151920000014,full coverage,2021
43,2021-01-11,0.0437721315,full coverage,2021
43,2021-01-12,0.03133659709,full coverage,2021
43,2021-01-13,0.05300333678000001,full coverage,2021
43,2021-01-14,0.04357104659000001,full coverage,2021
43,2021-01-15,0.037407785014,full coverage,2021
43,2021-01-18,0.07006263179,full coverage,2021
43,2021-01-19,0.0295162717,full coverage,2021
43,2021-01-20,0.066355834,full coverage,2021
43,2021-01-21,0.045534619299999995,full coverage,2021
43,2021-01-22,0.0389116122,full coverage,2021
43,2021-01-25,0.0626079276,full coverage,2021
43,2021-01-26,0.0693097011039,full coverage,2021
43,2021-01-27,0.08714032220000001,full coverage,2021
43,2021-01-28,0.0554890944,full coverage,2021
43,2021-01-29,0.056439614600000014,full coverage,2021
43,2021-02-01,0.05844840264000001,full coverage,2021
43,2021-02-02,0.066518728,full coverage,2021
43,2021-02-03,0.029970861970000012,full coverage,2021
43,2021-02-04,0.048516619999999996,full coverage,2021
43,2021-02-05,0.05583083840600001,full coverage,2021
43,2021-02-08,0.047216796910000025,full coverage,2021
43,2021-02-09,0.06033979749999999,full coverage,2021
43,2021-02-17,0.039993303500000014,full coverage,2021
43,2021-02-18,0.035178793,full coverage,2021
43,2021-02-19,0.024998822270000005,full coverage,2021
43,2021-02-22,0.023165812700000007,full coverage,2021
43,2021-02-23,0.029713844000000017,full coverage,2021
43,2021-02-24,0.02113544572,full coverage,2021
43,2021-02-25,0.027259121640000005,full coverage,2021
43,2021-02-26,0.060858155700000006,full coverage,2021
43,2021-03-01,0.02785726362000001,full coverage,2021
43,2021-03-02,0.02795337753000001,full coverage,2021
43,2021-03-03,0.037749578299999996,full coverage,2021
43,2021-03-04,0.027101953520000003,full coverage,2021
43,2021-03-05,0.03627122260000005,full coverage,2021
43,2021-03-08,0.041666959302000005,full coverage,2021
43,2021-03-09,0.027613089575000003,full coverage,2021
43,2021-03-10,0.03457450288700001,full coverage,2021
43,2021-03-11,0.027738232810000013,full coverage,2021
43,2021-03-12,0.02678536423,full coverage,2021
43,2021-03-15,0.025847398292400004,full coverage,2021
43,2021-03-16,0.03232816177000003,full coverage,2021
43,2021-03-17,0.034905999570000006,full coverage,2021
43,2021-03-18,0.0318716435894,full coverage,2021
43,2021-03-19,0.020852720896,full coverage,2021
43,2021-03-22,0.032307360410000006,full coverage,2021
43,2021-03-23,0.051382694150000026,full coverage,2021
43,2021-03-24,0.02322182632,full coverage,2021
43,2021-03-25,0.0232138221,full coverage,2021
43,2021-03-26,0.047168649,full coverage,2021
43,2021-03-29,0.03312517,full coverage,2021
43,2021-03-30,0.023254201,full coverage,2021
43,2021-03-31,0.04066219846000001,full coverage,2021
43,2021-04-01,0.020043660120000004,full coverage,2021
43,2021-04-02,0.025934290899999997,full coverage,2021
43,2021-04-05,0.023767663425000005,full coverage,2021
43,2021-04-06,0.022796038350000013,full coverage,2021
43,2021-04-07,0.021407040728000017,full coverage,2021
43,2021-04-08,0.02635956545500002,full coverage,2021
43,2021-04-09,0.036438010144,full coverage,2021
43,2021-04-12,0.03042705597,full coverage,2021
43,2021-04-13,0.025013753000000003,full coverage,2021
43,2021-04-14,0.026197264000000005,full coverage,2021
43,2021-04-15,0.03421293287,full coverage,2021
43,2021-04-16,0.0379270263,full coverage,2021
43,2021-04-19,0.030590608000000002,full coverage,2021
43,2021-04-20,0.07227321669999999,full coverage,2021
43,2021-04-22,0.044910245,full coverage,2021
43,2021-04-23,0.04384648100000001,full coverage,2021
43,2021-04-26,0.029051492700000004,full coverage,2021
43,2021-04-27,0.027579991377000002,full coverage,2021
43,2021-04-28,0.02840804622000001,full coverage,2021
43,2021-04-29,0.045452733700000005,full coverage,2021
43,2021-05-04,0.0579172627,full coverage,2021
43,2021-05-05,0.026834807000000002,full coverage,2021
43,2021-05-06,0.03140284838,full coverage,2021
43,2021-05-07,0.06471813166000004,full coverage,2021
43,2021-05-10,0.0319625224,full coverage,2021
43,2021-05-11,0.0462986654,full coverage,2021
43,2021-05-12,0.03043711086,full coverage,2021
43,2021-05-13,0.032623124,full coverage,2021
43,2021-05-14,0.035128562,full coverage,2021
43,2021-05-17,0.0338225264,full coverage,2021
43,2021-05-18,0.034927038810000005,full coverage,2021
43,2021-05-19,0.06034080319000002,full coverage,2021
43,2021-05-20,0.045005015465,full coverage,2021
43,2021-05-21,0.04999355164000001,full coverage,2021
43,2021-05-24,0.033516758199999996,full coverage,2021
43,2021-05-25,0.02686132606600001,full coverage,2021
43,2021-05-26,0.03635830660000001,full coverage,2021
43,2021-05-27,0.046405157040000006,full coverage,2021
43,2021-05-28,0.06274504110000001,full coverage,2021
43,2021-05-31,0.03659286190120001,full coverage,2021
43,2021-06-01,0.039514462896000004,full coverage,2021
43,2021-06-02,0.061131255999999995,full coverage,2021
43,2021-06-03,0.04587290096,full coverage,2021
43,2021-06-04,0.046656306259999995,full coverage,2021
43,2021-06-07,0.06917525159400001,full coverage,2021
43,2021-06-08,0.046561266492,full coverage,2021
43,2021-06-09,0.04692693978800002,full coverage,2021
43,2021-06-10,0.04779256556000002,full coverage,2021
43,2021-06-11,0.04727505088,full coverage,2021
43,2021-06-14,0.04871601227,full coverage,2021
43,2021-06-15,0.03905014364000001,full coverage,2021
43,2021-06-16,0.04406699827999998,full coverage,2021
43,2021-06-17,0.03394733108,full coverage,2021
43,2021-06-18,0.028852669610000003,full coverage,2021
43,2021-06-21,0.0252707915,full coverage,2021
43,2021-06-22,0.033816833959999994,full coverage,2021
43,2021-06-23,0.02700020118,full coverage,2021
43,2021-06-24,0.029961856219999996,full coverage,2021
43,2021-06-25,0.03509896704,full coverage,2021
43,2021-06-28,0.022983864907999994,full coverage,2021
43,2021-06-29,0.026014215020000002,full coverage,2021
43,2021-06-30,0.03947874228,full coverage,2021
43,2021-07-01,0.0298594795,full coverage,2021
43,2021-07-02,0.0487222613,full coverage,2021
43,2021-07-05,0.06958502618700001,full coverage,2021
43,2021-07-06,0.05331419712000003,full coverage,2021
43,2021-07-07,0.03848514323,full coverage,2021
43,2021-07-08,0.05404611677999999,full coverage,2021
43,2021-07-09,0.06809575053,full coverage,2021
43,2021-07-12,0.03859371525,full coverage,2021
43,2021-07-13,0.041579279770000005,full coverage,2021
43,2021-07-14,0.046648288999999996,full coverage,2021
43,2021-07-15,0.036639586830000015,full coverage,2021
43,2021-07-16,0.072807399,full coverage,2021
43,2021-07-19,0.05550207674,full coverage,2021
43,2021-07-20,0.0353594167,full coverage,2021
43,2021-07-21,0.043946403999999994,full coverage,2021
43,2021-07-22,0.044547023,full coverage,2021
43,2021-07-23,0.0378234176,full coverage,2021
43,2021-07-26,0.032825053220000004,full coverage,2021
43,2021-07-27,0.02085616684,full coverage,2021
43,2021-07-28,0.039095119410000004,full coverage,2021
43,2021-07-29,0.04779147845999999,full coverage,2021
43,2021-07-30,0.02843323648,full coverage,2021
43,2021-08-02,0.03286322226,full coverage,2021
43,2021-08-03,0.022361318766,full coverage,2021
43,2021-08-04,0.039465618860000024,full coverage,2021
43,2021-08-05,0.025648201359999998,full coverage,2021
43,2021-08-06,0.05096215761700001,full coverage,2021
43,2021-08-09,0.034787848900000015,full coverage,2021
43,2021-08-10,0.035824565913999996,full coverage,2021
43,2021-08-11,0.036247372279999995,full coverage,2021
43,2021-08-12,0.03935129122,full coverage,2021
43,2021-08-13,0.05309532334,full coverage,2021
43,2021-08-16,0.02977004427,full coverage,2021
43,2021-08-17,0.022143758926000002,full coverage,2021
43,2021-08-18,0.029470748915999993,full coverage,2021
43,2021-08-19,0.06005357804,full coverage,2021
43,2021-08-20,0.057882674490000015,full coverage,2021
43,2021-08-23,0.05999777741000004,full coverage,2021
43,2021-08-24,0.031137137819999994,full coverage,2021
43,2021-08-25,0.03762273979999999,full coverage,2021
43,2021-08-26,0.04520140233399999,full coverage,2021
43,2021-08-27,0.044496115136,full coverage,2021
43,2021-08-30,0.029059919200000006,full coverage,2021
43,2021-08-31,0.025096275140000002,full coverage,2021
43,2021-09-01,0.055950540378,full coverage,2021
43,2021-09-06,0.04235422876,full coverage,2021
43,2021-09-07,0.02480154283,full coverage,2021
43,2021-09-08,0.029678816,full coverage,2021
43,2021-09-09,0.02213876856,full coverage,2021
43,2021-09-10,0.05039475560000001,full coverage,2021
43,2021-09-13,0.038682960779999984,full coverage,2021
43,2021-09-14,0.025442076820000003,full coverage,2021
43,2021-09-15,0.02831276787999998,full coverage,2021
43,2021-09-16,0.034039779879999996,full coverage,2021
43,2021-09-17,0.0343982886,full coverage,2021
43,2021-09-20,0.034452687600000004,full coverage,2021
43,2021-09-21,0.03378914556,full coverage,2021
43,2021-09-22,0.025487471324,full coverage,2021
43,2021-09-23,0.026257701107999992,full coverage,2021
43,2021-09-24,0.05413170742,full coverage,2021
43,2021-09-27,0.037404362340000004,full coverage,2021
43,2021-09-28,0.03226946184000001,full coverage,2021
43,2021-09-29,0.0246469289108,full coverage,2021
43,2021-09-30,0.034574543379999996,full coverage,2021
43,2021-10-01,0.040633370488000004,full coverage,2021
43,2021-10-04,0.04366561110000001,full coverage,2021
43,2021-10-05,0.03176604182,full coverage,2021
43,2021-10-06,0.038059018371,full coverage,2021
43,2021-10-07,0.02698089341000003,full coverage,2021
43,2021-10-08,0.040193001929,full coverage,2021
43,2021-10-11,0.02395139176300001,full coverage,2021
43,2021-10-12,0.021489492100000007,full coverage,2021
43,2021-10-13,0.028374195919999998,full coverage,2021
43,2021-10-14,0.01929675254,full coverage,2021
43,2021-10-15,0.03440342103999999,full coverage,2021
43,2021-10-18,0.02681929380999999,full coverage,2021
43,2021-10-19,0.026785502519999997,full coverage,2021
43,2021-10-20,0.027213268499999995,full coverage,2021
43,2021-10-21,0.031739736596,full coverage,2021
43,2021-10-22,0.03149829082,full coverage,2021
43,2021-10-25,0.03100852936,full coverage,2021
43,2021-10-26,0.04541341154,full coverage,2021
43,2021-10-27,0.044897052599999994,full coverage,2021
43,2021-10-28,0.0293337229,full coverage,2021
43,2021-10-29,0.045381768199999985,full coverage,2021
43,2021-11-01,0.0515522371,full coverage,2021
43,2021-11-02,0.06441245202,full coverage,2021
43,2021-11-03,0.04799156871999999,full coverage,2021
43,2021-11-04,0.041806689564,full coverage,2021
43,2021-11-05,0.051507648980000036,full coverage,2021
43,2021-11-08,0.044762744300000004,full coverage,2021
43,2021-11-09,0.03976414377,full coverage,2021
43,2021-11-10,0.046141537280000006,full coverage,2021
43,2021-11-11,0.05564628449199997,full coverage,2021
43,2021-11-12,0.044019191732,full coverage,2021
43,2021-11-15,0.03556742793199999,full coverage,2021
43,2021-11-16,0.03479195193999999,full coverage,2021
43,2021-11-17,0.06729736555999999,full coverage,2021
43,2021-11-18,0.058564845139999995,full coverage,2021
43,2021-11-19,0.06833834538400001,full coverage,2021
43,2021-11-22,0.0512149076,full coverage,2021
43,2021-11-23,0.06299074907999999,full coverage,2021
43,2021-11-24,0.04503524012599999,full coverage,2021
43,2021-11-25,0.033669915486,full coverage,2021
43,2021-11-26,0.03613344932,full coverage,2021
43,2021-11-29,0.05414294421999999,full coverage,2021
43,2021-11-30,0.03232935025000001,full coverage,2021
43,2021-12-01,0.02656470254,full coverage,2021
43,2021-12-02,0.06254465341399999,full coverage,2021
43,2021-12-03,0.06055237709999999,full coverage,2021
43,2021-12-06,0.04169744254,full coverage,2021
43,2021-12-07,0.042359195399999994,full coverage,2021
43,2021-12-08,0.035109444700000006,full coverage,2021
43,2021-12-09,0.03505345227,full coverage,2021
43,2021-12-10,0.039686529099999986,full coverage,2021
43,2021-12-13,0.03477107763000001,full coverage,2021
43,2021-12-14,0.030547870520000003,full coverage,2021
43,2021-12-15,0.044160373883999994,full coverage,2021
43,2021-12-16,0.03989711736399998,full coverage,2021
43,2021-12-17,0.040434800300000004,full coverage,2021
43,2021-12-20,0.03722225093999998,full coverage,2021
43,2021-12-21,0.035456367880000006,full coverage,2021
43,2021-12-22,0.06049140871199999,full coverage,2021
43,2021-12-23,0.05136869177999998,full coverage,2021
43,2021-12-24,0.04533273527999999,full coverage,2021
43,2021-12-27,0.031462655879999996,full coverage,2021
43,2021-12-28,0.03597155394000001,full coverage,2021
43,2021-12-29,0.03879002555999998,full coverage,2021
43,2021-12-30,0.03679352599700002,full coverage,2021
43,2021-12-31,0.05828841521800003,full coverage,2021
43,2022-01-04,0.03432631146,full coverage,2022
43,2022-01-05,0.04322630575000003,full coverage,2022
43,2022-01-06,0.0424890244,full coverage,2022
43,2022-01-07,0.0543792605,full coverage,2022
43,2022-01-10,0.05033758608,full coverage,2022
43,2022-01-11,0.059005150344000015,full coverage,2022
43,2022-01-12,0.05047162043200001,full coverage,2022
43,2022-01-13,0.035618936,full coverage,2022
43,2022-01-14,0.065740673,full coverage,2022
43,2022-01-17,0.0713866106,full coverage,2022
43,2022-01-18,0.04978209950000002,full coverage,2022
43,2022-01-19,0.06273183250000001,full coverage,2022
43,2022-01-20,0.030075200584,full coverage,2022
43,2022-01-21,0.07227113408000001,full coverage,2022
43,2022-01-24,0.0634352275,full coverage,2022
43,2022-01-25,0.04532668665000001,full coverage,2022
43,2022-01-26,0.04995679659999999,full coverage,2022
43,2022-01-27,0.042955408349999995,full coverage,2022
43,2022-01-28,0.05897241957999999,full coverage,2022
43,2022-02-07,0.04391102395999999,full coverage,2022
43,2022-02-08,0.04141297436,full coverage,2022
43,2022-02-09,0.029801256406,full coverage,2022
43,2022-02-10,0.02617630212,full coverage,2022
43,2022-02-11,0.061484226008,full coverage,2022
43,2022-02-14,0.034805403779999994,full coverage,2022
43,2022-02-15,0.04474686582000003,full coverage,2022
43,2022-02-16,0.023157282020000003,full coverage,2022
43,2022-02-17,0.03570782128,full coverage,2022
43,2022-02-18,0.03573254119000001,full coverage,2022
43,2022-02-21,0.03168577724000001,full coverage,2022
43,2022-02-22,0.04263475331400001,full coverage,2022
43,2022-02-23,0.04456909231999999,full coverage,2022
43,2022-02-24,0.02752177386,full coverage,2022
43,2022-02-25,0.03315617973000001,full coverage,2022
43,2022-02-28,0.029385105959999998,full coverage,2022
43,2022-03-01,0.04119422514,full coverage,2022
43,2022-03-02,0.04032489564,full coverage,2022
43,2022-03-03,0.028924148610000006,full coverage,2022
43,2022-03-04,0.046788472556,full coverage,2022
43,2022-03-07,0.05332385203000002,full coverage,2022
43,2022-03-08,0.041988198507999994,full coverage,2022
43,2022-03-09,0.03442701441999999,full coverage,2022
43,2022-03-10,0.04186981430000001,full coverage,2022
43,2022-03-11,0.05452742989000001,full coverage,2022
43,2022-03-14,0.030234712639999998,full coverage,2022
43,2022-03-15,0.027819362199999986,full coverage,2022
43,2022-03-16,0.03460351805000002,full coverage,2022
43,2022-03-17,0.027420355199999993,full coverage,2022
43,2022-03-18,0.03958991341999999,full coverage,2022
43,2022-03-21,0.025868267839999994,full coverage,2022
43,2022-03-22,0.02572379176,full coverage,2022
43,2022-03-23,0.02471868158,full coverage,2022
43,2022-03-24,0.0311792482,full coverage,2022
43,2022-03-25,0.04193481104,full coverage,2022
43,2022-03-28,0.0376420757,full coverage,2022
43,2022-03-29,0.035813699139999995,full coverage,2022
43,2022-03-30,0.031813735588,full coverage,2022
43,2022-03-31,0.038321863992,full coverage,2022
43,2022-04-01,0.049224604288000004,full coverage,2022
43,2022-04-04,0.020318768846,full coverage,2022
43,2022-04-05,0.04348567313999999,full coverage,2022
43,2022-04-06,0.045665065199999993,full coverage,2022
43,2022-04-07,0.0439677213,full coverage,2022
43,2022-04-08,0.06587039391999999,full coverage,2022
43,2022-04-12,0.04478520032,full coverage,2022
43,2022-04-13,0.04714560838999996,full coverage,2022
43,2022-04-14,0.06182445248,full coverage,2022
43,2022-04-15,0.06634204636,full coverage,2022
43,2022-04-18,0.07293585768,full coverage,2022
43,2022-04-19,0.0826193018,full coverage,2022
43,2022-04-20,0.0780142252,full coverage,2022
43,2022-04-21,0.07132829264,full coverage,2022
43,2022-04-22,0.0789430796,full coverage,2022
43,2022-04-25,0.0531330647,full coverage,2022
43,2022-04-26,0.053501569450000036,full coverage,2022
43,2022-04-27,0.03005762768500001,full coverage,2022
43,2022-04-28,0.05440241881599999,full coverage,2022
43,2022-04-29,0.06002700403999999,full coverage,2022
43,2022-05-04,0.039827325,full coverage,2022
43,2022-05-05,0.06439705824000001,full coverage,2022
43,2022-05-06,0.06331539532000001,full coverage,2022
43,2022-05-09,0.04933085494,full coverage,2022
43,2022-05-10,0.051784493,full coverage,2022
43,2022-05-11,0.077048816,full coverage,2022
43,2022-05-12,0.070378935244,full coverage,2022
43,2022-05-13,0.0801562081,full coverage,2022
43,2022-05-16,0.052753363799999994,full coverage,2022
43,2022-05-17,0.046061015399999995,full coverage,2022
43,2022-05-18,0.04353253019999998,full coverage,2022
43,2022-05-19,0.04026575664,full coverage,2022
43,2022-05-20,0.050356596820000016,full coverage,2022
43,2022-05-23,0.052282807199999996,full coverage,2022
43,2022-05-24,0.0738237561,full coverage,2022
43,2022-05-25,0.026694220959999997,full coverage,2022
43,2022-05-26,0.0415482538,full coverage,2022
43,2022-05-27,0.03354119603999999,full coverage,2022
43,2022-05-30,0.03078463024,full coverage,2022
43,2022-05-31,0.04285343215199999,full coverage,2022
43,2022-06-01,0.03904880663199999,full coverage,2022
43,2022-06-02,0.03532524576,full coverage,2022
43,2022-06-03,0.0593344764,full coverage,2022
43,2022-06-06,0.05251937317999999,full coverage,2022
43,2022-06-07,0.06586541691999999,full coverage,2022
43,2022-06-08,0.034704410534,full coverage,2022
43,2022-06-09,0.0637861188,full coverage,2022
43,2022-06-10,0.07154626056,full coverage,2022
43,2022-06-13,0.065359955,full coverage,2022
43,2022-06-14,0.04978450459999999,full coverage,2022
43,2022-06-15,0.06454754825999999,full coverage,2022
43,2022-06-16,0.0762995072,full coverage,2022
43,2022-06-17,0.07353742263999999,full coverage,2022
43,2022-06-20,0.08373874935,full coverage,2022
