variant,train_quantile,coverage,mean_width,median_width,q90_width
plain_conformal_90pct,0.03385065868496895,0.8279923897758292,0.0677013248205185,0.0677013173699379,0.0677013173699379
hetero_rv_conformal_90pct,1.7292428016662598,0.8542972950616263,0.07500899583101273,0.07293684035539627,0.0937565416097641
hetero_rv_conformal_95pct,2.3411524295806885,0.921565059144677,0.10155166685581207,0.09874626249074936,0.12693321704864502
