preset,expert_run,expert_model,market_model,method,weight_expert,code_count,overlap_codes,agreement_rate,val_rows,test_rows,committee_val_rel_score,committee_test_rel_score,expert_val_rel_score_overlap,expert_test_rel_score_overlap,market_val_rel_score_overlap,market_test_rel_score_overlap,summary_path
bank,mini_ngan_hang_g02_return_w20_pruned_v2,lstm_signmag_best_by_val,lstm_ensemble,avg,0.95,6,"ACB,BID,CTG,MBB,TCB,VCB",0.6889430328344356,1500,1751,0.019852203501847354,0.004030173405190296,0.018851012706166292,0.0024695198029990317,-0.0033383051636062255,0.004366778142253058,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/committee_experiments/overnight_shared_vn30_w60_u64_32_relscore_20260408_173407__committee__bank/best_committee_summary.json
bds,mini_bat_ong_san_g01_return_w20_pruned_v2,lstm_signmag_best_by_val,lstm_signmag_best_by_val,agree_only,0.6,1,VHM,0.758274231678487,250,292,0.03537106746881247,0.08639795745633772,0.03376999954003901,0.07718925445647162,0.02128119181441901,0.0712547058776063,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/committee_experiments/overnight_shared_vn30_w60_u64_32_relscore_20260408_173407__committee__bds/best_committee_summary.json
fnb,mini_tpdouong_g06_uncertainty_sidecar,lstm_ensemble,lstm_best_by_val,agree_only,0.15,2,"SAB,VNM",0.8078528072837633,500,585,0.012998397546842178,0.0026125500016560554,-0.00027785079126441126,0.014775198530114109,0.00242269921836058,-0.010305559470697778,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/committee_experiments/overnight_shared_vn30_w60_u64_32_relscore_20260408_173407__committee__fnb/best_committee_summary.json
