n,rel_score,absE_robust,base_robust,absE_q90,DA,pred_actual_q90_ratio,market,model,fold_id,test_start,test_end,alpha_rel_score,alpha_absE_robust
1946,0.004271265500029875,0.02587458584457636,0.025985577143728733,0.03308770130388439,0.499486125385406,0.04768131844539898,VN,ridge_portable,18,2021-10-04,2021-11-01,-0.0049386640952344685,0.025223307398846373
1949,-0.0018379472658727192,0.04138969006889966,0.04131375756114722,0.05339821444940754,0.495638789122627,0.04374109352732514,VN,ridge_portable,19,2021-11-02,2021-11-30,-0.005688357999162452,0.039795511326519775
1951,-0.012733337710816306,0.03625507885590196,0.035799235105514526,0.04612940549850464,0.4982060481804203,0.03868296548066061,VN,ridge_portable,20,2021-12-01,2021-12-29,0.004217691828242165,0.03168065450154245
1931,0.006516737227392433,0.04962739231996238,0.04995292238891125,0.06651875772513449,0.48265147591921287,0.02548146813876408,VN,ridge_portable,21,2021-12-30,2022-01-28,0.0006630538369066796,0.0387030626880005
1945,-0.005575637776599418,0.03144123324891554,0.03126690033823252,0.039090322586707804,0.44781491002570695,0.040320529262940615,VN,ridge_portable,22,2022-02-07,2022-03-07,-0.008012564708251624,0.028138482407666747
1951,0.006777045972760964,0.02945157006615773,0.02965252660214901,0.03720913827419281,0.49974372116863147,0.03965390805265351,VN,ridge_portable,23,2022-03-08,2022-04-05,-0.0010213517761934465,0.027855835331138223
1950,0.005868300902635459,0.0555221977410838,0.05584994200617075,0.06794872612226754,0.46923076923076923,0.025203415498672145,VN,ridge_portable,24,2022-04-06,2022-05-09,0.003087378733699464,0.038637525856029246
1947,0.0034799483944579768,0.05173995746299625,0.051920638605952266,0.06781729581998662,0.49768875192604006,0.02494464629162325,VN,ridge_portable,25,2022-05-10,2022-06-07,0.01224291111265996,0.03568524781730958
1951,0.0034860881260627696,0.05501585501770023,0.05520831607282162,0.06824851504643448,0.4766786263454639,0.027509014791046824,VN,ridge_portable,26,2022-06-08,2022-07-06,-0.0024744565491230386,0.04135749174747616
1949,0.0020513236436036086,0.03246137375826948,0.03252809941768647,0.041180428548250346,0.48024628014366344,0.04189091311463464,VN,ridge_portable,27,2022-07-07,2022-08-04,-0.0005974123908152329,0.028136810520663857
1950,-0.006318817468887961,0.02614563758543228,0.025981465447694082,0.032347074878634904,0.438974358974359,0.049440734589718364,VN,ridge_portable,28,2022-08-05,2022-09-06,0.006459276491285415,0.023615104224882097
1952,0.002753295629536523,0.047590640545240606,0.047722033411264436,0.06342313938657754,0.45081967213114754,0.023314806055287147,VN,ridge_portable,29,2022-09-07,2022-10-05,-0.0027930532516522444,0.03169381505213096
1949,0.011696419760176435,0.054453863040544094,0.05509831607341766,0.06793780433945358,0.49923037455105185,0.024581596555991306,VN,ridge_portable,30,2022-10-06,2022-11-03,0.008441691044928423,0.03979497588006779
734,0.0020038827959241168,0.07780577618686949,0.07796200290322304,0.06958351481007412,0.4891008174386921,0.034994942660556964,VN,ridge_portable,31,2022-11-04,2022-11-15,-0.0062654020368795305,0.04924184602277819
1908,0.0064600040743831855,0.04566458459594287,0.045961496047675604,0.061317745386622845,0.49947589098532497,0.06365576388303494,VN,ridge_context_adapter,0,2020-04-01,2020-05-04,-0.002611340807203044,0.035969957886845795
1922,0.006149561629362421,0.03263470005476847,0.03283663094043732,0.040875607379712166,0.5187304890738814,0.09218374867934742,VN,ridge_context_adapter,1,2020-05-05,2020-06-02,-0.0023663934309976487,0.02877685424173251
1916,0.002166206227569911,0.036770665774383815,0.03685049153864384,0.04757791173324222,0.46659707724425886,0.07349212297129973,VN,ridge_context_adapter,2,2020-06-03,2020-07-01,-0.009330426821509308,0.027687206165865064
1905,-0.027540899360387838,0.03478951927972958,0.03385706525295973,0.04765226158779116,0.4146981627296588,0.07256435749206168,VN,ridge_context_adapter,3,2020-07-02,2020-07-30,-0.0006338743300413618,0.021885513723827903
1910,0.005639058601371816,0.024501669763412795,0.024640619661659004,0.030515151238068947,0.4654450261780105,0.09929980142809536,VN,ridge_context_adapter,4,2020-07-31,2020-08-28,0.00714162823811848,0.02088317240704783
1925,-0.01040251507962564,0.021708213767851703,0.021484718658030033,0.027047338051488623,0.4535064935064935,0.10813986774951082,VN,ridge_context_adapter,5,2020-08-31,2020-09-29,-0.0011190130636837825,0.020415271227830094
1927,-0.008736160628111111,0.024849217955488716,0.024634011276066303,0.03108632701914758,0.45407368967306694,0.0853370107566462,VN,ridge_context_adapter,6,2020-09-30,2020-10-28,0.0054110414419275,0.02271601512329654
1906,-0.0033655107137200435,0.025223452590580564,0.025138847529888153,0.03208251761680003,0.49055613850996854,0.09920585241362354,VN,ridge_context_adapter,7,2020-10-29,2020-11-26,-0.002549116459534595,0.02373483382689301
1914,0.0017974825790815219,0.03161250713746995,0.03166943239048124,0.04007153203710914,0.49895506792058514,0.09867882312861964,VN,ridge_context_adapter,8,2020-11-27,2020-12-25,0.007337699552613319,0.02865122051443905
1920,0.006878956689279736,0.042430466217047075,0.0427243652753532,0.057705233749584306,0.5130208333333334,0.06984537253314474,VN,ridge_context_adapter,9,2020-12-28,2021-01-26,-0.0014857528720206847,0.031971056423208216
1921,0.01722636456010851,0.04969130433164537,0.050562309101223946,0.06535195140168071,0.4409161894846434,0.06942920136080107,VN,ridge_context_adapter,10,2021-01-27,2021-03-03,0.002511093588292934,0.028736849082633853
1930,0.007913713850626891,0.02531625764095225,0.025518201384693386,0.03195346711436288,0.4989637305699482,0.0864083713574928,VN,ridge_context_adapter,11,2021-03-04,2021-04-01,0.02527283265770841,0.021337798563763506
1929,-0.022683966344947626,0.03200081026297994,0.03129100613296032,0.03902969114715234,0.3737687921202696,0.07320996854654442,VN,ridge_context_adapter,12,2021-04-02,2021-05-05,0.003797060239254968,0.025438110652612526
1926,-0.00024427822482309125,0.03392352460650727,0.0339152398519218,0.04085273313103244,0.5088265835929388,0.08703761116040305,VN,ridge_context_adapter,13,2021-05-06,2021-06-03,0.013305849555648397,0.031831721164053306
1928,0.003852860079244458,0.03162485600769287,0.03174717342481017,0.03976390908646863,0.4636929460580913,0.07733273672960822,VN,ridge_context_adapter,14,2021-06-04,2021-07-02,-0.006218855145197377,0.029294042574474582
1929,-0.013221759784063147,0.0430215802625753,0.04246018193662167,0.05486386141274125,0.42457231726283046,0.05873902119520423,VN,ridge_context_adapter,15,2021-07-05,2021-08-02,0.002834347015913341,0.032085780019406235
1939,0.00977372011641553,0.03289478176739067,0.03321945946663618,0.042643981007859114,0.48323878287777206,0.07314172466146827,VN,ridge_context_adapter,16,2021-08-03,2021-08-31,0.0014131136446072778,0.029454102256568155
1945,-0.0065311060698483026,0.029891765536740427,0.029697806015610697,0.03639959224965424,0.4287917737789203,0.07238423454953427,VN,ridge_context_adapter,17,2021-09-01,2021-10-01,0.001093155208764296,0.02677734350436367
1946,0.0227953923117723,0.025393225718289614,0.025985577143728733,0.03252241399604827,0.527235354573484,0.0936929824977179,VN,ridge_context_adapter,18,2021-10-04,2021-11-01,0.004392298002220518,0.024989106314023957
1949,-0.015870204908895458,0.041969415359199055,0.04131375756114722,0.05405006483197213,0.4715238583889174,0.07029108487429928,VN,ridge_context_adapter,19,2021-11-02,2021-11-30,-0.0015313880049694362,0.03963101827539504
1951,-0.004430498621574186,0.035957843567302916,0.035799235105514526,0.04552775116462726,0.47206560738083037,0.06033178964537835,VN,ridge_context_adapter,20,2021-12-01,2021-12-29,0.00858430563821988,0.031541731383185834
1931,0.013687043573763602,0.04926921456353739,0.04995292238891125,0.06532384047750384,0.45261522527187986,0.045763103321429376,VN,ridge_context_adapter,21,2021-12-30,2022-01-28,-0.0006849421613781548,0.038755268877139315
1945,-0.00983645539443323,0.03157445580873173,0.03126690033823252,0.039137471042340624,0.4370179948586118,0.0715495759638628,VN,ridge_context_adapter,22,2022-02-07,2022-03-07,-0.010390887892286482,0.028204872854985307
1951,0.009924280975018296,0.02935824659653008,0.02965252660214901,0.037088433746248484,0.4843669912865197,0.07712494667150045,VN,ridge_context_adapter,23,2022-03-08,2022-04-05,-0.005970237771715903,0.027993550029350445
1950,0.013609607257510592,0.055089846230112025,0.05584994200617075,0.0669699110556394,0.5297435897435897,0.05612500645553356,VN,ridge_context_adapter,24,2022-04-06,2022-05-09,-0.007917659757107565,0.03906405015732162
1947,0.01496669055106592,0.05114355847472325,0.051920638605952266,0.06650407568085939,0.5064201335387776,0.0645211450364431,VN,ridge_context_adapter,25,2022-05-10,2022-06-07,0.014771074757075286,0.03559391144808615
1951,0.014555635931881805,0.054404723923653364,0.05520831607282162,0.066988255828619,0.5140953357252691,0.06342263196840218,VN,ridge_context_adapter,26,2022-06-08,2022-07-06,-0.002955494981495166,0.04137733718380332
1949,-0.01134536656896823,0.03289714262937196,0.03252809941768647,0.041647450870368634,0.4448435094920472,0.08664095154838836,VN,ridge_context_adapter,27,2022-07-07,2022-08-04,0.0010523361280131427,0.02809041957370937
1950,-0.017529816115549268,0.026436915759404656,0.025981465447694082,0.032581337363808416,0.4676923076923077,0.07991789813743878,VN,ridge_context_adapter,28,2022-08-05,2022-09-06,0.005015518423464593,0.023649420379661036
1952,0.00399419452745553,0.04753142232657411,0.047722033411264436,0.0627136927447282,0.4733606557377049,0.05813465153714125,VN,ridge_context_adapter,29,2022-09-07,2022-10-05,-0.0053215278219864715,0.03177372885402292
1949,0.015742163559122946,0.05423094936995767,0.05509831607341766,0.06691879807040095,0.5094920472036942,0.06791794962158951,VN,ridge_context_adapter,30,2022-10-06,2022-11-03,-0.004414275922046684,0.04031093433732167
734,-0.007621440650869671,0.07855618568137289,0.07796200290322304,0.0686498013790697,0.5967302452316077,0.09008290409048389,VN,ridge_context_adapter,31,2022-11-04,2022-11-15,-0.010421036154405039,0.04944520300487057
1908,0.0,0.045961496047675604,0.045961496047675604,0.06237320527434348,0.10167714884696016,0.0,VN,zero,0,2020-04-01,2020-05-04,0.0,0.03587627271190286
1922,0.0,0.03283663094043732,0.03283663094043732,0.0416666679084301,0.09521331945889698,0.0,VN,zero,1,2020-05-05,2020-06-02,0.0,0.028708917647600175
1916,0.0,0.03685049153864384,0.03685049153864384,0.04805994778871536,0.09133611691022965,0.0,VN,zero,2,2020-06-03,2020-07-01,0.0,0.02743126079440117
1905,0.0,0.03385706525295973,0.03385706525295973,0.04701206088066101,0.10971128608923884,0.0,VN,zero,3,2020-07-02,2020-07-30,0.0,0.021871649846434596
1910,0.0,0.024640619661659004,0.024640619661659004,0.030705350264906887,0.11047120418848168,0.0,VN,zero,4,2020-07-31,2020-08-28,0.0,0.021033385023474696
1925,0.0,0.021484718658030033,0.021484718658030033,0.027344515547156337,0.11324675324675325,0.0,VN,zero,5,2020-08-31,2020-09-29,0.0,0.020392451807856562
1927,0.0,0.024634011276066303,0.024634011276066303,0.03125000409781933,0.11105345096004152,0.0,VN,zero,6,2020-09-30,2020-10-28,0.0,0.022839601151645187
1906,0.0,0.025138847529888153,0.025138847529888153,0.032590994611382484,0.10703043022035677,0.0,VN,zero,7,2020-10-29,2020-11-26,0.0,0.023674484807997942
1914,0.0,0.03166943239048124,0.03166943239048124,0.04070146866142751,0.08098223615464994,0.0,VN,zero,8,2020-11-27,2020-12-25,0.0,0.02886300859972835
1920,0.0,0.0427243652753532,0.0427243652753532,0.058246866613626484,0.07447916666666667,0.0,VN,zero,9,2020-12-28,2021-01-26,0.0,0.03192362580448389
1921,0.0,0.050562309101223946,0.050562309101223946,0.06756764650344849,0.06454971369078605,0.0,VN,zero,10,2021-01-27,2021-03-03,0.0,0.028809191659092903
1930,0.0,0.025518201384693386,0.025518201384693386,0.03208800703287125,0.08031088082901554,0.0,VN,zero,11,2021-03-04,2021-04-01,0.0,0.02189104733988643
1929,0.0,0.03129100613296032,0.03129100613296032,0.038966163992881775,0.08761016070502851,0.0,VN,zero,12,2021-04-02,2021-05-05,0.0,0.025535068847239016
1926,0.0,0.0339152398519218,0.0339152398519218,0.04160251282155514,0.0612668743509865,0.0,VN,zero,13,2021-05-06,2021-06-03,0.0,0.03226098092272878
1928,0.0,0.03174717342481017,0.03174717342481017,0.04031158126890659,0.0700207468879668,0.0,VN,zero,14,2021-06-04,2021-07-02,0.0,0.029112993087619544
1929,0.0,0.04246018193662167,0.04246018193662167,0.05415119081735612,0.05443234836702955,0.0,VN,zero,15,2021-07-05,2021-08-02,0.0,0.03217698074877262
1939,0.0,0.03321945946663618,0.03321945946663618,0.04341262206435204,0.06549767921609077,0.0,VN,zero,16,2021-08-03,2021-08-31,0.0,0.029495783150196075
1945,0.0,0.029697806015610697,0.029697806015610697,0.036229670792818074,0.07043701799485862,0.0,VN,zero,17,2021-09-01,2021-10-01,0.0,0.02680664733052254
1946,0.0,0.025985577143728733,0.025985577143728733,0.03340298309922218,0.08941418293936279,0.0,VN,zero,18,2021-10-04,2021-11-01,0.0,0.02509935013949871
1949,0.0,0.04131375756114722,0.04131375756114722,0.05353931784629822,0.049769112365315546,0.0,VN,zero,19,2021-11-02,2021-11-30,0.0,0.03957042060792446
1951,0.0,0.035799235105514526,0.035799235105514526,0.045454591512680054,0.05996924654023578,0.0,VN,zero,20,2021-12-01,2021-12-29,0.0,0.03181483969092369
1931,0.0,0.04995292238891125,0.04995292238891125,0.06738550215959549,0.04816157431382703,0.0,VN,zero,21,2021-12-30,2022-01-28,0.0,0.03872874192893505
1945,0.0,0.03126690033823252,0.03126690033823252,0.038818258047103885,0.06323907455012853,0.0,VN,zero,22,2022-02-07,2022-03-07,0.0,0.02791481316089631
1951,0.0,0.02965252660214901,0.02965252660214901,0.03719806671142578,0.05586878523833931,0.0,VN,zero,23,2022-03-08,2022-04-05,0.0,0.027827413752675056
1950,0.0,0.05584994200617075,0.05584994200617075,0.06887322217226029,0.05076923076923077,0.0,VN,zero,24,2022-04-06,2022-05-09,0.0,0.038757183961570275
1947,0.0,0.051920638605952266,0.051920638605952266,0.06878302842378617,0.06111967128916281,0.0,VN,zero,25,2022-05-10,2022-06-07,0.0,0.03612755425274372
1951,0.0,0.05520831607282162,0.05520831607282162,0.0687500387430191,0.04561763198359815,0.0,VN,zero,26,2022-06-08,2022-07-06,0.0,0.0412554070353508
1949,0.0,0.03252809941768647,0.03252809941768647,0.04134930074214936,0.07850179579271421,0.0,VN,zero,27,2022-07-07,2022-08-04,0.0,0.028120011277496818
1950,0.0,0.025981465447694082,0.025981465447694082,0.03228429630398754,0.06923076923076923,0.0,VN,zero,28,2022-08-05,2022-09-06,0.0,0.023768632393330342
1952,0.0,0.047722033411264436,0.047722033411264436,0.06371311321854595,0.061987704918032786,0.0,VN,zero,29,2022-09-07,2022-10-05,0.0,0.031605539098382
1949,0.0,0.05509831607341766,0.05509831607341766,0.06877655982971191,0.06977937403796819,0.0,VN,zero,30,2022-10-06,2022-11-03,0.0,0.040133772790431975
734,0.0,0.07796200290322304,0.07796200290322304,0.06956348791718484,0.0326975476839237,0.0,VN,zero,31,2022-11-04,2022-11-15,0.0,0.04893524702638388
1869,0.006425231769452533,0.05072406271938235,0.05105208419263363,0.057329981354996576,0.5639379347244515,0.07932039294271549,US,ridge_portable,0,2020-04-01,2020-04-30,0.0007316513868536045,0.03345174222486094
1869,0.009635615381793805,0.0334866986842826,0.0338125029578805,0.03963020709343255,0.5254146602461209,0.0860282431593617,US,ridge_portable,1,2020-05-01,2020-06-01,-0.005069977429040584,0.027861832862254233
1869,0.0008003903240335619,0.037481616274453705,0.03751164022833109,0.04592312097083779,0.4917067950775816,0.07406372228945945,US,ridge_portable,2,2020-06-02,2020-06-30,-0.00017083430964714985,0.02450952833751217
1869,0.0023417206295102133,0.02506177098257467,0.025120596401393414,0.02963536826428026,0.5815944355270198,0.08779050606029672,US,ridge_portable,3,2020-07-01,2020-07-30,0.00669938928396141,0.021779224055353555
1868,0.003600510284360481,0.020715372724225745,0.02079022815451026,0.02487255987944081,0.5583511777301927,0.08356600819980119,US,ridge_portable,4,2020-07-31,2020-08-28,-0.008919110625101867,0.019886678498005492
1869,0.004577318067342517,0.028682891116477552,0.028814785555005076,0.03304888019338251,0.5660781166399144,0.0899227534948419,US,ridge_portable,5,2020-08-31,2020-09-29,-0.021628267727926476,0.0204910111380741
1869,0.0076284414775082965,0.026504525542259218,0.026708268001675608,0.03108495539054275,0.5420010700909578,0.07343486337070786,US,ridge_portable,6,2020-09-30,2020-10-28,-4.147766376805251e-06,0.018810575432144108
1867,-0.027904179215360703,0.03198315175250173,0.031114915572106844,0.03871490051969886,0.5099089448312801,0.0883637867156179,US,ridge_portable,7,2020-10-29,2020-11-27,-0.013566608986793405,0.027162184775806966
1869,-0.00844329546007061,0.018822175660170616,0.018664585053920747,0.02238829289563001,0.5147137506688069,0.1060723971046325,US,ridge_portable,8,2020-11-30,2020-12-29,0.013248290490284198,0.016748491604812444
1869,0.007409053807084565,0.026557641662657262,0.026755877397954465,0.031000327505171302,0.5436062065275549,0.08547703140725732,US,ridge_portable,9,2020-12-30,2021-01-29,-0.018726647042441646,0.021827167575247587
1869,0.0020727437917905656,0.024456696142442527,0.024507493898272517,0.02943280716426671,0.5050829320492242,0.07432533086334542,US,ridge_portable,10,2021-02-01,2021-03-02,-0.018853758313847724,0.020924452948383986
1869,-0.0024682959075643662,0.02455800710013136,0.024497539922595023,0.028469443134963513,0.5147137506688069,0.08308336023894974,US,ridge_portable,11,2021-03-03,2021-03-31,-0.004706676999872261,0.02183149867341854
1869,0.007630996917643018,0.01843815518077463,0.018579938635230067,0.021313609322533015,0.5500267522739433,0.08133009818971669,US,ridge_portable,12,2021-04-01,2021-04-30,0.002333413923724992,0.01574400420067832
1869,-0.0054195926243412185,0.019266266701743008,0.019162414222955705,0.02298993729054928,0.4751203852327448,0.08439806859822921,US,ridge_portable,13,2021-05-03,2021-06-01,-0.0027289749070968927,0.014990733860759066
1869,0.00519964339255774,0.017149837053148077,0.017239476181566717,0.02028355597285554,0.5093632958801498,0.08891051415145906,US,ridge_portable,14,2021-06-02,2021-06-30,-0.009219870071698777,0.014752955787116662
1869,-0.014769416199922558,0.019500928744673733,0.019217103347182275,0.024057099688798194,0.50187265917603,0.08563444978357135,US,ridge_portable,15,2021-07-01,2021-07-30,0.00292094492662176,0.015896300534950572
1869,-0.0032497617199884754,0.017187114187981932,0.017131441086530686,0.019978652172721923,0.5243445692883895,0.08706316378501956,US,ridge_portable,16,2021-08-02,2021-08-30,-0.007645659533091376,0.014841676427749917
1869,-0.008471237676203502,0.01934590422315523,0.01918339710682631,0.02304980668704957,0.4665596575708935,0.08513640475765905,US,ridge_portable,17,2021-08-31,2021-09-29,0.0017212211315794645,0.01510097176069394
1869,0.002915618118924823,0.01890864289016463,0.018963934481143956,0.02202004046412185,0.5339753879079722,0.08847239173958314,US,ridge_portable,18,2021-09-30,2021-10-28,-0.012692503748148454,0.015888808947056535
1869,-0.004086402515779408,0.02192350007244386,0.021834276430308823,0.027582999703008683,0.5066880684858213,0.08072084755174781,US,ridge_portable,19,2021-10-29,2021-11-29,-0.004116955026356006,0.0183541743317619
1869,0.0025119229572250212,0.02296676211990416,0.023024598136544228,0.02701799557544291,0.5478865703584804,0.0810928113231144,US,ridge_portable,20,2021-11-30,2021-12-29,-0.01016870481841714,0.017954839995945805
1868,-0.016410599813304616,0.025227286218432707,0.024819975532591337,0.030644834460690613,0.4464668094218415,0.09066462745439276,US,ridge_portable,21,2021-12-30,2022-01-28,-0.01657195375359377,0.0225748834956903
1868,-0.016503574892922757,0.02922463100985624,0.028750150743871928,0.034921001200564204,0.4673447537473233,0.08686494812210656,US,ridge_portable,22,2022-01-31,2022-03-01,0.015570222186000904,0.021423800056800245
1869,-0.0024599043196413817,0.02960644483100623,0.029533794522285464,0.035539821628481155,0.4943820224719101,0.08389268984899169,US,ridge_portable,23,2022-03-02,2022-03-30,-0.0046297090423088605,0.023542034043930474
1868,-0.017786595928698246,0.029423693480202927,0.028909492027014493,0.034866287768818435,0.5096359743040685,0.08934547765521644,US,ridge_portable,24,2022-03-31,2022-04-29,-0.006270834811300308,0.02202138738357462
1868,0.007907866467690261,0.03359201210696483,0.03385977065190673,0.039040588613715954,0.5513918629550322,0.08532366245615484,US,ridge_portable,25,2022-05-02,2022-05-31,0.0019334366436627448,0.023021504563803315
1869,-0.00772768347813102,0.0339851064956747,0.03372449427843094,0.039918906148523094,0.4938469769930444,0.08114302240501958,US,ridge_portable,26,2022-06-01,2022-06-30,-0.007274437480811136,0.02208066752064042
1869,0.004329040871907441,0.026309128385037187,0.026423516869544982,0.031844044337049134,0.5200642054574639,0.08204899622697641,US,ridge_portable,27,2022-07-01,2022-08-01,-0.009487657732674348,0.020888208970427515
1869,-0.011472034342903337,0.023469279491109774,0.023203092813491824,0.02788830944336951,0.48903156768325307,0.08430320021047255,US,ridge_portable,28,2022-08-02,2022-08-30,-0.02602429698093922,0.015900780470110475
1868,-0.022630466047653286,0.02883058734587394,0.028192576207220554,0.031615890981629494,0.43950749464668093,0.0946794987397321,US,ridge_portable,29,2022-08-31,2022-09-29,-0.0054497825098120956,0.017939516478509176
1868,-0.007732845400745925,0.03324555755534675,0.032990447524935004,0.037363847135566175,0.4989293361884368,0.07623082112828186,US,ridge_portable,30,2022-09-30,2022-10-28,-0.00911465657823518,0.01971358582668472
1068,-0.01657299397899137,0.033421886846190324,0.0328770162537694,0.041413120215293024,0.5112359550561798,0.0805025659085909,US,ridge_portable,31,2022-10-31,2022-11-15,-0.01262377759886757,0.02459198339784053
1869,0.020851704236138913,0.04998756123241037,0.05105208419263363,0.05649389452300966,0.6383092562867844,0.1863683628928906,US,ridge_context_adapter,0,2020-04-01,2020-04-30,0.01384755846332475,0.03301267103524879
1869,0.0023129058427987514,0.033734297822229566,0.0338125029578805,0.040140572423115375,0.4938469769930444,0.1460802219931805,US,ridge_context_adapter,1,2020-05-01,2020-06-01,-0.002448595924702701,0.02778916479437612
1869,-0.004911463424147389,0.03769587727729232,0.03751164022833109,0.04653583099134267,0.4478330658105939,0.1475265140501325,US,ridge_context_adapter,2,2020-06-02,2020-06-30,0.009859798345500104,0.02426372425397858
1869,0.012330593081201213,0.024810844549210745,0.025120596401393414,0.028925038373563448,0.536115569823435,0.10276488827804896,US,ridge_context_adapter,3,2020-07-01,2020-07-30,-0.0008054622456281635,0.021943776297848674
1868,-0.004000387906826219,0.02087339713179972,0.02079022815451026,0.02527367255534045,0.49625267665952894,0.07271189381925758,US,ridge_context_adapter,4,2020-07-31,2020-08-28,-0.010481052280129743,0.01991746573476121
1869,0.02391652493963692,0.028125636017648507,0.028814785555005076,0.03258802817435936,0.6008560727661851,0.11311011567798747,US,ridge_context_adapter,5,2020-08-31,2020-09-29,-0.014831604772891138,0.02035468905232847
1869,-0.00983413967991198,0.026970920839812607,0.026708268001675608,0.031575499661266805,0.48635634028892455,0.09310035197319104,US,ridge_context_adapter,6,2020-09-30,2020-10-28,0.009076923170612816,0.018639755970798432
1867,-0.03675538006442025,0.03225855611963198,0.031114915572106844,0.039449250232428325,0.4611676486341725,0.11336270272099451,US,ridge_context_adapter,7,2020-10-29,2020-11-27,-0.013585071975172669,0.027162679558387037
1869,-0.004285463643492138,0.01874457145459019,0.018664585053920747,0.022335696208756424,0.5179240235420011,0.08206372413043952,US,ridge_context_adapter,8,2020-11-30,2020-12-29,-0.0028583488375348853,0.01702187538612634
1869,0.009990245155396482,0.02648857962340117,0.026755877397954465,0.031202378310263162,0.5382557517388978,0.11569557982613711,US,ridge_context_adapter,9,2020-12-30,2021-01-29,-0.0022864105102691212,0.02147492018993944
1869,0.004313655335250299,0.02440177701646462,0.024507493898272517,0.029497227747924626,0.5200642054574639,0.09111883564150525,US,ridge_context_adapter,10,2021-02-01,2021-03-02,-0.00823829322377767,0.020706440502544866
1869,-0.03375218282115,0.025324385368730874,0.024497539922595023,0.02881260830909014,0.45318352059925093,0.0927086966051699,US,ridge_context_adapter,11,2021-03-03,2021-03-31,-0.008435655490783622,0.021912526490632446
