n,rel_score,absE_robust,base_robust,absE_q90,DA,pred_actual_q90_ratio,market,model,fold_id,test_start,test_end,alpha_rel_score,alpha_absE_robust
1869,-0.0073322277241389955,0.0187161709764041,0.018579938635230067,0.02166532992850989,0.5500267522739433,0.06989835898794798,US,ridge_context_adapter,12,2021-04-01,2021-04-30,0.0017130022173993398,0.01575379481073469
1869,-0.0054606961499852336,0.019267054344527423,0.019162414222955705,0.022809432144276796,0.4794007490636704,0.08156015711261175,US,ridge_context_adapter,13,2021-05-03,2021-06-01,-0.008470115356289387,0.015076563542243094
1869,-0.005836191191229467,0.017340089060598987,0.017239476181566717,0.020374566689133646,0.5254146602461209,0.08744313006757962,US,ridge_context_adapter,14,2021-06-02,2021-06-30,-0.005630455048171834,0.014700485079083591
1869,-0.030036356048390278,0.019794315105536954,0.019217103347182275,0.024425640248227864,0.43552701979668274,0.0924882320897007,US,ridge_context_adapter,15,2021-07-01,2021-07-30,-0.00032128023588473553,0.015947990905260667
1869,0.008907704104163416,0.016978839278453964,0.017131441086530686,0.01964429611107335,0.5243445692883895,0.0906895471697744,US,ridge_context_adapter,16,2021-08-02,2021-08-30,-0.0016044288786283278,0.014752694760682063
1869,0.008717409749243954,0.019016167573863645,0.01918339710682631,0.02258011096855626,0.49919743178170145,0.07707204552990288,US,ridge_context_adapter,17,2021-08-31,2021-09-29,0.0073962466336545685,0.015015125600621104
1869,-0.002945309837613097,0.01901978914393112,0.018963934481143956,0.02200382836163044,0.5377207062600321,0.08057711423562282,US,ridge_context_adapter,18,2021-09-30,2021-10-28,0.0005849229542782552,0.015680490533122794
1869,0.01048107799270137,0.021605429676128555,0.021834276430308823,0.027017388551030315,0.4954521134296415,0.07204689803165619,US,ridge_context_adapter,19,2021-10-29,2021-11-29,-0.0016266607142063627,0.018308654439169916
1869,0.008339991580130657,0.022832573181949558,0.023024598136544228,0.027033497625961904,0.5409309791332263,0.11798702370317136,US,ridge_context_adapter,20,2021-11-30,2021-12-29,-0.014825480179378348,0.018037609988823533
1868,-0.00839196551613064,0.02502826391137205,0.024819975532591337,0.030540263792499897,0.45289079229122053,0.0924159930929673,US,ridge_context_adapter,21,2021-12-30,2022-01-28,-0.0027938990041600498,0.022268915994209236
1868,-0.024181226038471282,0.02944536463764962,0.028750150743871928,0.03528409574064426,0.4271948608137045,0.10711062007084136,US,ridge_context_adapter,22,2022-01-31,2022-03-01,0.0038317877004536705,0.02167925949033815
1869,-0.025044882214719344,0.030273464927449825,0.029533794522285464,0.03619783455505968,0.5157838416265382,0.12577172420379082,US,ridge_context_adapter,23,2022-03-02,2022-03-30,-3.458746013840219e-05,0.023434354062192145
1868,-0.007591676393563729,0.0291289635351859,0.028909492027014493,0.034736994770355516,0.4866167023554604,0.14158069053318198,US,ridge_context_adapter,24,2022-03-31,2022-04-29,-0.0035356878517782686,0.02196153100230731
1868,0.007798275836285007,0.03359572282060981,0.03385977065190673,0.038644561218097805,0.6076017130620985,0.16212543600112012,US,ridge_context_adapter,25,2022-05-02,2022-05-31,0.001999589904530308,0.023019978665979577
1869,-0.007826540209022737,0.033988440388930036,0.03372449427843094,0.04015677674324253,0.5291599785981809,0.1629375459655563,US,ridge_context_adapter,26,2022-06-01,2022-06-30,-0.007442872762410957,0.02208435982465744
1869,0.00535954722416232,0.026281898783054206,0.026423516869544982,0.03203674301039428,0.5510968432316747,0.11964664788351428,US,ridge_context_adapter,27,2022-07-01,2022-08-01,0.007919408190997124,0.020528023852966728
1869,-0.02832899557420654,0.023860413127113136,0.023203092813491824,0.027949589793570342,0.47886570358480474,0.09897023023625881,US,ridge_context_adapter,28,2022-08-02,2022-08-30,-0.025344104344593665,0.015890239205327818
1868,-0.036503299821315505,0.02922169826924801,0.028192576207220554,0.03191875580232591,0.41916488222698073,0.11710397726838556,US,ridge_context_adapter,29,2022-08-31,2022-09-29,0.010980172980927905,0.017646368613350207
1868,-0.006851971652026334,0.03321649713616352,0.032990447524935004,0.03732817897107452,0.5091006423982869,0.15546392266161846,US,ridge_context_adapter,30,2022-09-30,2022-10-28,-0.004166530092656773,0.019616921572014688
1068,-0.06726775214619218,0.03508857923443429,0.0328770162537694,0.04284326535416767,0.45786516853932585,0.09209535244413197,US,ridge_context_adapter,31,2022-10-31,2022-11-15,-0.006618401370684479,0.024446140375221158
1869,0.0,0.05105208419263363,0.05105208419263363,0.05685185641050339,0.0,0.0,US,zero,0,2020-04-01,2020-04-30,0.0,0.03347623515874147
1869,0.0,0.0338125029578805,0.0338125029578805,0.03985135927796364,0.0005350454788657035,0.0,US,zero,1,2020-05-01,2020-06-01,0.0,0.027721286565065385
1869,0.0,0.03751164022833109,0.03751164022833109,0.04616174474358559,0.004280363830925628,0.0,US,zero,2,2020-06-02,2020-06-30,0.0,0.02450534198433161
1869,0.0,0.025120596401393414,0.025120596401393414,0.029558055102825165,0.002675227394328518,0.0,US,zero,3,2020-07-01,2020-07-30,0.0,0.021926115639507773
1868,0.0,0.02079022815451026,0.02079022815451026,0.0251676719635725,0.0053533190578158455,0.0,US,zero,4,2020-07-31,2020-08-28,0.0,0.019710875023156403
1869,0.0,0.028814785555005076,0.028814785555005076,0.03295586705207825,0.0032102728731942215,0.0,US,zero,5,2020-08-31,2020-09-29,0.0,0.020057208463549615
1869,0.0,0.026708268001675608,0.026708268001675608,0.03104271069169045,0.005350454788657036,0.0,US,zero,6,2020-09-30,2020-10-28,0.0,0.018810497410595418
1867,0.0,0.031114915572106844,0.031114915572106844,0.03725308775901796,0.004284949116229245,0.0,US,zero,7,2020-10-29,2020-11-27,0.0,0.02679861839860678
1869,0.0,0.018664585053920747,0.018664585053920747,0.0222638837993145,0.004280363830925628,0.0,US,zero,8,2020-11-30,2020-12-29,0.0,0.016973359603434802
1869,0.0,0.026755877397954465,0.026755877397954465,0.03107015155255795,0.001070090957731407,0.0,US,zero,9,2020-12-30,2021-01-29,0.0,0.021425931714475155
1869,0.0,0.024507493898272517,0.024507493898272517,0.029559946060180666,0.003745318352059925,0.0,US,zero,10,2021-02-01,2021-03-02,0.0,0.020537248626351357
1869,0.0,0.024497539922595023,0.024497539922595023,0.02833537235856056,0.002675227394328518,0.0,US,zero,11,2021-03-03,2021-03-31,0.0,0.02172922622412443
1869,0.0,0.018579938635230067,0.018579938635230067,0.021779371798038485,0.002675227394328518,0.0,US,zero,12,2021-04-01,2021-04-30,0.0,0.01578082740306854
1869,0.0,0.019162414222955705,0.019162414222955705,0.022631918266415595,0.0032102728731942215,0.0,US,zero,13,2021-05-03,2021-06-01,0.0,0.014949935860931874
1869,0.0,0.017239476181566717,0.017239476181566717,0.020387833192944533,0.0032102728731942215,0.0,US,zero,14,2021-06-02,2021-06-30,0.0,0.014618178084492686
1869,0.0,0.019217103347182275,0.019217103347182275,0.02354092448949814,0.0032102728731942215,0.0,US,zero,15,2021-07-01,2021-07-30,0.0,0.015942868776619434
1869,0.0,0.017131441086530686,0.017131441086530686,0.01980290710926056,0.002675227394328518,0.0,US,zero,16,2021-08-02,2021-08-30,0.0,0.014729063026607037
1869,0.0,0.01918339710682631,0.01918339710682631,0.02303443625569344,0.003745318352059925,0.0,US,zero,17,2021-08-31,2021-09-29,0.0,0.015127008687704804
1869,0.0,0.018963934481143956,0.018963934481143956,0.021769534051418314,0.005885500267522739,0.0,US,zero,18,2021-09-30,2021-10-28,0.0,0.015689667779952288
1869,0.0,0.021834276430308823,0.021834276430308823,0.02765764445066453,0.0032102728731942215,0.0,US,zero,19,2021-10-29,2021-11-29,0.0,0.018278920836746693
1869,0.0,0.023024598136544228,0.023024598136544228,0.02703185193240643,0.0016051364365971107,0.0,US,zero,20,2021-11-30,2021-12-29,0.0,0.01777410041540861
1868,0.0,0.024819975532591337,0.024819975532591337,0.030259763449430453,0.0032119914346895075,0.0,US,zero,21,2021-12-30,2022-01-28,0.0,0.02220687223598361
1868,0.0,0.028750150743871928,0.028750150743871928,0.03427011296153069,0.0016059957173447537,0.0,US,zero,22,2022-01-31,2022-03-01,0.0,0.021762649342417714
1869,0.0,0.029533794522285464,0.029533794522285464,0.0350384496152401,0.0032102728731942215,0.0,US,zero,23,2022-03-02,2022-03-30,0.0,0.02343354355543852
1868,0.0,0.028909492027014493,0.028909492027014493,0.0344369787722826,0.0026766595289079227,0.0,US,zero,24,2022-03-31,2022-04-29,0.0,0.021884155459702015
1868,0.0,0.03385977065190673,0.03385977065190673,0.03952727913856506,0.0021413276231263384,0.0,US,zero,25,2022-05-02,2022-05-31,0.0,0.023066101409494874
1869,0.0,0.03372449427843094,0.03372449427843094,0.03957034647464752,0.002675227394328518,0.0,US,zero,26,2022-06-01,2022-06-30,0.0,0.02192120309919119
1869,0.0,0.026423516869544982,0.026423516869544982,0.0319964200258255,0.002675227394328518,0.0,US,zero,27,2022-07-01,2022-08-01,0.0,0.02069189138710499
1869,0.0,0.023203092813491824,0.023203092813491824,0.027775707095861437,0.004280363830925628,0.0,US,zero,28,2022-08-02,2022-08-30,0.0,0.01549746971577406
1868,0.0,0.028192576207220554,0.028192576207220554,0.031590840220451354,0.004282655246252677,0.0,US,zero,29,2022-08-31,2022-09-29,0.0,0.017842279933393
1868,0.0,0.032990447524935004,0.032990447524935004,0.03705646060407162,0.0016059957173447537,0.0,US,zero,30,2022-09-30,2022-10-28,0.0,0.019535526214167473
1068,0.0,0.0328770162537694,0.0328770162537694,0.040917078778147715,0.0018726591760299626,0.0,US,zero,31,2022-10-31,2022-11-15,0.0,0.02428540978580714
546,0.008924174561710796,0.03607566641585436,0.0364005109295249,0.039600681280717254,0.5091575091575091,0.05561875403474063,JP,ridge_portable,0,2020-04-01,2020-04-30,0.0056729473228090965,0.026677575224312022
545,0.005991193467992706,0.03165594863239676,0.031846748664975166,0.03520827721804381,0.581651376146789,0.040015678003385,JP,ridge_portable,1,2020-05-01,2020-06-03,-0.009640278886229092,0.025370810605818406
546,0.0021806971889571924,0.02910341067763511,0.029167015105485916,0.035323079267982394,0.5018315018315018,0.04086150654207807,JP,ridge_portable,2,2020-06-04,2020-07-02,0.013054554216597292,0.021070699353003874
545,-0.005702116652156031,0.026834195252740757,0.026682051084935668,0.030152130709029737,0.41284403669724773,0.0457058441757618,JP,ridge_portable,3,2020-07-03,2020-08-04,-0.011161111522681288,0.02092855795635842
546,0.01264415166029964,0.023266331059858203,0.023564281407743692,0.028101122938096523,0.6025641025641025,0.04475675650796858,JP,ridge_portable,4,2020-08-05,2020-09-03,-0.0078586161422467,0.01992253262142185
546,0.00021487931912000935,0.02266606572084129,0.02267093723639846,0.0257853711664211,0.5366300366300366,0.03890088291718464,JP,ridge_portable,5,2020-09-04,2020-10-07,-0.011868324766422855,0.0184886032511713
546,-0.004247043026953001,0.025459414093347732,0.025351744145154953,0.030589798334403895,0.48534798534798534,0.038369803713172425,JP,ridge_portable,6,2020-10-08,2020-11-06,-0.010116982011999509,0.0198997606348712
546,0.009009100859882047,0.02939341166347731,0.029660627245903015,0.03484564070822671,0.575091575091575,0.03365320108229464,JP,ridge_portable,7,2020-11-09,2020-12-08,0.008033831671609093,0.023894117017334793
545,0.003199330496140962,0.02353326841257513,0.023608800768852235,0.02751057907007635,0.5247706422018349,0.03988339927969489,JP,ridge_portable,8,2020-12-09,2021-01-08,-0.019671914158260417,0.020946710370481014
546,-0.012128804813702265,0.025897448082105257,0.025587107054889202,0.029800738266203552,0.4908424908424908,0.038443119882659096,JP,ridge_portable,9,2021-01-12,2021-02-09,-0.0029132005790970528,0.023011489713098854
545,-0.012573551524853954,0.0303212353726849,0.0299447238445282,0.03621060578152538,0.5211009174311927,0.042317323004443075,JP,ridge_portable,10,2021-02-10,2021-03-12,-0.013563480170118103,0.025709786074003205
546,0.004237403943033957,0.025660957617219537,0.025770156178623438,0.03018265397986397,0.5238095238095238,0.039414618780351136,JP,ridge_portable,11,2021-03-15,2021-04-12,-0.0011553834756037329,0.020471168576477794
546,-0.0012736965909514453,0.027466875966638327,0.027431936003267765,0.03201498504495248,0.47619047619047616,0.04368259091616901,JP,ridge_portable,12,2021-04-13,2021-05-17,-0.017762051310456384,0.021086931039462797
546,0.0008833619915531443,0.01936159026081441,0.01937870867550373,0.023282444788492285,0.532967032967033,0.03819604832143594,JP,ridge_portable,13,2021-05-18,2021-06-15,0.000978579502141863,0.017657071402936708
546,-0.02655000057855772,0.022556216237717308,0.021972837392240763,0.026040214026579633,0.5018315018315018,0.04042241957226568,JP,ridge_portable,14,2021-06-16,2021-07-14,-0.009276012199284311,0.015093412595888367
546,-0.006891932387396604,0.022059078590245917,0.021908089518547058,0.0259204299072735,0.5402930402930403,0.04571822030411884,JP,ridge_portable,15,2021-07-15,2021-08-17,0.0024493126040886493,0.016816866571389255
546,0.004585339914996545,0.021540533998631872,0.02163975965231657,0.023868997814133763,0.5421245421245421,0.03603601475683613,JP,ridge_portable,16,2021-08-18,2021-09-15,-0.007152924847483089,0.017299285824265098
546,0.010469422015656704,0.026818779413588345,0.02710252720862627,0.03092488247784786,0.5476190476190477,0.04577641810672416,JP,ridge_portable,17,2021-09-16,2021-10-18,0.006571686312930702,0.020216549648466753
546,-0.0003380725770274484,0.021761800555395894,0.02175444597378373,0.025843384268227965,0.47802197802197804,0.04298483774001999,JP,ridge_portable,18,2021-10-19,2021-11-17,0.009074669506761834,0.01750677674135659
546,0.005672946386074074,0.02721771309734322,0.027372998651117086,0.03018979507032782,0.48534798534798534,0.051152233993544224,JP,ridge_portable,19,2021-11-18,2021-12-17,-0.007150505713956035,0.019082269267528318
546,-0.0019335421366739602,0.023414574352500495,0.02336938865482807,0.02725498551444616,0.4816849816849817,0.04363859594177348,JP,ridge_portable,20,2021-12-20,2022-01-20,0.01221150825204742,0.018504921346902847
546,0.005225168867643237,0.029739169876847882,0.029895378276705742,0.035230610563303344,0.4725274725274725,0.04910870891526769,JP,ridge_portable,21,2022-01-21,2022-02-21,-0.011743371650049239,0.023230886879900936
546,0.0013206086744311785,0.036191308056004345,0.03623916581273079,0.04238221229752526,0.5421245421245421,0.04185496714318906,JP,ridge_portable,22,2022-02-22,2022-03-24,0.005489276753122163,0.025449941778788343
546,-0.006692200475926224,0.024852413887856528,0.02468720218166709,0.028828240581788123,0.5,0.04049039187246277,JP,ridge_portable,23,2022-03-25,2022-04-22,-0.008802192183606339,0.019889096525730565
544,0.006884991986305211,0.02907121282769367,0.02927275551483035,0.03480471081566065,0.4889705882352941,0.0462688787829597,JP,ridge_portable,24,2022-04-25,2022-05-27,-0.014386837972068633,0.02345704463950824
546,-0.0009529512715689137,0.025072982854908332,0.025049112271517515,0.029684326786082238,0.5421245421245421,0.04569742908060536,JP,ridge_portable,25,2022-05-30,2022-06-27,0.005126726523561165,0.01965481416482362
546,0.00903159597229286,0.023303416193812154,0.023515801411122084,0.02720371072064154,0.5622710622710623,0.045694365221367904,JP,ridge_portable,26,2022-06-28,2022-07-27,0.002767376749945649,0.0176944731574622
546,0.0037576950692513877,0.023893524346931372,0.02398364758118987,0.029293332612724043,0.4835164835164835,0.032532369196268625,JP,ridge_portable,27,2022-07-28,2022-08-26,-0.005982834395423131,0.0183223697822541
546,-0.0037502765124028947,0.02303337343619205,0.0229473146609962,0.02682310587260872,0.46703296703296704,0.04069686828401324,JP,ridge_portable,28,2022-08-29,2022-09-28,0.007711874460882173,0.015114169575099368
546,0.00833588463850754,0.025212182867107913,0.025424115359783173,0.03036336784134619,0.5622710622710623,0.04494481408778392,JP,ridge_portable,29,2022-09-29,2022-10-28,-0.016088821233414263,0.017921098216902465
286,0.010649096681572434,0.02549091525725089,0.02576529234647751,0.030465431278571486,0.4755244755244755,0.03856903060468087,JP,ridge_portable,30,2022-10-31,2022-11-15,0.0061883353310179245,0.023580081200634595
546,0.006921077177260204,0.03614858018408995,0.0364005109295249,0.039902426971821114,0.532967032967033,0.07074329012747417,JP,ridge_context_adapter,0,2020-04-01,2020-04-30,0.01160480696922439,0.026518424740061164
545,0.004821768991108644,0.03169319099979476,0.031846748664975166,0.035032586357556295,0.5853211009174312,0.05332018186332222,JP,ridge_context_adapter,1,2020-05-01,2020-06-03,-0.011924222042893451,0.025428202818147838
546,-0.006186651729601866,0.029347461269935593,0.029167015105485916,0.03479819672065787,0.4652014652014652,0.05135704609758123,JP,ridge_context_adapter,2,2020-06-04,2020-07-02,0.009492988096559518,0.021146736675291322
545,-0.008868151621984621,0.026918671559542418,0.026682051084935668,0.030115248169749975,0.43486238532110094,0.05247822659812767,JP,ridge_context_adapter,3,2020-07-03,2020-08-04,-0.003984755027817588,0.0207800249569118
546,0.018265050186142773,0.023133878625230864,0.023564281407743692,0.02780116201029159,0.5860805860805861,0.050473630006722045,JP,ridge_context_adapter,4,2020-08-05,2020-09-03,-0.02165173518706842,0.020195183824398555
546,-0.006852659054292332,0.022826293439720757,0.02267093723639846,0.02600824789260514,0.5402930402930403,0.03932953151054332,JP,ridge_context_adapter,5,2020-09-04,2020-10-07,-0.007186469823773134,0.0184030575765064
546,0.005259340362051224,0.025218410693923943,0.025351744145154953,0.030278465012088418,0.5018315018315018,0.04114515876073289,JP,ridge_context_adapter,6,2020-10-08,2020-11-06,-0.0037189111735405067,0.01977371575048892
546,0.011436363693132168,0.029321417525352444,0.029660627245903015,0.0343935751443496,0.5842490842490843,0.04676136965339038,JP,ridge_context_adapter,7,2020-11-09,2020-12-08,-0.000304441754170659,0.024094966287520947
545,0.0017973417007295378,0.02356636768672616,0.023608800768852235,0.027472190384287398,0.5155963302752293,0.04187581015439767,JP,ridge_context_adapter,8,2020-12-09,2021-01-08,-0.01141327075534404,0.02077705637784675
546,-0.011775988743990773,0.025888420539558865,0.025587107054889202,0.030208569864043966,0.5164835164835165,0.044748301714103295,JP,ridge_context_adapter,9,2021-01-12,2021-02-09,-0.0019010592054451436,0.022988266486208886
545,-0.016270259205277693,0.030431932263309137,0.0299447238445282,0.036423002753872426,0.5284403669724771,0.04731824753131915,JP,ridge_context_adapter,10,2021-02-10,2021-03-12,-0.01702775587620997,0.025797659985255454
546,-0.001950032913217381,0.025820408831350505,0.025770156178623438,0.029973025288200006,0.5439560439560439,0.04483293746803837,JP,ridge_context_adapter,11,2021-03-15,2021-04-12,-0.002803177869864504,0.020504861924564466
546,-0.006969492460265458,0.027623122674413025,0.027431936003267765,0.03212574665667489,0.489010989010989,0.04182596430577901,JP,ridge_context_adapter,12,2021-04-13,2021-05-17,-0.015037319045653419,0.021030477528256597
546,-0.0028811787284099832,0.019434542198723648,0.01937870867550373,0.02328771555039566,0.5146520146520146,0.039050570570484694,JP,ridge_context_adapter,13,2021-05-18,2021-06-15,-0.0011997691231906416,0.017695572336378973
546,-0.01728814396406797,0.02235270696837688,0.021972837392240763,0.02585873474890832,0.5384615384615384,0.04400981702292288,JP,ridge_context_adapter,14,2021-06-16,2021-07-14,-0.005887589558929207,0.015042739776617964
546,0.0033446870576788745,0.021834813815075904,0.021908089518547058,0.0259147739270702,0.5457875457875457,0.04469694809184038,JP,ridge_context_adapter,15,2021-07-15,2021-08-17,0.0038444069341119214,0.01679334785148967
546,0.008786084039884678,0.021449630905408412,0.02163975965231657,0.02376277488656342,0.5128205128205128,0.038219182813379354,JP,ridge_context_adapter,16,2021-08-18,2021-09-15,-0.015071000934905321,0.017435290057619568
546,0.004598601404200431,0.026977893488947302,0.02710252720862627,0.030804403824731708,0.5293040293040293,0.04897507152577222,JP,ridge_context_adapter,17,2021-09-16,2021-10-18,0.006553552092008363,0.020216918685036944
546,-0.0020057628603757927,0.021798080233565997,0.02175444597378373,0.02568988139682915,0.5073260073260073,0.0440542357685921,JP,ridge_context_adapter,18,2021-10-19,2021-11-17,0.00429063394640794,0.01759129677520832
546,-0.0007380098825908732,0.027393200194637757,0.027372998651117086,0.03041382993978914,0.4706959706959707,0.047266853644755115,JP,ridge_context_adapter,19,2021-11-18,2021-12-17,0.00048222138101572387,0.018937653589091497
546,-0.005549348361016726,0.023499073533457704,0.02336938865482807,0.027147183747729287,0.5036630036630036,0.04585588700686058,JP,ridge_context_adapter,20,2021-12-20,2022-01-20,0.005668550302901809,0.018627495079272194
546,0.006871158518224285,0.02968996239360422,0.029895378276705742,0.0352213877486065,0.4358974358974359,0.049046841769127686,JP,ridge_context_adapter,21,2022-01-21,2022-02-21,-0.013814693459377025,0.023278447006305214
546,-0.002228693581472152,0.036319931808975525,0.03623916581273079,0.04243507995852269,0.5164835164835165,0.044994429928597854,JP,ridge_context_adapter,22,2022-02-22,2022-03-24,0.0063359632928375875,0.02542827471916098
546,-0.009443424210827445,0.024920333904447034,0.02468720218166709,0.028913953341543674,0.47802197802197804,0.04438954271707283,JP,ridge_context_adapter,23,2022-03-25,2022-04-22,0.004454322196158711,0.019627736968686804
544,0.0010291860767662753,0.0292426284024259,0.02927275551483035,0.03501837724470532,0.5110294117647058,0.045508986047217946,JP,ridge_context_adapter,24,2022-04-25,2022-05-27,-0.008203941902690692,0.02331406913581304
546,-0.002378577118816727,0.02510869351681322,0.025049112271517515,0.029452826478518546,0.489010989010989,0.051045040694302705,JP,ridge_context_adapter,25,2022-05-30,2022-06-27,0.0033370886899082297,0.019690170425747056
546,0.009265450863477742,0.023297916908632033,0.023515801411122084,0.027326586801791564,0.5494505494505495,0.04395073926843797,JP,ridge_context_adapter,26,2022-06-28,2022-07-27,0.004437001627648929,0.017664848041022196
546,0.000570758480071154,0.023969958710949868,0.02398364758118987,0.02949146437458694,0.5,0.03682683237020751,JP,ridge_context_adapter,27,2022-07-28,2022-08-26,-0.0077133679148173595,0.01835388868494192
546,-0.0014631132784335144,0.022980889181781095,0.0229473146609962,0.02671010715130251,0.5,0.039756426169287776,JP,ridge_context_adapter,28,2022-08-29,2022-09-28,0.007998898109229713,0.015109797735931352
546,0.003918666349303823,0.02532448673446197,0.025424115359783173,0.030582101899199188,0.5567765567765568,0.04586144093441013,JP,ridge_context_adapter,29,2022-09-29,2022-10-28,-0.022517008974601627,0.018034474313026294
286,0.006727326320883464,0.025591960817109793,0.02576529234647751,0.030493696394842118,0.5314685314685315,0.04676717834339048,JP,ridge_context_adapter,30,2022-10-31,2022-11-15,0.018040809725929807,0.02329885859217029
546,0.0,0.0364005109295249,0.0364005109295249,0.04039164446294308,0.009157509157509158,0.0,JP,zero,0,2020-04-01,2020-04-30,0.0,0.026829779148101807
545,0.0,0.031846748664975166,0.031846748664975166,0.035606537014245994,0.007339449541284404,0.0,JP,zero,1,2020-05-01,2020-06-03,0.0,0.025128564238548277
546,0.0,0.029167015105485916,0.029167015105485916,0.035456886515021324,0.003663003663003663,0.0,JP,zero,2,2020-06-04,2020-07-02,0.0,0.021349406335502863
545,0.0,0.026682051084935668,0.026682051084935668,0.029913410916924482,0.001834862385321101,0.0,JP,zero,3,2020-07-03,2020-08-04,0.0,0.020697550289332872
546,0.0,0.023564281407743692,0.023564281407743692,0.02863222546875477,0.009157509157509158,0.0,JP,zero,4,2020-08-05,2020-09-03,0.0,0.019767189864069223
546,0.0,0.02267093723639846,0.02267093723639846,0.02550322748720646,0.009157509157509158,0.0,JP,zero,5,2020-09-04,2020-10-07,0.0,0.018271748209372163
546,0.0,0.025351744145154953,0.025351744145154953,0.03058197908103466,0.014652014652014652,0.0,JP,zero,6,2020-10-08,2020-11-06,0.0,0.019700451521202922
546,0.0,0.029660627245903015,0.029660627245903015,0.03517754375934601,0.003663003663003663,0.0,JP,zero,7,2020-11-09,2020-12-08,0.0,0.0240876330062747
545,0.0,0.023608800768852235,0.023608800768852235,0.027222198992967607,0.009174311926605505,0.0,JP,zero,8,2020-12-09,2021-01-08,0.0,0.020542598143219952
546,0.0,0.025587107054889202,0.025587107054889202,0.029710659757256508,0.01098901098901099,0.0,JP,zero,9,2021-01-12,2021-02-09,0.0,0.0229446473531425
545,0.0,0.0299447238445282,0.0299447238445282,0.03637139573693276,0.003669724770642202,0.0,JP,zero,10,2021-02-10,2021-03-12,0.0,0.025365738384425643
546,0.0,0.025770156178623438,0.025770156178623438,0.030255149118602276,0.003663003663003663,0.0,JP,zero,11,2021-03-15,2021-04-12,0.0,0.02044754382222891
546,0.0,0.027431936003267765,0.027431936003267765,0.03187778405845165,0.003663003663003663,0.0,JP,zero,12,2021-04-13,2021-05-17,0.0,0.02071892051026225
546,0.0,0.01937870867550373,0.01937870867550373,0.023121939972043037,0.01098901098901099,0.0,JP,zero,13,2021-05-18,2021-06-15,0.0,0.017674367176368833
546,0.0,0.021972837392240763,0.021972837392240763,0.025452264584600925,0.01098901098901099,0.0,JP,zero,14,2021-06-16,2021-07-14,0.0,0.01495469268411398
546,0.0,0.021908089518547058,0.021908089518547058,0.02586392965167761,0.01098901098901099,0.0,JP,zero,15,2021-07-15,2021-08-17,0.0,0.01685815746895969
546,0.0,0.02163975965231657,0.02163975965231657,0.02368237543851137,0.01098901098901099,0.0,JP,zero,16,2021-08-18,2021-09-15,0.0,0.017176424153149128
546,0.0,0.02710252720862627,0.02710252720862627,0.03059008438140154,0.007326007326007326,0.0,JP,zero,17,2021-09-16,2021-10-18,0.0,0.020350285340100527
546,0.0,0.02175444597378373,0.02175444597378373,0.02577176969498396,0.005494505494505495,0.0,JP,zero,18,2021-10-19,2021-11-17,0.0,0.017667099833488464
546,0.0,0.027372998651117086,0.027372998651117086,0.03007544856518507,0.005494505494505495,0.0,JP,zero,19,2021-11-18,2021-12-17,0.0,0.018946790136396885
546,0.0,0.02336938865482807,0.02336938865482807,0.027393491938710213,0.005494505494505495,0.0,JP,zero,20,2021-12-20,2022-01-20,0.0,0.01873368793167174
546,0.0,0.029895378276705742,0.029895378276705742,0.03548507206141949,0.009157509157509158,0.0,JP,zero,21,2022-01-21,2022-02-21,0.0,0.022961244452744722
546,0.0,0.03623916581273079,0.03623916581273079,0.04216103442013264,0.0,0.0,JP,zero,22,2022-02-22,2022-03-24,0.0,0.02559041464701295
546,0.0,0.02468720218166709,0.02468720218166709,0.028634299524128437,0.003663003663003663,0.0,JP,zero,23,2022-03-25,2022-04-22,0.0,0.019715556409209967
544,0.0,0.02927275551483035,0.02927275551483035,0.03504526875913143,0.009191176470588236,0.0,JP,zero,24,2022-04-25,2022-05-27,0.0,0.023124358244240285
546,0.0,0.025049112271517515,0.025049112271517515,0.029537471942603588,0.009157509157509158,0.0,JP,zero,25,2022-05-30,2022-06-27,0.0,0.01975609827786684
546,0.0,0.023515801411122084,0.023515801411122084,0.027265056036412716,0.005494505494505495,0.0,JP,zero,26,2022-06-28,2022-07-27,0.0,0.01774357631802559
546,0.0,0.02398364758118987,0.02398364758118987,0.02905675582587719,0.005494505494505495,0.0,JP,zero,27,2022-07-28,2022-08-26,0.0,0.01821340201422572
546,0.0,0.0229473146609962,0.0229473146609962,0.026825325563549995,0.01098901098901099,0.0,JP,zero,28,2022-08-29,2022-09-28,0.0,0.01523163402453065
546,0.0,0.025424115359783173,0.025424115359783173,0.03065230045467615,0.009157509157509158,0.0,JP,zero,29,2022-09-29,2022-10-28,0.0,0.017637334298342466
286,0.0,0.02576529234647751,0.02576529234647751,0.030787584371864796,0.0034965034965034965,0.0,JP,zero,30,2022-10-31,2022-11-15,0.0,0.023726911284029484
