model,threshold,holding_period,trade_count,coverage,directional_accuracy,avg_actual_return,avg_strategy_return,cumulative_strategy_return,final_equity,sampled_buy_hold_equity
linear_regression,0.0,1,306,1.0,0.434640522875817,0.0037964307333333332,-0.0005180084088888888,-0.15851057311999997,0.7350610157042738,2.7549999231994273
linear_regression,0.0025,1,92,0.3006535947712418,0.4891304347826087,0.0054136947956521745,0.002250073289130435,0.20700674260000002,1.1701270205120675,1.5656316717715912
linear_regression,0.005,1,24,0.0784313725490196,0.5416666666666666,0.012887079849999998,0.009782875225,0.23478900539999997,1.244433092591044,1.3408057219780816
linear_regression,0.01,1,0,0.0,,,,0.0,1.0,1.0
linear_regression,0.015,1,0,0.0,,,,0.0,1.0,1.0
linear_regression,0.02,1,0,0.0,,,,0.0,1.0,1.0
lstm,0.0,1,306,1.0,0.43137254901960786,0.0037964307333333332,-0.0006982949193464046,-0.2136782453199998,0.6958195534528202,2.7549999231994273
lstm,0.0025,1,181,0.5915032679738562,0.44751381215469616,0.001521124940110497,-0.00028700401856353487,-0.05194772735999981,0.8728720501395059,1.2105905920697706
lstm,0.005,1,92,0.3006535947712418,0.45652173913043476,-0.002198221965652174,0.002198221965652174,0.20223642084,1.1778435402319516,0.7851802802283169
lstm,0.01,1,0,0.0,,,,0.0,1.0,1.0
lstm,0.015,1,0,0.0,,,,0.0,1.0,1.0
lstm,0.02,1,0,0.0,,,,0.0,1.0,1.0
