model,threshold,holding_period,trade_count,coverage,directional_accuracy,avg_actual_return,avg_strategy_return,cumulative_strategy_return,final_equity,sampled_buy_hold_equity
arima,0.0,1,1573,0.6742391770252893,0.561347743165925,0.0012116783600127144,0.0012116783600127144,1.9059700602999996,5.098240057477003,5.098240057477003
arima,0.0025,1,210,0.09001285897985427,0.5619047619047619,0.0020944260447619046,0.0020944260447619046,0.43982946939999995,1.4699524492952574,1.4699524492952574
arima,0.005,1,27,0.011573081868838405,0.6666666666666666,0.006331212862962963,0.006331212862962963,0.1709427473,1.1771164992534902,1.1771164992534902
arima,0.01,1,0,0.0,,,,0.0,1.0,1.0
arima,0.015,1,0,0.0,,,,0.0,1.0,1.0
arima,0.02,1,0,0.0,,,,0.0,1.0,1.0
linear_regression,0.0,1,1308,0.5606515216459494,0.5573394495412844,0.0012156739711009176,0.0012156739711009176,1.5901015542000003,3.8344317137619948,3.8344317137619948
linear_regression,0.0025,1,560,0.2400342906129447,0.5464285714285714,0.001724025172857143,0.001724025172857143,0.9654540968,2.3686474033773925,2.3686474033773925
linear_regression,0.005,1,158,0.06772396056579512,0.5569620253164557,0.004871772608227848,0.004871772608227848,0.7697400721000001,2.0800745515372547,2.0800745515372547
linear_regression,0.01,1,15,0.006429489927132447,0.6,0.01563948142,0.01563948142,0.23459222130000001,1.2557277574448944,1.2557277574448944
linear_regression,0.015,1,3,0.0012858979854264896,0.6666666666666666,0.00041448966666666684,0.00041448966666666684,0.0012434690000000005,1.0011520347067884,1.0011520347067884
linear_regression,0.02,1,3,0.0012858979854264896,0.6666666666666666,0.00041448966666666684,0.00041448966666666684,0.0012434690000000005,1.0011520347067884,1.0011520347067884
lstm,0.0,1,799,0.342477496785255,0.5331664580725908,0.0005735975576971218,0.0005735975576971218,0.4583044486000003,1.2902603493261922,1.2902603493261922
lstm,0.0025,1,141,0.060437205315045005,0.5886524822695035,0.002384312562411348,0.002384312562411348,0.33618807130000006,1.3081999248751328,1.3081999248751328
lstm,0.005,1,32,0.013716245177882554,0.625,0.012310980553125,0.012310980553125,0.3939513777,1.4478777421622842,1.4478777421622842
lstm,0.01,1,4,0.0017145306472353193,1.0,0.05953979,0.05953979,0.23815916,1.2601342898604078,1.2601342898604078
lstm,0.015,1,0,0.0,,,,0.0,1.0,1.0
lstm,0.02,1,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.0,1,637,0.2730390055722246,0.5886970172684458,0.002055412815698587,0.002055412815698587,1.3092979636000002,3.041269952223098,3.041269952223098
lstm_best_by_val,0.0025,1,160,0.06858122588941278,0.56875,0.0020175732181249998,0.0020175732181249998,0.32281171489999994,1.3053544712579097,1.3053544712579097
lstm_best_by_val,0.005,1,51,0.02186026575225032,0.6274509803921569,0.004216850621568628,0.004216850621568628,0.2150593817,1.2129343802450017,1.2129343802450017
lstm_best_by_val,0.01,1,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.015,1,0,0.0,,,,0.0,1.0,1.0
lstm_best_by_val,0.02,1,0,0.0,,,,0.0,1.0,1.0
