model,threshold,holding_period,trade_count,coverage,directional_accuracy,avg_actual_return,avg_strategy_return,cumulative_strategy_return,final_equity,sampled_buy_hold_equity
linear_regression,0.0,1,306,1.0,0.46405228758169936,0.0007226955575163395,-0.00011079955163398683,-0.03390466279999997,0.9200539662971401,1.1877230012601836
linear_regression,0.0025,1,107,0.34967320261437906,0.4766355140186916,0.0004868759429906543,0.00025799502897196243,0.027605468099999978,1.0071354475095537,1.0320494339773767
linear_regression,0.005,1,25,0.08169934640522876,0.32,-0.003068505176,-0.005062371376,-0.1265592844,0.8766710982347515,0.9215202734688676
linear_regression,0.01,1,1,0.0032679738562091504,0.0,0.041469213,-0.041469213,-0.041469213,0.958530787,1.041469213
linear_regression,0.015,1,0,0.0,,,,0.0,1.0,1.0
linear_regression,0.02,1,0,0.0,,,,0.0,1.0,1.0
lstm,0.0,1,306,1.0,0.4542483660130719,0.0007226955575163395,-0.0008229622764705883,-0.2518264566,0.7399103681787376,1.1877230012601836
lstm,0.0025,1,65,0.21241830065359477,0.4,0.002954704264615384,-0.002767929889230769,-0.1799154428,0.8215633758776176,1.1921241770003195
lstm,0.005,1,12,0.0392156862745098,0.6666666666666666,0.010559681175000002,0.010900164675000002,0.13080197610000002,1.1350415783812915,1.1304134779811936
lstm,0.01,1,0,0.0,,,,0.0,1.0,1.0
lstm,0.015,1,0,0.0,,,,0.0,1.0,1.0
lstm,0.02,1,0,0.0,,,,0.0,1.0,1.0
