n,rel_score,absE_robust,base_robust,absE_q90,DA,pred_actual_q90_ratio,market,model,fold_id,test_start,test_end,alpha_rel_score,alpha_absE_robust,selected_from_train
1951,0.003141112431428006,0.02955938468221575,0.02965252660214901,0.03754262998700142,0.4613018964633521,0.05589893322971414,VN,ensemble_mean_raw,23,2022-03-08,2022-04-05,-0.0025548750332085035,0.027898509317310527,
1950,0.012351979463403717,0.05516008466947824,0.05584994200617075,0.06811936744488777,0.5051282051282051,0.0805164225907046,VN,ensemble_mean_raw,24,2022-04-06,2022-05-09,-0.02362147011795024,0.03967268409905955,
1947,0.020335240630523943,0.05086481992620975,0.051920638605952266,0.06667479784227909,0.4761171032357473,0.08329488784206958,VN,ensemble_mean_raw,25,2022-05-10,2022-06-07,0.011076782970507848,0.03572737901704386,
1951,0.006336183598816492,0.05485850604600273,0.05520831607282162,0.06829550181282684,0.48744233726294206,0.08616316610591371,VN,ensemble_mean_raw,26,2022-06-08,2022-07-06,-0.009981416962558942,0.04166719445493072,
1949,-0.0017614262921132884,0.03258539526723325,0.03252809941768647,0.04150053160265088,0.46998460749102106,0.06614577623677585,VN,ensemble_mean_raw,27,2022-07-07,2022-08-04,-0.004300107130701392,0.028240930338506588,
1950,-0.006375846781393912,0.02614711929054466,0.025981465447694082,0.0324059011123609,0.4512820512820513,0.06445282061336374,VN,ensemble_mean_raw,28,2022-08-05,2022-09-06,0.010560167619807381,0.023517632111907015,
1952,0.022522004897912118,0.04664723754103761,0.047722033411264436,0.06198591613792814,0.4984631147540984,0.07006235276364851,VN,ensemble_mean_raw,29,2022-09-07,2022-10-05,0.003331628753079907,0.03150024136120919,
1949,0.022990955631477683,0.053831553133204584,0.05509831607341766,0.06761952033266426,0.5115443817342227,0.08329415028886909,VN,ensemble_mean_raw,30,2022-10-06,2022-11-03,0.01496517833078792,0.03953316372353584,
734,-0.032831483915497506,0.08052161114756018,0.07796200290322304,0.07663041888736188,0.48637602179836514,0.148768665320367,VN,ensemble_mean_raw,31,2022-11-04,2022-11-15,-0.05180232813209007,0.05147020812146366,
1908,0.020318487373632288,0.045027627970557656,0.045961496047675604,0.05944493892602622,0.47379454926624737,0.08366748232614692,VN,ensemble_mean_train_cal,0,2020-04-01,2020-05-04,0.031673784266891936,0.03473993620136752,
1922,0.008134738162310806,0.032569513545604424,0.03283663094043732,0.041034418519120666,0.5338189386056191,0.06496114406850505,VN,ensemble_mean_train_cal,1,2020-05-05,2020-06-02,-0.008526483348582303,0.02895370225305669,
1916,0.005465477185630729,0.0366490860178601,0.03685049153864384,0.04807509685633704,0.4744258872651357,0.07901424591779517,VN,ensemble_mean_train_cal,2,2020-06-03,2020-07-01,0.011834335924625794,0.027106630499474704,
