n,rel_score,absE_robust,base_robust,absE_q90,DA,pred_actual_q90_ratio,market,model,fold_id,test_start,test_end,alpha_rel_score,alpha_absE_robust,selected_from_train
1926,-0.0005300012253814934,0.03393321497060242,0.0339152398519218,0.04142998647876084,0.5155763239875389,0.02721048961595517,VN,seed71_train_cal,13,2021-05-06,2021-06-03,0.006894851005763147,0.03203854580351617,
1928,0.005936644866165408,0.03155870173068251,0.03174717342481017,0.0401525252353167,0.45902489626556015,0.030967835172896266,VN,seed71_train_cal,14,2021-06-04,2021-07-02,-0.00237548447468261,0.02918215008394327,
1929,0.0005351696821553897,0.04243745853455039,0.04246018193662167,0.054294702946208424,0.48626231207879733,0.029120134468533777,VN,seed71_train_cal,15,2021-07-05,2021-08-02,0.014057784094954173,0.031724644251517026,
1939,0.007811546838423777,0.03295996410306543,0.03321945946663618,0.042862260318361226,0.4755028365136668,0.030453299621821348,VN,seed71_train_cal,16,2021-08-03,2021-08-31,0.0015428009735032333,0.029450275539420548,
1945,0.0018196285336626872,0.029643767040397513,0.029697806015610697,0.03598814907309135,0.44832904884318764,0.028993418700255277,VN,seed71_train_cal,17,2021-09-01,2021-10-01,0.0028253072261911205,0.026730910316109656,
1946,0.003996062820796897,0.025881737145027728,0.025985577143728733,0.03328534348474932,0.47944501541623846,0.0320737216787514,VN,seed71_train_cal,18,2021-10-04,2021-11-01,0.006323792239054549,0.024940626601164695,
1949,0.004278825543989395,0.0411369831999764,0.04131375756114722,0.05325516662560407,0.4910210364289379,0.02476018842652643,VN,seed71_train_cal,19,2021-11-02,2021-11-30,-0.0005423890125721975,0.03959188354201615,
1951,-0.0002315218531445673,0.03580752341076732,0.035799235105514526,0.04579066357109696,0.47719118400820093,0.03063732540848661,VN,seed71_train_cal,20,2021-12-01,2021-12-29,0.00806382745604306,0.03155829031311441,
1931,0.024772847092111694,0.04871544628076663,0.04995292238891125,0.06481217872351408,0.48213360952874157,0.027678974305335422,VN,seed71_train_cal,21,2021-12-30,2022-01-28,0.0022199323993673525,0.03864276673994027,
1945,-0.0012793285820176248,0.03130690097750632,0.03126690033823252,0.038895717629930035,0.5012853470437018,0.034207006291858175,VN,seed71_train_cal,22,2022-02-07,2022-03-07,-0.007249682630902088,0.02811718688462861,
1951,0.001692781888264716,0.029602331342175603,0.02965252660214901,0.037312961532734334,0.4751409533572527,0.029853757230643506,VN,seed71_train_cal,23,2022-03-08,2022-04-05,-0.003742499069092853,0.027931557822739705,
1950,-0.0005628479775352524,0.055881377033074386,0.05584994200617075,0.06900554682943039,0.4451282051282051,0.0426785107019711,VN,seed71_train_cal,24,2022-04-06,2022-05-09,-0.007372561332614103,0.03904292217630427,
1947,0.00791183706872689,0.05150985097279772,0.051920638605952266,0.06774579307530075,0.480225988700565,0.03519292471243575,VN,seed71_train_cal,25,2022-05-10,2022-06-07,0.0064964392772436375,0.035892855640850034,
1951,-0.003730633126948213,0.055414278045645915,0.05520831607282162,0.06909550746786408,0.41517170681701693,0.050865850448345885,VN,seed71_train_cal,26,2022-06-08,2022-07-06,-0.009808635705521374,0.041660066293843556,
1949,0.00753919174985207,0.03228286383891828,0.03252809941768647,0.040827605387312366,0.521292970754233,0.02754449029076531,VN,seed71_train_cal,27,2022-07-07,2022-08-04,0.00021377396588939668,0.02811399995116517,
1950,-0.013622314780236344,0.026335393148474405,0.025981465447694082,0.03261999235255646,0.4512820512820513,0.03621017644506391,VN,seed71_train_cal,28,2022-08-05,2022-09-06,0.010386385717764957,0.0235217626701342,
1952,0.008783300970781505,0.04730287642887561,0.047722033411264436,0.06314636263559806,0.48411885245901637,0.03500612830301949,VN,seed71_train_cal,29,2022-09-07,2022-10-05,0.006553813132301856,0.03139840248622932,
1949,0.0066350026336612355,0.054732738601160236,0.05509831607341766,0.06877218550653197,0.465366854797332,0.03740569812788896,VN,seed71_train_cal,30,2022-10-06,2022-11-03,0.001745099020055596,0.04006373538286426,
734,-0.009305371748044022,0.07868746832245961,0.07796200290322304,0.07262040653731675,0.4250681198910082,0.0679274700603909,VN,seed71_train_cal,31,2022-11-04,2022-11-15,-0.030608262100031203,0.05043307123705745,
1908,0.0505105326034091,0.043639956403058025,0.045961496047675604,0.05691207516938448,0.48742138364779874,0.10495306199244185,VN,seed82_raw,0,2020-04-01,2020-05-04,0.031202486063275137,0.034756844624644144,
1922,0.0020273709583146227,0.03277005890849978,0.03283663094043732,0.041322945873253046,0.49375650364203955,0.05608623493950859,VN,seed82_raw,1,2020-05-05,2020-06-02,-0.017935238983929125,0.02922381742973812,
1916,-0.00038952726317598163,0.03686484580975957,0.03685049153864384,0.04825015913229436,0.4822546972860125,0.06896890561300935,VN,seed82_raw,2,2020-06-03,2020-07-01,0.006389752968963491,0.02725598227698356,
1905,0.01383742506652752,0.033388570649549365,0.03385706525295973,0.045420136768370874,0.3916010498687664,0.07385769804901926,VN,seed82_raw,3,2020-07-02,2020-07-30,0.019593453584856424,0.02144310722942465,
1910,-0.008503096478975625,0.024850141227943833,0.024640619661659004,0.03072231644182468,0.4293193717277487,0.08277714982255117,VN,seed82_raw,4,2020-07-31,2020-08-28,-0.005279351348069561,0.021144427653052845,
1925,-0.006368832150413617,0.021621551224961885,0.021484718658030033,0.02743479278869929,0.48363636363636364,0.07002074439008274,VN,seed82_raw,5,2020-08-31,2020-09-29,-0.0006381395802392831,0.020405465038493276,
1927,-0.011248227174189829,0.02491110023111105,0.024634011276066303,0.03137664720416069,0.44421380384016607,0.06004342319992001,VN,seed82_raw,6,2020-09-30,2020-10-28,0.005765189763346723,0.0227079265168868,
1906,0.0033129272091732,0.02505556435789913,0.025138847529888153,0.0322807970806025,0.4758656873032529,0.05498564352483092,VN,seed82_raw,7,2020-10-29,2020-11-26,-0.009866064323903911,0.023908059738459997,
1914,0.007232875547686368,0.03144037132733502,0.03166943239048124,0.040367036708630635,0.5120167189132706,0.04763442367989879,VN,seed82_raw,8,2020-11-27,2020-12-25,-0.01312160127483808,0.02924173616920598,
1920,-0.0057546570406366016,0.04297022934479174,0.0427243652753532,0.05879913165117616,0.5234375,0.05490020683156885,VN,seed82_raw,9,2020-12-28,2021-01-26,0.008486177255971117,0.03165271671896335,
1921,0.032727347957573594,0.0489075388177298,0.050562309101223946,0.06461098219733685,0.4737116085372202,0.09244703337032473,VN,seed82_raw,10,2021-01-27,2021-03-03,-0.00769367252486397,0.02903084014542401,
1930,-0.009287781031750653,0.025755208851478535,0.025518201384693386,0.032308150883181966,0.41088082901554407,0.06634714097499407,VN,seed82_raw,11,2021-03-04,2021-04-01,0.0014168831666463433,0.021860030376410586,
1929,0.002437191916701331,0.031214743945747615,0.03129100613296032,0.03851094301789999,0.4406428201140487,0.06324229796651976,VN,seed82_raw,12,2021-04-02,2021-05-05,0.009616797110326258,0.025289501610677688,
1926,0.0010633064823341032,0.03387917755753733,0.0339152398519218,0.04195546513074078,0.48234683281412255,0.055837122460491585,VN,seed82_raw,13,2021-05-06,2021-06-03,0.008469123264677747,0.031987758236937225,
1928,-0.005613346043610523,0.03192538129515014,0.03174717342481017,0.04053392939968034,0.4642116182572614,0.06784990851679869,VN,seed82_raw,14,2021-06-04,2021-07-02,-0.0004912671443866312,0.029127294878708198,
1929,-0.015186397009855801,0.04310499911662191,0.04246018193662167,0.05507146590389312,0.4333851736651115,0.08312725615886671,VN,seed82_raw,15,2021-07-05,2021-08-02,-0.0012527333538938645,0.03221729048527777,
1939,-0.0005527415476411779,0.03323782124207357,0.03321945946663618,0.0431521957390942,0.43837029396596183,0.060169864822434686,VN,seed82_raw,16,2021-08-03,2021-08-31,-0.01645737531792002,0.029981204809155317,
1945,0.008725745073039914,0.029438670531089887,0.029697806015610697,0.03583890674635769,0.47917737789203085,0.057627060339207885,VN,seed82_raw,17,2021-09-01,2021-10-01,0.0007351628533461829,0.02678694007918239,
1946,0.0011698287191210799,0.025955178469303064,0.025985577143728733,0.03321875855908729,0.4486125385405961,0.05557992759474246,VN,seed82_raw,18,2021-10-04,2021-11-01,-0.010744636296402987,0.025369033057359047,
1949,0.02112488407824309,0.040441009221831345,0.04131375756114722,0.052392076421529064,0.482811698306824,0.057494879295716624,VN,seed82_raw,19,2021-11-02,2021-11-30,0.006897745964452917,0.039297474268823865,
1951,0.008482476362111746,0.03549556893995032,0.035799235105514526,0.0453650678973645,0.4935930292157868,0.07615796675917894,VN,seed82_raw,20,2021-12-01,2021-12-29,0.02077995195255844,0.031153728850767948,
1931,0.045688679799095744,0.0476706393128552,0.04995292238891125,0.06265011196956038,0.47384774728120144,0.0740684507938621,VN,seed82_raw,21,2021-12-30,2022-01-28,0.005316382214888282,0.03852284513413906,
1945,-0.013798609626309855,0.03169834009022453,0.03126690033823252,0.03914873076137157,0.45089974293059126,0.08599446029656561,VN,seed82_raw,22,2022-02-07,2022-03-07,-0.02289666980174565,0.028553969610948127,
1951,-0.0005124693859681617,0.029667722614249215,0.02965252660214901,0.03752984246239066,0.4490005125576627,0.06753145004446545,VN,seed82_raw,23,2022-03-08,2022-04-05,-0.0013753125558704227,0.02786568514420651,
1950,0.01921386636748823,0.054776848683832216,0.05584994200617075,0.06724831679603085,0.4774358974358974,0.09989284382225833,VN,seed82_raw,24,2022-04-06,2022-05-09,-0.02006912662827043,0.03953500527422875,
1947,0.02048135037644172,0.05085723381489515,0.051920638605952266,0.06577615719288588,0.49922958397534667,0.12736383038649737,VN,seed82_raw,25,2022-05-10,2022-06-07,0.014382576304787897,0.03560794878285378,
1951,0.015300358245394774,0.05436360905878246,0.05520831607282162,0.0670301029458642,0.5053818554587391,0.12055734321223771,VN,seed82_raw,26,2022-06-08,2022-07-06,-0.009681420840867982,0.041654817992821336,
1949,-0.010038210421041471,0.03285462332423776,0.03252809941768647,0.04216096163727343,0.45561826577732173,0.0954984700194738,VN,seed82_raw,27,2022-07-07,2022-08-04,-0.007995314985654645,0.028344839625060562,
1950,-0.011416390159242118,0.026278079994153825,0.025981465447694082,0.03229416933609175,0.4358974358974359,0.05725201091307106,VN,seed82_raw,28,2022-08-05,2022-09-06,0.0018351869122631426,0.02372501297504642,
1952,0.010692862954607474,0.04721174824808259,0.047722033411264436,0.06267872177413665,0.4667008196721312,0.08213851162869343,VN,seed82_raw,29,2022-09-07,2022-10-05,-0.006726875985080261,0.031818145827855915,
1949,0.02875961465284893,0.0535137097351253,0.05509831607341766,0.06611649096012115,0.5238583889173936,0.1308203503884982,VN,seed82_raw,30,2022-10-06,2022-11-03,0.014905838494134294,0.039535545255057515,
734,-0.04149236782122245,0.08119683100376278,0.07796200290322304,0.07550289002247154,0.47956403269754766,0.15952590715776074,VN,seed82_raw,31,2022-11-04,2022-11-15,-0.026517450115943975,0.05023288633674384,
1908,0.0515383487292802,0.04359271643625107,0.045961496047675604,0.05661901552230119,0.48742138364779874,0.1102007084102388,VN,seed82_train_cal,0,2020-04-01,2020-05-04,0.0326268315596242,0.03470574441598728,
1922,0.0013836262039232938,0.03279119731741957,0.03283663094043732,0.04138170855585486,0.49375650364203955,0.058890544171913146,VN,seed82_train_cal,1,2020-05-05,2020-06-02,-0.017790013497225754,0.029219648163416424,
1916,0.002939425553239894,0.036742172262165695,0.03685049153864384,0.048044822411611676,0.4822546972860125,0.07241734629130127,VN,seed82_train_cal,2,2020-06-03,2020-07-01,0.007625712369172422,0.027222078351769596,
1905,0.012366705624594632,0.03343836489366368,0.03385706525295973,0.04551754957064987,0.3916010498687664,0.07755057884083498,VN,seed82_train_cal,3,2020-07-02,2020-07-30,0.018884110296885304,0.021458621736383066,
1910,-0.010105614603695079,0.024889628267555964,0.024640619661659004,0.030774182616733016,0.4293193717277487,0.0869160011337468,VN,seed82_train_cal,4,2020-07-31,2020-08-28,-0.005295287385706837,0.021144762841868215,
1925,-0.005988093523263682,0.021613371162675324,0.021484718658030033,0.02742532235570253,0.48363636363636364,0.0735217763730397,VN,seed82_train_cal,5,2020-08-31,2020-09-29,-0.0009434649941815199,0.020411691372282808,
1927,-0.013898308950127003,0.024976382375461983,0.024634011276066303,0.03149474626407028,0.44421380384016607,0.06304559029935013,VN,seed82_train_cal,6,2020-09-30,2020-10-28,0.00571720812629839,0.022709022398339586,
1906,0.0018904834845301366,0.025091322953812778,0.025138847529888153,0.032207187032327056,0.4758656873032529,0.057734924093668476,VN,seed82_train_cal,7,2020-10-29,2020-11-26,-0.00980895319311026,0.02390670766180847,
1914,0.007047520800897655,0.031446241406956704,0.03166943239048124,0.040379995910916504,0.5120167189132706,0.05001614402012762,VN,seed82_train_cal,8,2020-11-27,2020-12-25,-0.013870710721446411,0.02926335772062885,
1920,-0.006628897256774291,0.04300758070312441,0.0427243652753532,0.05886595875490457,0.5234375,0.05764521273613583,VN,seed82_train_cal,9,2020-12-28,2021-01-26,0.00781493874155803,0.0316741450864356,
1921,0.03562501655435002,0.04876102600246668,0.050562309101223946,0.06453462410718203,0.4737116085372202,0.09706938400507412,VN,seed82_train_cal,10,2021-01-27,2021-03-03,-0.011233941185183838,0.02913283242378384,
1930,-0.011126451364339873,0.025802128411305605,0.025518201384693386,0.0323702550806047,0.41088082901554407,0.06966449221894215,VN,seed82_train_cal,11,2021-03-04,2021-04-01,-0.0006509313969222941,0.021905297003104354,
1929,0.000510141654698204,0.03127504328731448,0.03129100613296032,0.0384998799301684,0.4406428201140487,0.06640440874195738,VN,seed82_train_cal,12,2021-04-02,2021-05-05,0.009263013086085348,0.025298535509500654,
1926,0.0025233297366751284,0.033829660518676974,0.0339152398519218,0.04189598173252307,0.48234683281412255,0.05862897382644661,VN,seed82_train_cal,13,2021-05-06,2021-06-03,0.008609442811848722,0.031983231390768196,
1928,-0.0063386217843000026,0.03194840674987062,0.03174717342481017,0.0405099319294095,0.4642116182572614,0.0712423980513476,VN,seed82_train_cal,14,2021-06-04,2021-07-02,0.0017948297703579419,0.029060739756096153,
1929,-0.013506670943333132,0.043033677642233675,0.04246018193662167,0.05494915791787209,0.4333851736651115,0.0872836169889755,VN,seed82_train_cal,15,2021-07-05,2021-08-02,-0.00024603057711769516,0.032184897828847175,
1939,-0.00016005299597687817,0.03322477634064855,0.03321945946663618,0.0431950947036967,0.43837029396596183,0.06317835704454812,VN,seed82_train_cal,16,2021-08-03,2021-08-31,-0.016072972995006873,0.029969866562169045,
1945,0.009213151740999126,0.02942419562241412,0.029697806015610697,0.035846035885333555,0.47917737789203085,0.06050841039996984,VN,seed82_train_cal,17,2021-09-01,2021-10-01,-0.0008968887795484104,0.0268306899117306,
1946,0.0007378514657754298,0.02596640364754421,0.025985577143728733,0.033283837936323835,0.4486125385405961,0.058358920924949355,VN,seed82_train_cal,18,2021-10-04,2021-11-01,-0.009547628509287032,0.025338988940347917,
1949,0.01999487293927671,0.040487694228068,0.04131375756114722,0.052478581713512544,0.482811698306824,0.060369620303332955,VN,seed82_train_cal,19,2021-11-02,2021-11-30,0.005704932610337776,0.03934467439539731,
1951,0.012709426533416335,0.03534424735698849,0.035799235105514526,0.04523027199320495,0.4935930292157868,0.07996586151154961,VN,seed82_train_cal,20,2021-12-01,2021-12-29,0.02197128298183626,0.031115826845052652,
1931,0.04707430369369259,0.04760142334998818,0.04995292238891125,0.06250644783722237,0.47384774728120144,0.07777186953283101,VN,seed82_train_cal,21,2021-12-30,2022-01-28,0.008364070822252545,0.0384048119885847,
1945,-0.017908996346798656,0.03182685914216564,0.03126690033823252,0.0392954012611881,0.45089974293059126,0.0902941799525322,VN,seed82_train_cal,22,2022-02-07,2022-03-07,-0.023912732759719058,0.02858233281876892,
1951,-0.004586949975247556,0.029788541258312762,0.02965252660214901,0.037592860171571374,0.4490005125576627,0.07090802035596398,VN,seed82_train_cal,23,2022-03-08,2022-04-05,0.0006961440281145759,0.02780804186477326,
1950,0.021314209188601052,0.05465954465907999,0.05584994200617075,0.06712021060520784,0.4774358974358974,0.10488748229474594,VN,seed82_train_cal,24,2022-04-06,2022-05-09,-0.014457357521593384,0.0393175089149736,
1947,0.02345899122158923,0.050702632800675926,0.051920638605952266,0.06565664228983223,0.49922958397534667,0.1337320144588193,VN,seed82_train_cal,25,2022-05-10,2022-06-07,0.014623922590799698,0.03559922953136265,
1951,0.015184101212058598,0.05437002741382457,0.05520831607282162,0.06705378275364637,0.5053818554587391,0.1265851981809973,VN,seed82_train_cal,26,2022-06-08,2022-07-06,-0.014145624319264138,0.0418389905244112,
1949,-0.014864969318901577,0.033011628617532554,0.03252809941768647,0.04231869024224579,0.45561826577732173,0.10027338642560898,VN,seed82_train_cal,27,2022-07-07,2022-08-04,-0.009086802994838106,0.028375532280188055,
1950,-0.011023526949716311,0.02626787283224986,0.025981465447694082,0.0322898851009086,0.4358974358974359,0.06011460870017847,VN,seed82_train_cal,28,2022-08-05,2022-09-06,0.003035694810442635,0.023696478543570272,
1952,0.005358528003747698,0.04746631355883439,0.047722033411264436,0.06310181004228074,0.4667008196721312,0.08624543545603537,VN,seed82_train_cal,29,2022-09-07,2022-10-05,-0.009017653032370232,0.031890547071816405,
1949,0.030303093202390885,0.05342866666615009,0.05509831607341766,0.0660041905939579,0.5238583889173936,0.13736135951233022,VN,seed82_train_cal,30,2022-10-06,2022-11-03,0.012930672297573165,0.03961481612641364,
734,-0.03811089691189107,0.08093320475891233,0.07796200290322304,0.07578958505764603,0.47956403269754766,0.1675021993694465,VN,seed82_train_cal,31,2022-11-04,2022-11-15,-0.02697846577314489,0.0502554462524131,
1908,0.020318487373632288,0.045027627970557656,0.045961496047675604,0.05944493892602622,0.47379454926624737,0.08366748232614692,VN,selected_train_only_portable_ensemble,0,2020-04-01,2020-05-04,0.031673784266891936,0.03473993620136752,ensemble_mean_train_cal
1922,0.008134738162310806,0.032569513545604424,0.03283663094043732,0.041034418519120666,0.5338189386056191,0.06496114406850505,VN,selected_train_only_portable_ensemble,1,2020-05-05,2020-06-02,-0.008526483348582303,0.02895370225305669,ensemble_mean_train_cal
1916,0.005465477185630729,0.0366490860178601,0.03685049153864384,0.04807509685633704,0.4744258872651357,0.07901424591779517,VN,selected_train_only_portable_ensemble,2,2020-06-03,2020-07-01,0.011834335924625794,0.027106630499474704,ensemble_mean_train_cal
1905,0.006814670988384397,0.03362634049262855,0.03385706525295973,0.04598700858186937,0.420997375328084,0.07414130711782149,VN,selected_train_only_portable_ensemble,3,2020-07-02,2020-07-30,0.016409356849254486,0.021512748673558235,ensemble_mean_train_cal
1910,-0.006997191133341074,0.024813034787075597,0.024640619661659004,0.03065819796174765,0.42984293193717277,0.09289024369914765,VN,selected_train_only_portable_ensemble,4,2020-07-31,2020-08-28,-0.0016943576562666873,0.021069023100426423,ensemble_mean_train_cal
1925,0.0022053474177795573,0.021437337389215827,0.021484718658030033,0.02709080930799246,0.4820779220779221,0.09048568762250539,VN,selected_train_only_portable_ensemble,5,2020-08-31,2020-09-29,0.0005044407556509256,0.02038216502405703,ensemble_mean_train_cal
1927,-0.013387496908289664,0.02496379902586341,0.024634011276066303,0.03142516659572721,0.45303580695381424,0.07867327790968352,VN,selected_train_only_portable_ensemble,6,2020-09-30,2020-10-28,0.0003714617075593063,0.022831117114401424,ensemble_mean_train_cal
1906,0.006052402863237827,0.02498669709711976,0.025138847529888153,0.0321894217049703,0.4769150052465897,0.06400426223528771,VN,selected_train_only_portable_ensemble,7,2020-10-29,2020-11-26,-0.0014946816539491703,0.02370987155882176,ensemble_mean_train_cal
1914,0.0206365017734369,0.031015886092791337,0.03166943239048124,0.03995396496029571,0.5292580982236155,0.06084597759087176,VN,selected_train_only_portable_ensemble,8,2020-11-27,2020-12-25,-0.007051051174712164,0.02906652183737606,ensemble_mean_train_cal
1920,-0.012658840977962438,0.043265206221258276,0.0427243652753532,0.0594398090732284,0.5151041666666667,0.05769421732915104,VN,selected_train_only_portable_ensemble,9,2020-12-28,2021-01-26,0.004030376785247314,0.031794962027925075,ensemble_mean_train_cal
1921,0.03861655568360245,0.04860976687632501,0.050562309101223946,0.0645640913862735,0.4737116085372202,0.0825407351003046,VN,selected_train_only_portable_ensemble,10,2021-01-27,2021-03-03,-0.009925359480880802,0.029095133242662996,ensemble_mean_train_cal
1930,-0.01643503784700795,0.02593759399023839,0.025518201384693386,0.032386018277611596,0.42487046632124353,0.08903373800617696,VN,selected_train_only_portable_ensemble,11,2021-03-04,2021-04-01,0.01082701068666403,0.021654032828519125,ensemble_mean_train_cal
1929,0.0008750043379961436,0.03126362636685372,0.03129100613296032,0.03867723108269274,0.45619491964748576,0.07449160125813822,VN,selected_train_only_portable_ensemble,12,2021-04-02,2021-05-05,0.0003882621991739832,0.02552515286952257,ensemble_mean_train_cal
1926,0.005863832444514494,0.03371636656811461,0.0339152398519218,0.04153735772706568,0.5103842159916926,0.05852122620105261,VN,selected_train_only_portable_ensemble,13,2021-05-06,2021-06-03,0.004888743713763688,0.03210326479165815,ensemble_mean_train_cal
1928,0.0011270570728382223,0.031711392548459116,0.03174717342481017,0.040122337712091394,0.4828838174273859,0.07312185734856584,VN,selected_train_only_portable_ensemble,14,2021-06-04,2021-07-02,0.005885803892430985,0.02894163925666362,ensemble_mean_train_cal
1929,-0.004415769419661597,0.04264767630957067,0.04246018193662167,0.054569076746702194,0.4494556765163297,0.08022117225999194,VN,selected_train_only_portable_ensemble,15,2021-07-05,2021-08-02,0.004650818144650626,0.032027332019060856,ensemble_mean_train_cal
1939,0.003872338864344904,0.033090822462690996,0.03321945946663618,0.04284020852064714,0.4363073749355338,0.06288777556451557,VN,selected_train_only_portable_ensemble,16,2021-08-03,2021-08-31,-0.0003405614676519342,0.029505826786771654,ensemble_mean_train_cal
1945,0.007605081178535866,0.029471951790037566,0.029697806015610697,0.035998254735022786,0.4961439588688946,0.06334777216053233,VN,selected_train_only_portable_ensemble,17,2021-09-01,2021-10-01,0.012587060802340289,0.02646923043066636,ensemble_mean_train_cal
1946,0.006111730811749427,0.025826760291238315,0.025985577143728733,0.03333262645173818,0.45580678314491263,0.06692589300003512,VN,selected_train_only_portable_ensemble,18,2021-10-04,2021-11-01,0.00559713106161297,0.024958865324151702,ensemble_mean_train_cal
1949,0.01913512775228765,0.040523213532287626,0.04131375756114722,0.05231839830521494,0.48589020010261674,0.05375030601485771,VN,selected_train_only_portable_ensemble,19,2021-11-02,2021-11-30,0.009029470526743077,0.03921312103047967,ensemble_mean_train_cal
1951,0.014159800574081616,0.03529232507571578,0.035799235105514526,0.04500087536871433,0.48744233726294206,0.07246877546792133,VN,selected_train_only_portable_ensemble,20,2021-12-01,2021-12-29,0.018832567475341122,0.03121568457572721,ensemble_mean_train_cal
1931,0.034303968551887665,0.04823933891020715,0.04995292238891125,0.06400683289393783,0.4940445365095805,0.06504578725519605,VN,selected_train_only_portable_ensemble,21,2021-12-30,2022-01-28,0.0068166165560530345,0.03846474294550717,ensemble_mean_train_cal
1945,-0.019013865306729993,0.03186140496982262,0.03126690033823252,0.03980900107417256,0.4488431876606684,0.08513636110020498,VN,selected_train_only_portable_ensemble,22,2022-02-07,2022-03-07,-0.0180095290033202,0.028417545987758787,ensemble_mean_train_cal
1951,0.0009210283018477039,0.02962521578592714,0.02965252660214901,0.037687727686716244,0.4613018964633521,0.06987366653714268,VN,selected_train_only_portable_ensemble,23,2022-03-08,2022-04-05,1.4679817819995833e-05,0.027827005251310766,ensemble_mean_train_cal
1950,0.017795333984344963,0.05485607363516465,0.05584994200617075,0.0678767008939758,0.5051282051282051,0.10064553009769339,VN,selected_train_only_portable_ensemble,24,2022-04-06,2022-05-09,-0.029721170826401355,0.03990909131243825,ensemble_mean_train_cal
1947,0.02634587586987458,0.05055274390615523,0.051920638605952266,0.06620165929198266,0.4761171032357473,0.1041186091255867,VN,selected_train_only_portable_ensemble,25,2022-05-10,2022-06-07,0.0066859908550463976,0.035886007605586204,ensemble_mean_train_cal
1951,0.00559365797721767,0.05489949963521212,0.05520831607282162,0.06829677219502628,0.48744233726294206,0.10770396101901777,VN,selected_train_only_portable_ensemble,26,2022-06-08,2022-07-06,-0.017886753420993662,0.041993332328274846,ensemble_mean_train_cal
1949,-0.004194443966619277,0.032664536708034576,0.03252809941768647,0.04178686528466642,0.46998460749102106,0.08268221860672254,VN,selected_train_only_portable_ensemble,27,2022-07-07,2022-08-04,-0.0048733678023671345,0.028257050435058773,ensemble_mean_train_cal
1950,-0.005663726860775098,0.02612861737143249,0.025981465447694082,0.03235114335548134,0.4512820512820513,0.0805660237834362,VN,selected_train_only_portable_ensemble,28,2022-08-05,2022-09-06,0.010687933560100449,0.023514595290180306,ensemble_mean_train_cal
1952,0.022684274099099344,0.046639493724796935,0.047722033411264436,0.06214648098102774,0.4984631147540984,0.08757794442620251,VN,selected_train_only_portable_ensemble,29,2022-09-07,2022-10-05,0.0026204337927228094,0.0315227190614678,ensemble_mean_train_cal
1949,0.028582325390645424,0.05352347807493061,0.05509831607341766,0.06756179775111378,0.5115443817342227,0.10411768921521426,VN,selected_train_only_portable_ensemble,30,2022-10-06,2022-11-03,0.01909449587098755,0.03936743863159792,ensemble_mean_train_cal
734,-0.04787523532492899,0.08169445213861765,0.07796200290322304,0.07878602072596551,0.48637602179836514,0.18596082495641134,VN,selected_train_only_portable_ensemble,31,2022-11-04,2022-11-15,-0.05684708859820509,0.05171707472763956,ensemble_mean_train_cal
1869,0.010960134216620232,0.05049254649784417,0.05105208419263363,0.05605494179762901,0.5724986623863029,0.07593095797970442,US,ensemble_mean_raw,0,2020-04-01,2020-04-30,0.008281996376402478,0.03319898417685181,
1869,0.02199981045228816,0.03306863430188969,0.0338125029578805,0.03915679214987904,0.5612627073301231,0.06779531369417306,US,ensemble_mean_raw,1,2020-05-01,2020-06-01,-0.0023008836221718454,0.027785070019308477,
1869,0.011153537380141465,0.03709325274685398,0.03751164022833109,0.04588240568991751,0.5195291599785982,0.06520503675558847,US,ensemble_mean_raw,2,2020-06-02,2020-06-30,0.0059845201158027495,0.024358691123779863,
1869,0.0036767363220341354,0.02502823459217325,0.025120596401393414,0.02969843203900382,0.5580524344569289,0.06274139257640438,US,ensemble_mean_raw,3,2020-07-01,2020-07-30,0.010811131203767088,0.02168906786828302,
1868,0.00521639356402237,0.020681778142170516,0.02079022815451026,0.0248599373124307,0.5551391862955032,0.06306459391652816,US,ensemble_mean_raw,4,2020-07-31,2020-08-28,-0.010548898792819728,0.019918803707696497,
1869,0.0018346571103005083,0.0287619203038048,0.028814785555005076,0.03281628437107429,0.4986623863028357,0.09235366330130688,US,ensemble_mean_raw,5,2020-08-31,2020-09-29,-0.011127349174905099,0.020280392025597394,
1869,-0.005878154154056459,0.02686526331817731,0.026708268001675608,0.031233611330389977,0.5157838416265382,0.05255786560321475,US,ensemble_mean_raw,6,2020-09-30,2020-10-28,0.006982453774647124,0.018679153796983886,
1867,0.015282673578421058,0.030639396473998205,0.031114915572106844,0.03648539112182334,0.5725763256561328,0.056762933455850054,US,ensemble_mean_raw,7,2020-10-29,2020-11-27,0.0027600980606730108,0.026724651583936068,
1869,0.0014617983831560766,0.018637301193666647,0.018664585053920747,0.022167911485303195,0.5082932049224184,0.0803402120213925,US,ensemble_mean_raw,8,2020-11-30,2020-12-29,0.01272795219333156,0.016757323034107686,
1869,-0.0009095887178378614,0.026780214242171498,0.026755877397954465,0.031358820782043044,0.4826110219368646,0.05993508059866645,US,ensemble_mean_raw,9,2020-12-30,2021-01-29,-0.006544669307476658,0.021566159039502965,
1869,0.010510566182627912,0.024249906261684374,0.024507493898272517,0.029258641100022943,0.5366506153023007,0.05544244607544236,US,ensemble_mean_raw,10,2021-02-01,2021-03-02,-0.003376968837771388,0.020606602088082585,
1869,0.0033200257955117163,0.02441620745812543,0.024497539922595023,0.027809012925717982,0.57035848047084,0.07183880108310324,US,ensemble_mean_raw,11,2021-03-03,2021-03-31,-0.005835259263849979,0.021856021892745048,
