split,mae,rmse,directional_accuracy,thresholded_directional_accuracy
train,0.016630344092845917,0.024515345692634583,0.4306416177195893,0.49943828456992134
val,0.012685457244515419,0.018430130556225777,0.4435750547249779,0.49023110416434074
test,0.01695290580391884,0.024447403848171234,0.4588470253869493,0.4954177417919744
