variant,rel_score_mean,rel_score_std,q90_abs_error_mean,directional_accuracy_mean,pred_actual_q90_ratio_mean,n_seeds
stage2_static_error_riskaux,0.025481238342413965,0.007239849323126463,0.0481152373055617,0.5044420547605261,0.2042894015709559,3
stage1_hetero,0.02535337958701278,0.005267117082280545,0.048396856834491096,0.5027821435464748,0.16083246966203055,3
