strategy,n_seeds,rel_score_mean,rel_score_std,daily_max_mean,daily_max_std,spike_days_ge_8pct_mean,spike_days_ge_8pct_std,directional_accuracy_mean,directional_accuracy_std,pred_actual_q90_ratio_mean,pred_actual_q90_ratio_std
ar1,3,-0.00142116024628558,0.0021887458361626957,0.07869313872724565,0.002690841239681569,0.6666666666666666,1.1547005383792517,0.47856177792483523,0.0017107079072755313,0.09277097621288144,0.015269391648666466
momentum_20,3,-0.08679880438263347,0.0023206842307999668,0.11041335026787275,0.005124059549393699,21.333333333333332,1.5275252316519468,0.456900212314225,0.001514955177694816,0.3654936940905656,0.005955765390418915
momentum_5,3,-0.06476601682758343,0.004767586545010187,0.11243628175454047,0.005162739519895528,17.333333333333332,1.5275252316519465,0.4738853503184713,0.0010261260456587372,0.3516945174538199,0.009766653943694803
oracle,3,0.21577609249371033,0.0023496161474070862,0.07913726395733334,0.003731288766956654,0.3333333333333333,0.5773502691896258,0.6431356329445501,0.0008638316155160883,0.5123862797594084,0.0038447700125873777
shrunk_ar1,3,-0.0009731435383514656,0.0017483834364502202,0.07852604123708741,0.002403629195323743,0.6666666666666666,1.1547005383792517,0.4774367882648138,0.0024370970308424645,0.09199214149388009,0.015632063606108346
zero,3,-0.0037606092030343743,0.0028912152641437155,0.0792162218,0.001324194930264586,0.3333333333333333,0.5773502691896258,0.47131552099704965,0.004724926836110911,0.0992068603602856,0.016657560138503075
