coverage,rel_score,q90,q95,share_gt035,share_gt050,DA
0.5000082719827943,0.0035162602733633808,0.03496229648590088,0.04873507469892502,0.09965919994706018,0.04734804618998776,0.4860205803527115
0.6,0.0061543172926196155,0.03649589419364929,0.05077407509088516,0.10794937546529904,0.05192047867207103,0.4920451098795048
0.6999917280172058,0.005531706202101749,0.03856377676129341,0.05392339825630188,0.1187870766467349,0.058991751553969414,0.49667935052350454
0.7500041359913971,0.006409779374984548,0.03950084373354912,0.055700305849313736,0.1244981691445714,0.06280054705077867,0.49746327259893236
0.8,0.007162298557780944,0.040483810007572174,0.05710728466510773,0.129994209612044,0.06650674166597734,0.5012407974191414
0.8499958640086028,0.00585161223229036,0.041625555604696274,0.05852657929062843,0.13558332360154152,0.0708279808478337,0.503094709797968
0.8999917280172057,0.00728802722721833,0.042888812720775604,0.05968650430440903,0.14204044117647058,0.07558823529411765,0.5055698529411765
0.9499875920258086,0.013213833120486407,0.04482089728116989,0.06059456244111061,0.15130089512730313,0.08198948138344189,0.5099439239315942
1.0,0.048545571084685046,0.04664864018559456,0.06212157383561134,0.16342129208371248,0.08753412192902639,0.5182728099925552
