run_name,sector,stocks,feature_columns,best_lstm_model,best_lstm_val_rel_score,best_lstm_test_rel_score,lstm_test_rel_score,lstm_test_directional_accuracy,lstm_backtest_final_equity,lstm_backtest_trade_count,lstm_backtest_threshold,run_dir
sector_bat_ong_san_return_w5,Bất động sản,"KOS,DXG,TCH","vwap_gap,momentum_20,close_position,alpha_sector,vingroup_momentum,vnindex_return,a_d_ratio,day_of_week,rsi_14",lstm_signmag,0.010039912242913784,-0.0029805613659836805,-0.01120482585094118,0.46919431279620855,1.5959735659339267,111,0.005,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/sector_bat_ong_san_return_w5
