variant,rel_score_mean,rel_score_std,q90_abs_error_mean,directional_accuracy_mean,pred_actual_q90_ratio_mean,n_seeds
stage2_static_error_riskaux,0.028764246669274574,,0.04788702726364136,0.5076515840847051,0.22902309894561768,1
stage1_hetero,0.019603130686455694,,0.04890599474310875,0.5054181487302506,0.15246358513832092,1
