model,combined_val_rel_score,combined_test_rel_score,combined_val_directional_accuracy,combined_test_directional_accuracy,residual_val_rel_score,residual_test_rel_score
residual_seed_52,-0.006561440858947609,0.010286004250833702,0.4418604651162791,0.449438202247191,0.008243276171215785,0.013280988142084116
residual_seed_62,-0.026941930156822114,0.017115911651844007,0.4236602628918099,0.4641313742437338,-0.02528228086174189,0.000604995550892995
residual_seed_42,-0.0298006968359541,0.014843550155123397,0.43377148634984836,0.4788245462402766,-0.009830176696638437,-0.00025043117592815634
