run_name,model_name,market,codes_path,requested_codes,accepted_codes,sector_count,unknown_sector_share,test_rows,test_codes,stock_identity_enabled,known_code_share,known_row_share,rel_score,directional_accuracy,error_q2,error_q8,error_mean,error_std,filled_feature_columns,days,mean_spearman_ic,ic_t_stat,positive_ic_days,mean_top_bottom_return,quartile_equity,quartile_hit_rate,quartile_max_drawdown
broad_signmag_portable_no_identity_20260428_allvn_r01,lstm_seed_52,JP,market_lists/jp50.txt,50,26,1,1.0,21366,26,False,0.0,0.0,-0.0026798817941786623,0.4932438772637703,-0.013623402640223502,0.011915321834385397,-0.0006863566813990474,0.02068966068327427,['sector_momentum_rank_pct'],823,0.015126288800369316,1.622335321394085,0.5273390036452005,0.0004180365619069997,1.3159717100856538,0.5103280680437424,-0.21764821552941127
