preset,expert_run,expert_model,market_model,method,weight_expert,code_count,overlap_codes,agreement_rate,val_rows,test_rows,committee_val_rel_score,committee_test_rel_score,expert_val_rel_score_overlap,expert_test_rel_score_overlap,market_val_rel_score_overlap,market_test_rel_score_overlap,summary_path
fnb,mini_tpdouong_g06_uncertainty_sidecar,lstm_best_by_val,lstm_signmag_best_by_val,agree_only,0.15,4,"KDC,SAB,SBT,VNM",0.6602007253099434,997,1165,0.023285427132128556,0.04932071562386653,0.021012648466806727,0.05048465575862915,0.012274681756143657,0.017204385786431353,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/committee_experiments/confirm_vn100_fnb_committee_20260408_235445_r01__committee__fnb/best_committee_summary.json
