preset,expert_run,expert_model,market_model,method,weight_expert,code_count,overlap_codes,committee_val_rel_score,committee_test_rel_score,stable_weight_min,stable_weight_max,stable_weight_count,stable_test_rel_score_median,expert_test_rel_score_overlap,market_test_rel_score_overlap,committee_gain_vs_expert_test,committee_gain_vs_market_test,rotation_active,summary_path
fnb,mini_tpdouong_g06_uncertainty_sidecar,lstm_best_by_val,lstm_signmag_best_by_val,agree_only,0.15,4,"KDC,SAB,SBT,VNM",0.023285427132128556,0.04932071562386653,0.15,0.9,5,0.05163991406482915,0.05048465575862915,0.017204385786431353,-0.00116394013476262,0.032116329837435176,1,/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/reports/committee_experiments/confirm_vn100_fnb_committee_20260408_235445_r01__committee__fnb/best_committee_summary.json
