error,base
0.02823910117149353,0.0274527445435524
0.045872300514020026,0.04453255981206894
0.01122602543910034,0.01085501816123724
0.0019129157299175858,0.0030661411583423615
0.00018660649948287755,0.0
-0.011770592740504071,-0.011915269307792187
-0.06370271509513259,-0.06462882459163666
-0.030963594193053723,-0.030953424051404
-0.033283366821706295,-0.03468810394406319
0.019564337242627516,0.01929660700261593
-0.008191209053620696,-0.01099894568324089
0.046265728247817606,0.0461135096848011
0.021112263668328524,0.017709923908114433
0.025815778019023128,0.02559415064752102
-0.010841234819963574,-0.009730207733809948
0.005632051208522171,0.00555055495351553
-0.0037822085432708263,-0.0043077836744487286
0.004800548427738249,0.004466279409825802
0.028880441328510642,0.02819632925093174
0.020178984676022083,0.019543487578630447
-0.0011715955106410547,-0.0011857121717184782
-0.0115731096266245,-0.011607660911977291
-0.005278302202896157,-0.005267778877168894
-0.01473650150001049,-0.01617450639605522
-0.03814634750597179,-0.03948913514614105
-0.04554257442941889,-0.0461900569498539
-0.02148726850282401,-0.022021116688847542
0.0036270433338359,0.002139691263437271
0.0015764158451929688,0.0
0.009989031124860048,0.007850092835724354
0.002374820498516783,0.0022876316215842962
0.035046026576310396,0.0337754487991333
0.019088054497842677,0.018990343436598778
0.0017500723770353943,0.0021302495151758194
-0.03196840174496174,-0.032671939581632614
-0.03843962505925447,-0.03829403966665268
-0.05234340485185385,-0.052991192787885666
-0.049519128049723804,-0.05058605968952179
-0.041347270365804434,-0.044347282499074936
-0.006742122699506581,-0.007054673507809639
0.006986587657593191,0.006010396406054497
0.02480233571259305,0.023856209591031075
0.0232252795540262,0.023575004190206528
0.019531799713149667,0.02002260647714138
0.009369194689497817,0.009256304241716862
-0.004076333832927048,-0.0034705789294093847
-0.0016563868266530335,-0.0023745449725538492
-0.0027539507718756795,-0.003478810889646411
-0.026002658938523382,-0.0254867821931839
-0.023830659862142056,-0.024278007447719574
-0.03364430530928075,-0.034592192620038986
-0.01044257795001613,-0.010558804497122765
-0.01988792954944074,-0.021304277703166008
-0.017845843234681524,-0.01808021031320095
-0.03539741231361404,-0.035954687744379044
-0.023388635541778058,-0.02426055260002613
-0.01650938089005649,-0.017073987051844597
-0.0015052207745611668,-0.0037465940695255995
0.02245956100523472,0.019925067201256752
0.017656812589848414,0.017370572313666344
0.02027898040250875,0.019999999552965164
-0.026004973507951945,-0.02671564556658268
-0.02545296715106815,-0.02427184395492077
-0.024486492962751072,-0.02446790598332882
-0.02501926289005496,-0.02504717744886875
-0.02373242483008653,-0.02504717744886875
-0.021971649781335145,-0.02250472456216812
0.005881836928892881,0.005102938506752253
0.0076033888617530465,0.006334682460874319
0.01891443459317088,0.017926186323165894
0.013800120315863751,0.014005602337419987
0.005811935756355524,0.0064696623012423515
-0.02450989099452272,-0.02520718239247799
-0.001835513801779598,-0.0024171271361410618
0.026251910836435854,0.025191104039549828
0.04722222179407254,0.04658165201544762
0.03096655593253672,0.03392177075147629
0.049397374139516614,0.04948313906788826
0.05981531069846824,0.060416314750909805
0.013011629809625447,0.012219618074595928
-0.021793371415697038,-0.022444695234298706
-0.030807621049461886,-0.030322374776005745
0.00139359942113515,0.001157598802819848
0.001289302483201027,0.0
-0.016802222368824005,-0.01678735949099064
0.00982077959633898,0.009745622985064983
0.011142193601699546,0.010901883244514465
0.007169558812165633,0.007034189533442259
0.00765254779253155,0.007189542520791292
0.021308518837031443,0.021405229344964027
0.035087996744550765,0.03423101827502251
0.02056131203426048,0.019836826249957085
0.02308845496736467,0.02335626259446144
-0.03917684138286859,-0.03999999910593033
0.008416691474849358,0.00800000037997961
0.031866190605796874,0.030795685946941376
0.07445275760255754,0.07385621219873428
-0.032201889087446034,-0.034080300480127335
-0.07735207748191897,-0.07734303921461105
-0.0686625210873899,-0.06877662986516953
0.00444963073823601,0.003866602201014757
0.01891572546446696,0.01808021031320095
0.01605591911356896,0.014379085041582584
-0.019071401373366825,-0.018937570974230766
-0.012592297978699207,-0.011947045102715492
-0.0021791805411339737,-0.0022551545407623053
0.007513134594773874,0.007197775412350893
0.01611509930808097,0.014379085041582584
0.032624164887238294,0.03212786465883255
0.045624787409906276,0.04547669366002083
0.043675837165210396,0.04397551715373993
0.003340183655382134,0.003441263921558857
-0.016441205458249897,-0.016001243144273758
-0.014435048535233364,-0.01481252908706665
-0.0018278551287949085,-0.0023382697254419327
0.010813898785272613,0.010419955477118492
0.015545963309705257,0.01392325758934021
0.009972832864150405,0.009218749590218067
0.026563996565528214,0.025312500074505806
0.014180809783283621,0.01360848918557167
0.013582571584265679,0.013779222965240479
-0.00466030091047287,-0.006705272942781448
-0.010964702421915717,-0.011124657467007637
-0.02741519478149712,-0.028252901509404182
-0.016304504708386958,-0.0168763417750597
0.0009262454113923013,0.0
0.027361768763512373,0.025616846978664398
0.03900781097900108,0.039013732224702835
0.026897721458226442,0.02727692946791649
0.019633420801255852,0.02022678591310978
-0.007390541984932497,-0.007659957744181156
-0.009785401809494942,-0.010051005519926548
-0.008258554618805647,-0.008861520327627659
-0.0011462033071438782,-0.001210837042890489
-0.007889748667366803,-0.008940748870372772
-0.0007464425871148705,-0.002121533500030637
-0.001452550757676363,-0.002121533500030637
0.006053344171959907,0.005657492205500603
-0.003790618822677061,-0.0034927865490317345
0.00028855432174168527,0.0
0.00057739217299968,0.0
-0.00014234955597203225,0.0
-0.006715978845022619,-0.007896735332906246
-0.007697944540268509,-0.0077542951330542564
-0.004053092445246875,-0.005486132111400366
-0.0007507427362725139,-0.002296035410836339
-0.00682177808630513,-0.0068954951129853725
-0.023509958875365555,-0.02375114895403385
-0.02207450577407144,-0.02255292981863022
-0.01564673485700041,-0.01589260995388031
0.0073774647898972034,0.006906294263899326
0.0017291066469624639,0.0010987286223098636
-0.004934983444400132,-0.005801191553473473
-0.01169570948695764,-0.012626656331121922
-0.0039322610828094184,-0.004546879790723324
0.001437448663637042,0.0
0.0015541772299911827,0.0011051468318328261
0.017658390366705135,0.017325563356280327
0.03223859972786158,0.032644692808389664
0.03541940980358049,0.03485254570841789
0.08748769358498976,0.08685555309057236
0.08194588270271197,0.08109346032142639
0.1003124578128336,0.10012191534042358
0.04501355066895485,0.04401709511876106
0.03658034988620784,0.036445826292037964
0.006407616368960589,0.006095027085393667
-0.007270849484484643,-0.006958657409995794
-0.016717701277229935,-0.01717323064804077
-0.013899970566853881,-0.014181467704474926
-0.022847454180009663,-0.023358065634965897
-0.014008316793479025,-0.015254472382366657
-0.008047180890571326,-0.008240223862230778
0.0018730289302766323,0.0009848058689385653
3.006670158356428e-05,-0.0011266019428148866
-0.009818095713853836,-0.010421067476272583
-0.030023375991731882,-0.031061138957738876
-0.03106198294699425,-0.0311574786901474
-0.02035219472600147,-0.021061619743704796
-0.00389314373023808,-0.005366985686123371
-0.014911819947883487,-0.01717112958431244
-0.013889947556890547,-0.014973106794059277
-0.011468672135379165,-0.011812746524810791
0.0028195090126246214,0.0022209060844033957
0.0004995675990357995,-0.001033057807944715
0.0017630666261538863,0.0011806375114247203
0.004374183947220445,0.002215984743088484
0.003658332396298647,0.002215984743088484
-0.006158434436656535,-0.005454009398818016
-0.008903827227186412,-0.00987617950886488
-0.00858534875442274,-0.008696934208273888
-0.025666443165391684,-0.02623388171195984
-0.05376469006296247,-0.05478636175394058
-0.062261195824248716,-0.06260222941637039
-0.058841046382440254,-0.05844748765230179
-0.02500898903235793,-0.025673333555459976
-0.014691980031784624,-0.015228426083922386
0.0005391362356022,-0.001131587428972125
-0.0009145439835265279,-0.00226317485794425
-0.004679106874391437,-0.005798968952149153
0.00513167554163374,0.004693316295742989
0.01043628272600472,0.009559299796819687
0.02217305439990014,0.02138690836727619
0.007098595116985962,0.007248711306601763
0.005320813390426338,0.00465414859354496
-0.003265877690864727,-0.0034898477606475353
-0.0159436171525158,-0.016472093760967255
-0.012082066619768739,-0.012939296662807465
-0.03203407651744783,-0.03167780861258507
-0.0005746447131969035,-0.001300813048146665
0.010122171137481928,0.008415601216256618
0.046632194716949016,0.046029917895793915
0.03876790963113308,0.035981763154268265
0.020314935536589473,0.021184399724006653
-0.0024819127575028688,-0.002200220013037324
-0.00246304995380342,-0.003457488492131233
-0.0037810012290719897,-0.003457488492131233
0.0166413935367018,0.016207275912165642
0.039516008910140954,0.039583660662174225
0.016577104077441618,0.016243495047092438
0.00038268190110102296,0.0
-0.04736540437443182,-0.04702669754624367
-0.020074179919902235,-0.01939789019525051
-0.013334592105820775,-0.01718873530626297
0.0230699866078794,0.018783826380968094
0.018570457119494677,0.015192276798188686
0.003346781828440726,0.002365557476878166
-0.006802907395467628,-0.006874999962747097
-0.008246020646765828,-0.005767731927335262
-0.0021493219101103023,-0.0023599748965352774
0.017739858478307724,0.016205159947276115
0.001870866457466036,0.002351834438741207
-0.0012486062478274107,0.0
-0.018704330490436405,-0.01826908253133297
0.002478926457115449,0.0023463163524866104
0.0019210533937439322,0.0012616306776180863
-0.023019699365249835,-0.023182462900877
-0.04396599002939183,-0.04385143518447876
-0.06106782314600423,-0.0604819655418396
-0.03698018449358642,-0.03810139000415802
-0.02730481931939721,-0.032479189336299896
-0.0056891029817052186,-0.004861693363636732
-0.0018216943135485053,-0.0036925142630934715
0.001009404455544427,0.001349527621641755
0.009270090376958251,0.006233153864741325
0.0053199902176856995,0.004885444883257151
-0.06546595221152529,-0.06469002366065979
-0.055348991765640676,-0.05558345839381218
-0.05433750889460498,-0.05431684851646423
-0.043208791001234204,-0.043768011033535004
-0.050297487527132034,-0.05885481461882591
-0.060972634877543896,-0.06151391565799713
-0.023985382169485092,-0.02919570542871952
-0.027148015331476927,-0.034658126533031464
-0.04388468689285219,-0.045901019126176834
-0.08388838870450854,-0.08731082826852798
-0.14662591833621264,-0.1453658491373062
-0.192627632769927,-0.19263511896133423
-0.06974916765466332,-0.07355441898107529
0.028680076356977224,0.026940640062093735
0.09335724543780088,0.08484551310539246
-0.054399369517341256,-0.05598898604512215
-0.10198405338451266,-0.0984882190823555
-0.0842782324180007,-0.08657323569059372
0.03650785586796701,0.034273214638233185
0.12763088382780552,0.12182490527629852
0.20603251305874437,0.20440484583377838
0.20969142019748688,0.2129259705543518
0.11514793359674513,0.11848758161067963
0.010594740975648165,0.016642695292830467
-0.03982947766780853,-0.03855841979384422
-0.01563854329288006,-0.01454402506351471
0.00857053545769304,0.010307194665074348
0.00364299607463181,0.0030229745898395777
0.006521042960230261,0.007379337679594755
0.01001659277244471,0.010402080602943897
0.005081800976768136,0.00743419723585248
-0.04610811633756384,-0.045337557792663574
-0.029805674450471997,-0.027717282995581627
-0.044352865137625486,-0.0440765842795372
-0.0077558355405926704,-0.01368726696819067
-0.03164236119482666,-0.030136428773403168
-0.021883199835428968,-0.021489672362804413
0.005795594304800034,0.006097560748457909
-0.015234963335387874,-0.015326474793255329
0.05360804992960766,0.05330490320920944
0.041387447650777176,0.04158829525113106
0.11725445790216327,0.11471215635538101
0.09714932835959189,0.09716599434614182
0.08511059358716011,0.08747993409633636
0.005855567287653685,0.007077276241034269
-0.04011350474320352,-0.03948339447379112
-0.0278948659542948,-0.02601476013660431
0.005556472693569958,0.007027540355920792
0.03621748025761917,0.036688435822725296
0.07771692326059565,0.07690850645303726
0.08667620760388672,0.08468502759933472
0.044371554686222225,0.045210301876068115
-0.0048284007934853435,-0.0038698329590260983
-0.020727339200675488,-0.020518170669674873
-0.02369232329510851,-0.023577379062771797
-0.022231178358197212,-0.023485785350203514
0.0012181006604805589,0.002662879414856434
0.05736729386262596,0.05882352963089943
0.03973037865944207,0.03743218630552292
0.017052009625331266,0.016997167840600014
-0.020423185284016654,-0.020233195275068283
-0.008349807118065655,-0.00644936366006732
0.00024653878062963486,-0.001218662946484983
0.0003768939059227705,0.0014000700321048498
0.0017631103401072323,0.002456140238791704
-0.01802015397697687,-0.016733484342694283
-0.03534270846284926,-0.03355470299720764
-0.09595996449934319,-0.09677983820438385
-0.02091581547028909,-0.02091827616095543
0.020055462140589952,0.013381554745137691
0.09335356336669065,0.0930052325129509
0.026113344356417656,0.021365199238061905
0.027749381493777037,0.03015703149139881
0.016348919831216335,0.015600071288645267
-0.010232123895548284,-0.010459138080477715
-0.03747714660130441,-0.03568335250020027
-0.02735947334440425,-0.02705533243715763
-0.022342672251397744,-0.022572554647922516
0.001773609546944499,0.0
0.01798969425726682,0.017222819849848747
0.04015894886106253,0.039222873747348785
0.034766378812491894,0.030537093058228493
0.052194128395058215,0.05079365149140358
0.048462252132594585,0.05079365149140358
0.03328939876246295,0.03329266235232353
0.00019851874094456434,0.0
-0.017848781310021877,-0.017287680879235268
-0.01573578259558417,-0.016194332391023636
-0.0036744309873029124,-0.0036925142630934715
0.020054813474416733,0.02134927362203598
0.031237497518304735,0.030349794775247574
0.0005800318322144449,0.0
-0.023145786806708202,-0.023411370813846588
-0.0328688487643376,-0.03311699256300926
-0.03725447021133732,-0.03739892318844795
-0.004655019758502021,-0.0051369862630963326
