Date,net_return
2020-04-01,0.02696454513259226
2020-04-03,0.053968911832198464
2020-04-06,0.01110904058441514
2020-04-07,0.010478591434657559
2020-04-08,0.0153317792899906
2020-04-09,-0.0056707028066739
2020-04-10,0.00915745299076658
2020-04-13,0.00933375838678326
2020-04-14,0.01959407598711546
2020-04-15,0.00558778439881274
2020-04-16,0.017655192968454157
2020-04-17,0.009360296716913541
2020-04-20,-0.0438002829905599
2020-04-21,0.014249691837467198
2020-04-22,0.00360068372450766
2020-04-23,0.00038069393020125997
2020-04-24,0.00017406992148605999
2020-04-27,0.00077278913464396
2020-04-28,0.007327513730851901
2020-04-29,-0.015615372513420822
2020-05-04,0.0005638539304025402
2020-05-05,0.021395212266594122
2020-05-06,0.01536802917718882
2020-05-07,0.00789490658091376
2020-05-08,0.01782125131692734
2020-05-11,0.014835665726568501
2020-05-12,0.01208332108333702
2020-05-13,-0.00202558758202938
2020-05-14,-0.02128335330635302
2020-05-15,0.01313133101910346
2020-05-18,0.01027817828347902
2020-05-19,-0.00018882946277034
2020-05-20,0.0049820360913872
2020-05-21,0.0027017771825194404
2020-05-22,0.02812351598171512
2020-05-25,0.01586549840401854
2020-05-26,-0.02276847796048964
2020-05-27,0.00710556574165816
2020-05-28,0.011106366694439141
2020-05-29,0.0242017017677426
2020-06-01,-0.01036538427812044
2020-06-02,0.018829697005897723
2020-06-03,0.018384389487560802
2020-06-04,0.026213248854037318
2020-06-05,0.01547299467260014
2020-06-08,-0.00809768617153164
2020-06-09,-0.0083804554585367
2020-06-10,-0.05293371775187546
2020-06-11,0.0010027608741074547
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-22,0.0003816229058429799
2020-06-23,-0.02105157870333638
2020-06-24,0.00530828444287176
2020-06-25,-0.007270551058463701
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-06,0.0004828635510057399
2020-07-07,0.00584401287138456
2020-07-08,0.020962834362871878
2020-07-09,0.00316093940753484
2020-07-10,-0.00594966568285598
2020-07-13,-0.0033207568293437
2020-07-14,0.00230741367209704
2020-07-15,0.0018699399684555802
2020-07-16,-0.0049242394190840005
2020-07-17,-0.01917981941252942
2020-07-20,0.008223700823727939
2020-07-21,-0.0002540247887372997
2020-07-22,0.00039209127891808027
2020-07-23,-0.043307131603360124
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
2020-08-03,0.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-10,0.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,0.0
2020-08-14,0.0
2020-08-17,0.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,0.0
2020-08-21,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-31,0.0064115535598248
2020-09-01,0.0088514859741553
2020-09-03,-0.0017156625026837
2020-09-04,-0.00656780484365298
2020-09-07,0.01118388100760056
2020-09-08,0.00533185423118988
2020-09-09,0.0032339500216766797
2020-09-10,-0.00068752810708244
2020-09-11,0.008951482984703
2020-09-14,-0.0006979463063180398
2020-09-15,-0.00088235525414346
2020-09-16,0.0006401481339707801
2020-09-17,0.004076951879542259
2020-09-18,0.007562138531357
2020-09-21,0.00081460424698892
2020-09-22,0.0076007661456241795
2020-09-23,-0.00359931027516718
2020-09-24,-0.00202732991892842
2020-09-25,0.004504056661389739
2020-09-28,-0.004833358488976902
2020-09-29,0.00969008696697648
2020-09-30,0.012233350523806485
2020-10-01,-0.002077479544152226
2020-10-02,0.009878998840570924
2020-10-05,-0.00029352149205429427
2020-10-06,-0.001895482141909834
2020-10-07,-0.0026573854973133172
2020-10-08,0.0025853325906670097
2020-10-09,-0.0038096835456727144
2020-10-12,0.0010964267266619203
2020-10-13,0.0001344210927650534
2020-10-14,0.00012379509398646523
2020-10-15,0.00439592773202934
2020-10-16,0.005004882723839394
2020-10-19,0.002397454939007395
2020-10-20,-0.007187261167475916
2020-10-21,0.005462303130425701
2020-10-22,0.001662182448792114
2020-10-23,-0.009738219363902309
2020-10-26,-0.006132744836776724
2020-10-27,-0.016349209730257486
2020-10-28,0.001162600618615127
2020-10-29,0.0006437250137037188
2020-10-30,0.0027181925838156524
2020-11-02,0.006056426683151856
2020-11-03,0.004232150516870258
2020-11-04,-0.0020623824200148816
2020-11-05,0.001351461354877035
2020-11-06,0.010094777186215443
2020-11-09,0.0019783710956683383
2020-11-10,0.0001659597011288642
2020-11-11,0.002625838117700757
2020-11-12,0.00045266768698805934
2020-11-13,-0.004301035374033834
2020-11-16,0.007614312973425133
2020-11-17,0.0036315223162052936
2020-11-18,0.004305980057486169
2020-11-19,0.0015050355780674488
2020-11-20,0.0035291088876676746
2020-11-23,-0.0004912701419397915
2020-11-24,0.00016964316589651764
2020-11-25,0.0015116407867704388
2020-11-26,0.002760009638311707
2020-11-27,-0.00352948753722008
2020-11-30,0.006701244870200721
2020-12-01,0.00989194143563504
2020-12-02,0.00954786253860214
2020-12-03,0.00529093298129734
2020-12-04,0.00434728469466784
2020-12-07,0.002988584721460917
2020-12-08,0.01188942753942678
2020-12-09,-0.01325394925661382
2020-12-10,0.013372148745693199
2020-12-11,0.006312857817299599
2020-12-14,-0.003771948515786744
2020-12-15,0.0122259330481756
2020-12-16,-0.00243452518014236
2020-12-17,0.01586003974778572
2020-12-18,0.01576354101300234
2020-12-21,0.01425020156428212
2020-12-22,-0.00518730741925536
2020-12-23,-0.01032910726964468
2020-12-24,0.0165122714429162
2020-12-25,0.003496290387548484
2020-12-28,0.0118629343635402
2020-12-29,0.0073610774800181
2020-12-30,-0.0005389054166153199
2020-12-31,0.015239932409021962
2021-01-04,0.0083728050021454
2021-01-05,0.0013959136721678
2021-01-06,0.01106413733214134
2021-01-07,0.0020766609138808873
2021-01-08,0.008368719858117341
2021-01-11,0.00914653111249204
2021-01-12,-0.01077486455241216
2021-01-13,0.0012594219110905998
2021-01-14,0.01196765740984114
2021-01-15,0.0042846012162044795
2021-01-18,-0.04528669689781958
2021-01-19,0.0055900203040801
2021-01-20,0.0254801307059824
2021-01-21,0.012611336024710859
2021-01-22,0.00404610363300888
2021-01-25,-0.025972163118421997
2021-01-26,-0.04577181570574636
2021-01-27,0.0
2021-01-28,0.0
2021-01-29,0.0
2021-02-01,0.0
2021-02-02,0.0
2021-02-03,0.0
2021-02-04,0.0
2021-02-05,0.0
2021-02-08,0.0
2021-02-09,0.0
2021-02-17,0.0017817265258669559
2021-02-18,0.00597201616712718
2021-02-19,0.0007597837289616292
2021-02-22,0.002824273348043976
2021-02-23,-0.007690521876181514
2021-02-24,0.002162433184282854
2021-02-25,0.003830673703476684
2021-02-26,0.012888239687707664
2021-03-01,0.0006609460149750845
2021-03-02,0.004604296312230832
2021-03-03,-0.015583542341801359
2021-03-04,0.007028789506089326
2021-03-05,0.006764566415830915
2021-03-08,-0.00359678792931717
2021-03-09,0.00032750271460563456
2021-03-10,0.008564917912576343
2021-03-11,0.0032851405843496444
2021-03-12,0.002463815076147825
2021-03-15,-0.006555278880131952
2021-03-16,0.005221584952480574
2021-03-17,0.003209820877932736
2021-03-18,0.000392104991126746
2021-03-19,-0.005341308965715891
2021-03-22,-0.008753354105221621
2021-03-23,-0.01792666675959881
2021-03-24,-0.0017028774810984404
2021-03-25,-0.0013464788241724268
2021-03-26,0.008009706123566633
2021-03-29,0.00663287035959765
2021-03-30,0.003934173274470165
2021-03-31,0.012249533048122131
2021-04-01,-0.0003946481977380744
2021-04-02,-0.0055926442259930445
2021-04-05,-0.001102440600066622
2021-04-06,0.00345539675020013
2021-04-07,-0.0006505840200711719
2021-04-08,0.0009432799764116434
2021-04-09,0.004007599707406435
2021-04-12,-0.009970039406987409
2021-04-13,0.0034749405145866608
2021-04-14,-0.004801249881727658
2021-04-15,-0.007501307096484055
2021-04-16,0.0073709753985639
2021-04-19,-0.0011152288297765923
2021-04-20,-0.012168132220696438
2021-04-22,0.012334722314784496
2021-04-23,-0.005599669899346752
2021-04-26,0.00035711751573664106
2021-04-27,0.0042992004299912895
2021-04-28,0.004060172344343485
2021-04-29,-0.005191874378491455
2021-05-04,0.003390592131763624
2021-05-05,0.00029807436954089117
2021-05-06,0.003926900023421745
2021-05-07,0.011792489376107794
2021-05-10,0.00010176751175895537
2021-05-11,0.006314953051940482
2021-05-12,-0.00028460622600420577
2021-05-13,0.00024308111102100483
2021-05-14,-0.005773954012934754
2021-05-17,-0.0008751102466822781
2021-05-18,0.0066701451116350325
2021-05-19,0.0038759462362387897
2021-05-20,0.002262313519774277
2021-05-21,0.007093388580971674
2021-05-24,0.010388050941768418
2021-05-25,0.008177667225070984
2021-05-26,-0.004690330600743938
2021-05-27,0.019631081400170506
2021-05-28,0.020962010564044384
2021-05-31,0.004605220763846374
2021-06-01,0.004192178104867748
2021-06-02,0.01977711378800568
2021-06-03,0.0032883971435338794
2021-06-04,-0.007967925320760653
2021-06-07,-0.02465139488967844
2021-06-08,0.007754053192783706
2021-06-09,-0.003729640757432524
2021-06-10,0.006723988345384866
2021-06-11,0.006350277027596346
2021-06-14,-0.0007162421558244594
2021-06-15,-0.0020573724289011785
2021-06-16,0.005660739128569823
2021-06-17,0.0024818619808397568
2021-06-18,-0.0021497598336424647
2021-06-21,0.0007274635830006232
2021-06-22,-0.0005847099392212833
2021-06-23,-0.0007086073680244188
2021-06-24,0.004590984103211967
2021-06-25,0.004195292110161769
2021-06-28,0.0007308705660155984
2021-06-29,-0.0034592095884032957
2021-06-30,0.006078292503701836
2021-07-01,0.004132877305762068
2021-07-02,-0.00812009967495571
2021-07-05,-0.020589157243308353
2021-07-06,0.005275703864206383
2021-07-07,-0.003915188447449586
2021-07-08,0.0
2021-07-09,0.0
2021-07-12,0.0
2021-07-13,0.0
2021-07-14,0.0
2021-07-15,0.0
2021-07-16,0.0
2021-07-19,0.0
2021-07-20,0.0
2021-07-21,0.0
2021-07-22,0.0
2021-07-23,0.0
2021-07-26,0.0
2021-07-27,0.0
2021-07-28,0.0
2021-07-29,0.0
2021-07-30,0.0
2021-08-02,0.0
2021-08-03,0.0
2021-08-04,0.0
2021-08-05,0.0
2021-08-06,0.0
2021-08-09,0.00420908994972704
2021-08-10,-0.02790464885532848
2021-08-11,0.007964358485845901
2021-08-12,0.04311305938165862
2021-08-13,0.024539029509594076
2021-08-16,0.00085054009120296
2021-08-17,0.0023030633383006715
2021-08-18,0.006424928196976795
2021-08-19,-0.020381230831931087
2021-08-20,-0.00483680620309915
2021-08-23,-0.00902377916598994
2021-08-24,0.007750559286569521
2021-08-25,-0.0018663161527993168
2021-08-26,0.007326747038094748
2021-08-27,0.011444836032628124
2021-08-30,0.0007568885255480862
2021-08-31,0.002309725546482189
2021-09-01,0.0016790148329272412
2021-09-06,-0.010398659613936604
2021-09-07,-0.002101253698422101
2021-09-08,0.002832207990995446
2021-09-09,-0.0006901873893670989
2021-09-10,-0.004799507713720406
2021-09-13,-0.004044094363487609
2021-09-14,0.0042024915328935505
2021-09-15,0.00031485045191589954
2021-09-16,0.005505302856939658
2021-09-17,-0.003277015602599806
2021-09-20,0.0011454536685509733
2021-09-21,0.0022411509595365526
2021-09-22,-0.0012510217874721256
2021-09-23,-0.004140441566490198
2021-09-24,-0.008187790972477613
2021-09-27,0.005857400032180718
2021-09-28,0.0038947299172934972
2021-09-29,0.004756890516034826
2021-09-30,0.0022031015382526415
2021-10-01,0.0008000409964458913
2021-10-04,0.006448145689973011
2021-10-05,0.003635707392445139
2021-10-06,0.004143566062402332
2021-10-07,0.0007124599300526583
2021-10-08,0.0010021673730384285
2021-10-11,0.0016058183613459345
2021-10-12,0.0008691418272916603
2021-10-13,0.0043755931886471115
2021-10-14,0.002731134452946892
2021-10-15,0.004213426387551378
2021-10-18,0.0021478345861629163
2021-10-19,0.004770510291541982
2021-10-20,0.0030789389165532394
2021-10-21,0.0014622142890947014
2021-10-22,-0.008120304260784134
2021-10-25,0.009360321654702752
2021-10-26,0.012725912975388751
2021-10-27,0.009922215326070925
2021-10-28,0.0006022784769542238
2021-10-29,0.006377687646069004
2021-11-01,0.009614129121207326
2021-11-02,-0.01523412276616526
2021-11-03,0.010603238803517752
2021-11-04,0.002746298008366585
2021-11-05,0.007053173397202072
2021-11-08,0.0061984441127780525
2021-11-09,0.003633952655086081
2021-11-10,0.004008258168032963
2021-11-11,0.007781115515724714
2021-11-12,0.0005104863830779542
2021-11-15,-0.0037698666594357805
2021-11-16,0.0016480540374131027
2021-11-17,0.00881984457717451
2021-11-18,-0.006321238298391876
2021-11-19,-0.010284276703594645
2021-11-22,-0.0002480044756426777
2021-11-23,0.00034839869124485707
2021-11-24,0.007738170302112331
2021-11-25,-0.0022697154051453867
2021-11-26,0.003760781513850691
2021-11-29,0.003692685203310222
2021-11-30,0.002827564449770775
2021-12-01,-0.001382107630754132
2021-12-02,-0.011133096800654932
2021-12-03,0.0
2021-12-06,0.0
2021-12-07,0.0
2021-12-08,0.0
2021-12-09,0.0
2021-12-10,0.0
2021-12-13,0.002059953525871631
2021-12-14,-0.00070261560931643
2021-12-15,0.004444575476425893
2021-12-16,0.0010669947278050592
2021-12-17,-0.002248692207913736
2021-12-20,0.005492583569471972
2021-12-21,-3.649024188226071e-06
2021-12-22,-0.0027564248410096395
2021-12-23,-0.0011530128467877728
2021-12-24,0.00347733904033955
2021-12-27,0.001905335138798903
2021-12-28,-0.0009223127712827683
2021-12-29,-0.0005597084204305577
2021-12-30,-0.00038764231086241903
2021-12-31,0.016317606707899102
2022-01-04,0.005106151822884503
2022-01-05,0.003569218727360619
2022-01-06,0.005350409950048394
2022-01-07,-0.016989238189530954
2022-01-10,-0.0007101730014748579
2022-01-11,-0.0005303035082577694
2022-01-12,-0.01032573389195649
2022-01-13,-7.095967797160526e-05
2022-01-14,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.001134243626745566
2022-02-17,0.040465917950496
2022-02-18,0.019424940731903907
2022-02-21,-0.00543684109317309
2022-02-22,0.01379369253504408
2022-02-23,-0.002021731741269603
2022-02-24,0.0029066954418020576
