model,threshold,holding_period,trade_count,coverage,directional_accuracy,avg_actual_return,avg_strategy_return,cumulative_strategy_return,final_equity,sampled_buy_hold_equity
arima,0.0,3,514,0.2817982456140351,0.5603112840466926,0.0028334233488326852,0.0028334233488326852,1.4563796013,2.523223000757336,2.523223000757336
arima,0.0025,3,336,0.18421052631578946,0.5922619047619048,0.003863523930654762,0.003863523930654762,1.2981440407,2.5670455835715047,2.5670455835715047
arima,0.005,3,126,0.06907894736842106,0.5793650793650794,0.004949572091269842,0.004949572091269842,0.6236460835000001,1.5846011918634326,1.5846011918634326
arima,0.01,3,12,0.006578947368421052,0.6666666666666666,0.020423408458333334,0.020423408458333334,0.2450809015,1.2630141932204273,1.2630141932204273
arima,0.015,3,2,0.0010964912280701754,1.0,0.054841895,0.054841895,0.10968379,1.112595445471174,1.112595445471174
arima,0.02,3,0,0.0,,,,0.0,1.0,1.0
linear_regression,0.0,3,489,0.2680921052631579,0.5132924335378323,0.0027675854957055213,0.0027675854957055213,1.3533493073999998,2.125495746449734,2.125495746449734
linear_regression,0.0025,3,437,0.23958333333333334,0.5125858123569794,0.003603210455377574,0.003603210455377574,1.5746029689999999,2.8613408617114873,2.8613408617114873
linear_regression,0.005,3,363,0.19901315789473684,0.5179063360881543,0.0026312906867768603,0.0026312906867768603,0.9551585193000003,1.699155085011407,1.699155085011407
linear_regression,0.01,3,236,0.12938596491228072,0.5423728813559322,0.005371629814406778,0.005371629814406778,1.2677046361999997,2.7211778639822084,2.7211778639822084
linear_regression,0.015,3,126,0.06907894736842106,0.5,0.002546303756349206,0.002546303756349206,0.3208342733,1.1825735580656584,1.1825735580656584
linear_regression,0.02,3,75,0.04111842105263158,0.5333333333333333,0.0069496334973333344,0.0069496334973333344,0.5212225123,1.498688796944243,1.498688796944243
lstm,0.0,3,502,0.27521929824561403,0.5119521912350598,0.0012223810434262945,0.0012223810434262945,0.6136352837999999,1.0144337370145962,1.0144337370145962
lstm,0.0025,3,326,0.1787280701754386,0.5153374233128835,0.002019834,0.002019834,0.658465884,1.2496021525850556,1.2496021525850556
lstm,0.005,3,186,0.10197368421052631,0.521505376344086,0.0018516515521505375,0.0018516515521505375,0.3444071887,1.0843788248461506,1.0843788248461506
lstm,0.01,3,7,0.003837719298245614,1.0,0.06246026157142857,0.06246026157142857,0.43722183099999995,1.5224194074844903,1.5224194074844903
lstm,0.015,3,0,0.0,,,,0.0,1.0,1.0
lstm,0.02,3,0,0.0,,,,0.0,1.0,1.0
