family,best_by_val,best_val_score,best_test_score,second_by_val,second_val_score,second_test_score,top2_val_gap,top2_test_gap,best_val_minus_test,val_score_std,test_score_std,positive_test_ratio
lstm,lstm_seed_142,0.026833776937405962,0.005155223736896253,lstm_seed_62,0.02349403291069352,-0.003028205537825457,0.0033397440267124434,0.00818342927472171,0.02167855320050971,0.013689452226015121,0.010019015325339612,0.8333333333333334
lstm_signmag,lstm_signmag_seed_102,0.02009540359750872,0.02260527835830506,lstm_signmag_seed_122,0.018751911171879132,0.007227522233519079,0.0013434924256295888,0.01537775612478598,-0.002509874760796338,0.00908219040379432,0.0075441628208820265,1.0
