model,train_rel_score,val_rel_score,test_rel_score,train_minus_val,val_minus_test,train_minus_test,train_directional_accuracy,val_directional_accuracy,test_directional_accuracy
lstm,0.00856834888342406,0.0129332593141821,0.013111195166079836,-0.00436491043075804,-0.00017793585189773697,-0.004542846282655777,0.44234714813295034,0.40950455005055614,0.46240276577355227
linear_regression,-0.026004625939447967,-0.0586039937387095,-0.03565955051746528,0.032599367799261536,-0.022944443221244226,0.00965492457801731,0.4263438654082889,0.42972699696663297,0.4338807260155575
arima,0.0008362974159762393,-0.003959068477672467,-0.007841107276907788,0.0047953658936487065,0.003882038799235321,0.008677404692884028,0.4133155519080837,0.37917087967644086,0.41659464131374246
lstm_ensemble,0.009080077886517546,0.011925830877747567,0.018375178110506263,-0.0028457529912300217,-0.006449347232758695,-0.009295100223988717,0.4609150594993845,0.4398382204246714,0.47536732929991354
lstm_seed_42,0.012600940540877015,0.002837517687946378,0.021127989031167416,0.009763422852930637,-0.018290471343221038,-0.008527048490290401,0.45281083299138286,0.4448938321536906,0.46672428694900603
lstm_seed_52,-0.006476842168504193,0.0014616491591596947,-0.00308967349891498,-0.007938491327663888,0.004551322658074675,-0.0033871686695892134,0.43773081657775953,0.39332659251769464,0.45375972342264476
lstm_seed_62,0.0008322574694493712,0.02349403291069352,-0.003028205537825457,-0.022661775441244147,0.026522238448518975,0.003860463007274828,0.4452195322117357,0.45601617795753285,0.47450302506482284
lstm_seed_72,0.004817757854091553,0.012506282089903564,0.018178796823849597,-0.007688524235812011,-0.0056725147339460325,-0.013361038969758043,0.4477841608535084,0.4277047522750253,0.49178910976663787
lstm_seed_82,0.010875466532433098,0.01608706257573278,0.014797644615187955,-0.005211596043299682,0.0012894179605448253,-0.003922178082754857,0.4466557242511284,0.4398382204246714,0.45980985306828004
lstm_seed_92,-0.001610533727499197,0.010307734013205727,0.019135773099333897,-0.011918267740704924,-0.00882803908612817,-0.020746306826833094,0.42716454657365616,0.4236602628918099,0.42696629213483145
lstm_seed_102,0.00856834888342406,0.0129332593141821,0.013111195166079836,-0.00436491043075804,-0.00017793585189773697,-0.004542846282655777,0.44234714813295034,0.40950455005055614,0.46240276577355227
lstm_seed_112,0.009257340950198478,-0.021788150041754273,0.03276610430919169,0.03104549099195275,-0.05455425435094596,-0.023508763358993212,0.44552728764874844,0.4378159757330637,0.46499567847882456
lstm_seed_122,-0.003907727325288102,0.015550928112113782,0.015563762871914855,-0.019458655437401884,-1.2834759801072515e-05,-0.019471490197202956,0.42583093967993435,0.4499494438827098,0.44684528954191877
