expert_run,expert_model,market_run,market_model,method,code_count,overlap_codes,best_weight_expert,best_val_rel_score,best_test_rel_score,stable_weight_tolerance,stable_weight_min,stable_weight_max,stable_weight_count,stable_weight_center,stable_test_rel_score_mean,stable_test_rel_score_median,stable_test_rel_score_min,stable_test_rel_score_max
overnight_fnb_w10_mag_20260409_101741,lstm_best_by_val,overnight_fnb_w10_mag_20260409_101741,lstm_signmag_top2_by_val,agree_only,4,"KDC,SAB,SBT,VNM",0.45,0.025804402852455888,0.008598182582636782,0.001,0.4,0.45,2,0.42500000000000004,0.009322315253434132,0.009322315253434132,0.008598182582636782,0.010046447924231483
overnight_fnb_w10_mag_20260409_101741,lstm_best_by_val,overnight_fnb_w10_mag_20260409_101741,lstm_signmag_ensemble,agree_only,4,"KDC,SAB,SBT,VNM",0.85,0.023872186218255265,-0.008825340729487818,0.001,0.6,0.85,6,0.725,-0.004941267528258075,-0.00489096623821339,-0.008825340729487818,-0.0021857894195773664
overnight_fnb_w10_mag_20260409_101741,lstm_best_by_val,overnight_fnb_w10_mag_20260409_101741,lstm_signmag_top2_by_val,avg,4,"KDC,SAB,SBT,VNM",0.85,0.02355771878638868,-0.006816140377350344,0.001,0.5,0.9,6,0.7250000000000001,-0.000550526423918285,-0.0009200034707829707,-0.007589807123937531,0.006513215859621613
overnight_fnb_w10_mag_20260409_101741,lstm_best_by_val,overnight_fnb_w10_mag_20260409_101741,lstm_signmag_ensemble,avg,4,"KDC,SAB,SBT,VNM",0.9,0.02296112044669385,-0.007239200588138983,0.001,0.85,0.95,3,0.9,-0.007252742142130009,-0.007239200588138983,-0.008349525956434789,-0.006169499881816254
overnight_fnb_w10_mag_20260409_101741,lstm_best_by_val,overnight_fnb_w10_mag_20260409_101741,lstm_signmag_best_by_val,avg,4,"KDC,SAB,SBT,VNM",0.95,0.021009847043353624,-0.005722883672906853,0.001,0.75,0.95,5,0.85,-0.006648374159788561,-0.006820656756788557,-0.007437197294116071,-0.005722883672906853
overnight_fnb_w10_mag_20260409_101741,lstm_best_by_val,overnight_fnb_w10_mag_20260409_101741,lstm_signmag_best_by_val,agree_only,4,"KDC,SAB,SBT,VNM",0.85,0.020837515238652404,-0.007437197294116071,0.001,0.65,0.95,7,0.8,-0.006011883273909938,-0.005915440194560695,-0.007437197294116071,-0.003536360683821238
overnight_fnb_w10_mag_20260409_101741,lstm_ensemble,overnight_fnb_w10_mag_20260409_101741,lstm_signmag_best_by_val,avg,4,"KDC,SAB,SBT,VNM",0.5,0.018861111400674813,-0.0023004635439414223,0.001,0.4,0.5,3,0.45,-0.0021629346007693653,-0.002276129496817658,-0.0023004635439414223,-0.0019122107615490158
overnight_fnb_w10_mag_20260409_101741,lstm_ensemble,overnight_fnb_w10_mag_20260409_101741,lstm_signmag_top2_by_val,avg,4,"KDC,SAB,SBT,VNM",0.25,0.012513674162735411,0.008111705219384313,0.001,0.2,0.25,2,0.225,0.008826551769261615,0.008826551769261615,0.008111705219384313,0.009541398319138916
overnight_fnb_w10_mag_20260409_101741,lstm_ensemble,overnight_fnb_w10_mag_20260409_101741,lstm_signmag_best_by_val,agree_only,4,"KDC,SAB,SBT,VNM",0.6,0.0027665544420103494,0.002865894575999506,0.001,0.55,0.6,2,0.575,0.002884803151248172,0.002884803151248172,0.002865894575999506,0.002903711726496838
overnight_fnb_w10_mag_20260409_101741,lstm_ensemble,overnight_fnb_w10_mag_20260409_101741,lstm_signmag_ensemble,avg,4,"KDC,SAB,SBT,VNM",0.25,0.0016634849871531854,-9.676479806652871e-05,0.001,0.0,0.6,7,0.33571428571428574,0.0007221831186692126,-9.676479806652871e-05,-0.0005623041235975901,0.0042759143525819
overnight_fnb_w10_mag_20260409_101741,lstm_ensemble,overnight_fnb_w10_mag_20260409_101741,lstm_signmag_ensemble,agree_only,4,"KDC,SAB,SBT,VNM",0.25,0.0016634849871531854,-0.002283625660235211,0.001,0.2,0.6,9,0.4000000000000001,-0.0020154595864340713,-0.0021724749961327117,-0.0026129826307765835,-0.0010507601400533417
overnight_fnb_w10_mag_20260409_101741,lstm_ensemble,overnight_fnb_w10_mag_20260409_101741,lstm_signmag_top2_by_val,agree_only,4,"KDC,SAB,SBT,VNM",0.95,-0.0001201393399541395,0.002342273071216594,0.001,0.7,1.0,5,0.8400000000000001,0.0035258079921881348,0.0036840055756097723,0.0020301219666604142,0.005074282658116158
