n,rel_score,absE_robust,base_robust,absE_median,absE_q90,DA,pred_actual_q90_ratio,model,Date
90,-0.4125276268517557,0.04614286822616123,0.032666878402233125,0.021857434505363926,0.048570867441594605,0.3,0.7093062753542314,lagged_stock_mean5_val_only,2020-12-23
90,0.25175560923494955,0.035644880076870354,0.047638018429279325,0.012149411253631115,0.04699093764647848,0.5666666666666667,0.33665494430560744,lagged_stock_mean5_val_only,2020-12-24
90,0.045553017467713675,0.03224349241354503,0.03378238184377551,0.012271918880287558,0.03994314706651495,0.5111111111111111,0.4475352724493357,lagged_stock_mean5_val_only,2020-12-25
90,-0.02077193605095462,0.032064624689519435,0.03141213385388256,0.012192947091534734,0.0397433551959694,0.4666666666666667,0.522788955667145,lagged_stock_mean5_val_only,2020-12-28
91,-0.4263147824657254,0.03274529054760933,0.0229579689912498,0.011133398860692978,0.0432237833738327,0.37362637362637363,0.6481247174958101,lagged_stock_mean5_val_only,2020-12-29
91,0.18701050070382186,0.025963342741306406,0.031935643404722214,0.009476072620600462,0.03297454024141189,0.45054945054945056,0.45075477349307375,lagged_stock_mean5_val_only,2020-12-30
91,0.30049335338252303,0.033903829695191234,0.048468202352523804,0.014135954435914755,0.03953575051855296,0.7912087912087912,0.3993370267210938,lagged_stock_mean5_val_only,2020-12-31
91,-0.057091888188634865,0.03474095370620489,0.03286464884877205,0.014094412326812744,0.041293082758784294,0.5714285714285714,0.47159422910448934,lagged_stock_mean5_val_only,2021-01-04
91,-0.35581774206532035,0.03599944803863764,0.02655183430761099,0.014343148097395897,0.04331259988248348,0.4725274725274725,0.6333559498378701,lagged_stock_mean5_val_only,2021-01-05
91,0.14596421506662527,0.026555455289781094,0.031094077974557877,0.01047137938439846,0.032168151810765266,0.6483516483516484,0.5047909751796347,lagged_stock_mean5_val_only,2021-01-06
89,-0.22608671536458003,0.030600534938275817,0.024957888014614585,0.013468102551996708,0.03426486477255822,0.5617977528089888,0.8695041432444096,lagged_stock_mean5_val_only,2021-01-07
90,-0.05985110071148325,0.04290164657868445,0.04047893760725857,0.021294752601534128,0.04321378795430065,0.5111111111111111,0.4972312297338187,lagged_stock_mean5_val_only,2021-01-08
91,-0.2773013899448138,0.04018277069553733,0.031459114514291286,0.017737187910825014,0.04489116556942463,0.43956043956043955,0.6627318959614069,lagged_stock_mean5_val_only,2021-01-11
92,-0.4302835525958313,0.04098379724891857,0.028654316253960133,0.0183643382624723,0.04523891797289254,0.34782608695652173,0.7912103362572814,lagged_stock_mean5_val_only,2021-01-12
92,0.03266960623264892,0.03455061009735801,0.03571748631075025,0.014401084335986525,0.040299051522742976,0.391304347826087,0.44701534268480814,lagged_stock_mean5_val_only,2021-01-13
92,-0.029908021520935968,0.03264944686852687,0.031701323017477995,0.011858961312100291,0.04158097111285315,0.5652173913043478,0.44131290067241313,lagged_stock_mean5_val_only,2021-01-14
92,-0.22920597538348453,0.038964494573883714,0.031698914058506486,0.01848642050754279,0.04095614813268185,0.3804347826086957,0.6247392389507169,lagged_stock_mean5_val_only,2021-01-15
92,-0.11427049101390785,0.10355984207708388,0.09293958954513074,0.06280799524392933,0.08150369366630912,0.32608695652173914,0.28276061242201794,lagged_stock_mean5_val_only,2021-01-18
91,-0.34006786781172904,0.032862782914889976,0.02452322281897068,0.014664782182080671,0.03639600146561861,0.3956043956043956,0.6157900425033699,lagged_stock_mean5_val_only,2021-01-19
91,-0.15166647657292387,0.06706858100369573,0.05823611468076706,0.03231799555942416,0.06950117088854313,0.24175824175824176,0.275119281370653,lagged_stock_mean5_val_only,2021-01-20
91,-0.010569483554811798,0.036079502664506435,0.035702149383723736,0.016113716643303633,0.039931572042405605,0.5934065934065934,0.3788965244236451,lagged_stock_mean5_val_only,2021-01-21
91,0.045038822519454014,0.030572637857403606,0.032014534808695316,0.011345414444804192,0.03845444682519883,0.5494505494505495,0.572324246040878,lagged_stock_mean5_val_only,2021-01-22
91,0.14482833494860836,0.05399589193984866,0.06314041279256344,0.026673311833292246,0.05464516021311283,0.6923076923076923,0.3149677274143002,lagged_stock_mean5_val_only,2021-01-25
92,0.02660449578599644,0.07793838498182595,0.08006856888532639,0.0443192069651559,0.06723835603334011,0.5760869565217391,0.32201832124400703,lagged_stock_mean5_val_only,2021-01-26
90,0.012018453581821742,0.10299668796360492,0.104249607026577,0.06228590360842645,0.08142156871035695,0.6777777777777778,0.41097394175534296,lagged_stock_mean5_val_only,2021-01-27
81,-0.4795566552830175,0.10673669539391994,0.07214099913835526,0.0606122761964798,0.0922488383948803,0.1111111111111111,0.6188790136253751,lagged_stock_mean5_val_only,2021-01-28
87,0.22455311203849493,0.05595036502927544,0.0721524141728878,0.026527918875217438,0.058844892308116,0.7931034482758621,0.5715900425953034,lagged_stock_mean5_val_only,2021-01-29
87,-0.698135978565245,0.10236801449209451,0.060282577946782115,0.053727452643215656,0.09728112369775772,0.11494252873563218,0.7051475883522271,lagged_stock_mean5_val_only,2021-02-01
91,-0.37853489099780946,0.10815166227985173,0.07845406234264374,0.05924623284954578,0.09781085886061192,0.13186813186813187,0.4888420038727966,lagged_stock_mean5_val_only,2021-02-02
90,-0.2590009559203934,0.03343220259994269,0.026554549019783748,0.01379789737984538,0.03926861044019461,0.32222222222222224,0.6667299802296528,lagged_stock_mean5_val_only,2021-02-03
91,0.018084954010732512,0.035798998549580574,0.03645834606140852,0.012901254929602146,0.045795487239956856,0.7472527472527473,0.5465680830145871,lagged_stock_mean5_val_only,2021-02-04
92,-0.3306154262328542,0.07873700559139252,0.05917337499558926,0.041743116453289986,0.07398777827620506,0.25,0.49410519991187746,lagged_stock_mean5_val_only,2021-02-05
92,0.26285807738340317,0.03557708465959878,0.04826354812830687,0.013586571789346635,0.04398102574050429,0.8152173913043478,0.6681545835798427,lagged_stock_mean5_val_only,2021-02-08
92,0.2240706979486239,0.057480061144451616,0.07407899275422096,0.030098593371803872,0.05476293554529548,0.9021739130434783,0.39928155886453076,lagged_stock_mean5_val_only,2021-02-09
92,-0.09493667768415626,0.03581371363252402,0.03270847927778961,0.013822128064930439,0.04398317113518717,0.6195652173913043,0.6214154274044911,lagged_stock_mean5_val_only,2021-02-17
91,-0.5076920828404836,0.039101860485970974,0.025934911333024502,0.016363047994673252,0.045477624982595444,0.42857142857142855,0.7362820558471117,lagged_stock_mean5_val_only,2021-02-18
92,-0.49891077430980935,0.03250576336868108,0.021686256397515542,0.01568524050526321,0.03364104572683573,0.358695652173913,0.7272425622394743,lagged_stock_mean5_val_only,2021-02-19
92,-0.7610862630907957,0.03610563348047435,0.02050191080197692,0.017510748002678156,0.037189770955592394,0.44565217391304346,1.1692157928654332,lagged_stock_mean5_val_only,2021-02-22
92,-0.5899001808248814,0.04894776181317866,0.03078668862581253,0.02579190768301487,0.046311708260327586,0.17391304347826086,0.6579702129304579,lagged_stock_mean5_val_only,2021-02-23
92,-0.1080019725385295,0.02229535274673254,0.020122123695909978,0.009393210406415164,0.025804284680634754,0.4891304347826087,0.4760617192538715,lagged_stock_mean5_val_only,2021-02-24
92,-0.18000945051938144,0.021483090345282112,0.018205862957984213,0.008187493949662894,0.026591192791238432,0.40217391304347827,0.577265029232956,lagged_stock_mean5_val_only,2021-02-25
92,-0.03025372701110718,0.04796008461853489,0.04655172154307366,0.02122146263718605,0.053477243962697686,0.42391304347826086,0.2005256509121519,lagged_stock_mean5_val_only,2021-02-26
92,-0.14176842456407623,0.024710075411712752,0.021641932707279925,0.011089753184933215,0.02724064445355907,0.4673913043478261,0.5117728541997253,lagged_stock_mean5_val_only,2021-03-01
92,-0.15590091798070005,0.025210749194957322,0.021810475969687104,0.009223056491464376,0.03197538540698589,0.5,0.537382687420062,lagged_stock_mean5_val_only,2021-03-02
91,-0.15520906624141584,0.04652177612297237,0.04027130454778671,0.022736850660294294,0.04756985092535615,0.3076923076923077,0.532832141933885,lagged_stock_mean5_val_only,2021-03-03
91,0.010948741886139923,0.022382867871783674,0.02263064496219158,0.008823166019283235,0.027119403705000877,0.5274725274725275,0.5969963131493854,lagged_stock_mean5_val_only,2021-03-04
92,-0.08451682089160717,0.026551923954684753,0.02448272211477161,0.008455806761048734,0.03619223438727204,0.5543478260869565,0.5544357894933364,lagged_stock_mean5_val_only,2021-03-05
92,-0.22863544964091198,0.0378550403052941,0.030810636561363937,0.011726604891009629,0.05225687082856894,0.4782608695652174,0.3628276784081114,lagged_stock_mean5_val_only,2021-03-08
92,-0.42582831667425447,0.029636261961422862,0.020785294845700263,0.014487887034192681,0.030296749854460365,0.33695652173913043,0.5211328140346375,lagged_stock_mean5_val_only,2021-03-09
92,-0.25291005809657263,0.030753224319778387,0.024545436538755894,0.013264819514006376,0.03497680961154402,0.3804347826086957,0.39188612371184334,lagged_stock_mean5_val_only,2021-03-10
92,-0.39659195965856386,0.02578427316755665,0.01846228097565472,0.010915061646556978,0.02973842304199934,0.358695652173913,0.7705956485749428,lagged_stock_mean5_val_only,2021-03-11
92,-0.31433454305260344,0.02621032205061056,0.019941895455121997,0.011355468741385266,0.029709706618450585,0.3695652173913043,0.5325526553782848,lagged_stock_mean5_val_only,2021-03-12
92,-0.19798452280405154,0.025773454864975065,0.021514013223350052,0.011388610233552754,0.028769689262844626,0.3804347826086957,0.5485020557563863,lagged_stock_mean5_val_only,2021-03-15
92,-0.24318598820006,0.026395528088323773,0.021232163440436127,0.00891987862996757,0.034951298916712406,0.5217391304347826,0.36802009378909556,lagged_stock_mean5_val_only,2021-03-16
92,-0.09958484003795465,0.026355710392817866,0.023968782974407084,0.010077840648591518,0.032555739488452695,0.4673913043478261,0.3644792681123566,lagged_stock_mean5_val_only,2021-03-17
92,-0.12847735175080754,0.029350778687512506,0.02600918719545007,0.011838662903755903,0.035024231567513206,0.42391304347826086,0.3260070641044458,lagged_stock_mean5_val_only,2021-03-18
92,-0.3011943182755863,0.027039864589460193,0.0207808043807745,0.012706305831670761,0.028667117515578867,0.2391304347826087,0.49360332686008435,lagged_stock_mean5_val_only,2021-03-19
92,-0.10081700335261012,0.03429471504641697,0.031153874751180418,0.015910669695585966,0.03676809070166201,0.391304347826087,0.369017981807003,lagged_stock_mean5_val_only,2021-03-22
92,-0.013136148189674124,0.04638119896408171,0.045779828354716307,0.023893833276815712,0.04497473137453199,0.4891304347826087,0.25971420813833296,lagged_stock_mean5_val_only,2021-03-23
92,-0.07855383005835392,0.018238486000336708,0.016910130484029652,0.008022198337130249,0.020432575326412922,0.6195652173913043,0.823025296986808,lagged_stock_mean5_val_only,2021-03-24
92,-0.05240817034782652,0.02360387539083604,0.022428441792726517,0.009385655430378392,0.028436439920915296,0.6086956521739131,0.7128477084679675,lagged_stock_mean5_val_only,2021-03-25
91,-0.4317530929020865,0.04945971816778183,0.03454486560076475,0.02501387894153595,0.04889167845249176,0.16483516483516483,0.4324016468782258,lagged_stock_mean5_val_only,2021-03-26
91,-0.3478164720191672,0.03176180657465011,0.023565379437059164,0.012405757210217416,0.038712098728865385,0.24175824175824176,0.3891566773327,lagged_stock_mean5_val_only,2021-03-29
91,-0.07524330623527797,0.022364813485182822,0.020799770019948483,0.008175416383892298,0.028378794202581048,0.4175824175824176,0.4289320338800904,lagged_stock_mean5_val_only,2021-03-30
89,0.11267874850079018,0.038276431150734425,0.043137061223387715,0.0194713082164526,0.03761024586856366,0.550561797752809,0.36777077980614853,lagged_stock_mean5_val_only,2021-03-31
89,-0.22176733098769486,0.019879972573835402,0.016271488089114428,0.008894622151274234,0.021970700845122336,0.5842696629213483,0.927400080013469,lagged_stock_mean5_val_only,2021-04-01
91,-0.42034074575844893,0.027411185204982758,0.019299020525068045,0.012078797444701195,0.030664775520563126,0.4175824175824176,0.8093287308251447,lagged_stock_mean5_val_only,2021-04-02
90,-0.4529003455658671,0.028910854447167376,0.01989871812984348,0.01358281000284478,0.03065608888864519,0.37777777777777777,0.8176821098068209,lagged_stock_mean5_val_only,2021-04-05
90,-0.10537215179555726,0.024572602217085675,0.022230162192136055,0.009647354483604431,0.029850495466962487,0.5111111111111111,0.621127114829777,lagged_stock_mean5_val_only,2021-04-06
92,-0.6889272792406049,0.028669389779679484,0.016974910721182825,0.012143910047598183,0.0330509594641626,0.33695652173913043,1.025270858172658,lagged_stock_mean5_val_only,2021-04-07
92,-0.062387094127208664,0.021683324521291073,0.020410003699362283,0.009318173324572854,0.02473030239343644,0.4891304347826087,0.5173112819936334,lagged_stock_mean5_val_only,2021-04-08
92,0.035753655929046335,0.02677615088177845,0.027768993936479098,0.010346574941650033,0.032859151880256836,0.4782608695652174,0.28387692198872666,lagged_stock_mean5_val_only,2021-04-09
93,-0.15758781745416517,0.0447884108114522,0.03869115598499774,0.023266851640073583,0.043043118342757224,0.3118279569892473,0.3209681966318817,lagged_stock_mean5_val_only,2021-04-12
91,-0.12074244812761314,0.022150224933284335,0.0197638850659132,0.008947631737100892,0.026405186392366886,0.45054945054945056,0.5081839228070437,lagged_stock_mean5_val_only,2021-04-13
90,0.06740513852829422,0.03125752782216297,0.03351672748103738,0.015589921677019447,0.031335212290287046,0.6555555555555556,0.4010727210305058,lagged_stock_mean5_val_only,2021-04-14
91,0.1062686928492812,0.03115000482648611,0.03485388122498989,0.01427148561924696,0.0337570384144783,0.7362637362637363,0.40605377392011544,lagged_stock_mean5_val_only,2021-04-15
91,-0.29027969584336266,0.04275161121040583,0.033133599907159805,0.020297027193009853,0.044909168034791946,0.31868131868131866,0.43412930474333983,lagged_stock_mean5_val_only,2021-04-16
91,0.0429196772182564,0.026440033921971917,0.02762572094798088,0.010699859820306301,0.03148034820333123,0.5274725274725275,0.5383299926861199,lagged_stock_mean5_val_only,2021-04-19
92,0.06192543018473817,0.06695198189408984,0.07137170545756817,0.0331097460584715,0.06768447167123667,0.6630434782608695,0.23375260292119257,lagged_stock_mean5_val_only,2021-04-20
91,-0.3928029133010911,0.06546108610928059,0.04699953272938728,0.0335897421464324,0.06374268792569637,0.17582417582417584,0.48884009910574794,lagged_stock_mean5_val_only,2021-04-22
91,0.0807689767464429,0.044460352044552565,0.04836689680814743,0.020783449988812208,0.04735380411148071,0.6813186813186813,0.28026849344014915,lagged_stock_mean5_val_only,2021-04-23
93,-0.29794398801048505,0.026489920914173126,0.020409140270203352,0.010606099851429462,0.03176764212548733,0.4838709677419355,0.7095151084236095,lagged_stock_mean5_val_only,2021-04-26
93,-0.5617950626322274,0.04087934046983719,0.026174586825072763,0.018456324469298124,0.04484603200107813,0.22580645161290322,0.6036219434193204,lagged_stock_mean5_val_only,2021-04-27
93,-0.24643506459076825,0.029604450846090914,0.023751298151910304,0.01275750226341188,0.03369389716535807,0.3333333333333333,0.6290590604276161,lagged_stock_mean5_val_only,2021-04-28
91,0.03484654473591908,0.04346107551828027,0.045030223205685616,0.01927828649058938,0.048365578055381775,0.5604395604395604,0.28229285736265597,lagged_stock_mean5_val_only,2021-04-29
91,-0.22594628820886786,0.04654287802986801,0.037964859046041965,0.020258376142010093,0.05256900377571583,0.27472527472527475,0.26856758205736353,lagged_stock_mean5_val_only,2021-05-04
92,-0.3096010679076384,0.02962383457925171,0.022620502766221764,0.01288953865878284,0.03346859184093774,0.33695652173913043,0.6748717573570883,lagged_stock_mean5_val_only,2021-05-05
93,-0.13829369631201205,0.033812885463703424,0.029704886861145495,0.015103057958185673,0.0374196550110355,0.40860215053763443,0.565010851967702,lagged_stock_mean5_val_only,2021-05-06
93,0.15832119971587355,0.037946711247786875,0.04508455153554677,0.014034284045919776,0.0478248544037342,0.6559139784946236,0.34503501031401945,lagged_stock_mean5_val_only,2021-05-07
92,-0.47922296113000185,0.042462558066472415,0.028705989010632038,0.016954726306721568,0.051015663519501694,0.34782608695652173,0.7448541411067786,lagged_stock_mean5_val_only,2021-05-10
91,0.11687692495850277,0.0311093560885638,0.035226523876190186,0.009640568867325783,0.042937574442476034,0.6703296703296703,0.3773408385425462,lagged_stock_mean5_val_only,2021-05-11
92,-0.1823830230328909,0.03492247392423452,0.029535669274628164,0.014098226325586438,0.04164849519729615,0.40217391304347827,0.468036733159597,lagged_stock_mean5_val_only,2021-05-12
91,-0.10990535801269985,0.028478026390075684,0.02565806731581688,0.010331814177334309,0.03629242442548275,0.45054945054945056,0.520465258970292,lagged_stock_mean5_val_only,2021-05-13
91,-0.17876816764864945,0.039027649676427245,0.0331088425591588,0.018799617188051343,0.040456064976751804,0.38461538461538464,0.5109036216624617,lagged_stock_mean5_val_only,2021-05-14
91,-0.1376211566852814,0.03304467163980007,0.02904716692864895,0.013855922035872936,0.03837749920785427,0.45054945054945056,0.42913073115066663,lagged_stock_mean5_val_only,2021-05-17
92,-0.03385793557927563,0.030522364960052086,0.029522784426808366,0.012191799003630877,0.03666113191284242,0.5869565217391305,0.4432766654407339,lagged_stock_mean5_val_only,2021-05-18
92,0.03395487059406954,0.03906514951959254,0.04043822418898345,0.012732979841530323,0.05266433935612444,0.5760869565217391,0.29282555308928643,lagged_stock_mean5_val_only,2021-05-19
91,-0.30350823086167456,0.05001942056696862,0.03837292268872261,0.02297140844166279,0.05409602425061166,0.3076923076923077,0.44067553516790947,lagged_stock_mean5_val_only,2021-05-20
90,-0.09059436180902947,0.04470241442322731,0.04098903862759471,0.016441630898043513,0.0565215670503676,0.4222222222222222,0.30947348589354146,lagged_stock_mean5_val_only,2021-05-21
91,0.03168844659418091,0.026150673889787868,0.02700646687299013,0.012809066101908684,0.026683215575758368,0.5384615384615384,0.5481827401093642,lagged_stock_mean5_val_only,2021-05-24
92,-0.2566889674604307,0.027833769522840158,0.02214849516749383,0.013255996280349791,0.029155546484980734,0.5434782608695652,0.7188682186162683,lagged_stock_mean5_val_only,2021-05-25
92,-0.29685505609616647,0.04455126263201237,0.03435330912470817,0.022582219447940588,0.04393808636814356,0.2717391304347826,0.5417479447106842,lagged_stock_mean5_val_only,2021-05-26
92,0.0616904433122103,0.03607696357066745,0.03844889281317593,0.014348139520734549,0.04345764809986579,0.6195652173913043,0.4361224847874785,lagged_stock_mean5_val_only,2021-05-27
91,0.1101906165323634,0.043958046939224005,0.04940164461731911,0.02045801980420947,0.04700005427002907,0.6263736263736264,0.3259635688890981,lagged_stock_mean5_val_only,2021-05-28
89,-0.16944073336112497,0.03725623323116452,0.03185816276818514,0.014745019027031958,0.04502242840826512,0.5168539325842697,0.6566165320762386,lagged_stock_mean5_val_only,2021-05-31
89,-0.13848834138916688,0.036086304672062405,0.03169668354094028,0.01643911888822913,0.03929437156766654,0.4157303370786517,0.5251716717562948,lagged_stock_mean5_val_only,2021-06-01
91,0.208419417929691,0.036389289889484644,0.04597041755914688,0.014311394188553095,0.0441557914018631,0.6483516483516484,0.3752348120410492,lagged_stock_mean5_val_only,2021-06-02
89,-0.25919890021701564,0.04367987085133791,0.03468861896544695,0.02028176374733448,0.046796214208006864,0.48314606741573035,0.6835871164544094,lagged_stock_mean5_val_only,2021-06-03
90,-0.2380929653021775,0.05268174628727138,0.042550719343125834,0.020345454337075353,0.06467258390039206,0.37777777777777777,0.5627761165904281,lagged_stock_mean5_val_only,2021-06-04
89,-0.15950729973415534,0.07373062544502318,0.0635878924280405,0.03378029284067452,0.07990066520869732,0.34831460674157305,0.279549487346537,lagged_stock_mean5_val_only,2021-06-07
88,-0.22891197634398996,0.04075831992231542,0.03316618334501981,0.015050129150040448,0.05141638154454994,0.42045454545454547,0.3497028472963933,lagged_stock_mean5_val_only,2021-06-08
89,0.041788224090801296,0.039569037035107626,0.041294667869806304,0.016048479359596968,0.047041115351021325,0.48314606741573035,0.30379896305567555,lagged_stock_mean5_val_only,2021-06-09
89,-0.3603765129354768,0.05584049464669079,0.04104782324284316,0.02184315992053598,0.06799466945230961,0.29213483146067415,0.40465421569457866,lagged_stock_mean5_val_only,2021-06-10
90,0.010055154679177503,0.034969248087145396,0.03532444080337882,0.015684102312661707,0.03857029154896737,0.4666666666666667,0.3910706711546912,lagged_stock_mean5_val_only,2021-06-11
90,0.05278311479447373,0.03393526622967331,0.03582628937438131,0.011427981313318014,0.045014569832710585,0.4666666666666667,0.4031324552461466,lagged_stock_mean5_val_only,2021-06-14
91,-0.3103669196130463,0.04177990322932601,0.03188412543386221,0.019881074782460928,0.043797656893730164,0.45054945054945056,0.5731833196410759,lagged_stock_mean5_val_only,2021-06-15
93,0.02216520307176184,0.033350034267641604,0.03410600069910287,0.013132369611412287,0.04043532931245863,0.5591397849462365,0.4394984217543444,lagged_stock_mean5_val_only,2021-06-16
93,-0.3161595618871498,0.0348723070230335,0.02649550102651119,0.015561193693429232,0.03862222665920854,0.5376344086021505,0.6788689000921554,lagged_stock_mean5_val_only,2021-06-17
92,-0.2638913166831567,0.03828817792236805,0.03029388478025794,0.016819743439555168,0.04293686896562577,0.3804347826086957,0.6611199544219669,lagged_stock_mean5_val_only,2021-06-18
93,-0.4919111650194743,0.030309779779054222,0.020316075440496205,0.014061266672797501,0.03249702621251344,0.3118279569892473,0.6208231264003861,lagged_stock_mean5_val_only,2021-06-21
93,-0.3602526189415203,0.040153559669852255,0.029519193060696124,0.01937015587463975,0.04156680759042501,0.3225806451612903,0.46415326415939545,lagged_stock_mean5_val_only,2021-06-22
93,-0.11520624271743185,0.02378278141841292,0.021325904130935665,0.010535736568272114,0.026494089700281616,0.3870967741935484,0.38206235668979677,lagged_stock_mean5_val_only,2021-06-23
93,-0.21937230980767541,0.03099705069325864,0.025420497450977565,0.010930876480415463,0.04013234842568635,0.3548387096774194,0.29846423011412193,lagged_stock_mean5_val_only,2021-06-24
93,-0.20020509043795776,0.03173084496520459,0.02643785234540701,0.011848995462059975,0.03976369900628924,0.3763440860215054,0.37953309830546506,lagged_stock_mean5_val_only,2021-06-25
93,-0.12133733614276698,0.02345731002278626,0.0209190484136343,0.010132335824891925,0.02664994839578867,0.46236559139784944,0.5648744557622555,lagged_stock_mean5_val_only,2021-06-28
93,-0.194274963823867,0.025815657759085293,0.021616175957024093,0.010261421091854572,0.031108473334461446,0.44086021505376344,0.5277975052389077,lagged_stock_mean5_val_only,2021-06-29
93,0.023045453089392542,0.02872730465605855,0.02940495517104864,0.00985456071794033,0.03774548787623644,0.5806451612903226,0.2895298545412336,lagged_stock_mean5_val_only,2021-06-30
91,-0.061924399218994175,0.025594119681045413,0.024101640097796917,0.010868016863241792,0.029452205635607243,0.42857142857142855,0.42702790594284734,lagged_stock_mean5_val_only,2021-07-01
91,-0.0058125140557396815,0.041860994417220354,0.041619082912802696,0.02073096577078104,0.04226005729287863,0.5494505494505495,0.3239650322716185,lagged_stock_mean5_val_only,2021-07-02
92,-0.13220952114877793,0.08972069709561765,0.07924389913678169,0.049481749534606934,0.08047789512202144,0.4673913043478261,0.22840260997261494,lagged_stock_mean5_val_only,2021-07-05
90,-0.08415866875284217,0.04963169085094706,0.045778991840779805,0.01823766069719568,0.06278806030750277,0.32222222222222224,0.3988222430664978,lagged_stock_mean5_val_only,2021-07-06
90,-0.11546359734488343,0.03432786952471361,0.030774531420320283,0.014670593838673085,0.03931455137208105,0.45555555555555555,0.5401866330810384,lagged_stock_mean5_val_only,2021-07-07
93,0.1945803973368242,0.03552751664537936,0.04411056861281395,0.0143403330584988,0.04237436717376113,0.7204301075268817,0.4246661021980098,lagged_stock_mean5_val_only,2021-07-08
92,0.16380234279542671,0.06289847190491855,0.07521962225437165,0.0319052510894835,0.061986441630870116,0.8260869565217391,0.38033786290017163,lagged_stock_mean5_val_only,2021-07-09
90,-0.5950117745635721,0.06170198107138278,0.038684342056512847,0.027888440992683172,0.06762708015739921,0.25555555555555554,0.7588156010188768,lagged_stock_mean5_val_only,2021-07-12
90,-0.043815460855122446,0.041475380142219374,0.039734399132430556,0.016036498942412436,0.05087776239961388,0.5888888888888889,0.45961605750625695,lagged_stock_mean5_val_only,2021-07-13
93,-0.5038339727160159,0.06486228238791228,0.043131278827786446,0.028193487785756588,0.07333758920431137,0.1935483870967742,0.5119305518668565,lagged_stock_mean5_val_only,2021-07-14
90,-0.3118255976727049,0.04013570402748884,0.030595304816961294,0.016042970353737473,0.04818546734750273,0.4222222222222222,0.5166778162785304,lagged_stock_mean5_val_only,2021-07-15
91,0.13061932481440397,0.06571804266422987,0.075591791421175,0.0337997879832983,0.06383650936186314,0.7032967032967034,0.23516918070680573,lagged_stock_mean5_val_only,2021-07-16
90,-0.26895057464459415,0.05835889571935696,0.04598988872021437,0.025215812725946307,0.0662861659868213,0.3333333333333333,0.3832640256930619,lagged_stock_mean5_val_only,2021-07-19
91,-0.1176737501685714,0.026776001905091107,0.023956903256475925,0.010135179618373513,0.03328164457343519,0.5054945054945055,0.5125900594980235,lagged_stock_mean5_val_only,2021-07-20
91,0.012079020035717813,0.03969430201686919,0.04017963260412216,0.016910696867853403,0.04556721029803157,0.5494505494505495,0.36368227994326535,lagged_stock_mean5_val_only,2021-07-21
93,-0.17727122855647393,0.041287279408425095,0.03507032059133053,0.02085518604144454,0.040864186733961104,0.4838709677419355,0.48172631985936976,lagged_stock_mean5_val_only,2021-07-22
93,0.07976404975380214,0.0315554540255107,0.03429061211645603,0.01261973736109212,0.037871433328837155,0.5268817204301075,0.343323513784765,lagged_stock_mean5_val_only,2021-07-23
93,-0.24684942123519482,0.03525653639808297,0.028276498988270758,0.0156692024320364,0.039174667932093135,0.5268817204301075,0.6336329179618797,lagged_stock_mean5_val_only,2021-07-26
93,-0.4703354789889793,0.025687236990779638,0.017470323853194712,0.01140858419239521,0.028557305596768855,0.3333333333333333,0.9005513836241772,lagged_stock_mean5_val_only,2021-07-27
92,-0.017772923693250453,0.03159345723688603,0.031041754502803096,0.013659568619914353,0.035867777233943354,0.4782608695652174,0.4386372203308879,lagged_stock_mean5_val_only,2021-07-28
93,0.04946454620183549,0.03205992886796593,0.033728283084928985,0.011907150968909264,0.04030555579811333,0.5268817204301075,0.2716719840980311,lagged_stock_mean5_val_only,2021-07-29
93,-0.09607890526670304,0.028071384225040675,0.02561073303222656,0.012394811259582639,0.03135314593091607,0.4838709677419355,0.6229376832710495,lagged_stock_mean5_val_only,2021-07-30
93,0.005393986011609675,0.023769489023834467,0.023898396641016006,0.010189594700932503,0.027159788645803925,0.6881720430107527,0.5750236454528873,lagged_stock_mean5_val_only,2021-08-02
92,-0.4455947087743337,0.027005840279161933,0.018681474216282367,0.01295811077579856,0.028095459006726747,0.43478260869565216,0.8057803428504521,lagged_stock_mean5_val_only,2021-08-03
92,0.1347055664052993,0.02537150187417865,0.02932123551145196,0.010955955600365996,0.028831092547625312,0.6413043478260869,0.49051797830808064,lagged_stock_mean5_val_only,2021-08-04
93,-0.46013711059607276,0.03334694942459464,0.022838231548666953,0.01536642387509346,0.03596105109900236,0.3333333333333333,0.7183677460847402,lagged_stock_mean5_val_only,2021-08-05
92,0.1395673466282653,0.035020920436363664,0.04070152416825294,0.012633122911211103,0.04477559505030513,0.7934782608695652,0.2859666254448384,lagged_stock_mean5_val_only,2021-08-06
92,-0.2549173266081415,0.031542454473674306,0.02513508563861251,0.013203461654484272,0.03667798563838007,0.4891304347826087,0.6086710850170858,lagged_stock_mean5_val_only,2021-08-09
93,-0.3138911487015401,0.04026943493227009,0.03064898867160082,0.017164300472359173,0.04621026891982183,0.3548387096774194,0.559505653314132,lagged_stock_mean5_val_only,2021-08-10
93,-0.04314637799047527,0.03285998851060867,0.03150084130465984,0.01361199002712965,0.038495996966958046,0.3978494623655914,0.4518244548715517,lagged_stock_mean5_val_only,2021-08-11
93,-0.014997975157386767,0.03231510927435011,0.031837609596550465,0.01165076345205307,0.041328691644594066,0.4838709677419355,0.4029378404229993,lagged_stock_mean5_val_only,2021-08-12
92,0.06142972761116949,0.03594923994969577,0.03830212932080032,0.014224007725715637,0.04345046444796026,0.5108695652173914,0.41489600311485214,lagged_stock_mean5_val_only,2021-08-13
