n,rel_score,absE_robust,base_robust,absE_median,absE_q90,DA,pred_actual_q90_ratio,model,fold_id,test_start,test_end
1913,-0.00537267355272153,0.042833570911898274,0.04260466992855072,0.013765130162937567,0.058136881497921414,0.48405645582854157,0.007582932054850273,global_train_mean,9,2020-12-28,2021-01-26
1903,0.005320124908435808,0.05046584471419919,0.050735765323042865,0.016877582267625257,0.06717652489314786,0.5191802417235943,0.006518281732318384,global_train_mean,10,2021-01-27,2021-03-03
1922,0.0015801512731509204,0.025545276966295206,0.025585706252604725,0.009613192174583673,0.031864169583423065,0.4656607700312175,0.013727238897868211,global_train_mean,11,2021-03-04,2021-04-01
1921,0.0018705944522172668,0.03108630054339301,0.031144559383392334,0.01174025985528715,0.03869208137621172,0.42009370119729306,0.011371306452135322,global_train_mean,12,2021-04-02,2021-05-05
1915,0.0019067315391430029,0.03385198411124293,0.03391665406525135,0.01318781726877205,0.041328333684941765,0.5065274151436031,0.010620547645669918,global_train_mean,13,2021-05-06,2021-06-03
1920,0.0024905448169721955,0.03191192744707224,0.031991603970527666,0.011716536246240139,0.0403907824016642,0.47552083333333334,0.010846024389965077,global_train_mean,14,2021-06-04,2021-07-02
1926,0.0035310602988307682,0.04234060317685362,0.04249064018949866,0.015327308792620897,0.054026588768465444,0.4833852544132918,0.008128833670212561,global_train_mean,15,2021-07-05,2021-08-02
1936,-0.0036734132949991505,0.03324581631750334,0.03312413766980171,0.011631722067249939,0.0432281885005068,0.5056818181818182,0.010196935865683923,global_train_mean,16,2021-08-03,2021-08-31
1943,-0.002986249982377398,0.029802811561967246,0.02971407789736986,0.011718974477844313,0.036167674168245866,0.44467318579516213,0.012161976766737675,global_train_mean,17,2021-09-01,2021-10-01
1946,0.006311887022095841,0.025821559116593562,0.025985577143728733,0.009239143691956997,0.03316483084927313,0.5210688591983555,0.013194882511881667,global_train_mean,18,2021-10-04,2021-11-01
1944,-0.0010431102059500486,0.0412789377529407,0.04123592413961888,0.014667592506157234,0.053222690493566926,0.49022633744855965,0.008240394193582348,global_train_mean,19,2021-11-02,2021-11-30
1948,-0.008310936085062615,0.0360848966112826,0.03578746924176812,0.013268065173178911,0.045633662876207376,0.47895277207392195,0.009709308976062191,global_train_mean,20,2021-12-01,2021-12-29
1920,-0.0038986482517027188,0.04973802083695774,0.049544862844049936,0.01625939182122238,0.06695725803147072,0.4708333333333333,0.006610744441462938,global_train_mean,21,2021-12-30,2022-01-28
1941,0.0008703329383719094,0.03129495678876992,0.03132221754640341,0.011770934768719599,0.03904804404010065,0.49407521895929934,0.011349259096673378,global_train_mean,22,2022-02-07,2022-03-07
1949,0.006099219048477766,0.02952011875750032,0.029701273329555994,0.011017421231372282,0.03700539505225608,0.5048742945100051,0.011836920429397269,global_train_mean,23,2022-03-08,2022-04-05
1948,-0.006241653469899688,0.05620119495724794,0.0558525824919343,0.021664286963641644,0.06907381598721259,0.3675564681724846,0.006398925897395315,global_train_mean,24,2022-04-06,2022-05-09
1943,0.0007760049794396373,0.05188035090977792,0.0519206415861845,0.017555663391249254,0.06864937503705733,0.496654657745754,0.006407807411903371,global_train_mean,25,2022-05-10,2022-06-07
1948,0.0011564671565817974,0.05514450667833444,0.0552083533257246,0.020749525167047977,0.06878996302257293,0.4173511293634497,0.006410885183133341,global_train_mean,26,2022-06-08,2022-07-06
1943,0.0018207074733012085,0.0322765516320942,0.032335424982011314,0.011847592919366434,0.04085791742545552,0.5388574369531652,0.010753438383576971,global_train_mean,27,2022-07-07,2022-08-04
1949,-0.005252270957999405,0.026134327836916785,0.02599778044968844,0.009904465667204931,0.03245972433942371,0.43304258594150846,0.013641018952313082,global_train_mean,28,2022-08-05,2022-09-06
1950,-0.0028157789588105775,0.04790519291127569,0.04777068123221398,0.015980924479663372,0.06384853686322464,0.36102564102564105,0.006912615629026625,global_train_mean,29,2022-09-07,2022-10-05
1945,-0.0013514857440266592,0.0551761125883786,0.05510164350271225,0.02072322924504988,0.06890576668665745,0.41799485861182517,0.006407794779419034,global_train_mean,30,2022-10-06,2022-11-03
710,-0.0029406505009266226,0.0738302355777705,0.07361376322805882,0.03886635601520538,0.06992775912513025,0.37464788732394366,0.006337312985069219,global_train_mean,31,2022-11-04,2022-11-15
1881,-0.0021804170543899826,0.045320788776734844,0.04522218555212021,0.014573498570825905,0.06149458041181788,0.4800637958532695,0.024500904422376693,stock_train_mean,0,2020-04-01,2020-05-04
1915,0.0024657358769192284,0.03265300820348785,0.0327337209135294,0.01199253206141293,0.04132095228414984,0.47885117493472584,0.03603320056902272,stock_train_mean,1,2020-05-05,2020-06-02
1903,0.003949881093393004,0.03682772036117967,0.036973762325942516,0.013029783847741783,0.047595873026875776,0.4634787178139779,0.031083379672280337,stock_train_mean,2,2020-06-03,2020-07-01
1902,-0.005887402374166406,0.03407502473637579,0.03387558553367853,0.010642804772942327,0.04686443992686692,0.4242902208201893,0.031803034001572375,stock_train_mean,3,2020-07-02,2020-07-30
1908,0.012499569262631294,0.024321830435656007,0.024629690963774917,0.009197199949994683,0.03024926097132265,0.47431865828092246,0.048723614340180146,stock_train_mean,4,2020-07-31,2020-08-28
1920,-0.004434372084930693,0.02140774546423927,0.021313234651461253,0.007735722203506157,0.027344046521466228,0.46927083333333336,0.055096975049170036,stock_train_mean,5,2020-08-31,2020-09-29
1920,-0.01617394668398231,0.024967197480145847,0.024569806735962638,0.00933466102287639,0.031265072914538915,0.43802083333333336,0.04804371338155135,stock_train_mean,6,2020-09-30,2020-10-28
1904,0.0026902300867175377,0.025088673041318545,0.025156349409371614,0.008775174370384775,0.03262699734186754,0.4989495798319328,0.04587262615314316,stock_train_mean,7,2020-10-29,2020-11-26
1909,0.004832826336858664,0.031575208323192785,0.0317285468801856,0.011319224606268108,0.040511967433849355,0.4971189104243059,0.03668832509549794,stock_train_mean,8,2020-11-27,2020-12-25
1913,0.0014022972859776273,0.04254492551553994,0.04260466992855072,0.01351348520256579,0.058062880625948304,0.4610559330893884,0.02572718430889971,stock_train_mean,9,2020-12-28,2021-01-26
1903,0.006807704019455962,0.05039037124952301,0.050735765323042865,0.01693649188382551,0.066907758731395,0.488176563321072,0.022115065029156507,stock_train_mean,10,2021-01-27,2021-03-03
1922,-0.00044240622254609896,0.025597025528259112,0.025585706252604725,0.009655303263571113,0.031883444529376,0.4656607700312175,0.04657343658405312,stock_train_mean,11,2021-03-04,2021-04-01
1921,-0.0029575928100222804,0.031236672308295965,0.031144559383392334,0.01182807720033452,0.03881719021592289,0.4466423737636648,0.03858028725708296,stock_train_mean,12,2021-04-02,2021-05-05
1915,-0.008551022228733496,0.03420667612808758,0.03391665406525135,0.01343174313660711,0.04154986598296094,0.4825065274151436,0.03603313134882046,stock_train_mean,13,2021-05-06,2021-06-03
1920,0.006745090249657748,0.031775817714515146,0.031991603970527666,0.011492752615595236,0.04056613019783982,0.46510416666666665,0.036798123269609434,stock_train_mean,14,2021-06-04,2021-07-02
1926,0.008905765853875813,0.0421122284969897,0.04249064018949866,0.015197705070022494,0.053829046853934415,0.4745586708203531,0.02757930580641048,stock_train_mean,15,2021-07-05,2021-08-02
1936,0.00025587172347263376,0.03311566213960759,0.03312413766980171,0.011513458215631545,0.0432044078479521,0.5005165289256198,0.03459591177988737,stock_train_mean,16,2021-08-03,2021-08-31
1943,-0.0036661484112823217,0.02982301411684602,0.02971407789736986,0.011639071890385821,0.0363678844529204,0.4559958826556871,0.04126285394292572,stock_train_mean,17,2021-09-01,2021-10-01
1946,-0.007625782382291391,0.026183737500105053,0.025985577143728733,0.009257778423489071,0.033851918153231964,0.4779033915724563,0.04476727100572182,stock_train_mean,18,2021-10-04,2021-11-01
1944,-0.0018687477508505523,0.041312983680109036,0.04123592413961888,0.01460152964136796,0.05342290807748215,0.4809670781893004,0.027957805590606222,stock_train_mean,19,2021-11-02,2021-11-30
1948,-0.008626454895940494,0.03609618823102209,0.03578746924176812,0.013186097581638023,0.045820181298768144,0.459958932238193,0.03294150333042099,stock_train_mean,20,2021-12-01,2021-12-29
1920,0.008669792751007765,0.049115319151314916,0.049544862844049936,0.01631842169445008,0.06559379491372967,0.4661458333333333,0.022428770221640804,stock_train_mean,21,2021-12-30,2022-01-28
1941,-0.0008262900298006137,0.031348098782473244,0.03132221754640341,0.011992418527370319,0.03871136051020585,0.48274085522926324,0.03850548553482166,stock_train_mean,22,2022-02-07,2022-03-07
1949,0.0021044240240394307,0.029638769256416713,0.029701273329555994,0.010930999938864261,0.037415538635104904,0.4910210364289379,0.04016001084199309,stock_train_mean,23,2022-03-08,2022-04-05
1948,-0.00039167838358578067,0.055874458741163834,0.0558525824919343,0.02152086584828794,0.06870718578575179,0.4322381930184805,0.021710117504742873,stock_train_mean,24,2022-04-06,2022-05-09
1943,0.00199635941948062,0.051816989324288444,0.0519206415861845,0.01763466274132952,0.06836465316591785,0.4817292846114256,0.021740250487478064,stock_train_mean,25,2022-05-10,2022-06-07
1948,0.002758212267346738,0.05505607696832158,0.0552083533257246,0.020828537439228967,0.06845507905818522,0.45071868583162217,0.021750692673577227,stock_train_mean,26,2022-06-08,2022-07-06
1943,-0.0014757137522367625,0.03238314281334169,0.032335424982011314,0.011865013249916956,0.041036259126849474,0.5038600102933608,0.03648399975728702,stock_train_mean,27,2022-07-07,2022-08-04
1949,-0.00596238970793217,0.026152789348270745,0.02599778044968844,0.009984247444663197,0.032337083807215096,0.452539763981529,0.04628091168545783,stock_train_mean,28,2022-08-05,2022-09-06
1950,0.0005718835143054823,0.047743361967150136,0.04777068123221398,0.01592136103863595,0.06364400185702837,0.438974358974359,0.02345295131990474,stock_train_mean,29,2022-09-07,2022-10-05
1945,-0.002068833255050473,0.0552156396151986,0.05510164350271225,0.020844106693402864,0.06874306584359147,0.44781491002570695,0.021740207628297675,stock_train_mean,30,2022-10-06,2022-11-03
710,-0.01534323160097073,0.07474323624628595,0.07361376322805882,0.03973979692091234,0.07000687865074724,0.4183098591549296,0.021501078739822432,stock_train_mean,31,2022-11-04,2022-11-15
1881,-0.03984308081157972,0.04702397674554959,0.04522218555212021,0.018153177166823298,0.05774159915745258,0.47262094630515683,0.6012704334299658,lagged_stock_mean5_val_only,0,2020-04-01,2020-05-04
1915,-0.0989817116122742,0.03597376063698903,0.0327337209135294,0.014127329457551241,0.04369286235887558,0.4830287206266319,0.46608607894317855,lagged_stock_mean5_val_only,1,2020-05-05,2020-06-02
1903,-0.14238888521553061,0.042238415125757454,0.036973762325942516,0.016252513509243727,0.051971803233027455,0.42932212296374145,0.39904437101626045,lagged_stock_mean5_val_only,2,2020-06-03,2020-07-01
1902,-0.08666962377665177,0.03681156978709624,0.03387558553367853,0.012578004447277635,0.048467130679637205,0.45215562565720296,0.40616585857303794,lagged_stock_mean5_val_only,3,2020-07-02,2020-07-30
1908,-0.1863581042697564,0.029219633480533958,0.024629690963774917,0.01152659032959491,0.035386086301878096,0.4412997903563941,0.51894187704877,lagged_stock_mean5_val_only,4,2020-07-31,2020-08-28
1920,-0.1209169606596836,0.0238903662073426,0.021313234651461253,0.009382468648254871,0.02901579511817546,0.44114583333333335,0.46867363017310143,lagged_stock_mean5_val_only,5,2020-08-31,2020-09-29
1920,-0.14144762623851737,0.028045147575903685,0.024569806735962638,0.011246339592617005,0.03359761596657336,0.4375,0.44114746770802754,lagged_stock_mean5_val_only,6,2020-09-30,2020-10-28
1904,-0.18828104174032,0.029892813082551584,0.025156349409371614,0.011912914691492915,0.03595979678211734,0.44012605042016806,0.519795644481669,lagged_stock_mean5_val_only,7,2020-10-29,2020-11-26
1909,-0.06359883081581263,0.03374644536525011,0.0317285468801856,0.013186552561819553,0.041119785606861116,0.4578313253012048,0.4647223978558346,lagged_stock_mean5_val_only,8,2020-11-27,2020-12-25
1913,-0.03193053445979244,0.04396505980985239,0.04260466992855072,0.016932022757828236,0.0540660741040483,0.4924202822791427,0.38435512314552667,lagged_stock_mean5_val_only,9,2020-12-28,2021-01-26
1903,-0.050027250709753224,0.05327393617480993,0.050735765323042865,0.020749841118231416,0.06504819011315703,0.4534944823962165,0.4329587089405989,lagged_stock_mean5_val_only,10,2021-01-27,2021-03-03
1922,-0.1722703876290521,0.029993365786504002,0.025585706252604725,0.012111400486901402,0.0357639305992052,0.43340270551508847,0.45697630098306335,lagged_stock_mean5_val_only,11,2021-03-04,2021-04-01
1921,-0.14549686044610333,0.03567599499365315,0.031144559383392334,0.014497079828288406,0.042357830330729485,0.44456012493492975,0.4408829544355805,lagged_stock_mean5_val_only,12,2021-04-02,2021-05-05
1915,-0.07611160415544904,0.036498105013743065,0.03391665406525135,0.014939718879759312,0.0431167722679675,0.4919060052219321,0.4646701340031381,lagged_stock_mean5_val_only,13,2021-05-06,2021-06-03
1920,-0.14878712000450633,0.036751542589627206,0.031991603970527666,0.01483507442753762,0.04383293632417917,0.42864583333333334,0.42192771121669087,lagged_stock_mean5_val_only,14,2021-06-04,2021-07-02
1926,-0.047059746606102015,0.044490238949947525,0.04249064018949866,0.017155282897874713,0.054669912104145624,0.4953271028037383,0.38491995903445986,lagged_stock_mean5_val_only,15,2021-07-05,2021-08-02
1936,-0.11614948848886253,0.036971489316783845,0.03312413766980171,0.014672118704766035,0.04459874122403562,0.47262396694214875,0.4520057139897254,lagged_stock_mean5_val_only,16,2021-08-03,2021-08-31
1943,-0.1405021024095967,0.033888968313112854,0.02971407789736986,0.013307414948940277,0.04116310672834515,0.4451878538342769,0.42948079009664575,lagged_stock_mean5_val_only,17,2021-09-01,2021-10-01
1946,-0.1134655339990418,0.02893404453061521,0.025985577143728733,0.01168841781327501,0.0344912534346804,0.4686536485097636,0.4986043955615011,lagged_stock_mean5_val_only,18,2021-10-04,2021-11-01
1944,-0.08293693084840825,0.04465590512845666,0.04123592413961888,0.017264468362554908,0.05478287353180349,0.4573045267489712,0.44158257918829374,lagged_stock_mean5_val_only,19,2021-11-02,2021-11-30
1948,-0.13412546165241035,0.04058748007519171,0.03578746924176812,0.015635736053809524,0.049903488042764364,0.4537987679671458,0.43597890734059824,lagged_stock_mean5_val_only,20,2021-12-01,2021-12-29
1920,0.02416721946220357,0.048347501270473006,0.049544862844049936,0.01926768710836768,0.05815962832421065,0.4791666666666667,0.34402264028329843,lagged_stock_mean5_val_only,21,2021-12-30,2022-01-28
1941,-0.14685202846398404,0.03592194872908294,0.03132221754640341,0.01436284719966352,0.043118203058838844,0.47089129314786193,0.47620624690038743,lagged_stock_mean5_val_only,22,2022-02-07,2022-03-07
1949,-0.13015358569186608,0.0335670005530119,0.029701273329555994,0.013263523578643799,0.040606953948736195,0.4581836839404823,0.47243258575992714,lagged_stock_mean5_val_only,23,2022-03-08,2022-04-05
1948,-0.04713819427433741,0.05848537237616255,0.0558525824919343,0.025793047330807894,0.06538465009070932,0.4815195071868583,0.41665578387360336,lagged_stock_mean5_val_only,24,2022-04-06,2022-05-09
1943,-0.030020821188052826,0.05347934188321233,0.0519206415861845,0.02174048963934183,0.063477704487741,0.4945959855892949,0.4483938825351125,lagged_stock_mean5_val_only,25,2022-05-10,2022-06-07
1948,-0.041702346289320236,0.05751067119417712,0.0552083533257246,0.023691246926318854,0.06763884853571653,0.46560574948665295,0.43581769781870344,lagged_stock_mean5_val_only,26,2022-06-08,2022-07-06
1943,-0.1263822311552747,0.03642204813659191,0.032335424982011314,0.014969969168305397,0.042904157936573026,0.46680391147709727,0.4788513226276161,lagged_stock_mean5_val_only,27,2022-07-07,2022-08-04
1949,-0.17699242542985316,0.030599190667271618,0.02599778044968844,0.012026566080749035,0.03714524917304517,0.4145715751667522,0.4150986034180156,lagged_stock_mean5_val_only,28,2022-08-05,2022-09-06
1950,0.028493592313272198,0.04640952291665599,0.04777068123221398,0.01794350187992677,0.056932042073458436,0.522051282051282,0.3625381316358477,lagged_stock_mean5_val_only,29,2022-09-07,2022-10-05
1945,-0.12174448600633414,0.06180996476905422,0.05510164350271225,0.026798601262271404,0.07002272701356563,0.4303341902313625,0.46289070200862203,lagged_stock_mean5_val_only,30,2022-10-06,2022-11-03
710,0.01567817659433779,0.07245963364839554,0.07361376322805882,0.03380081616342068,0.07731763496994973,0.5464788732394367,0.5806666707661124,lagged_stock_mean5_val_only,31,2022-11-04,2022-11-15
1881,0.007373352339434369,0.04488874644448515,0.04522218555212021,0.015149521874263883,0.059478449140442535,0.45454545454545453,0.09599292972728163,ridge_last_step,0,2020-04-01,2020-05-04
1915,-0.014721487734803418,0.0332156099844724,0.0327337209135294,0.01235067576635629,0.04172986843623221,0.49973890339425586,0.11586015854876652,ridge_last_step,1,2020-05-05,2020-06-02
1903,-0.0018847646521340522,0.037043449166230855,0.036973762325942516,0.013431264203973114,0.04722436992451548,0.488176563321072,0.09830916338770705,ridge_last_step,2,2020-06-03,2020-07-01
1902,-0.02982761604745443,0.0348860134923598,0.03387558553367853,0.011118491922388785,0.04753504313994202,0.43901156677181913,0.10917636684051832,ridge_last_step,3,2020-07-02,2020-07-30
1908,0.012204586423344321,0.024329095771827264,0.024629690963774917,0.009219699015375227,0.030218793512904078,0.4716981132075472,0.16204492132189469,ridge_last_step,4,2020-07-31,2020-08-28
1920,0.002915581728742289,0.021251094173931055,0.021313234651461253,0.00795144854055252,0.026599291266757072,0.4765625,0.12767747392960704,ridge_last_step,5,2020-08-31,2020-09-29
1920,-0.00997318220010901,0.024814845895161856,0.024569806735962638,0.009291973692597821,0.031045744405128067,0.4390625,0.10799877389759799,ridge_last_step,6,2020-09-30,2020-10-28
1904,-0.003244922174041598,0.025237979805388024,0.025156349409371614,0.009357125498354435,0.03176170861406718,0.47478991596638653,0.1293144891789147,ridge_last_step,7,2020-10-29,2020-11-26
1909,-0.011598559319766943,0.03209655231330544,0.0317285468801856,0.011981251882389188,0.0402306008618325,0.4777370350969094,0.11400644230528605,ridge_last_step,8,2020-11-27,2020-12-25
1913,-0.010457060450374867,0.04305018953746184,0.04260466992855072,0.013974739937111735,0.05815089920070022,0.4830109775222164,0.089296302349467,ridge_last_step,9,2020-12-28,2021-01-26
1903,0.03523189165610918,0.04894824833609164,0.050735765323042865,0.016887542326003313,0.06412141202017665,0.47136100893326327,0.09240630709918007,ridge_last_step,10,2021-01-27,2021-03-03
1922,-0.010100420938540022,0.025844132655765868,0.025585706252604725,0.009681325289420784,0.03232561473269017,0.5072840790842872,0.12602625063274372,ridge_last_step,11,2021-03-04,2021-04-01
1921,-0.019905021545867152,0.0317644925089553,0.031144559383392334,0.012183868093416095,0.03916124883107841,0.42061426340447683,0.09859111865102699,ridge_last_step,12,2021-04-02,2021-05-05
1915,0.00970285567290985,0.033587565665948206,0.03391665406525135,0.013031781651079655,0.0411115680297371,0.5248041775456919,0.08960821279208919,ridge_last_step,13,2021-05-06,2021-06-03
1920,0.004610094624586947,0.03184411964903122,0.031991603970527666,0.011661002528853714,0.040366234240355015,0.48072916666666665,0.09792602965559782,ridge_last_step,14,2021-06-04,2021-07-02
1926,-0.004368494135019274,0.0426762603019597,0.04249064018949866,0.015584362568915822,0.05418379546608776,0.4730010384215992,0.07295784473878902,ridge_last_step,15,2021-07-05,2021-08-02
1936,0.0015622106235140265,0.03307239079003921,0.03312413766980171,0.011889902059920132,0.04236497746023815,0.5010330578512396,0.10337709457869086,ridge_last_step,16,2021-08-03,2021-08-31
1943,-0.012989820198295865,0.03010005842661485,0.02971407789736986,0.011756118386983871,0.03668788007926196,0.4559958826556871,0.08647882036280677,ridge_last_step,17,2021-09-01,2021-10-01
1946,0.02858283682117868,0.025242835632525384,0.025985577143728733,0.009006602631416172,0.032472466002218425,0.513874614594039,0.11614627972647212,ridge_last_step,18,2021-10-04,2021-11-01
1944,-0.0027419876072889426,0.04134899253258482,0.04123592413961888,0.014905302319675684,0.05288738042581827,0.4897119341563786,0.07936499597927993,ridge_last_step,19,2021-11-02,2021-11-30
1948,-0.016494924954463253,0.03637778086122125,0.03578746924176812,0.013542014872655272,0.04567153197713196,0.48973305954825463,0.09752926876895984,ridge_last_step,20,2021-12-01,2021-12-29
1920,0.023769762954242046,0.048367193198646435,0.049544862844049936,0.01657255545433145,0.06358927548862997,0.478125,0.0616739901557368,ridge_last_step,21,2021-12-30,2022-01-28
1941,-0.016881752781393367,0.03185099147958681,0.03132221754640341,0.012212811503559351,0.03927635995205492,0.45904173106646057,0.10150566827406858,ridge_last_step,22,2022-02-07,2022-03-07
1949,0.006225505149814459,0.029516367899486796,0.029701273329555994,0.010838345653610304,0.037356044491752984,0.4910210364289379,0.0934303575226462,ridge_last_step,23,2022-03-08,2022-04-05
1948,0.027726601355047897,0.05430398020253051,0.0558525824919343,0.02111924056953285,0.06636947926599532,0.5359342915811088,0.06909283691694072,ridge_last_step,24,2022-04-06,2022-05-09
1943,0.01839982412427288,0.0509653109125793,0.0519206415861845,0.01826929347589612,0.06539203487336635,0.5234173957797221,0.08914549883791019,ridge_last_step,25,2022-05-10,2022-06-07
1948,0.014562653226406153,0.05440437322104117,0.0552083533257246,0.02057971440081019,0.06764931764046196,0.4948665297741273,0.07163040781327883,ridge_last_step,26,2022-06-08,2022-07-06
1943,-0.018079201374213927,0.032920023641781884,0.032335424982011314,0.012237974064191803,0.041364099155180155,0.45856922285126095,0.10359462619782732,ridge_last_step,27,2022-07-07,2022-08-04
