loss,val_loss,val_rel_score
0.0021854820661246777,0.0006397756515070796,-0.04628881408781216
0.0005809013964608312,0.0003022488090209663,0.000696688300997339
0.0003626067191362381,0.0002313307486474514,-0.018647910961775427
0.00030170485842972994,0.00021196411398705095,-0.017785763882246064
0.00028117638430558145,0.00020273019617889076,0.0008891558813771683
0.00027341992245055735,0.0002016466314671561,-0.008875791784471954
0.00027150422101840377,0.0002001832763198763,0.004890723554073162
0.00027045802562497556,0.00019828981021419168,-0.00443580018226708
0.00026979410904459655,0.0002006071590585634,-0.00019863108146833675
0.0002689562679734081,0.0001991727331187576,-0.006508421981982204
0.00026887914282269776,0.00019991565204691142,-0.01821943609717258
0.0002689525135792792,0.0001983251713681966,0.006018020259280998
0.0002684078935999423,0.0001980857487069443,-0.002663739799762199
0.00026817922480404377,0.00020062190014868975,-0.01808607271187057
0.00026804639492183924,0.00019832282850984484,-0.0016795381868399684
0.0002678188029676676,0.00019830836390610784,0.004407993968040813
0.0002677136508282274,0.00019882612104993314,-0.006848258363798765
