model,threshold,holding_period,trade_count,coverage,directional_accuracy,avg_actual_return,avg_strategy_return,cumulative_strategy_return,final_equity,sampled_buy_hold_equity
linear_regression,0.0,3,510,0.27960526315789475,0.5058823529411764,0.0012616030898039217,0.0012616030898039217,0.6434175758,1.059769970467599,1.059769970467599
linear_regression,0.0025,3,429,0.23519736842105263,0.5454545454545454,0.006469556915151515,0.006469556915151515,2.7754399166,9.988176158710976,9.988176158710976
linear_regression,0.005,3,338,0.18530701754385964,0.5502958579881657,0.00436834111331361,0.00436834111331361,1.4764992963,2.9616010726929476,2.9616010726929476
linear_regression,0.01,3,183,0.10032894736842106,0.5519125683060109,0.006650916031693989,0.006650916031693989,1.2171176338,2.6615049784403038,2.6615049784403038
linear_regression,0.015,3,81,0.044407894736842105,0.5061728395061729,0.0019125912901234573,0.0019125912901234573,0.15491989450000004,1.0511443425890423,1.0511443425890423
linear_regression,0.02,3,41,0.022478070175438597,0.5365853658536586,0.0073791568731707315,0.0073791568731707315,0.3025454318,1.2971592759499098,1.2971592759499098
lstm,0.0,3,507,0.2779605263157895,0.5285996055226825,0.0033101803857988154,0.0033101803857988154,1.6782614555999995,3.0014656300216824,3.0014656300216824
lstm,0.0025,3,372,0.20394736842105263,0.5403225806451613,0.00507959042688172,0.00507959042688172,1.8896076388,3.921031907402005,3.921031907402005
lstm,0.005,3,269,0.1474780701754386,0.5650557620817844,0.008628166327137546,0.008628166327137546,2.320976742,6.2018418456079925,6.2018418456079925
lstm,0.01,3,106,0.0581140350877193,0.44339622641509435,-0.011499759706603772,-0.011499759706603772,-1.2189745288999998,0.25395525362007193,0.25395525362007193
lstm,0.015,3,14,0.007675438596491228,0.2857142857142857,-0.026499837928571433,-0.026499837928571433,-0.37099773100000005,0.6729236412691116,0.6729236412691116
lstm,0.02,3,3,0.001644736842105263,0.3333333333333333,-0.03265650333333333,-0.03265650333333333,-0.09796951,0.9029925340982152,0.9029925340982152
