Date,code,high,low,open,close,adjust,volume_match,value_match
2010-01-04,ISRG,34.34333419799805,33.977779388427734,34.133331298828125,34.30777740478516,34.30777740478516,3033900,104086365.86837769
2010-01-05,ISRG,34.43555450439453,33.77777862548828,34.223331451416016,34.1533317565918,34.1533317565918,3690900,126056532.18040466
2010-01-06,ISRG,34.75444412231445,33.93888854980469,33.93888854980469,34.648887634277344,34.648887634277344,4995900,173102377.73208618
2010-01-07,ISRG,34.88888931274414,34.380001068115234,34.524444580078125,34.518890380859375,34.518890380859375,2651400,91523385.95581056
2010-01-08,ISRG,34.74444580078125,34.276668548583984,34.518890380859375,34.328887939453125,34.328887939453125,2657700,91235885.47668456
2010-01-11,ISRG,34.72222137451172,34.155555725097656,34.328887939453125,34.58777618408203,34.58777618408203,2854800,98741183.45031738
2010-01-12,ISRG,34.40666580200195,33.6422233581543,34.37444305419922,33.82110977172852,33.82110977172852,3991500,134996959.65385437
2010-01-13,ISRG,34.241111755371094,33.47666549682617,33.9555549621582,34.00444412231445,34.00444412231445,3922200,133372230.73654176
2010-01-14,ISRG,34.41666793823242,33.939998626708984,33.973331451416016,34.22222137451172,34.22222137451172,2760300,94463597.6600647
2010-01-15,ISRG,34.44444274902344,33.921112060546875,34.32222366333008,34.28666687011719,34.28666687011719,4928400,168978409.00268555
2010-01-19,ISRG,35.24444580078125,34.11111068725586,34.11111068725586,34.53444290161133,34.53444290161133,6248700,215795373.3592987
2010-01-20,ISRG,34.72666549682617,33.65444564819336,34.67777633666992,34.33222198486328,34.33222198486328,7793100,267554439.15023804
2010-01-21,ISRG,34.665557861328125,33.51666641235352,34.31111145019531,33.83222198486328,33.83222198486328,10825200,366240569.430542
2010-01-22,ISRG,38.47666549682617,36.5011100769043,36.52777862548828,37.81666564941406,37.81666564941406,23992200,907305005.593872
2010-01-25,ISRG,38.06999969482422,37.44444274902344,37.8488883972168,37.61222076416016,37.61222076416016,5922900,222773422.3640442
2010-01-26,ISRG,37.77777862548828,37.01222229003906,37.18444442749024,37.272220611572266,37.272220611572266,6327900,235854884.8079681
2010-01-27,ISRG,37.77111053466797,37.05777740478516,37.06888961791992,37.68999862670898,37.68999862670898,4946400,186429809.2071533
2010-01-28,ISRG,37.883331298828125,37.03777694702149,37.49111175537109,37.223331451416016,37.223331451416016,4943700,184020983.69636536
2010-01-29,ISRG,37.44444274902344,36.31888961791992,37.23110961914063,36.45111083984375,36.45111083984375,5799600,211401862.4267578
2010-02-01,ISRG,36.80110931396485,35.970001220703125,36.48444366455078,36.51666641235352,36.51666641235352,4320000,157751998.9013672
2010-02-02,ISRG,37.54222106933594,36.29222106933594,36.49555587768555,37.28777694702149,37.28777694702149,4277700,159505923.4462738
2010-02-03,ISRG,37.45444488525391,36.790000915527344,37.11111068725586,36.915557861328125,36.915557861328125,4551300,168013778.4942627
2010-02-04,ISRG,37.078887939453125,35.68888854980469,36.915557861328125,35.68888854980469,35.68888854980469,5106600,182248878.26843265
2010-02-05,ISRG,36.272220611572266,35.05777740478516,35.75,36.15666580200195,36.15666580200195,6954300,251444300.9868621
2010-02-08,ISRG,36.52111053466797,35.77333450317383,36.16666793823242,35.99444580078125,35.99444580078125,3357000,120833354.55322266
2010-02-09,ISRG,36.63777923583984,36.01555633544922,36.44444274902344,36.315555572509766,36.315555572509766,2963700,107628412.0502472
2010-02-10,ISRG,36.37888717651367,35.34555435180664,36.315555572509766,35.772220611572266,35.772220611572266,3361500,120248319.58580016
2010-02-11,ISRG,36.66666793823242,35.62888717651367,35.643333435058594,36.641109466552734,36.641109466552734,3802500,139327818.74656677
2010-02-12,ISRG,36.99444580078125,36.05555725097656,36.223331451416016,36.86888885498047,36.86888885498047,3793500,139862129.8713684
2010-02-16,ISRG,37.25444412231445,36.71110916137695,37.0533332824707,37.14444351196289,37.14444351196289,3380400,125563076.84783936
2010-02-17,ISRG,37.90888977050781,37.27888870239258,37.418888092041016,37.905555725097656,37.905555725097656,5577300,211410655.9455872
2010-02-18,ISRG,38.32222366333008,37.68444442749024,37.883331298828125,38.30555725097656,38.30555725097656,3915000,149966256.63757324
2010-02-19,ISRG,38.83333206176758,38.02000045776367,38.02000045776367,38.502220153808594,38.502220153808594,5451300,209887152.7244568
2010-02-22,ISRG,38.804443359375,38.22444534301758,38.776668548583984,38.554443359375,38.554443359375,3451500,133070661.2548828
2010-02-23,ISRG,38.77777862548828,37.96222305297852,38.61000061035156,38.07555770874024,38.07555770874024,3437100,130869499.40071106
