code,rows,rel_score,base_score,abs_score,error_mean,error_abs_mean,error_q25,error_q75
BID,292,0.011334098827579742,0.023336852155625823,0.023072349966969344,0.0007332358509302139,0.013288051821291447,-0.007295617368072271,0.008442675927653909
CTS,292,0.010656188031659575,0.034801307599991574,0.03443045832245844,0.001365262665785849,0.0192840825766325,-0.011386189376935363,0.014176341937854886
PVT,291,0.009841148527846233,0.030607387982308856,0.030306176131125538,0.0015384654980152845,0.01625167205929756,-0.00938936322927475,0.011444474570453167
IMP,292,0.009141507348417677,0.021291311737149966,0.021096677054447358,5.276876254356466e-05,0.011724998243153095,-0.006395457428880036,0.008218097733333707
BCM,289,0.008341732541054858,0.029995215684175524,0.02974500361742688,0.001860029180534184,0.015590464696288109,-0.008903487585484982,0.012255615554749966
POW,292,0.007728305523344026,0.028733578603714713,0.028511516729486184,0.0005136257386766374,0.01566939242184162,-0.010113028343766928,0.011528890812769532
VCB,292,0.007062987919119745,0.018820009939372547,0.018687084436533045,0.0007775014382787049,0.011075563728809357,-0.005055067711509764,0.007038785726763308
DXG,292,0.006946096956046088,0.03694306379184127,0.036686453688889745,0.0026852430310100317,0.019759871065616608,-0.01076801703311503,0.01746566966176033
DIG,291,0.005975972529102314,0.04432307779788969,0.044058204302564234,0.004176782444119453,0.021637147292494774,-0.011483225040137768,0.020266846753656864
DCM,292,0.0047601412770521545,0.02969288136810065,0.02955153905786574,-0.00045049251639284194,0.015700751915574074,-0.011331621557474136,0.010166403139010072
PAN,293,0.004405831796847393,0.02829856425523758,0.028173885541036725,0.00045419318485073745,0.015124327503144741,-0.009621190838515759,0.011120427399873734
VTP,289,0.0036754105576227714,0.034244302846491353,0.03411844097427093,0.003942008595913649,0.01912645623087883,-0.008180159144103527,0.018011895939707756
PNJ,292,0.0032330665809218173,0.030365484952926635,0.030267311318311844,0.0004092974413651973,0.01583562232553959,-0.011470925994217396,0.010800110641866922
HPG,292,0.002598739686360263,0.022954632434993988,0.022894979320699355,-0.0003670236037578434,0.013295953162014484,-0.009008013410493731,0.009527343325316906
BWE,292,0.0019228239414228465,0.017268488882109526,0.017235284618254812,0.000291617150651291,0.009860765188932419,-0.00618928368203342,0.0073017943650484085
FRT,292,0.0003929302520687683,0.02994019547477366,0.02992843106621877,0.0020845127291977406,0.016978926956653595,-0.00933528901077807,0.013187983073294163
HT1,292,0.00035449649278518347,0.03174369363114238,0.03173244060308209,0.000924361462239176,0.01706305518746376,-0.007390068843960762,0.011982140364125371
HHV,292,0.000143310539281849,0.02781755011528731,0.02781356356717879,0.0007575315539725125,0.015371697954833508,-0.0100460525136441,0.011215578066185117
HDG,292,-8.059522273873299e-05,0.03556303475052121,0.03556590096122819,0.0011557867983356118,0.019082242622971535,-0.013606724329292774,0.013555292738601565
VRE,284,-0.001490239106005653,0.04283324601128698,0.042897077789530155,0.002407069317996502,0.021455878391861916,-0.011932648019865155,0.017295094206929207
EIB,292,-0.0015357252745387129,0.03531546629965306,0.03536970115383156,0.001319251605309546,0.01905721239745617,-0.012108618160709739,0.015535036800429225
CMG,292,-0.0023070008267724873,0.029603603389114143,0.02967189892660827,0.0031196458730846643,0.016289131715893745,-0.007817147765308619,0.014348351629450917
VIB,292,-0.0029837825719150057,0.02013588077388704,0.02019596186401032,0.0013575834454968572,0.011639183387160301,-0.005853390670381486,0.008500693365931511
VGC,288,-0.004729549748086592,0.03699879487976432,0.03717378252076742,0.0014977633254602551,0.02015107125043869,-0.013810934033244848,0.015346057247370481
REE,292,-0.0049163816990411835,0.019011352863162762,0.01910481993045323,7.542018283857033e-05,0.011339044198393822,-0.007649113074876368,0.008898274740204215
SCS,292,-0.006713317664763796,0.0205705804284662,0.02070867726943107,0.002497854409739375,0.011453689076006413,-0.0043845020700246096,0.01009029196575284
NKG,292,-0.0068861194667428904,0.031662217155098926,0.03188024696501089,0.002326493849977851,0.017191987484693527,-0.009765422437340021,0.0148957131896168
CTG,292,-0.009177543045014946,0.02361929072067142,0.023836057777953105,0.0002835300110746175,0.012598376721143723,-0.008700748672708869,0.009025778854265809
SAB,293,-0.009728789205869726,0.018481862265616655,0.018661668407730758,0.0010795542038977146,0.010787737555801868,-0.005400628317147493,0.008167234249413013
FPT,292,-0.009771175932066445,0.02613760177046061,0.02639299687580207,0.0031812116503715515,0.014900125563144684,-0.006860910216346383,0.013727209763601422
TLG,292,-0.00987699121982999,0.028365001734346158,0.028645162607426757,0.0018745744600892067,0.015501926653087139,-0.008230130420997739,0.012763735838234425
HAG,292,-0.010117197112121223,0.0341497146524489,0.034495214046910416,0.0006004744791425765,0.017867347225546837,-0.010694478172808886,0.012747879838570952
STB,292,-0.010689724811088652,0.029475618153810515,0.02979070440051148,-0.00043764649308286607,0.015823770314455032,-0.009190534241497517,0.010712775634601712
DBC,292,-0.011019257432361984,0.026979318540543328,0.02727661059689127,0.0003954812709707767,0.015796495601534843,-0.010370373958721757,0.01136730657890439
PVD,292,-0.012520087643864475,0.03549516135826708,0.035939563889405696,0.00011405328405089676,0.018401270732283592,-0.012037972221150994,0.0128350502345711
VPI,293,-0.014664630880682372,0.0252407630905509,0.02561090956442058,0.001541155157610774,0.013430115766823292,-0.009020299650728703,0.012471310794353485
VCI,292,-0.015117949735767189,0.029922374803572904,0.030374739761828105,0.0009679573122411966,0.016783561557531357,-0.010777149815112352,0.013501198962330818
PC1,291,-0.015720030841049004,0.03256975542753934,0.03308175298734568,-4.7079298383323476e-05,0.01776445470750332,-0.010206849314272404,0.011846065521240234
HCM,290,-0.016102599501422787,0.02744527440518141,0.0278872146671347,0.0023237792775034904,0.016236361116170883,-0.009785431670024991,0.01334829325787723
CTD,292,-0.01632442039265891,0.034844797570258386,0.03541361869429238,0.0007883383659645915,0.01874099299311638,-0.012315488420426846,0.01458506053313613
GVR,288,-0.01662888063245016,0.040785685647279024,0.041463905945420265,0.00045155826956033707,0.02096019871532917,-0.014525349484756589,0.015516432467848063
HDB,292,-0.018615971208394422,0.029942741524428135,0.030500154738547284,0.0011448152363300323,0.015892835333943367,-0.009324133861809969,0.011168282711878419
PDR,292,-0.019702846831951115,0.03912552865222098,0.0398964129504748,0.004338384605944157,0.02108721248805523,-0.010538607370108366,0.020616425666958094
SHB,292,-0.01980532971272453,0.026009061746299276,0.026524179789703343,0.001430111937224865,0.01489328220486641,-0.006514987908303738,0.011163834249600768
KDH,291,-0.021141184272881253,0.030001821555197233,0.03063609559321776,0.0026993395294994116,0.016307154670357704,-0.007062605815008283,0.013479426503181458
PLX,292,-0.021395314035753454,0.030747093167155983,0.03140493688115385,0.0011680906172841787,0.016235489398241043,-0.0067256620386615396,0.012145115295425057
FTS,292,-0.02176594218498673,0.03196490025147797,0.0326606464223005,0.003354353830218315,0.017055438831448555,-0.008526087738573551,0.015211880439892411
VHC,288,-0.024260653006672683,0.032232762314379215,0.03301475017633493,0.0015670079737901688,0.017404019832611084,-0.009149144869297743,0.014105453621596098
EVF,292,-0.024584374724141878,0.038796516042202724,0.03975030413057542,0.00024757825303822756,0.020815815776586533,-0.014922145521268249,0.014607063960283995
GAS,292,-0.024727177400238443,0.03154514515772463,0.03232516755815596,-3.205877510481514e-05,0.01609673909842968,-0.009371228516101837,0.008180473931133747
MWG,291,-0.025376557883344475,0.025796099752187725,0.026450715970713645,1.3215384569775779e-05,0.01463046483695507,-0.009753707330673933,0.009827163070440292
VPB,292,-0.025826165382630828,0.03009942527860403,0.0308767780137714,4.8894893552642316e-05,0.017310403287410736,-0.010399976745247841,0.012440131045877934
VND,292,-0.026251069426004525,0.03770702257752419,0.03869687224505469,0.000782026385422796,0.02007422409951687,-0.013269053772091866,0.0160143100656569
PTB,293,-0.02646262923751741,0.02234520809724927,0.022936521054361947,0.0010749404318630695,0.012919093482196331,-0.007313684560358524,0.008729634806513786
LPB,292,-0.029040619761685038,0.02722817510366444,0.028018898183654536,0.00015117779548745602,0.015360992401838303,-0.011474731611087918,0.010802043601870537
SJS,288,-0.02952554082305192,0.03690036199986935,0.03798986514448188,0.0017085722647607327,0.019796881824731827,-0.008485672064125538,0.01482743606902659
NT2,292,-0.02957405261272794,0.023688314761966468,0.024388874229043723,-0.00023334591242019087,0.013135223649442196,-0.008430118439719081,0.009198573185130954
HSG,292,-0.030205092546783607,0.027539461199194197,0.02837129317340441,0.002236581640318036,0.015684546902775764,-0.007544762804172933,0.013311113230884075
SSB,293,-0.0369392046529915,0.01925481390208006,0.01996607141336426,0.0019172903848811984,0.01124639343470335,-0.0046888985671103,0.00810348428785801
BMP,293,-0.03891374852808682,0.028569309040904045,0.029681047948542982,0.0002803379902616143,0.015501129440963268,-0.008885608986020088,0.012271727435290813
MBB,291,-0.04519917727761236,0.022907192260026923,0.02394257850392023,-0.0004040196363348514,0.013145600445568562,-0.009097519796341658,0.009188811760395765
TCH,292,-0.054624029180250444,0.0415356094017625,0.043804451741743855,0.002777047688141465,0.022587032988667488,-0.015626226319000125,0.018628238700330257
ACB,292,-0.05677132435825949,0.01623686067759991,0.0171586487616878,0.0006808438920415938,0.010096155107021332,-0.005724284681491554,0.006502983858808875
CTR,290,-0.058601888149778736,0.030776072666049006,0.03257960863411427,0.0030848716851323843,0.016489213332533836,-0.007354070781730115,0.015414888272061944
SBT,287,-0.06341561027169718,0.013754418957978486,0.014626663830131292,0.0011998434783890843,0.008139568381011486,-0.0017717750160954893,0.006017051637172699
VNM,292,-0.06842730855123236,0.023352632299065618,0.024950590074877255,9.332505578640848e-05,0.013224265538156033,-0.008099356666207314,0.00923295458778739
SSI,292,-0.0713173299937957,0.029314506333321333,0.03140513865510002,0.0015607093228027225,0.017109397798776627,-0.009507564827799797,0.01375959999859333
VJC,292,-0.07168978349729227,0.0328308955766261,0.035184535372536636,0.000558918050955981,0.018195750191807747,-0.006770664593204856,0.014514110749587417
DGC,290,-0.07559939438844543,0.028575387131422766,0.030735669092973702,0.0037356039974838495,0.016231879591941833,-0.0058048703940585256,0.013607857516035438
KDC,293,-0.0790066235226694,0.011524822562932968,0.012435359880328178,0.002039621351286769,0.00704190693795681,-0.0010852375999093056,0.006921885535120964
PPC,292,-0.07903004156930349,0.012936806911602624,0.01395920329960063,0.0018530626548454165,0.008030237630009651,-0.003042287193238735,0.006748511688783765
KOS,266,-0.6473756124472638,0.00406349643599242,0.006694104929920287,0.003218590747565031,0.0044930861331522465,0.0008452970505459234,0.004205790581181645
