split,mae,rmse,directional_accuracy,thresholded_directional_accuracy
train,0.01649448648095131,0.024508928880095482,0.4304450385280705,0.49915165753067087
val,0.012607617303729057,0.018387140706181526,0.4426354374940493,0.4893871961656967
test,0.01702832616865635,0.02458382397890091,0.461598623494447,0.49714828897338403
