family,best_by_val,best_val_score,best_test_score,second_by_val,second_val_score,second_test_score,top2_val_gap,top2_test_gap,best_val_minus_test,val_score_std,test_score_std,positive_test_ratio
lstm,lstm_seed_82,0.00828164118578889,0.015821422828868448,lstm_seed_62,0.003673162567323529,-0.0010864849270417754,0.0046084786184653614,0.016907907755910223,-0.007539781643079557,0.01178996307954692,0.00915949724969871,0.875
lstm_signmag,lstm_signmag_seed_52,0.02049192816051626,0.020911402922104583,lstm_signmag_seed_62,0.019521826279142562,0.005540328599153876,0.0009701018813736972,0.015371074322950706,-0.0004194747615883232,0.011867699996583086,0.014611083454307212,1.0
