model,train_rel_score,val_rel_score,test_rel_score,train_minus_val,val_minus_test,train_minus_test,train_directional_accuracy,val_directional_accuracy,test_directional_accuracy
lstm,0.0010343205120789678,-0.032408755833531755,0.008990011921810037,0.03344307634561072,-0.04139876775534179,-0.00795569140973107,0.4452652098081461,0.4155712841253792,0.4727744165946413
linear_regression,-0.0262256194558097,-0.05821376918428278,-0.04497424795390037,0.03198814972847308,-0.013239521230382412,0.01874862849809067,0.432030368318457,0.42163801820020225,0.4261019878997407
arima,-0.0026837357718112465,-0.004871240351102646,0.0010727685688017852,0.0021875045792913994,-0.005944008919904431,-0.0037565043406130316,0.42084744023802195,0.3923154701718908,0.41659464131374246
lstm_ensemble,0.006514963599936641,-0.009354200039676686,0.025257689738533373,0.015869163639613326,-0.03461188977821006,-0.018742726138596733,0.4457781881604596,0.43377148634984836,0.4736387208297321
lstm_seed_42,-0.00025037676951544796,-0.004201675024567253,0.013520172169324773,0.003951298255051805,-0.017721847193892026,-0.013770548938840221,0.43818610854621937,0.4378159757330637,0.46153846153846156
lstm_seed_52,-0.0034149482432381806,0.003000379996426439,0.021866152105639358,-0.006415328239664619,-0.01886577210921292,-0.02528110034887754,0.43172258130706886,0.3993933265925177,0.4373379429559205
lstm_seed_62,-0.01578603618478791,0.003673162567323529,-0.0010864849270417754,-0.01945919875211144,0.004759647494365304,-0.014699551257746135,0.4103826818508259,0.42264914054600605,0.4079515989628349
lstm_seed_72,0.006644095028640051,0.001086144002033329,0.024009838113680515,0.005557951026606722,-0.022923694111647186,-0.017365743085040464,0.4535754591156253,0.4277047522750253,0.47536732929991354
lstm_seed_82,0.004490570153090845,0.00828164118578889,0.015821422828868448,-0.0037910710326980457,-0.007539781643079557,-0.011330852675777603,0.44475223145583254,0.4398382204246714,0.4606741573033708
lstm_seed_92,0.00444533280121695,-0.007213312974613473,0.029912856535247778,0.011658645775830423,-0.03712616950986125,-0.025467523734030828,0.44157176567148865,0.41354903943377147,0.4520311149524633
lstm_seed_102,0.0010343205120789678,-0.032408755833531755,0.008990011921810037,0.03344307634561072,-0.04139876775534179,-0.00795569140973107,0.4452652098081461,0.4155712841253792,0.4727744165946413
lstm_seed_112,0.008647362208147769,-0.00735271370390711,0.022187358465361018,0.01600007591205488,-0.029540072169268128,-0.01353999625721325,0.4498820149789679,0.4418604651162791,0.46845289541918755
lstm_best_by_val,0.004490570153090845,0.00828164118578889,0.015821422828868448,-0.0037910710326980457,-0.007539781643079557,-0.011330852675777603,0.44475223145583254,0.4398382204246714,0.4606741573033708
lstm_top2_by_val,-0.0012049856932432323,0.006329104132632879,0.006006327011763846,-0.007534089825876111,0.0003227771208690333,-0.007211312705007078,0.4353134297732636,0.4277047522750253,0.4364736387208297
lstm_signmag,0.0052669214395481,-0.013257690212724382,0.017889626272405867,0.018524611652272482,-0.03114731648513025,-0.012622704832857767,0.4431107007284293,0.41051567239635994,0.47191011235955055
lstm_signmag_ensemble,0.0053017096881141645,0.002567826727605693,0.01418164192239424,0.0027338829605084713,-0.011613815194788546,-0.008879932234280075,0.44783010156971376,0.4196157735085945,0.48314606741573035
lstm_signmag_seed_42,0.004191152926097064,0.0012881892535171469,0.023463957215167253,0.002902963672579917,-0.022175767961650106,-0.01927280428907019,0.44352108341028007,0.4256825075834176,0.46499567847882456
lstm_signmag_seed_52,0.0015660124491518879,0.02049192816051626,0.020911402922104583,-0.01892591571136437,-0.0004194747615883232,-0.019345390472952695,0.43244075100030777,0.40950455005055614,0.4278305963699222
lstm_signmag_seed_62,0.002156430286470057,0.019521826279142562,0.005540328599153876,-0.017365395992672505,0.013981497679988686,-0.0033838983126838196,0.44003283061454807,0.42972699696663297,0.44511668107173724
lstm_signmag_seed_72,0.006751477949862639,0.01799245359781032,0.0276366524590419,-0.011240975647947682,-0.009644198861231579,-0.02088517450917926,0.44270031804657844,0.43174924165824063,0.4857389801210026
lstm_signmag_seed_82,0.0018105684630277397,-0.00046646882676681933,0.016896087010676686,0.002277037289794559,-0.017362555837443505,-0.015085518547648946,0.42864471119318764,0.42163801820020225,0.4191875540190147
lstm_signmag_seed_92,0.002515504186329842,0.001381475698654877,0.008153684750235257,0.0011340284876749651,-0.00677220905158038,-0.005638180563905415,0.4315173899661434,0.4236602628918099,0.449438202247191
lstm_signmag_seed_102,0.0052669214395481,-0.013257690212724382,0.017889626272405867,0.018524611652272482,-0.03114731648513025,-0.012622704832857767,0.4431107007284293,0.41051567239635994,0.47191011235955055
lstm_signmag_seed_112,0.005765610126992504,-0.005821925012366114,0.05616485875737853,0.011587535139358618,-0.06198678376974465,-0.05039924863038603,0.4439314660921309,0.4246713852376138,0.4701815038893691
lstm_signmag_best_by_val,0.0015660124491518879,0.02049192816051626,0.020911402922104583,-0.01892591571136437,-0.0004194747615883232,-0.019345390472952695,0.43244075100030777,0.40950455005055614,0.4278305963699222
lstm_signmag_top2_by_val,0.006166975719909762,0.01636728821012301,0.006091712123273085,-0.010200312490213248,0.010275576086849925,7.526359663667659e-05,0.44618857084231045,0.4277047522750253,0.45980985306828004
