label,run_dir,model_name,stocks,raw_test_rows,aligned_error_rows,rel_score,base_score,abs_score,error_mean,error_std,error_min,error_q25,error_median,error_q75,error_max,notes
Best VN30 Broad Model (29 stocks),/Users/lap15111/Documents/research-paper/data_stock_market/data/processed/assets/data_info_vn/history/training_runs/vn30_paper_repr_20260412_paper_phase1,lstm_signmag_seed_52,"['ACB', 'BID', 'CTG', 'DGC', 'FPT', 'GAS', 'GVR', 'HDB', 'HPG', 'LPB', 'MBB', 'MSN', 'MWG', 'PLX', 'SAB', 'SHB', 'SSB', 'SSI', 'STB', 'TCB', 'TPB', 'VCB', 'VHM', 'VIB', 'VIC', 'VJC', 'VNM', 'VPB', 'VRE']",8829,8771,0.0013355464498344682,0.028306989999999997,0.028269184699999998,-0.0008492307101497333,0.02267712409360962,-0.0710216494,-0.010110505159999998,-0.00019262618,0.009043712861,0.0876366037,"This is the best retained broad-panel VN30 run. Test rel_score is positive but still small, so it should be presented as a weak broad-market result, not a strong tradable edge."
