Date,market_return_actual,market_return_today,market_q10_today,market_q90_today,market_negative_ratio_today,market_abs_q90_today,market_breadth_today,n_stocks,market_return_today_lag1,market_return_today_lag2,market_q10_today_lag1,market_q10_today_lag2,market_q90_today_lag1,market_q90_today_lag2,market_negative_ratio_today_lag1,market_negative_ratio_today_lag2,market_abs_q90_today_lag1,market_abs_q90_today_lag2,market_breadth_today_lag1,market_breadth_today_lag2,market_return_lag1_5,market_return_lag1_20,market_volatility_lag1_20,market_negative_ratio_ewm5_lag1,market_abs_q90_ewm5_lag1
2017-06-22,0.00490170312736467,0.004819741430244546,-0.01635517429428368,0.033318525099955476,0.4084507042253521,0.03362840314225468,0.4647887323943662,71,-0.0014291208642909117,0.007013947216470877,-0.021893828692749494,-0.013867508043109622,0.02276918706707551,0.031019662307087855,0.5,0.3194444444444444,0.027006511420807542,0.031019662307087855,0.4027777777777778,0.5277777777777778,0.0035539877434810317,0.002981441311631288,0.005313592519946407,0.39216906221207115,0.029003680985861705
2017-06-23,0.0012283498250841285,0.004901703127364684,-0.010982487384980755,0.021794871794871717,0.28169014084507044,0.02366303833412209,0.5774647887323944,71,0.004819741430244546,-0.0014291208642909117,-0.01635517429428368,-0.021893828692749494,0.033318525099955476,0.02276918706707551,0.4084507042253521,0.5,0.03362840314225468,0.027006511420807542,0.4647887323943662,0.4027777777777778,0.00447278062488723,0.0028127897078447095,0.005191610340933476,0.3975962762164982,0.0305452550379927
2017-06-26,-0.007558701337097431,0.0029565862950326266,-0.016815502895524137,0.019891106270895496,0.4027777777777778,0.025602172622469974,0.4583333333333333,72,0.004901703127364684,0.004819741430244546,-0.010982487384980755,-0.01635517429428368,0.021794871794871717,0.033318525099955476,0.28169014084507044,0.4084507042253521,0.02366303833412209,0.03362840314225468,0.5774647887323944,0.4647887323943662,0.00484977981676221,0.0029182441827637438,0.005212557105501372,0.35896089775935563,0.028251182803369166
2017-06-27,0.0024975519832841557,-0.007558701337097442,-0.02547745101427887,0.013227637802774557,0.5972222222222222,0.027368395206572523,0.2777777777777778,72,0.0029565862950326266,0.004901703127364684,-0.016815502895524137,-0.010982487384980755,0.019891106270895496,0.021794871794871717,0.4027777777777778,0.28169014084507044,0.025602172622469974,0.02366303833412209,0.4583333333333333,0.5774647887323944,0.003652571440964365,0.0028329951570270737,0.005196462503179792,0.37356652443216304,0.027368179409736106
2017-06-28,0.006013685209093208,0.002497551983284157,-0.01411721647640467,0.019065620315288575,0.4027777777777778,0.020620722228216225,0.4305555555555556,72,-0.007558701337097442,0.0029565862950326266,-0.02547745101427887,-0.016815502895524137,0.013227637802774557,0.019891106270895496,0.5972222222222222,0.4027777777777778,0.027368395206572523,0.025602172622469974,0.2777777777777778,0.4583333333333333,0.0007380417302507014,0.0031632962839797996,0.004167191123892345,0.44811842369551613,0.027368251342014913
2017-06-29,0.0017412139248573306,0.00601368520909322,-0.00855398167628153,0.02375858660021226,0.3055555555555556,0.027361481742843648,0.5694444444444444,72,0.002497551983284157,-0.007558701337097442,-0.01411721647640467,-0.02547745101427887,0.019065620315288575,0.013227637802774557,0.4027777777777778,0.5972222222222222,0.020620722228216225,0.027368395206572523,0.4305555555555556,0.2777777777777778,0.0015233762997657152,0.003193439886598818,0.004159705269701939,0.43300487505627006,0.025119074970748684
2017-06-30,0.004919033287231695,0.0017412139248573334,-0.014025389081800066,0.017983071632066316,0.3611111111111111,0.021131930153003717,0.4861111111111111,72,0.00601368520909322,0.002497551983284157,-0.00855398167628153,-0.01411721647640467,0.02375858660021226,0.019065620315288575,0.3055555555555556,0.4027777777777778,0.027361481742843648,0.020620722228216225,0.5694444444444444,0.4305555555555556,0.0017621650555354502,0.003277696841794927,0.004200771505246746,0.39052176855603193,0.02586654389478034
2017-07-03,0.0002622648683440665,0.0049190332872317,-0.016891965822167874,0.026065113295692385,0.375,0.03312501149123204,0.5,72,0.0017412139248573334,0.00601368520909322,-0.014025389081800066,-0.00855398167628153,0.017983071632066316,0.02375858660021226,0.3611111111111111,0.3055555555555556,0.021131930153003717,0.027361481742843648,0.4861111111111111,0.5694444444444444,0.0011300672150339798,0.003170760621554407,0.004211841211250082,0.38071821607439166,0.024288339314188133
2017-07-04,0.004885529907371254,0.0002622648683440615,-0.01448851321896426,0.01745711867242283,0.5277777777777778,0.024472635450170952,0.3611111111111111,72,0.0049190332872317,0.0017412139248573334,-0.016891965822167874,-0.014025389081800066,0.026065113295692385,0.017983071632066316,0.375,0.3611111111111111,0.03312501149123204,0.021131930153003717,0.5,0.4861111111111111,0.0015225566134737943,0.0032851686919109285,0.004227452354090862,0.37881214404959446,0.0272338967065361
2017-07-05,0.005657375727387493,0.004885529907371265,-0.007754616204120711,0.01893733048944122,0.3055555555555556,0.020140257056016474,0.5694444444444444,72,0.0002622648683440615,0.0049190332872317,-0.01448851321896426,-0.016891965822167874,0.01745711867242283,0.026065113295692385,0.5277777777777778,0.375,0.024472635450170952,0.03312501149123204,0.3611111111111111,0.5,0.0030867498545620953,0.002797723914189741,0.003964995846898244,0.42846735529232227,0.02631347628774772
2017-07-06,-0.010819443551685126,0.005657375727387504,-0.009750483002425302,0.025486654347787005,0.3055555555555556,0.028057315817003842,0.5138888888888888,72,0.004885529907371265,0.0002622648683440615,-0.007754616204120711,-0.01448851321896426,0.01893733048944122,0.01745711867242283,0.3055555555555556,0.5277777777777778,0.020140257056016474,0.024472635450170952,0.5694444444444444,0.3611111111111111,0.0035643454393795167,0.002803329733847302,0.003968014253593498,0.3874967553800667,0.024255736543837305
2017-07-07,-0.012515263191625173,-0.010819443551685147,-0.034471387767646355,0.0077216924751319915,0.6164383561643836,0.036666271679309276,0.2054794520547945,72,0.005657375727387504,0.004885529907371265,-0.009750483002425302,-0.007754616204120711,0.025486654347787005,0.01893733048944122,0.3055555555555556,0.3055555555555556,0.028057315817003842,0.020140257056016474,0.5138888888888888,0.5694444444444444,0.0034930835430383735,0.003041725603390958,0.0039901433044645775,0.36018302210522973,0.02552292963489282
2017-07-10,-0.0002069079065532974,-0.012515263191625204,-0.033072304542341426,0.0024242620244017046,0.7671232876712328,0.033609661502120476,0.1095890410958904,73,-0.010819443551685147,0.005657375727387504,-0.034471387767646355,-0.009750483002425302,0.0077216924751319915,0.025486654347787005,0.6164383561643836,0.3055555555555556,0.036666271679309276,0.028057315817003842,0.2054794520547945,0.5138888888888888,0.0009809520477298771,0.002481673295465927,0.005032976583178226,0.44560146679161433,0.029237376983031638
2017-07-11,0.005601194704745252,-0.00020690790655330168,-0.01891182976838719,0.02096929604932799,0.4383561643835616,0.02747444990530321,0.3561643835616438,73,-0.012515263191625204,-0.010819443551685147,-0.033072304542341426,-0.034471387767646355,0.0024242620244017046,0.0077216924751319915,0.7671232876712328,0.6164383561643836,0.033609661502120476,0.036666271679309276,0.1095890410958904,0.2054794520547945,-0.0025059072480415035,0.0019469366878312473,0.005991074455614569,0.5527754070848205,0.030694805156061253
2017-07-12,0.005602499168972068,0.005601194704745265,-0.008261146639682849,0.025106655370757864,0.25675675675675674,0.025491405489903186,0.5540540540540541,73,-0.00020690790655330168,-0.012515263191625204,-0.01891182976838719,-0.033072304542341426,0.02096929604932799,0.0024242620244017046,0.4383561643835616,0.7671232876712328,0.02747444990530321,0.033609661502120476,0.3561643835616438,0.1095890410958904,-0.002599741803020976,0.001463840084924471,0.005737992093976752,0.5146356595177343,0.029621353405808574
2017-07-13,-0.0025490899988138806,0.003632425835360204,-0.0098585373918459,0.01865201291446876,0.2876712328767123,0.021085514647627777,0.5342465753424658,73,0.005601194704745265,-0.00020690790655330168,-0.008261146639682849,-0.01891182976838719,0.025106655370757864,0.02096929604932799,0.25675675675675674,0.4383561643835616,0.025491405489903186,0.02747444990530321,0.5540540540540541,0.3561643835616438,-0.0024566088435461764,0.0015462751597700227,0.005787258737465035,0.4286760252640751,0.02824470410050678
2017-07-14,-0.016420058815728132,-0.0025490899988138953,-0.01376486918957478,0.006698868033680314,0.5068493150684932,0.016476585465509605,0.2602739726027397,73,0.003632425835360204,0.005601194704745265,-0.0098585373918459,-0.008261146639682849,0.01865201291446876,0.025106655370757864,0.2876712328767123,0.25675675675675674,0.021085514647627777,0.025491405489903186,0.5342465753424658,0.5540540540540541,-0.002861598821951636,0.001716607600377355,0.0057964733229924235,0.38167442780162086,0.025858307616213782
2017-07-17,-0.007199187471518844,-0.015271199479356574,-0.04213270439705345,0.010371703078372208,0.7083333333333334,0.042489308939207604,0.2222222222222222,72,-0.0025490899988138953,0.003632425835360204,-0.01376486918957478,-0.0098585373918459,0.006698868033680314,0.01865201291446876,0.5068493150684932,0.2876712328767123,0.016476585465509605,0.021085514647627777,0.2602739726027397,0.5342465753424658,-0.0012075281113773859,0.001438317742037171,0.005863984494648282,0.42339939022391165,0.022731066899312393
2017-07-18,0.0014519403387896295,-0.007199187471518858,-0.026308900728523987,0.014231699222044812,0.625,0.029437004055383572,0.2638888888888889,72,-0.015271199479356574,-0.0025490899988138953,-0.04213270439705345,-0.01376486918957478,0.010371703078372208,0.006698868033680314,0.7083333333333334,0.5068493150684932,0.042489308939207604,0.016476585465509605,0.2222222222222222,0.2602739726027397,-0.00175871536892366,0.0002276263593682497,0.006676422722998007,0.5183773712603855,0.029317147579277465
2017-07-19,-0.0004061785361547027,0.0058649333176043995,-0.015043923448109453,0.01827445255474447,0.43243243243243246,0.029481116965901617,0.47297297297297297,74,-0.007199187471518858,-0.015271199479356574,-0.026308900728523987,-0.04213270439705345,0.014231699222044812,0.010371703078372208,0.625,0.7083333333333334,0.029437004055383572,0.042489308939207604,0.2638888888888889,0.2222222222222222,-0.0031571712819167706,-0.000483030375031237,0.006672490816255563,0.5539182475069238,0.0293570997379795
2017-07-20,-0.008019016230918458,-0.000406178536154705,-0.018516502696484693,0.026006733271238605,0.44,0.031100870492085108,0.38666666666666666,74,0.0058649333176043995,-0.007199187471518858,-0.015043923448109453,-0.026308900728523987,0.01827445255474447,0.014231699222044812,0.43243243243243246,0.625,0.029481116965901617,0.029437004055383572,0.47297297297297297,0.2638888888888889,-0.0031044235593449447,-0.00011832766593647139,0.006815855874263886,0.5134229758154267,0.029398438813953542
