family,best_by_val,best_val_score,best_test_score,second_by_val,second_val_score,second_test_score,top2_val_gap,top2_test_gap,best_val_minus_test,val_score_std,test_score_std,positive_test_ratio
lstm,lstm_seed_82,0.00828164118578889,0.015821422828868448,lstm_seed_62,0.003673162567323529,-0.0010864849270417754,0.0046084786184653614,0.016907907755910223,-0.007539781643079557,0.01178996307954692,0.00915949724969871,0.875
lstm_signmag,lstm_signmag_seed_72,0.01998011112648701,0.02763443361112805,lstm_signmag_seed_62,0.011859445936731827,0.012364227117758642,0.008120665189755183,0.01527020649336941,-0.007654322484641041,0.01113518907893838,0.005633691859751988,1.0
