run_name,model_name,market,codes_path,requested_codes,accepted_codes,sector_count,unknown_sector_share,test_rows,test_codes,stock_identity_enabled,known_code_share,known_row_share,rel_score,directional_accuracy,error_q2,error_q8,error_mean,error_std,filled_feature_columns,days,mean_spearman_ic,ic_t_stat,positive_ic_days,mean_top_bottom_return,quartile_equity,quartile_hit_rate,quartile_max_drawdown
broad_signmag_portable_no_identity_20260428_allvn_r01,lstm_signmag_seed_52,US,market_lists/us100.txt,100,89,1,1.0,75017,89,False,0.0,0.0,-0.0048989294162684605,0.5029196007429282,-0.011273425072431564,0.010247749276459217,-0.0004135620838496834,0.017359338700771332,['sector_momentum_rank_pct'],843,0.007793306957830469,1.1370806580279615,0.5124555160142349,0.00040800900506245824,1.3676149797215627,0.5065243179122183,-0.14686650601835438
