candidate_kind,source_label,run_name,model_name,val_rel_score,test_rel_score,pred_pos_rate,actual_pos_rate,pos_rate_gap,pred_abs_over_actual_abs,test_corr,train_minus_val,val_minus_test,trade_count,directional_accuracy,final_equity,selection_score,method,weight_expert,code_count,stable_weight_count,stable_test_rel_score_median
committee,committee_plain_narrow_highercap,phase1_plain_narrow_highercap_20260409_125108 + biaspush_signmag_sector_base_20260409_111710,lstm_top2_by_val + lstm_signmag_best_by_val,0.021098201277084727,0.022517747135325394,,,,,,,-0.0014195458582406673,,,,0.06983114028939302,avg,0.2,4,4,0.025057083877258857
committee,committee_plain_sector_base,phase1_plain_sector_base_20260409_125108 + biaspush_signmag_sector_base_20260409_111710,lstm_top2_by_val + lstm_signmag_best_by_val,0.020412998740391264,0.011553513006425709,,,,,,,0.008859485733965555,,,,0.06825508827886438,avg,0.95,4,5,0.02307654442003071
committee,committee_plain_narrow_base,phase1_plain_narrow_base_20260409_125108 + biaspush_signmag_sector_base_20260409_111710,lstm_best_by_val + lstm_signmag_best_by_val,0.01998011112648701,0.02763443361112805,,,,,,,-0.007654322484641041,,,,0.06424475638116646,avg,0.0,4,3,0.02763443361112805
