run_name,label,kind,sector,window,best_model_by_val,best_val_rel_score,best_test_rel_score,best_test_directional_accuracy,stocks
overnight_sector_dich_vu_tai_chinh_w20_20260409_010816,sector_dich_vu_tai_chinh_w20,sector_run,Dịch vụ tài chính,20,lstm_signmag_seed_52,0.024432911594067575,-0.016382046104687742,0.4982738780207135,"BSI,CTS,EVF,FTS,HCM,SSI,VCI,VIX,VND"
overnight_sector_dien_nuoc_xang_dau_khi_dot_w20_20260409_010816,sector_dien_nuoc_xang_dau_khi_dot_w20,sector_run,"Điện, nước & xăng dầu khí đốt",20,lstm_signmag_seed_52,0.015525162130169301,-0.016773508765151934,0.4649425287356322,"BWE,GAS,NT2,POW,PPC,REE"
overnight_sector_bank_w20_20260409_010816,sector_bank_w20,sector_run,Ngân hàng,20,lstm_top2_by_val,0.013890632450184404,-0.011847725756533256,0.46316826804631683,"ACB,BID,CTG,EIB,HDB,LPB,MBB,SHB,STB,TCB,TPB,VCB,VIB,VPB"
overnight_sector_xay_dung_va_vat_lieu_w20_20260409_010816,sector_xay_dung_va_vat_lieu_w20,sector_run,Xây dựng và Vật liệu,20,lstm_signmag_seed_82,0.01364684478918865,0.006864044375754053,0.4754224270353303,"BMP,CII,CTD,CTR,HHV,HT1,PC1,VCG,VGC"
overnight_wholemarket_shared_vn100_w20_20260409_010816,shared_vn100_w20,shared_run,VN100,20,lstm_signmag_seed_62,0.001525956606246437,0.002659591656941407,0.47611962505579525,"ACB,ANV,BCM,BID,BMP,BSI,BVH,BWE,CII,CMG,CTD,CTG,CTR,CTS,DBC,DCM,DGC,DGW,DIG,DPM,DSE,DXG,DXS,EIB,EVF,FPT,FRT,FTS,GAS,GEE,GEX,GMD,GVR,HAG,HCM,HDB,HDC,HDG,HHV,HPG,HSG,HT1,IMP,KBC,KDC,KDH,KOS,LPB,MBB,MSB,MSN,MWG,NAB,NKG,NLG,NT2,OCB,PAN,PC1,PDR,PHR,PLX,PNJ,POW,PPC,PTB,PVD,PVT,REE,SAB,SBT,SCS,SHB,SIP,SJS,SSB,SSI,STB,SZC,TCB,TCH,TLG,TPB,VCB,VCG,VCI,VGC,VHC,VHM,VIB,VIC,VIX,VJC,VND,VNM,VPB,VPI,VRE,VSC,VTP"
overnight_wholemarket_shared_vn100_w60_20260409_010816,shared_vn100_w60,shared_run,VN100,60,lstm_signmag_seed_92,-0.0008275989577890552,0.003492323784206497,0.4751525070674007,"ACB,ANV,BCM,BID,BMP,BSI,BVH,BWE,CII,CMG,CTD,CTG,CTR,CTS,DBC,DCM,DGC,DGW,DIG,DPM,DSE,DXG,DXS,EIB,EVF,FPT,FRT,FTS,GAS,GEE,GEX,GMD,GVR,HAG,HCM,HDB,HDC,HDG,HHV,HPG,HSG,HT1,IMP,KBC,KDC,KDH,KOS,LPB,MBB,MSB,MSN,MWG,NAB,NKG,NLG,NT2,OCB,PAN,PC1,PDR,PHR,PLX,PNJ,POW,PPC,PTB,PVD,PVT,REE,SAB,SBT,SCS,SHB,SIP,SJS,SSB,SSI,STB,SZC,TCB,TCH,TLG,TPB,VCB,VCG,VCI,VGC,VHC,VHM,VIB,VIC,VIX,VJC,VND,VNM,VPB,VPI,VRE,VSC,VTP"
