loss,val_loss,learning_rate
0.01855456829071045,0.014156938530504704,0.0005000000237487257
0.017297783866524696,0.013689043931663036,0.0005000000237487257
0.01647082157433033,0.013341696932911873,0.0005000000237487257
0.015956006944179535,0.012992815114557743,0.0005000000237487257
0.015667911618947983,0.012718100100755692,0.0005000000237487257
0.01534162275493145,0.01251672487705946,0.0005000000237487257
0.014985007233917713,0.012371174059808254,0.0005000000237487257
0.014831862412393093,0.012221667915582657,0.0005000000237487257
0.014602036215364933,0.012182293459773064,0.0005000000237487257
0.014415965415537357,0.01199155393987894,0.0005000000237487257
0.01421869546175003,0.011876584962010384,0.0005000000237487257
0.014132875017821789,0.011838164180517197,0.0005000000237487257
0.014022927731275558,0.011713864281773567,0.0005000000237487257
0.013885829597711563,0.011636335402727127,0.0005000000237487257
0.013715262524783611,0.0116923488676548,0.0005000000237487257
0.01361276488751173,0.011522328481078148,0.0005000000237487257
0.013675043359398842,0.011414377018809319,0.0005000000237487257
0.013536318205296993,0.011463760398328304,0.0005000000237487257
0.0134724210947752,0.011287502013146877,0.0005000000237487257
0.013322610408067703,0.011200726963579655,0.0005000000237487257
0.013160109519958496,0.011246382258832455,0.0005000000237487257
0.013223294168710709,0.011126541532576084,0.0005000000237487257
0.013259162195026875,0.011201852932572365,0.0005000000237487257
0.013172541745007038,0.01108083687722683,0.0005000000237487257
0.013154013082385063,0.011064169928431511,0.0005000000237487257
0.013125905767083168,0.011084435507655144,0.0005000000237487257
0.013025479391217232,0.011036998592317104,0.0002500000118743628
0.013006501831114292,0.011037220247089863,0.0002500000118743628
0.013010737486183643,0.011117055080831051,0.0002500000118743628
0.012951758690178394,0.011075743474066257,0.0002500000118743628
