loss,magnitude_loss,sign_prob_loss,signed_prediction_loss,val_loss,val_magnitude_loss,val_sign_prob_loss,val_signed_prediction_loss,val_rel_score,learning_rate
2.771845579147339,0.006746494211256504,0.799985945224762,1.3440368175506592,2.833574056625366,0.0080771679058671,0.8041093945503235,1.3741101026535034,-0.018398201053925867,0.0003000000142492354
2.7602250576019287,0.006195079535245895,0.7982755303382874,1.3383930921554565,2.927778959274292,0.007586398161947727,0.8132455945014954,1.4206721782684326,-0.024818578961829152,0.0003000000142492354
2.750089168548584,0.006018271204084158,0.799708366394043,1.3332172632217407,2.8149750232696533,0.006973797921091318,0.803170382976532,1.3650699853897095,-0.01644467547073436,0.0003000000142492354
2.7349653244018555,0.00603159936144948,0.7977975010871887,1.3257555961608887,2.8866374492645264,0.0071556237526237965,0.8110833764076233,1.4003852605819702,-0.021120723086194282,0.0003000000142492354
2.7307448387145996,0.006099991500377655,0.7987779974937439,1.3234857320785522,2.822942018508911,0.0068770055659115314,0.8040756583213806,1.3691266775131226,-0.020142660633752918,0.0003000000142492354
2.718780279159546,0.006342372857034206,0.7974342703819275,1.3176054954528809,2.842410087585449,0.007025775965303183,0.8046625852584839,1.3788191080093384,-0.023386333498897738,0.0003000000142492354
2.7115156650543213,0.006442597601562738,0.7960855960845947,1.313988208770752,2.838188409805298,0.006966722663491964,0.8040717244148254,1.3767813444137573,-0.02552112199355916,0.0003000000142492354
2.7039096355438232,0.006282179616391659,0.7959480881690979,1.3102167844772339,2.8108971118927,0.006647942587733269,0.8009536266326904,1.3634419441223145,-0.020805636905381508,0.0003000000142492354
2.6932926177978516,0.006247267127037048,0.7947770357131958,1.3049544095993042,2.8329262733459473,0.006882682908326387,0.802415132522583,1.3742738962173462,-0.0256594116857507,0.0001500000071246177
2.6864144802093506,0.006621609441936016,0.79466712474823,1.3014843463897705,2.8416128158569336,0.007157832849770784,0.8023169636726379,1.3785643577575684,-0.03273596500039777,0.0001500000071246177
2.6807339191436768,0.006780519615858793,0.7944263219833374,1.2986210584640503,2.841127634048462,0.007153574377298355,0.8015410304069519,1.37833571434021,-0.03128065141974812,0.0001500000071246177
2.6754658222198486,0.006901548709720373,0.7940422296524048,1.295980453491211,2.875274658203125,0.007466244976967573,0.8020458817481995,1.3951852321624756,-0.03239221922660418,0.0001500000071246177
2.6723814010620117,0.007057473063468933,0.793558657169342,1.294445514678955,2.8724050521850586,0.0076822079718112946,0.8028941750526428,1.393606185913086,-0.04081462885091813,0.0001500000071246177
