seed,variant,delta_rel_score,delta_q90_abs_error,delta_daily_q90_abs_error_q90,delta_daily_q90_abs_error_max,delta_spike_days_ge_7pct,delta_spike_days_ge_8pct
43,plain_global_instance_rel,-0.012712075236644003,0.0009285742649807957,0.0007394276559351959,-0.011779359728097905,-3,-12
43,plain_global_weighted_mild,0.012495014561879198,-0.0008678182377480012,-0.00037024885416039877,0.0114667557179928,1,-4
52,plain_global_instance_rel,-0.009262429540512599,0.0005526007851586051,0.000848054587840999,-0.0108093127608299,-1,-8
52,plain_global_weighted_mild,0.011664698770274099,-0.0009936642061801962,-0.001957005560398198,0.02564048394560821,3,8
71,plain_global_instance_rel,-0.008547414469301502,0.0006295715575106026,-0.0005176129937171925,-0.009187888354063006,-9,-13
71,plain_global_weighted_mild,-0.0135363885171069,0.0004671173752284971,-0.0008260819315911022,-0.015419151633977904,1,-16
