Date,code,high,low,open,close,adjust,volume_match,value_match
2021-04-19,9961.HK,281.0193771591303,275.02323139184847,280.8194934343644,280.02001953125,280.02001953125,3543276,992188214.7246094
2021-04-20,9961.HK,292.4120308268516,285.4165278429459,285.4165278429459,289.01422119140625,289.01422119140625,2199552,635701808.25
2021-04-21,9961.HK,284.8169026321736,280.2198517883406,283.2179244476266,282.21856689453125,282.21856689453125,571700,161344354.69360352
2021-04-22,9961.HK,300.2070169035146,290.8130615642637,291.0129452834286,298.80792236328125,298.80792236328125,1280350,382578723.3978272
2021-04-23,9961.HK,301.8059997558594,292.81178122008873,298.2083062419563,301.8059997558594,301.8059997558594,712450,215021684.526062
2021-04-26,9961.HK,301.8059886766299,295.80984320623327,301.8059886766299,298.6080322265625,298.6080322265625,424245,126682964.631958
2021-04-27,9961.HK,305.6035269894222,299.00779154919684,299.80726539105075,301.20635986328125,301.20635986328125,212727,64074725.31463623
2021-04-28,9961.HK,310.6003161305742,303.20507631755527,305.803412062122,309.80084228515625,309.80084228515625,382800,118591762.4267578
2021-04-29,9961.HK,324.1915994043605,313.79828646190487,313.79828646190487,318.7950744628906,318.7950744628906,853180,271989581.630249
2021-04-30,9961.HK,311.19995794954656,303.8047176330732,311.19995794954656,307.6022644042969,307.6022644042969,392397,120702205.74545288
2021-05-03,9961.HK,307.60225337527004,294.2108677961845,307.60225337527004,304.4043273925781,304.4043273925781,329005,100150545.73379517
2021-05-04,9961.HK,305.8034205747932,299.6073913574219,305.8034205747932,299.6073913574219,299.6073913574219,162700,48746122.57385254
2021-05-05,9961.HK,299.6073836257547,289.81369175861795,296.8091946631363,290.81304931640625,290.81304931640625,471000,136972946.22802734
2021-05-06,9961.HK,307.6022371258343,297.8085454803666,297.8085454803666,305.80340576171875,305.80340576171875,826599,252776789.39923096
2021-05-07,9961.HK,307.60225647314365,300.0071631265266,305.8034249958867,306.4030456542969,306.4030456542969,154395,47307098.233795166
2021-05-10,9961.HK,305.80342399033924,296.0097317610798,304.20444573916103,297.8085632324219,297.8085632324219,131750,39236278.20587158
2021-05-11,9961.HK,289.81369835783784,280.0200062676932,289.81369835783784,287.2153625488281,287.2153625488281,339944,97637139.20629884
2021-05-12,9961.HK,290.81304773791084,285.81625997609103,288.21471200217013,289.8136901855469,289.8136901855469,157950,45776072.36480713
2021-05-13,9961.HK,286.01615375989394,278.62088321354463,284.8169124556283,280.6195983886719,280.6195983886719,128194,35973748.7958374
